,narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60,pcnvsq,pt86sq,inc86sq
540,2,2,1,0.17,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.028900001,0,0.0
541,1,1,0,0.67,0.0,0.0,0,1.0,0.7,1.0,0,1,0,0.4489,0,0.48999998
542,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4.0,0,0,0,0.0,0,0.0
543,0,0,0,1.0,0.0,0.0,0,4.0,99.7,0.0,0,0,1,1.0,0,9940.09
544,0,0,0,0.5,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.25,0,0.0
545,0,0,0,0.5,0.0,0.0,0,3.0,76.6,0.0,0,0,0,0.25,0,5867.5596
546,0,0,0,1.0,0.0,0.0,0,4.0,87.4,0.0,0,0,1,1.0,0,7638.7603
547,0,0,0,0.29,0.0,0.0,0,0.0,0.0,18.0,0,0,0,0.08409999,0,0.0
548,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,1,0.0,0,0.0
549,0,0,0,0.0,0.0,0.0,0,2.0,15.5,2.0,0,0,1,0.0,0,240.25
550,0,0,0,0.25,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.0625,0,0.0
551,1,1,1,0.14,0.0,0.0,0,0.0,0.0,9.0,0,0,0,0.0196,0,0.0
552,0,0,0,1.0,0.0,0.0,0,4.0,157.2,0.0,0,0,1,1.0,0,24711.84
553,0,0,0,0.5,0.0,0.0,0,4.0,106.4,0.0,0,0,0,0.25,0,11320.96
554,0,0,0,0.0,0.0,0.0,0,3.0,46.2,0.0,0,0,0,0.0,0,2134.4402
555,0,0,0,0.0,0.0,0.0,0,3.0,60.9,0.0,0,0,1,0.0,0,3708.8103
556,0,0,0,0.0,0.0,0.0,0,4.0,152.9,0.0,0,0,0,0.0,0,23378.408
557,1,1,1,0.0,0.0,0.0,0,3.0,34.0,0.0,0,0,1,0.0,0,1156.0
558,0,0,0,0.5,0.0,0.0,0,4.0,66.7,0.0,0,1,0,0.25,0,4448.8896
559,1,0,0,0.6,0.0,0.0,0,2.0,63.4,0.0,0,1,0,0.36,0,4019.5603
560,0,0,0,0.0,0.0,0.0,0,3.0,37.3,6.0,0,0,1,0.0,0,1391.2899
561,2,1,0,0.8,0.0,0.0,0,2.0,25.9,2.0,0,0,0,0.64000005,0,670.81
562,0,0,0,0.63,5.5,5.5,0,4.0,124.8,0.0,1,0,0,0.3969,0,15575.041
563,0,0,0,0.0,0.0,0.0,0,3.0,81.3,0.0,0,0,0,0.0,0,6609.6904
564,0,0,0,1.0,0.0,0.0,0,2.0,23.5,0.0,0,0,0,1.0,0,552.25
565,0,0,0,0.0,0.0,0.0,0,3.0,33.0,0.0,0,0,0,0.0,0,1089.0
566,0,0,0,1.0,0.0,0.0,0,4.0,114.6,0.0,0,0,1,1.0,0,13133.159
567,1,1,1,0.25,0.0,0.0,0,0.0,0.0,14.0,0,1,0,0.0625,0,0.0
568,1,1,0,0.0,0.0,0.0,0,4.0,29.3,0.0,0,0,0,0.0,0,858.4899
569,0,0,0,0.0,0.0,0.0,0,3.0,23.7,0.0,0,1,1,0.0,0,561.69006
570,0,0,0,0.5,0.0,0.0,0,1.0,3.3,1.0,0,1,0,0.25,0,10.889999
571,0,0,0,1.0,0.0,0.0,0,1.0,1.5,2.0,0,0,0,1.0,0,2.25
572,0,0,0,0.0,0.0,0.0,0,4.0,39.6,0.0,1,0,0,0.0,0,1568.1599
573,0,0,0,0.4,0.0,0.0,0,3.0,44.3,0.0,0,1,1,0.16000001,0,1962.49
574,0,0,0,0.0,0.0,0.0,0,4.0,49.1,0.0,0,0,1,0.0,0,2410.8098
575,0,0,0,0.0,0.0,0.0,0,4.0,159.5,0.0,0,1,0,0.0,0,25440.25
576,0,0,0,0.67,0.0,0.0,0,4.0,52.7,0.0,0,0,0,0.4489,0,2777.29
577,0,0,0,0.25,0.0,0.0,0,0.0,0.0,8.0,1,0,0,0.0625,0,0.0
578,0,0,0,0.5,0.0,0.0,0,3.0,90.0,1.0,0,0,0,0.25,0,8100.0
579,1,1,0,1.0,0.0,0.0,0,1.0,12.1,0.0,1,0,0,1.0,0,146.41
580,2,2,2,0.29,0.0,0.0,2,1.0,15.9,13.0,0,0,0,0.08409999,4,252.80998
581,0,0,0,1.0,0.0,0.0,0,4.0,47.8,0.0,0,0,0,1.0,0,2284.8398
582,0,0,0,0.0,0.0,0.0,0,2.0,7.9,24.0,0,0,1,0.0,0,62.41
583,0,0,0,0.4,0.0,0.0,0,1.0,1.0,0.0,0,0,0,0.16000001,0,1.0
584,0,0,0,1.0,0.0,0.0,0,4.0,229.8,0.0,0,0,1,1.0,0,52808.043
585,0,0,0,1.0,0.0,0.0,0,3.0,20.3,0.0,0,0,0,1.0,0,412.08997
586,5,2,1,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,0,0.0,0,0.0
587,3,1,3,0.38,0.0,0.0,0,2.0,25.6,0.0,0,1,0,0.1444,0,655.36005
588,0,0,0,1.0,0.0,0.0,0,0.0,0.0,11.0,0,0,0,1.0,0,0.0
589,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.0,0,0.0
590,2,2,1,0.42,0.0,0.0,2,0.0,0.0,12.0,1,0,0,0.17639999,4,0.0
591,0,0,0,0.5,0.0,0.0,0,4.0,119.5,0.0,0,1,1,0.25,0,14280.25
592,0,0,0,0.29,0.0,0.0,0,1.0,1.6,13.0,0,1,1,0.08409999,0,2.5600002
593,0,0,0,0.17,0.0,0.0,0,0.0,0.0,5.0,0,1,1,0.028900001,0,0.0
594,0,0,0,1.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,1.0,0,0.0
595,0,0,0,1.0,0.0,0.0,0,0.0,0.0,7.0,0,0,1,1.0,0,0.0
596,0,0,0,0.0,0.0,0.0,0,4.0,180.1,0.0,0,0,0,0.0,0,32436.012
597,0,0,0,0.0,0.0,0.0,0,4.0,37.4,0.0,0,0,0,0.0,0,1398.7601
598,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,1,0,1,0.0,0,0.0
599,0,0,0,0.0,0.0,0.0,0,4.0,102.5,0.0,0,0,1,0.0,0,10506.25
600,2,2,0,0.36,0.0,0.0,0,1.0,13.1,0.0,0,1,0,0.1296,0,171.61002
601,0,0,0,0.0,0.0,0.0,0,4.0,87.0,0.0,0,1,1,0.0,0,7569.0
602,0,0,0,0.67,0.0,0.0,0,4.0,65.8,0.0,0,0,1,0.4489,0,4329.6406
603,0,0,0,0.0,0.0,0.0,0,2.0,98.2,24.0,0,0,1,0.0,0,9643.239
604,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.0,0,0.0
605,4,2,0,0.25,20.6,41.2,2,0.0,0.0,3.0,0,1,0,0.0625,4,0.0
606,0,0,0,0.38,0.0,0.0,0,1.0,6.9,5.0,1,0,1,0.1444,0,47.61
607,0,0,0,0.0,0.0,0.0,0,4.0,144.5,0.0,0,1,0,0.0,0,20880.25
608,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.0,0,0.0
609,0,0,0,0.5,0.0,0.0,0,0.0,0.0,7.0,1,0,1,0.25,0,0.0
610,1,1,0,0.0,0.0,0.0,0,4.0,7.9,0.0,0,1,1,0.0,0,62.41
611,0,0,0,1.0,0.0,0.0,0,4.0,159.4,0.0,0,0,0,1.0,0,25408.357
612,0,0,0,0.0,0.0,0.0,0,2.0,14.3,0.0,1,0,0,0.0,0,204.49
613,0,0,0,0.5,0.0,0.0,0,2.0,1.6,0.0,0,0,1,0.25,0,2.5600002
614,1,0,1,0.56,0.0,0.0,0,0.0,0.0,4.0,0,0,1,0.3136,0,0.0
615,0,0,0,0.5,0.0,0.0,0,4.0,145.7,0.0,0,1,1,0.25,0,21228.488
616,0,0,0,0.0,0.0,0.0,0,3.0,29.0,0.0,1,0,1,0.0,0,841.0
617,0,0,0,0.25,0.0,0.0,0,4.0,114.6,0.0,0,0,0,0.0625,0,13133.159
618,0,0,0,0.0,0.0,0.0,0,4.0,126.3,0.0,0,0,1,0.0,0,15951.69
619,0,0,0,0.5,0.0,0.0,0,4.0,118.1,0.0,0,0,0,0.25,0,13947.609
620,0,0,0,0.0,0.0,0.0,0,3.0,51.3,3.0,0,0,0,0.0,0,2631.69
621,0,0,0,0.5,0.0,0.0,12,0.0,0.0,0.0,0,1,0,0.25,144,0.0
622,0,0,0,0.0,0.0,0.0,0,4.0,113.0,0.0,0,0,1,0.0,0,12769.0
623,0,0,0,0.5,0.0,0.0,0,0.0,0.0,6.0,0,0,0,0.25,0,0.0
624,0,0,0,1.0,17.0,17.0,0,4.0,60.1,0.0,0,1,0,1.0,0,3612.0098
625,3,3,2,0.63,7.1,14.2,4,1.0,15.0,0.0,1,0,0,0.3969,16,225.0
626,0,0,0,1.0,0.0,0.0,0,3.0,27.6,0.0,0,0,1,1.0,0,761.76
627,0,0,0,0.0,0.0,0.0,0,2.0,17.4,1.0,0,0,0,0.0,0,302.75998
628,0,0,0,0.0,0.0,0.0,0,4.0,214.3,0.0,0,0,1,0.0,0,45924.492
629,0,0,0,0.4,8.1,8.1,0,3.0,22.7,8.0,0,0,0,0.16000001,0,515.29004
630,0,0,0,0.5,4.9,14.7,12,0.0,0.0,6.0,0,0,0,0.25,144,0.0
631,0,0,0,0.5,0.0,0.0,0,4.0,280.1,0.0,0,0,1,0.25,0,78456.016
632,1,1,0,0.75,0.0,0.0,0,1.0,8.9,7.0,0,0,0,0.5625,0,79.20999
633,0,0,0,0.0,0.0,0.0,0,4.0,541.0,0.0,0,1,1,0.0,0,292681.0
634,0,0,0,1.0,0.0,0.0,0,4.0,152.0,0.0,0,0,0,1.0,0,23104.0
635,0,0,0,0.67,0.0,0.0,0,2.0,63.1,1.0,0,0,1,0.4489,0,3981.6099
636,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,0,0.0,0,0.0
637,1,1,0,0.0,0.0,0.0,0,0.0,0.0,13.0,1,0,0,0.0,0,0.0
638,0,0,0,0.43,0.9,0.9,0,4.0,61.0,0.0,0,0,1,0.1849,0,3721.0
639,0,0,0,0.29,0.0,0.0,0,3.0,91.5,0.0,0,0,0,0.08409999,0,8372.25
640,0,0,0,0.5,9.0,18.0,0,4.0,45.7,0.0,1,0,0,0.25,0,2088.49
641,0,0,0,0.0,0.0,0.0,0,4.0,106.5,0.0,0,0,0,0.0,0,11342.25
642,12,6,8,0.29,0.0,0.0,0,1.0,5.3,2.0,0,0,0,0.08409999,0,28.090002
643,0,0,0,0.0,0.0,0.0,0,3.0,73.7,2.0,0,1,1,0.0,0,5431.6895
644,1,0,0,1.0,0.0,0.0,0,2.0,11.5,4.0,0,0,0,1.0,0,132.25
645,3,3,2,0.36,1.1,1.1,0,0.0,0.0,1.0,0,0,0,0.1296,0,0.0
646,0,0,0,0.33,0.0,0.0,0,4.0,82.1,0.0,0,0,0,0.10890001,0,6740.4097
647,0,0,0,0.5,0.0,0.0,0,4.0,275.8,0.0,0,0,0,0.25,0,76065.63
648,2,2,2,0.4,0.0,0.0,0,0.0,0.0,12.0,1,0,0,0.16000001,0,0.0
649,0,0,0,0.33,0.0,0.0,0,1.0,10.4,7.0,1,0,0,0.10890001,0,108.15999
650,1,1,1,1.0,0.0,0.0,0,2.0,6.1,1.0,0,1,0,1.0,0,37.21
651,2,1,0,0.0,0.0,0.0,0,0.0,0.0,3.0,1,0,0,0.0,0,0.0
652,0,0,0,0.0,0.0,0.0,0,1.0,2.1,2.0,0,0,0,0.0,0,4.4099994
653,0,0,0,1.0,0.0,0.0,0,3.0,38.4,0.0,0,0,0,1.0,0,1474.56
654,1,1,1,0.67,0.0,0.0,0,0.0,0.0,1.0,0,1,0,0.4489,0,0.0
655,1,1,1,0.36,11.6,11.6,0,2.0,16.3,5.0,0,1,0,0.1296,0,265.68997
656,0,0,0,1.0,0.0,0.0,0,3.0,105.7,1.0,0,1,1,1.0,0,11172.489
657,0,0,0,0.0,0.0,0.0,0,4.0,45.7,0.0,0,1,0,0.0,0,2088.49
658,1,1,1,0.38,0.0,0.0,0,0.0,0.0,2.0,0,0,1,0.1444,0,0.0
659,0,0,0,0.0,0.0,0.0,0,1.0,0.8,2.0,0,1,0,0.0,0,0.64000005
660,0,0,0,0.0,0.0,0.0,0,1.0,7.8,2.0,0,1,0,0.0,0,60.840004
661,0,0,0,0.33,0.0,0.0,0,2.0,5.9,1.0,0,0,0,0.10890001,0,34.81
662,0,0,0,1.0,0.0,0.0,0,3.0,103.6,1.0,0,0,1,1.0,0,10732.96
663,1,1,1,0.17,0.0,0.0,0,4.0,30.4,0.0,0,0,0,0.028900001,0,924.16
664,2,2,0,0.6,2.6,2.6,0,0.0,0.0,6.7,1,0,0,0.36,0,0.0
665,0,0,0,0.67,0.0,0.0,0,1.0,5.4,0.0,1,0,0,0.4489,0,29.160002
666,0,0,0,0.0,0.0,0.0,0,4.0,275.6,0.0,0,1,1,0.0,0,75955.37
667,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,1,0,0,0.0,0,0.0
668,0,0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0,0,0,0.0,0,0.0
669,0,0,0,0.53,0.0,0.0,0,0.0,0.0,8.0,0,1,0,0.28089997,0,0.0
670,0,0,0,0.0,0.0,0.0,0,4.0,83.1,0.0,0,0,1,0.0,0,6905.61
671,0,0,0,0.0,0.0,0.0,0,4.0,149.0,0.0,0,0,1,0.0,0,22201.0
672,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,0.0,0,0.0
673,0,0,0,0.67,0.0,0.0,0,1.0,2.2,6.0,0,1,0,0.4489,0,4.84
674,0,0,0,0.67,0.0,0.0,0,2.0,50.3,1.0,0,0,0,0.4489,0,2530.0898
675,0,0,0,1.0,0.0,0.0,0,4.0,169.8,0.0,1,0,1,1.0,0,28832.041
676,0,0,0,0.0,0.0,0.0,0,4.0,35.9,0.0,0,0,0,0.0,0,1288.81
677,0,0,0,1.0,0.0,0.0,0,4.0,120.7,0.0,0,1,0,1.0,0,14568.489
678,0,0,0,0.5,0.0,0.0,0,3.0,43.4,4.0,0,0,0,0.25,0,1883.5602
679,0,0,0,0.25,0.0,0.0,0,3.0,72.2,0.0,0,0,0,0.0625,0,5212.8394
680,0,0,0,1.0,0.0,0.0,0,2.0,36.1,1.0,0,1,0,1.0,0,1303.2098
681,0,0,0,0.0,0.0,0.0,0,2.0,39.0,1.0,0,0,0,0.0,0,1521.0
682,1,1,0,0.29,0.0,0.0,0,1.0,0.8,1.0,1,0,0,0.08409999,0,0.64000005
683,1,0,0,0.33,0.0,0.0,0,4.0,72.1,0.0,0,0,1,0.10890001,0,5198.4097
684,0,0,0,0.33,0.0,0.0,0,3.0,58.2,3.0,0,0,0,0.10890001,0,3387.24
685,0,0,0,0.0,0.0,0.0,0,4.0,160.3,0.0,1,0,0,0.0,0,25696.092
686,1,1,1,0.33,0.0,0.0,5,0.0,0.0,5.0,0,0,0,0.10890001,25,0.0
687,0,0,0,0.5,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.25,0,0.0
688,0,0,0,0.0,0.0,0.0,0,4.0,114.0,0.0,0,0,1,0.0,0,12996.0
689,0,0,0,0.5,0.0,0.0,0,3.0,58.5,22.0,0,1,0,0.25,0,3422.25
690,1,1,1,0.5,0.0,0.0,0,4.0,45.4,0.0,0,0,0,0.25,0,2061.1602
691,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,1,0,0,0.0,0,0.0
692,0,0,0,0.5,0.0,0.0,0,3.0,37.4,0.0,0,1,0,0.25,0,1398.7601
693,0,0,0,0.5,0.0,0.0,0,4.0,125.7,0.0,0,1,0,0.25,0,15800.489
694,0,0,0,0.33,0.0,0.0,0,2.0,17.9,0.0,0,0,0,0.10890001,0,320.40997
695,0,0,0,0.56,0.0,0.0,0,0.0,0.0,5.0,0,0,0,0.3136,0,0.0
696,0,0,0,0.14,0.0,0.0,0,3.0,54.5,0.0,0,1,0,0.0196,0,2970.25
697,1,1,1,0.67,0.0,0.0,0,0.0,0.0,22.0,0,0,1,0.4489,0,0.0
698,0,0,0,0.0,11.1,11.1,0,1.0,0.4,2.0,0,0,0,0.0,0,0.16000001
699,0,0,0,0.5,0.0,0.0,0,2.0,15.5,1.0,1,0,1,0.25,0,240.25
700,0,0,0,1.0,0.0,0.0,0,4.0,189.3,0.0,0,0,0,1.0,0,35834.492
701,0,0,0,0.33,0.0,0.0,0,1.0,3.1,0.0,0,0,0,0.10890001,0,9.61
702,2,1,0,0.4,0.0,0.0,7,1.0,0.2,0.0,0,1,0,0.16000001,49,0.040000003
703,0,0,0,1.0,0.0,0.0,0,0.0,0.0,3.0,0,1,0,1.0,0,0.0
704,2,0,0,0.27,0.0,0.0,0,3.0,29.1,0.0,0,0,0,0.072900005,0,846.81
705,9,6,8,0.5,0.0,0.0,0,1.0,2.2,0.0,1,0,0,0.25,0,4.84
706,0,0,0,0.0,0.0,0.0,0,4.0,219.4,0.0,0,0,0,0.0,0,48136.355
707,0,0,0,0.0,0.0,0.0,0,4.0,112.8,0.0,0,1,0,0.0,0,12723.841
708,0,0,0,0.0,0.0,0.0,0,4.0,172.2,0.0,0,0,1,0.0,0,29652.84
709,1,1,1,1.0,0.0,0.0,0,4.0,119.3,0.0,0,0,1,1.0,0,14232.491
710,0,0,0,1.0,0.0,0.0,0,3.0,13.1,0.0,0,0,0,1.0,0,171.61002
711,0,0,0,0.5,11.6,23.2,0,0.0,0.0,2.0,1,0,0,0.25,0,0.0
712,1,1,1,1.0,0.0,0.0,0,4.0,48.5,0.0,0,0,1,1.0,0,2352.25
713,0,0,0,0.0,0.0,0.0,0,3.0,37.4,0.0,0,0,0,0.0,0,1398.7601
714,0,0,0,0.67,0.0,0.0,0,2.0,9.2,0.0,0,0,1,0.4489,0,84.64
715,0,0,0,0.33,0.0,0.0,0,4.0,24.7,0.0,0,1,1,0.10890001,0,610.09
716,0,0,0,1.0,0.0,0.0,0,4.0,109.9,0.0,0,0,0,1.0,0,12078.011
717,5,3,4,0.45,0.0,0.0,1,0.0,0.0,1.0,1,0,1,0.20249999,1,0.0
718,3,0,1,0.4,0.0,0.0,0,4.0,110.5,0.0,0,1,0,0.16000001,0,12210.25
719,0,0,0,0.0,0.0,0.0,0,4.0,29.1,0.0,0,0,0,0.0,0,846.81
720,1,1,1,0.5,0.0,0.0,0,2.0,2.7,1.0,0,1,0,0.25,0,7.2900004
721,0,0,0,1.0,0.0,0.0,0,4.0,412.9,0.0,0,0,1,1.0,0,170486.4
722,0,0,0,0.0,0.0,0.0,0,3.0,53.5,0.0,0,0,1,0.0,0,2862.25
723,0,0,0,0.0,0.0,0.0,0,3.0,156.5,0.0,0,0,1,0.0,0,24492.25
724,2,1,1,0.5,0.0,0.0,0,3.0,29.7,1.0,1,0,0,0.25,0,882.09
725,1,0,0,0.5,0.0,0.0,2,0.0,0.0,8.0,0,1,1,0.25,4,0.0
726,0,0,0,1.0,0.0,0.0,0,0.0,0.0,8.0,0,0,1,1.0,0,0.0
727,0,0,0,0.0,0.0,0.0,0,4.0,119.1,0.0,0,0,1,0.0,0,14184.81
728,1,0,1,0.5,0.0,0.0,0,3.0,2.9,0.0,0,0,1,0.25,0,8.410001
729,0,0,0,0.38,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.1444,0,0.0
730,0,0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,0,1,0.0,0,0.0
731,1,1,1,0.67,23.5,23.5,0,3.0,11.2,4.7,0,0,0,0.4489,0,125.439995
732,0,0,0,0.43,6.1,12.2,0,0.0,0.0,3.0,0,0,0,0.1849,0,0.0
733,1,1,0,0.4,0.0,0.0,0,0.0,0.0,2.0,0,1,1,0.16000001,0,0.0
734,1,1,0,0.4,0.0,0.0,0,0.0,0.0,2.0,0,1,0,0.16000001,0,0.0
735,1,1,0,1.0,0.0,0.0,0,1.0,1.0,11.0,0,1,0,1.0,0,1.0
736,0,0,0,0.4,0.0,0.0,0,3.0,22.6,0.0,0,1,0,0.16000001,0,510.76
737,0,0,0,0.5,0.0,0.0,0,4.0,135.7,0.0,0,0,1,0.25,0,18414.488
738,1,0,0,1.0,0.0,0.0,0,4.0,54.7,0.0,0,1,1,1.0,0,2992.09
739,0,0,0,0.57,0.0,0.0,0,3.0,21.2,1.0,0,0,0,0.3249,0,449.44003
740,0,0,0,0.0,0.0,0.0,0,2.0,64.1,15.0,0,1,0,0.0,0,4108.8096
741,2,2,1,0.29,0.0,0.0,0,1.0,2.6,0.0,0,0,1,0.08409999,0,6.7599993
742,0,0,0,0.33,12.2,12.2,0,4.0,81.7,0.0,0,0,0,0.10890001,0,6674.8896
743,0,0,0,0.5,0.0,0.0,0,3.0,29.3,0.0,0,1,1,0.25,0,858.4899
744,0,0,0,0.0,0.0,0.0,0,3.0,70.5,0.0,0,0,0,0.0,0,4970.25
745,0,0,0,0.33,0.0,0.0,0,4.0,192.4,0.0,0,1,0,0.10890001,0,37017.758
746,0,0,0,0.0,0.0,0.0,0,2.0,22.0,1.0,1,0,0,0.0,0,484.0
747,0,0,0,0.5,0.0,0.0,0,4.0,105.8,0.0,0,0,1,0.25,0,11193.641
748,0,0,0,0.67,0.0,0.0,0,3.0,37.0,1.0,0,1,1,0.4489,0,1369.0
749,0,0,0,0.32,7.2,7.2,4,0.0,0.0,4.5,0,0,0,0.1024,16,0.0
750,1,0,0,0.67,8.6,8.6,3,1.0,10.8,1.0,1,0,0,0.4489,9,116.64001
751,0,0,0,0.0,30.4,30.4,0,0.0,0.0,9.4,1,0,0,0.0,0,0.0
752,0,0,0,0.5,0.0,0.0,0,0.0,0.0,3.0,0,1,0,0.25,0,0.0
753,0,0,0,1.0,0.0,0.0,0,1.0,9.9,2.0,0,0,0,1.0,0,98.009995
754,0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,1.0,0,0.0
755,1,1,0,0.0,0.0,0.0,0,4.0,124.5,0.0,0,1,0,0.0,0,15500.25
756,0,0,0,1.0,0.0,0.0,0,3.0,139.9,0.0,0,1,0,1.0,0,19572.008
757,0,0,0,0.29,0.0,0.0,0,1.0,3.7,0.0,1,0,0,0.08409999,0,13.690001
758,1,1,1,0.4,0.0,0.0,3,0.0,0.0,9.0,0,0,0,0.16000001,9,0.0
759,0,0,0,0.23,0.0,0.0,12,0.0,0.0,0.0,0,1,0,0.0529,144,0.0
760,0,0,0,0.5,0.0,0.0,0,4.0,119.3,0.0,0,0,1,0.25,0,14232.491
761,1,1,0,0.6,0.0,0.0,6,2.0,8.9,0.0,1,0,1,0.36,36,79.20999
762,0,0,0,0.0,0.0,0.0,0,2.0,95.5,2.0,0,0,0,0.0,0,9120.25
763,0,0,0,1.0,0.0,0.0,0,4.0,55.8,0.0,0,1,0,1.0,0,3113.64
764,0,0,0,0.0,0.0,0.0,0,2.0,17.6,0.0,0,0,1,0.0,0,309.76
765,0,0,0,1.0,0.0,0.0,0,2.0,15.0,14.0,1,0,1,1.0,0,225.0
766,0,0,0,0.5,0.0,0.0,0,3.0,35.6,0.0,0,0,0,0.25,0,1267.3599
767,0,0,0,0.5,0.0,0.0,0,0.0,0.0,4.0,0,1,1,0.25,0,0.0
768,2,1,0,0.29,0.0,0.0,0,1.0,1.1,6.0,0,0,0,0.08409999,0,1.21
769,0,0,0,1.0,0.0,0.0,0,4.0,96.1,0.0,0,0,0,1.0,0,9235.21
770,0,0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,0,0.0,0,0.0
771,0,0,0,0.0,0.0,0.0,0,4.0,70.6,0.0,0,0,0,0.0,0,4984.36
772,0,0,0,0.5,0.0,0.0,0,4.0,161.3,0.0,0,0,0,0.25,0,26017.691
773,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1,0,0,0.0,0,0.0
774,0,0,0,0.5,0.0,0.0,0,3.0,65.9,7.0,0,1,1,0.25,0,4342.81
775,0,0,0,0.5,0.0,0.0,0,0.0,0.0,3.0,0,0,1,0.25,0,0.0
776,0,0,0,0.67,0.0,0.0,0,4.0,27.3,0.0,0,0,0,0.4489,0,745.29
777,0,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,1.0,0,0.0
778,0,0,0,1.0,0.0,0.0,0,4.0,93.9,0.0,0,0,0,1.0,0,8817.21
779,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0,0.0,0,0.0
780,0,0,0,1.0,0.0,0.0,0,2.0,23.2,0.0,0,1,0,1.0,0,538.24005
781,0,0,0,1.0,0.0,0.0,0,1.0,13.0,25.0,0,0,0,1.0,0,169.0
782,0,0,0,0.0,0.0,0.0,0,0.0,0.0,4.0,0,0,0,0.0,0,0.0
783,0,0,0,0.0,0.0,0.0,0,4.0,55.6,0.0,0,1,0,0.0,0,3091.3599
784,0,0,0,0.5,0.0,0.0,0,0.0,0.0,9.0,0,1,0,0.25,0,0.0
785,0,0,0,0.0,0.0,0.0,0,2.0,33.7,0.0,0,0,1,0.0,0,1135.6901
786,0,0,0,0.6,0.0,0.0,0,3.0,8.1,3.0,0,1,0,0.36,0,65.61001
787,0,0,0,0.33,0.0,0.0,0,3.0,30.6,0.0,0,0,0,0.10890001,0,936.36005
788,0,0,0,0.0,0.0,0.0,0,3.0,26.6,0.0,0,1,0,0.0,0,707.56
789,0,0,0,0.0,0.0,0.0,0,4.0,154.3,0.0,0,0,0,0.0,0,23808.49
790,1,1,0,0.5,0.0,0.0,0,0.0,0.0,12.0,0,0,0,0.25,0,0.0
791,1,1,0,0.5,0.0,0.0,0,0.0,0.0,1.0,0,0,0,0.25,0,0.0
792,0,0,0,0.0,0.0,0.0,0,2.0,127.5,0.0,0,1,1,0.0,0,16256.25
793,0,0,0,0.25,0.0,0.0,0,0.0,0.0,5.0,0,0,0,0.0625,0,0.0
794,1,0,0,0.33,0.0,0.0,0,0.0,0.0,2.0,1,0,0,0.10890001,0,0.0
795,1,1,1,0.5,0.0,0.0,0,1.0,0.4,0.0,0,1,0,0.25,0,0.16000001
796,0,0,0,0.0,0.0,0.0,0,4.0,79.8,0.0,0,1,0,0.0,0,6368.0405
797,0,0,0,0.75,0.0,0.0,0,1.0,6.4,2.0,1,0,0,0.5625,0,40.960003
798,0,0,0,0.0,0.0,0.0,0,2.0,16.4,2.0,0,0,0,0.0,0,268.96
799,0,0,0,0.67,0.0,0.0,12,0.0,0.0,0.0,0,0,1,0.4489,144,0.0
800,2,0,0,0.0,0.0,0.0,0,2.0,50.3,0.0,0,0,0,0.0,0,2530.0898
801,1,1,1,0.44,0.0,0.0,0,0.0,0.0,3.0,0,0,0,0.1936,0,0.0
802,0,0,0,0.29,0.0,0.0,0,3.0,36.7,0.0,1,0,0,0.08409999,0,1346.89
803,0,0,0,1.0,0.0,0.0,0,3.0,31.8,0.0,0,1,0,1.0,0,1011.2399
804,1,1,0,0.0,0.0,0.0,0,3.0,26.0,0.0,0,0,0,0.0,0,676.0
805,0,0,0,0.0,0.0,0.0,0,1.0,4.7,0.0,1,0,0,0.0,0,22.089998
806,0,0,0,0.5,0.0,0.0,0,1.0,1.8,19.0,0,1,0,0.25,0,3.2399998
807,1,1,1,0.2,0.0,0.0,0,1.0,2.1,0.0,0,1,1,0.040000003,0,4.4099994
808,0,0,0,0.0,0.0,0.0,0,2.0,72.8,6.0,0,0,1,0.0,0,5299.8403
809,0,0,0,0.8,8.2,8.2,0,2.0,18.8,6.1,0,0,1,0.64000005,0,353.43997
810,0,0,0,1.0,0.0,0.0,0,0.0,0.0,9.0,0,0,0,1.0,0,0.0
