,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
2562,37,0.0,115,12,1,0,3,1,220.0,31,1,12,0,0.0,17500.0,19,13,0,36.0,169,6.06,1,6.111111,1.8101087
2563,51,,0,12,0,0,50,0,250.0,49,0,12,0,0.0,45000.0,33,31,0,20.0,961,32.0,1,12.5,2.5257287
2564,44,0.0,405,14,0,0,70,1,500.0,37,0,13,0,0.0,32500.0,24,18,0,40.0,324,6.5,1,12.5,2.5257287
2565,25,0.0,234,13,0,1,40,0,0.0,24,0,7,1,,17500.0,6,11,1,0.0,121,17.5,0,,
2566,25,,0,18,0,0,17,0,0.0,24,0,18,1,,8750.0,1,0,0,0.0,0,8.75,0,,
2567,35,0.0,590,16,0,0,40,0,680.0,27,0,16,0,0.0,3000.0,13,5,0,40.0,25,0.0,1,17.0,2.8332133
2568,32,0.0,360,4,0,0,42,0,0.0,29,0,6,0,,13750.0,22,17,1,0.0,289,13.75,0,,
2569,44,1.0,444,12,0,0,40,1,400.0,36,0,16,0,0.0,67500.0,26,14,0,40.0,196,46.7,1,10.0,2.3025851
2570,37,0.0,705,12,0,0,42,1,0.0,36,0,13,0,,32500.0,19,17,0,0.0,289,32.5,0,,
2571,36,,0,14,0,0,60,1,210.0,37,0,18,0,0.0,45000.0,16,13,0,40.0,169,34.08,1,5.25,1.658228
2572,37,1.0,1000,14,0,0,40,1,310.0,38,0,16,0,0.0,55000.0,17,16,0,35.0,256,38.88,1,8.857142,2.181224
2573,46,,0,8,0,0,0,1,0.0,41,0,12,0,,3000.0,32,23,0,0.0,529,3.0,0,,
2574,39,1.0,1000,18,0,0,80,1,47.0,36,0,14,0,0.0,112500.0,15,16,0,6.0,256,110.056,1,7.8333335,2.0583882
2575,64,,0,13,0,0,0,0,1340.0,44,0,14,0,0.0,67500.0,45,24,0,40.0,576,0.0,1,33.5,3.5115454
2576,55,,0,12,0,0,70,0,770.0,52,0,12,0,0.0,112500.0,37,34,0,0.0,1156,72.46,0,,
2577,25,0.0,336,12,0,0,40,0,0.0,24,0,11,0,,27500.0,7,7,0,0.0,49,27.5,0,,
2578,71,0.0,60,14,0,1,5,0,0.0,56,0,12,1,,0.0,51,38,0,0.0,1444,0.0,0,,
2579,22,0.0,276,12,0,0,32,1,131.0,23,0,12,0,0.0,27500.0,4,5,0,40.0,25,20.688,1,3.275,1.1863179
2580,59,1.0,469,12,0,0,0,0,463.0,56,0,12,0,0.0,45000.0,41,38,0,40.0,1444,20.924,1,11.575,2.4488475
2581,57,1.0,640,7,0,0,46,0,1.0,54,0,12,0,0.0,37500.0,44,36,0,30.0,1296,37.448,1,0.033333335,-3.4011974
2582,63,,0,13,0,0,20,0,0.0,58,0,8,0,,22500.0,44,44,0,0.0,1936,22.5,0,,
2583,41,1.0,346,14,0,1,40,1,210.0,40,0,6,1,0.0,22500.0,21,28,0,0.0,784,11.58,0,,
2584,27,0.0,320,12,0,0,32,0,200.0,25,0,13,0,0.0,22500.0,9,6,0,40.0,36,12.1,1,5.0,1.609438
2585,37,0.0,400,16,0,0,40,0,0.0,55,0,17,0,,67500.0,15,32,1,0.0,1024,67.5,0,,
2586,57,0.0,1462,18,0,0,50,0,794.0,29,0,13,0,0.0,3000.0,33,10,0,32.0,100,0.0,1,24.8125,3.2113476
2587,46,0.0,200,16,0,0,40,0,260.0,48,0,16,0,0.0,112500.0,24,26,0,40.0,676,98.98,1,6.5,1.8718022
2588,48,0.0,1327,16,0,0,47,1,654.0,45,0,16,0,0.0,112500.0,26,23,0,45.0,529,78.492,1,14.533334,2.676445
2589,48,0.0,1327,16,0,0,47,1,654.0,45,0,16,0,0.0,112500.0,26,23,0,45.0,529,78.492,1,14.533334,2.676445
2590,48,,0,12,0,0,65,0,320.0,49,0,13,0,0.0,55000.0,30,30,0,40.0,900,38.36,1,8.0,2.0794415
2591,32,0.0,600,18,0,0,55,0,450.0,29,0,18,0,0.0,55000.0,8,5,1,54.0,25,31.6,1,8.333333,2.1202636
2592,61,0.0,480,14,0,0,40,0,0.0,59,0,12,0,,55000.0,41,41,0,0.0,1681,55.0,0,,
2593,52,0.0,578,18,0,0,10,1,354.0,42,0,16,0,0.0,45000.0,28,20,0,40.0,400,26.592,1,8.85,2.1804175
2594,45,0.0,400,16,0,0,40,0,300.0,45,0,16,0,0.0,55000.0,23,23,0,40.0,529,39.4,1,7.5,2.014903
2595,65,,0,11,0,0,0,1,0.0,52,0,12,0,,13750.0,48,34,0,0.0,1156,13.75,0,,
2596,47,0.0,800,12,0,0,41,0,330.0,44,0,13,0,0.0,55000.0,29,25,0,35.0,625,37.84,1,9.428572,2.2437446
2597,35,0.0,400,12,0,0,45,0,360.0,30,0,12,0,0.0,0.0,17,12,1,0.0,144,0.0,0,,
2598,42,0.0,640,14,0,0,40,1,250.0,44,0,16,0,0.0,37500.0,22,22,0,40.0,484,24.5,1,6.25,1.8325815
2599,28,0.0,200,14,0,0,48,0,850.0,27,0,16,0,0.0,45000.0,8,5,0,50.0,25,0.8,1,17.0,2.8332133
2600,44,,0,14,0,0,30,1,0.0,44,0,12,0,,112500.0,24,26,0,0.0,676,112.5,0,,
2601,49,,0,14,0,0,0,0,92.0,49,0,14,0,0.0,0.0,29,29,0,20.0,841,0.0,1,4.6,1.5260563
2602,44,,0,18,0,0,40,0,0.0,47,0,14,0,,3000.0,20,27,1,0.0,729,3.0,0,,
2603,33,,0,12,0,0,0,1,91.0,31,0,12,0,0.0,11500.0,15,13,0,12.0,169,6.768,1,7.5833335,2.0259528
2604,26,0.0,524,12,0,0,40,1,260.0,28,0,12,0,0.0,32500.0,8,10,0,40.0,100,18.98,1,6.5,1.8718022
2605,43,,0,18,0,0,40,1,0.0,42,0,14,0,,45000.0,19,22,0,0.0,484,45.0,0,,
2606,59,,0,17,0,0,16,0,0.0,57,0,14,0,,37500.0,36,37,0,0.0,1369,37.5,0,,
2607,48,1.0,600,12,0,0,16,0,280.0,47,0,14,0,0.0,55000.0,30,27,0,40.0,729,40.44,1,7.0,1.9459101
2608,31,1.0,600,13,0,0,40,0,480.0,34,0,16,0,0.0,45000.0,12,12,1,40.0,144,20.04,1,12.0,2.4849067
2609,37,,0,12,0,0,55,0,175.0,33,0,16,0,0.0,22500.0,19,11,0,32.0,121,13.4,1,5.46875,1.6990501
2610,38,,0,12,0,0,0,0,409.0,36,0,12,0,1.0,22500.0,20,18,1,40.0,324,1.232,1,10.225,2.3248358
2611,57,0.0,84,14,1,0,12,0,500.0,50,1,13,0,0.0,55000.0,37,31,0,40.0,961,29.0,1,12.5,2.5257287
2612,39,0.0,1923,18,0,0,37,0,0.0,35,0,14,0,,112500.0,15,15,1,0.0,225,112.5,0,,
2613,52,0.0,1000,16,0,0,40,0,750.0,49,0,16,0,0.0,112500.0,30,27,0,40.0,729,73.5,1,18.75,2.9311938
2614,50,0.0,580,14,0,0,40,1,235.0,42,0,12,0,0.0,45000.0,30,24,0,30.0,576,32.78,1,7.8333335,2.0583882
2615,67,,0,14,0,0,0,0,0.0,41,0,16,0,,45000.0,47,19,0,0.0,361,45.0,0,,
2616,36,0.0,550,8,0,1,40,0,338.0,26,0,10,1,0.0,32500.0,22,10,1,40.0,100,14.924,1,8.45,2.1341665
2617,43,0.0,1300,18,0,0,44,0,600.0,38,0,13,0,0.0,112500.0,19,19,1,45.0,361,81.3,1,13.333333,2.5902672
2618,38,,0,13,0,0,0,1,240.0,37,0,12,0,1.0,11500.0,19,19,0,40.0,361,0.0,1,6.0,1.7917595
2619,46,,0,14,0,0,60,0,250.0,53,0,16,0,0.0,55000.0,26,31,0,40.0,961,42.0,1,6.25,1.8325815
2620,50,,0,12,0,0,60,0,0.0,47,0,12,0,,37500.0,32,29,0,0.0,841,37.5,0,,
2621,61,0.0,750,12,0,0,40,0,385.0,57,0,14,0,0.0,67500.0,43,37,0,0.0,1369,47.48,0,,
2622,57,0.0,575,15,0,0,40,0,0.0,55,0,12,0,,27500.0,36,37,0,0.0,1369,27.5,0,,
2623,37,0.0,769,16,0,0,38,0,420.0,37,0,16,0,0.0,112500.0,15,15,1,36.0,225,90.66,1,11.666667,2.4567358
2624,27,0.0,340,12,0,0,68,0,520.0,30,0,16,0,0.0,45000.0,9,8,1,48.0,64,17.96,1,10.833333,2.3826277
2625,50,0.0,550,8,0,0,45,0,80.0,51,0,11,0,0.0,32500.0,36,34,0,16.0,1156,28.34,1,5.0,1.609438
2626,46,,0,13,1,0,0,1,900.0,47,1,15,0,0.0,45000.0,27,26,0,40.0,676,0.0,1,22.5,3.1135154
2627,24,,0,12,0,0,60,0,150.0,19,0,12,0,0.0,8750.0,6,1,1,25.0,1,0.95,1,6.0,1.7917595
2628,32,0.0,300,12,0,0,45,0,101.0,23,0,12,0,0.0,22500.0,14,5,1,25.0,25,17.248,1,4.04,1.3962446
2629,33,0.0,1480,16,0,1,55,0,0.0,30,0,13,0,,112500.0,11,11,1,0.0,121,112.5,0,,
2630,32,0.0,750,16,0,0,65,0,0.0,34,0,18,0,,37500.0,10,10,1,0.0,100,37.5,0,,
2631,38,1.0,950,17,0,0,35,0,0.0,31,0,12,0,,37500.0,15,13,1,0.0,169,37.5,0,,
2632,32,0.0,85,14,0,0,20,0,0.0,35,0,13,0,,3000.0,12,16,1,0.0,256,3.0,0,,
2633,47,1.0,700,12,0,0,0,0,420.0,44,0,12,0,0.0,55000.0,29,26,0,40.0,676,33.16,1,10.5,2.3513753
2634,21,0.0,300,9,0,1,60,0,0.0,20,0,9,1,,3000.0,6,5,0,0.0,25,3.0,0,,
2635,40,,0,2,0,1,0,1,0.0,35,0,2,1,,8750.0,32,27,0,0.0,729,8.75,0,,
2636,40,,0,2,0,1,0,1,0.0,35,0,2,1,,8750.0,32,27,0,0.0,729,8.75,0,,
2637,61,,0,12,0,0,60,0,0.0,58,0,12,0,,0.0,43,40,0,0.0,1600,0.0,0,,
2638,30,0.0,350,16,0,0,40,0,0.0,31,0,16,0,,3000.0,8,9,1,0.0,81,3.0,0,,
2639,27,1.0,500,18,0,0,50,0,690.0,30,0,16,0,1.0,55000.0,3,8,1,36.0,64,19.12,1,19.166666,2.9531727
2640,33,0.0,700,12,0,0,40,0,195.0,32,0,12,0,0.0,55000.0,15,14,0,36.0,196,44.86,1,5.4166665,1.6894805
2641,30,0.0,20,11,0,0,7,0,0.0,50,0,12,0,,0.0,13,32,0,0.0,1024,0.0,0,,
2642,68,,0,17,1,0,0,0,0.0,41,0,12,0,,45000.0,45,23,0,0.0,529,45.0,0,,
2643,33,0.0,400,16,0,0,65,0,0.0,34,0,12,0,,13750.0,11,16,1,0.0,256,13.75,0,,
2644,44,,0,16,0,0,90,1,0.0,43,0,13,0,,45000.0,22,24,0,0.0,576,45.0,0,,
2645,64,0.0,180,11,0,0,15,0,900.0,58,0,12,0,0.0,67500.0,47,40,0,40.0,1600,20.7,1,22.5,3.1135154
2646,50,,0,13,0,0,60,0,0.0,48,0,12,0,,0.0,31,30,0,0.0,900,0.0,0,,
2647,36,0.0,575,12,0,0,50,1,166.0,33,0,12,0,1.0,32500.0,18,15,0,30.0,225,23.868,1,5.5333333,1.7107904
2648,25,0.0,350,12,1,0,35,0,0.0,18,1,12,0,,3000.0,7,0,1,0.0,0,3.0,0,,
2649,38,0.0,500,16,0,0,50,0,450.0,21,0,12,0,0.0,45000.0,16,3,0,40.0,9,21.6,1,11.25,2.4203682
2650,43,0.0,1923,16,0,0,50,1,0.0,42,0,12,0,,112500.0,21,24,0,0.0,576,112.5,0,,
2651,47,0.0,770,18,0,0,36,0,0.0,43,0,14,0,,55000.0,23,23,1,0.0,529,55.0,0,,
2652,54,0.0,1173,18,0,0,48,0,200.0,53,0,13,0,0.0,0.0,30,34,0,20.0,1156,0.0,1,10.0,2.3025851
2653,37,1.0,848,14,0,1,38,1,404.0,35,0,12,1,0.0,3000.0,17,17,0,40.0,289,0.0,1,10.1,2.3125355
2654,58,0.0,1175,13,0,0,50,0,360.0,57,0,12,0,1.0,55000.0,39,39,0,40.0,1521,36.28,1,9.0,2.1972246
2655,57,0.0,850,18,0,0,40,0,440.0,51,0,16,0,1.0,67500.0,33,29,0,40.0,841,44.62,1,11.0,2.3978953
2656,48,1.0,720,12,0,0,40,1,265.0,46,0,12,0,0.0,45000.0,30,28,0,25.0,784,31.22,1,10.6,2.3608541
2657,32,0.0,1000,14,0,0,60,1,100.0,31,0,14,0,0.0,37500.0,12,11,0,20.0,121,32.3,1,5.0,1.609438
2658,31,0.0,1250,18,0,0,80,0,0.0,30,0,16,0,,67500.0,7,8,1,0.0,64,67.5,0,,
2659,32,0.0,617,12,0,0,55,0,370.0,33,0,13,0,0.0,45000.0,14,14,1,35.0,196,25.76,1,10.571428,2.358155
2660,60,0.0,700,18,0,0,35,0,700.0,59,0,18,0,1.0,112500.0,36,35,0,35.0,1225,76.1,1,20.0,2.9957323
2661,47,,0,16,0,0,80,0,0.0,47,0,14,0,,55000.0,25,27,0,0.0,729,55.0,0,,
2662,31,1.0,600,12,0,0,50,0,0.0,28,0,12,0,,3000.0,13,10,1,0.0,100,3.0,0,,
2663,60,0.0,750,12,0,0,40,0,0.0,58,0,12,0,,37500.0,42,40,0,0.0,1600,37.5,0,,
2664,41,0.0,430,12,0,0,32,1,260.0,40,0,12,0,1.0,32500.0,23,22,0,20.0,484,18.98,1,13.0,2.5649493
2665,41,0.0,425,16,0,0,50,1,250.0,34,0,16,0,0.0,37500.0,19,12,0,35.0,144,24.5,1,7.142857,1.9661129
2666,52,0.0,1000,14,0,0,60,1,0.0,53,0,12,0,,67500.0,32,35,0,0.0,1225,67.5,0,,
2667,53,0.0,420,13,0,0,40,0,527.0,50,0,12,0,1.0,112500.0,34,32,0,40.0,1024,85.096,1,13.175,2.5783212
2668,27,0.0,220,17,0,0,45,0,220.0,25,0,16,0,0.0,27500.0,4,3,0,40.0,9,16.06,1,5.5,1.704748
2669,37,,0,15,0,0,40,1,425.0,36,0,18,0,1.0,27500.0,16,12,0,40.0,144,5.4,1,10.625,2.3632097
2670,39,0.0,550,15,0,0,40,0,711.0,38,0,15,0,0.0,67500.0,18,17,0,40.0,289,30.528,1,17.775,2.8777928
2671,33,0.0,210,0,0,1,40,0,200.0,23,0,11,1,0.0,13750.0,27,6,1,40.0,36,3.35,1,5.0,1.609438
2672,52,1.0,900,18,1,0,36,1,500.0,42,1,18,0,1.0,67500.0,28,18,0,35.0,324,41.5,1,14.285714,2.65926
2673,38,0.0,712,17,0,0,50,0,0.0,38,0,13,1,,27500.0,15,19,1,0.0,361,27.5,0,,
2674,48,,0,12,0,0,0,1,0.0,27,0,10,0,,3000.0,30,11,0,0.0,121,3.0,0,,
2675,55,,0,12,0,0,0,0,0.0,36,0,8,1,,32500.0,37,22,0,0.0,484,32.5,0,,
2676,41,0.0,760,15,0,0,40,1,300.0,40,0,16,0,0.0,67500.0,20,18,0,45.0,324,51.9,1,6.6666665,1.89712
2677,42,1.0,865,17,0,0,40,1,108.0,42,0,16,0,0.0,55000.0,19,20,0,24.0,400,49.384,1,4.5,1.5040774
2678,31,0.0,500,12,0,0,50,0,443.0,27,0,14,0,0.0,45000.0,13,7,0,40.0,49,21.964,1,11.075,2.4046903
2679,46,0.0,538,9,0,0,40,1,204.0,45,0,12,0,0.0,32500.0,31,27,0,35.0,729,21.892,1,5.8285713,1.762772
2680,35,0.0,480,12,0,0,40,0,190.0,43,0,11,0,0.0,37500.0,17,26,0,40.0,676,27.62,1,4.75,1.5581446
2681,34,0.0,800,16,0,0,40,0,400.0,34,0,12,0,0.0,45000.0,12,16,1,40.0,256,24.2,1,10.0,2.3025851
2682,39,0.0,1300,14,0,0,40,0,1000.0,42,0,17,0,0.0,3000.0,19,19,0,32.0,361,0.0,1,31.25,3.4420195
2683,39,0.0,750,12,0,0,56,1,12.0,37,0,16,0,0.0,45000.0,21,15,0,9.0,225,44.376,1,1.3333334,0.28768212
2684,40,0.0,540,13,0,0,40,1,105.0,35,0,12,0,0.0,37500.0,21,17,0,32.0,289,32.04,1,3.28125,1.1882244
2685,52,1.0,649,12,0,0,40,0,0.0,41,0,12,0,,55000.0,34,23,0,0.0,529,55.0,0,,
2686,58,,0,12,0,0,0,0,500.0,58,0,12,0,0.0,22500.0,40,40,1,40.0,1600,0.0,1,12.5,2.5257287
2687,47,1.0,560,12,0,0,0,0,400.0,47,0,12,0,0.0,37500.0,29,29,0,40.0,841,16.7,1,10.0,2.3025851
2688,55,0.0,906,16,0,0,48,0,0.0,50,0,12,0,,112500.0,33,32,0,0.0,1024,112.5,0,,
2689,32,,0,18,0,0,25,0,400.0,35,0,18,0,0.0,37500.0,8,11,1,40.0,121,16.7,1,10.0,2.3025851
2690,36,1.0,680,12,0,0,40,1,280.0,33,0,13,0,0.0,45000.0,18,14,0,40.0,196,30.44,1,7.0,1.9459101
2691,45,0.0,1153,18,0,0,40,0,1093.0,44,0,18,0,1.0,67500.0,21,20,0,50.0,400,10.664,1,21.86,3.0846586
2692,51,0.0,500,16,0,0,32,0,226.0,42,0,12,0,1.0,32500.0,29,24,0,30.0,576,20.748,1,7.5333333,2.0193377
2693,54,,0,12,0,0,0,0,0.0,54,0,12,0,,17500.0,36,36,0,0.0,1296,17.5,0,,
2694,56,,0,8,0,0,0,0,360.0,55,0,10,0,0.0,32500.0,42,39,0,40.0,1521,13.78,1,9.0,2.1972246
2695,45,1.0,610,14,0,0,45,0,150.0,44,0,8,0,0.0,37500.0,25,30,0,24.0,900,29.7,1,6.25,1.8325815
2696,50,1.0,640,14,0,0,40,0,0.0,30,0,7,0,,32500.0,30,17,1,0.0,289,32.5,0,,
2697,28,0.0,525,14,0,0,61,0,0.0,26,0,12,0,,37500.0,8,8,1,0.0,64,37.5,0,,
2698,45,,0,10,0,0,0,0,0.0,42,0,11,0,,3000.0,29,25,0,0.0,625,3.0,0,,
2699,54,1.0,862,12,0,0,39,0,180.0,53,0,12,0,0.0,37500.0,36,35,0,28.0,1225,28.14,1,6.428571,1.8607523
2700,44,1.0,415,12,0,0,40,1,0.0,39,0,12,0,,37500.0,26,21,0,0.0,441,37.5,0,,
2701,36,0.0,700,16,0,0,50,0,0.0,33,0,13,0,,37500.0,14,14,1,0.0,196,37.5,0,,
2702,31,0.0,640,12,0,0,48,0,400.0,30,0,13,0,1.0,55000.0,13,11,1,48.0,121,34.2,1,8.333333,2.1202636
2703,50,1.0,516,12,1,0,40,0,350.0,47,1,12,0,1.0,6250.0,32,29,0,35.0,841,0.0,1,10.0,2.3025851
2704,64,0.0,160,12,0,0,32,0,0.0,59,0,12,0,,32500.0,46,41,0,0.0,1681,32.5,0,,
2705,63,,0,12,0,0,0,0,0.0,58,0,9,0,,17500.0,45,43,0,0.0,1849,17.5,0,,
2706,51,0.0,544,16,0,0,40,1,60.0,46,0,16,0,0.0,37500.0,29,24,0,10.0,576,34.38,1,6.0,1.7917595
2707,49,1.0,577,18,0,0,40,0,865.0,50,0,18,0,1.0,112500.0,25,26,0,55.0,676,67.52,1,15.727273,2.7553964
2708,38,0.0,500,13,0,0,40,1,438.0,32,0,16,0,0.0,45000.0,19,10,0,40.0,100,22.224,1,10.95,2.3933394
2709,32,0.0,240,12,0,0,40,1,210.0,31,0,10,0,0.0,17500.0,14,15,0,0.0,225,6.58,0,,
2710,57,,0,9,0,0,0,0,520.0,52,0,12,0,1.0,22500.0,42,34,0,40.0,1156,0.0,1,13.0,2.5649493
2711,44,0.0,400,12,0,0,40,1,288.0,44,0,12,0,0.0,22500.0,26,26,0,40.0,676,7.524,1,7.2,1.974081
2712,53,0.0,655,12,0,0,40,0,560.0,49,0,13,0,0.0,67500.0,35,30,0,40.0,900,38.38,1,14.0,2.6390574
2713,54,1.0,975,15,0,0,38,0,289.0,54,0,14,0,0.0,55000.0,33,34,0,35.0,1156,39.972,1,8.257143,2.1110787
2714,28,,0,12,0,0,0,0,350.0,25,0,12,0,0.0,0.0,10,7,0,40.0,49,0.0,1,8.75,2.1690538
2715,36,0.0,140,12,0,0,7,1,104.0,35,0,12,0,0.0,17500.0,18,17,0,24.0,289,12.092,1,4.3333335,1.4663371
2716,51,0.0,1000,18,0,0,50,0,519.0,51,0,18,0,0.0,112500.0,27,27,0,0.0,729,85.512,0,,
2717,45,0.0,700,12,0,0,40,1,0.0,42,0,12,0,,27500.0,27,24,0,0.0,576,27.5,0,,
2718,27,0.0,290,12,1,0,42,0,325.0,26,1,12,0,0.0,22500.0,9,8,1,40.0,64,5.6,1,8.125,2.0949457
2719,36,0.0,700,16,0,0,40,0,450.0,33,0,16,0,0.0,55000.0,14,11,0,40.0,121,31.6,1,11.25,2.4203682
2720,22,0.0,100,5,0,1,30,0,0.0,21,0,10,1,,6250.0,11,5,1,0.0,25,6.25,0,,
2721,30,0.0,810,16,0,0,45,0,340.0,19,0,12,0,0.0,45000.0,8,1,1,60.0,1,27.32,1,5.6666665,1.734601
2722,44,0.0,500,14,0,0,52,0,80.0,32,0,16,0,0.0,45000.0,24,10,1,10.0,100,40.84,1,8.0,2.0794415
2723,43,0.0,468,12,0,0,36,1,0.0,38,0,12,0,,32500.0,25,20,0,0.0,400,32.5,0,,
2724,39,,0,11,0,1,0,1,900.0,37,0,18,1,0.0,3000.0,22,13,0,50.0,169,0.0,1,18.0,2.8903718
2725,58,0.0,780,12,0,0,40,0,0.0,44,0,12,0,,45000.0,40,26,0,0.0,676,45.0,0,,
2726,49,0.0,1153,16,0,0,50,0,423.0,47,0,14,0,0.0,3000.0,27,27,0,40.0,729,0.0,1,10.575,2.3584926
2727,40,,0,14,0,0,40,1,0.0,40,0,13,0,,67500.0,20,21,0,0.0,441,67.5,0,,
2728,29,0.0,700,12,0,0,40,0,0.0,30,0,12,0,,17500.0,11,12,1,0.0,144,17.5,0,,
2729,51,1.0,736,18,0,0,50,1,0.0,44,0,12,0,,37500.0,27,26,0,0.0,676,37.5,0,,
2730,53,,0,12,0,0,0,0,0.0,54,0,12,0,,22500.0,35,36,0,0.0,1296,22.5,0,,
2731,41,1.0,700,12,0,0,35,1,700.0,47,0,14,0,1.0,0.0,23,27,0,35.0,729,0.0,1,20.0,2.9957323
2732,39,1.0,1600,18,0,0,55,1,0.0,39,0,17,0,,112500.0,15,16,0,0.0,256,112.5,0,,
2733,70,,0,12,0,0,50,0,0.0,55,0,10,0,,37500.0,52,39,0,0.0,1521,37.5,0,,
2734,30,0.0,200,8,0,1,40,1,0.0,32,0,11,1,,3000.0,16,15,0,0.0,225,3.0,0,,
2735,31,1.0,550,12,1,0,0,1,404.0,37,0,10,0,1.0,45000.0,13,21,0,40.0,441,23.992,1,10.1,2.3125355
2736,42,,0,12,0,0,60,0,210.0,37,0,18,0,0.0,22500.0,24,13,0,16.0,169,11.58,1,13.125,2.574519
2737,52,0.0,450,12,0,0,43,0,0.0,53,0,12,0,,37500.0,34,35,0,0.0,1225,37.5,0,,
2738,47,0.0,1000,13,0,0,60,1,500.0,49,0,17,0,0.0,67500.0,28,26,0,40.0,676,41.5,1,12.5,2.5257287
2739,49,0.0,300,12,0,0,58,1,0.0,47,0,12,0,,22500.0,31,29,0,0.0,841,22.5,0,,
2740,41,0.0,373,18,0,0,40,0,850.0,40,0,18,0,0.0,112500.0,17,16,1,40.0,256,68.3,1,21.25,3.056357
2741,44,0.0,800,11,0,0,40,0,240.0,39,0,10,0,0.0,0.0,27,23,0,0.0,529,0.0,0,,
2742,53,,0,16,0,0,50,1,95.0,50,0,13,0,0.0,55000.0,31,31,0,14.0,961,50.06,1,6.785714,1.9148196
2743,39,0.0,722,14,0,0,44,1,302.0,37,0,12,0,0.0,55000.0,19,19,0,40.0,361,39.296,1,7.55,2.0215476
2744,27,0.0,280,13,0,0,40,0,20.0,27,0,13,0,0.0,17500.0,8,8,1,20.0,64,16.46,1,1.0,0.0
2745,62,,0,8,0,0,50,0,0.0,44,1,12,0,,0.0,48,26,0,0.0,676,0.0,0,,
2746,66,,0,8,0,0,0,0,0.0,52,0,12,0,,11500.0,52,34,0,0.0,1156,11.5,0,,
2747,26,0.0,500,12,0,0,50,0,234.0,22,0,12,0,0.0,27500.0,8,4,0,40.0,16,15.332,1,5.85,1.7664417
2748,28,0.0,250,12,0,0,30,0,0.0,29,0,16,0,,22500.0,10,7,0,0.0,49,22.5,0,,
2749,40,,0,14,0,0,50,1,0.0,39,0,12,0,,55000.0,20,21,0,0.0,441,55.0,0,,
2750,54,,0,16,0,0,60,0,320.0,52,0,12,0,0.0,27500.0,32,34,0,55.0,1156,10.86,1,5.818182,1.7609879
2751,51,1.0,385,12,0,0,40,0,0.0,50,0,8,0,,17500.0,33,36,0,0.0,1296,17.5,0,,
2752,34,0.0,680,16,0,0,40,1,210.0,35,0,15,1,0.0,45000.0,12,14,0,27.0,196,34.08,1,7.7777777,2.0512707
2753,27,0.0,300,12,0,0,60,0,275.0,26,0,12,0,0.0,22500.0,9,8,1,40.0,64,8.2,1,6.875,1.9278916
2754,43,0.0,600,12,0,0,40,1,0.0,40,0,12,0,,32500.0,25,22,0,0.0,484,32.5,0,,
2755,42,1.0,800,8,1,0,40,1,400.0,36,1,12,0,1.0,45000.0,28,18,0,40.0,324,24.2,1,10.0,2.3025851
2756,37,1.0,650,12,1,0,40,1,110.0,31,1,10,0,0.0,45000.0,19,15,0,20.0,225,39.28,1,5.5,1.704748
2757,53,,0,12,0,0,40,0,328.0,51,0,12,0,0.0,0.0,35,33,0,0.0,1089,0.0,0,,
2758,65,,0,13,0,0,0,0,421.0,50,0,12,0,0.0,17500.0,46,32,0,0.0,1024,0.0,0,,
2759,38,0.0,1280,16,0,0,40,1,176.0,37,0,13,0,0.0,55000.0,16,18,0,24.0,324,45.848,1,7.3333335,1.9924302
2760,37,0.0,813,12,0,0,50,1,438.0,34,0,13,0,0.0,55000.0,19,15,0,40.0,225,32.224,1,10.95,2.3933394
2761,26,0.0,500,16,0,0,48,0,577.0,35,0,16,0,1.0,67500.0,4,13,1,32.0,169,37.496,1,18.03125,2.8921063
2762,26,0.0,350,12,0,0,50,0,380.0,26,0,16,0,0.0,32500.0,8,4,0,40.0,16,12.74,1,9.5,2.2512918
2763,29,0.0,350,12,0,0,40,0,360.0,25,0,9,0,0.0,22500.0,11,10,1,40.0,100,3.78,1,9.0,2.1972246
2764,51,0.0,910,16,0,0,44,1,0.0,47,0,14,0,,45000.0,29,27,0,0.0,729,45.0,0,,
2765,49,1.0,1250,15,0,0,40,0,594.0,52,0,18,0,1.0,3000.0,28,28,0,40.0,784,0.0,1,14.85,2.698
2766,46,,0,13,0,0,40,1,280.0,43,0,12,0,0.0,27500.0,27,25,0,40.0,625,12.94,1,7.0,1.9459101
2767,48,,0,12,0,1,0,1,0.0,41,0,12,1,,13750.0,30,23,0,0.0,529,13.75,0,,
2768,23,,0,12,0,0,40,0,420.0,21,0,12,0,0.0,32500.0,5,3,0,40.0,9,10.66,1,10.5,2.3513753
2769,64,,0,12,0,0,40,0,265.0,56,0,10,0,0.0,17500.0,46,40,0,40.0,1600,3.72,1,6.625,1.8908504
2770,55,1.0,1610,12,0,0,70,1,350.0,54,0,12,0,0.0,112500.0,37,36,0,40.0,1296,94.3,1,8.75,2.1690538
2771,59,0.0,494,8,0,1,0,0,0.0,56,0,7,0,,22500.0,45,43,0,0.0,1849,22.5,0,,
2772,37,0.0,250,14,0,0,13,0,0.0,34,0,12,0,,37500.0,17,16,1,0.0,256,37.5,0,,
2773,51,1.0,500,12,0,0,40,0,240.0,43,0,12,0,0.0,45000.0,33,25,0,40.0,625,32.52,1,6.0,1.7917595
