,e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
5054,0,31.308,0,1,27,1,2.0,0,0,980.1909,729
5055,0,13.893,0,0,61,1,37.65,0,1,193.01544,3721
5056,0,13.11,0,1,26,1,-2.815,0,0,171.87209,676
5057,1,48.588,1,0,31,4,14.91,1,0,2360.794,961
5058,1,22.65,0,0,48,2,-5.325,0,0,513.02246,2304
5059,0,20.31,1,0,36,4,2.151,0,1,412.49606,1296
5060,1,15.6,0,1,27,1,13.2,1,0,243.36002,729
5061,0,23.976,1,0,59,2,0.656,0,0,574.8486,3481
5062,1,51.384,0,1,35,1,-48.6,0,0,2640.3154,1225
5063,1,24.48,0,1,51,1,5.4,1,1,599.2704,2601
5064,1,30.06,0,1,26,1,1.349,1,0,903.6036,676
5065,1,79.701,1,0,52,6,12.9,0,0,6352.249,2704
5066,0,33.78,1,0,47,5,-6.501,0,0,1141.0883,2209
5067,0,64.05,1,0,43,5,3.5,0,0,4102.403,1849
5068,1,34.275,0,0,26,1,0.5,1,0,1174.7758,676
5069,0,26.4,0,0,36,2,0.85,0,0,696.95996,1296
5070,1,36.18,0,0,36,1,8.5,0,0,1308.9924,1296
5071,0,29.424,0,1,60,1,7.899,0,0,865.7718,3600
5072,0,49.209,0,1,40,1,-0.151,0,0,2421.5256,1600
5073,0,40.86,1,0,31,2,0.5,0,0,1669.5397,961
5074,1,16.704,1,0,34,6,-5.38,1,0,279.02362,1156
5075,1,74.439,1,0,43,4,76.585,1,1,5541.165,1849
5076,0,54.492,1,0,44,2,-1.69,0,0,2969.3782,1936
5077,0,19.563,0,0,43,1,-5.4,0,0,382.71097,1849
5078,0,31.8,0,1,41,1,-0.25,0,0,1011.2399,1681
5079,1,64.8,0,1,47,1,66.5,1,1,4199.0405,2209
5080,1,86.847,1,0,41,5,74.972,1,1,7542.4014,1681
5081,0,11.775,1,1,64,3,0.0,0,0,138.65062,4096
5082,0,169.404,1,0,32,2,34.418,0,1,28697.717,1024
5083,0,14.925,0,0,32,1,0.35,0,0,222.75563,1024
5084,1,70.872,1,0,52,2,242.674,1,1,5022.841,2704
5085,0,49.551,1,0,45,3,10.15,0,1,2455.3015,2025
5086,1,40.596,1,0,38,4,1.575,1,0,1648.0353,1444
5087,1,57.828,1,0,44,4,46.622,1,1,3344.0774,1936
5088,1,45.309,0,0,45,1,5.45,0,1,2052.9053,2025
5089,0,29.427,1,0,28,6,1.6,0,0,865.9483,784
5090,1,22.521,0,1,35,2,9.0,1,1,507.19543,1225
5091,1,20.796,0,1,38,1,15.899,1,1,432.4736,1444
5092,1,30.36,0,0,32,3,-5.28,0,0,921.7296,1024
5093,1,34.359,1,1,37,2,1.249,1,1,1180.541,1369
5094,0,38.061,1,0,36,4,-2.643,0,0,1448.6398,1296
5095,0,14.46,0,0,28,3,1.0,0,0,209.0916,784
5096,0,21.915,0,0,32,2,7.7,0,1,480.26727,1024
5097,1,48.828,1,0,61,2,62.5,0,1,2384.1736,3721
5098,0,50.85,1,0,35,4,-3.496,0,0,2585.7224,1225
5099,0,35.67,1,0,40,8,0.5,0,0,1272.3488,1600
5100,1,27.492,0,0,56,1,25.949,1,0,755.8101,3136
5101,0,25.188,0,0,44,2,-6.401,0,0,634.4353,1936
5102,1,21.81,1,0,34,5,-0.68,1,0,475.6761,1156
5103,0,28.575,1,0,33,2,-0.38,0,0,816.53064,1089
5104,0,33.243,1,0,50,2,-0.2,0,0,1105.097,2500
5105,1,13.668,0,0,38,3,-4.14,1,0,186.81422,1444
5106,1,21.888,0,0,39,2,6.465,1,0,479.08456,1521
5107,0,14.484,1,0,25,4,-6.569,0,0,209.78625,625
5108,0,11.202,0,1,41,2,0.0,0,0,125.484795,1681
5109,0,27.162,1,1,31,2,1.444,0,0,737.7743,961
5110,0,29.838,1,0,38,4,-2.047,0,0,890.3062,1444
5111,0,14.79,0,1,25,1,0.1,0,0,218.7441,625
5112,0,35.742,1,0,56,3,0.25,0,0,1277.4906,3136
5113,0,60.0,1,0,49,5,-3.7,0,0,3600.0,2401
5114,0,54.981,1,0,50,2,8.043,0,0,3022.9102,2500
5115,0,19.263,0,0,39,3,-0.2,0,0,371.0632,1521
5116,1,75.12,1,0,50,4,137.4,1,0,5643.0146,2500
5117,1,55.473,1,1,43,3,6.6,1,1,3077.2537,1849
5118,1,54.585,0,1,43,2,70.15,1,0,2979.5222,1849
5119,0,83.886,1,0,43,5,6.0,0,1,7036.8613,1849
5120,1,153.018,1,0,35,2,398.241,0,1,23414.51,1225
5121,1,49.92,1,0,35,2,25.13,0,1,2492.006,1225
5122,1,38.256,1,0,47,2,44.762,0,1,1463.5216,2209
5123,0,17.781,1,0,38,4,-0.57,0,0,316.16397,1444
5124,1,32.109,0,1,29,1,9.5,0,1,1030.9879,841
5125,0,41.49,1,0,49,2,4.787,0,0,1721.4203,2401
5126,1,38.412,1,0,61,4,4.2,1,0,1475.4817,3721
5127,0,27.48,1,0,25,3,-5.0,0,0,755.1504,625
5128,1,26.214,1,0,43,4,1.62,1,0,687.1738,1849
5129,0,35.475,0,0,40,3,-4.05,0,0,1258.4755,1600
5130,0,12.6,0,0,31,3,-0.93,0,0,158.76001,961
5131,0,22.83,0,1,26,1,2.573,0,0,521.2089,676
5132,0,23.208,1,0,55,3,-24.5,0,0,538.61127,3025
5133,0,60.699,1,0,40,3,-1.5,0,0,3684.3687,1600
5134,0,12.828,0,0,32,5,0.0,0,0,164.55759,1024
5135,0,14.877,1,0,28,2,2.15,0,0,221.32512,784
5136,1,105.156,1,0,43,3,35.3,1,1,11057.784,1849
5137,0,31.254,0,1,64,4,60.4,0,1,976.8125,4096
5138,1,51.897,1,0,50,2,65.95,1,1,2693.2986,2500
5139,1,79.29,1,0,57,4,41.26,0,1,6286.9043,3249
5140,1,28.056,0,0,38,1,-0.504,1,0,787.1391,1444
5141,1,158.721,1,0,44,3,135.196,1,1,25192.354,1936
5142,0,11.25,1,1,45,1,0.0,0,0,126.5625,2025
5143,0,56.598,1,0,55,4,11.9,0,0,3203.3335,3025
5144,1,29.655,0,0,26,2,0.881,1,1,879.41907,676
5145,0,18.678,1,0,63,3,0.027,0,0,348.86768,3969
5146,1,57.603,1,0,35,2,-14.351,1,0,3318.1057,1225
5147,1,19.833,0,1,39,1,-9.25,1,0,393.3479,1521
5148,0,39.18,0,1,56,2,19.099,0,1,1535.0724,3136
5149,1,55.986,1,0,45,6,-5.6,0,0,3134.4321,2025
5150,0,37.971,1,0,51,2,37.173,0,1,1441.7969,2601
5151,0,21.078,1,1,37,1,5.099,0,0,444.28204,1369
5152,0,25.35,0,0,46,1,0.5,0,0,642.6225,2116
5153,0,40.572,0,1,35,1,0.1,0,0,1646.087,1225
5154,0,21.09,1,0,52,4,0.1,0,0,444.78812,2704
5155,1,13.248,0,1,43,1,1.216,1,0,175.5095,1849
5156,0,45.012,0,0,41,1,29.55,0,1,2026.0802,1681
5157,0,50.55,0,0,43,1,18.8,0,0,2555.3025,1849
5158,1,41.538,1,0,53,3,16.1,1,0,1725.4053,2809
5159,0,37.569,1,0,57,4,-3.3,0,0,1411.4298,3249
5160,0,28.356,1,0,31,5,0.005,0,0,804.0628,961
5161,1,51.048,1,0,38,3,15.597,1,0,2605.8984,1444
5162,1,50.628,0,1,35,1,14.4,1,0,2563.1943,1225
5163,1,46.998,1,0,52,2,115.402,1,1,2208.812,2704
5164,0,33.672,0,0,26,1,1.7,0,0,1133.8036,676
5165,0,17.007,1,1,34,4,-1.26,0,0,289.23804,1156
5166,1,27.291,0,1,44,1,12.55,1,0,744.7987,1936
5167,1,30.198,0,1,31,1,-1.35,1,0,911.9192,961
5168,0,12.336,0,0,47,2,1.599,0,0,152.17691,2209
5169,0,36.21,1,0,47,3,2.1,0,0,1311.1641,2209
5170,0,37.416,1,0,48,3,-16.725,0,0,1399.957,2304
5171,0,55.446,1,0,61,3,195.0,0,1,3074.2588,3721
5172,1,15.3,0,0,43,3,14.35,1,0,234.09001,1849
5173,0,12.243,0,1,29,1,0.054,0,0,149.89105,841
5174,0,46.08,1,0,30,4,2.0,0,0,2123.3665,900
5175,0,14.382,0,0,39,3,1.569,0,0,206.84192,1521
5176,1,49.515,0,1,34,2,-3.5,0,0,2451.735,1156
5177,0,25.122,1,0,30,4,1.205,0,0,631.11487,900
5178,0,30.0,0,0,42,3,-5.49,0,0,900.0,1764
5179,0,36.429,1,0,63,2,30.523,0,1,1327.0721,3969
5180,1,48.471,0,0,43,4,38.399,1,1,2349.438,1849
5181,0,48.651,0,0,38,2,0.8,0,0,2366.92,1444
5182,0,70.755,1,1,45,2,40.9,0,1,5006.2695,2025
5183,1,62.766,1,0,58,2,78.559,1,1,3939.5706,3364
5184,1,51.84,0,1,46,2,191.8,1,1,2687.3855,2116
5185,0,52.602,1,0,32,4,-2.602,0,0,2766.9705,1024
5186,0,25.314,0,1,32,1,0.8,0,0,640.7986,1024
5187,1,62.43,1,0,48,6,73.15,1,0,3897.505,2304
5188,0,14.559,1,0,36,3,-3.45,0,0,211.96448,1296
5189,0,45.432,1,0,62,3,104.766,0,1,2064.0667,3844
5190,0,15.3,0,1,27,1,-1.0,0,0,234.09001,729
5191,0,22.41,0,0,46,3,-0.601,0,0,502.2081,2116
5192,0,24.426,0,0,45,1,1.8,0,0,596.6295,2025
5193,0,24.09,0,0,43,1,1.299,0,0,580.3281,1849
5194,0,27.906,1,0,31,3,5.9,0,1,778.7449,961
5195,0,30.84,1,0,57,2,100.099,0,0,951.1056,3249
5196,0,49.431,1,0,46,4,18.46,0,1,2443.4238,2116
5197,1,100.026,1,0,57,4,71.438,1,1,10005.201,3249
5198,1,28.95,1,0,26,3,14.699,1,0,838.10254,676
5199,0,14.994,1,0,63,2,-0.42,0,0,224.82005,3969
5200,1,43.536,1,0,44,4,1.821,1,0,1895.3832,1936
5201,0,13.704,1,0,35,6,12.0,0,1,187.79962,1225
5202,0,76.23,0,0,57,1,136.0,0,1,5811.013,3249
5203,0,24.939,0,1,50,6,-2.15,0,0,621.9537,2500
5204,0,31.974,0,0,50,4,-9.09,0,0,1022.33673,2500
5205,0,23.973,0,0,35,1,109.1,0,1,574.7047,1225
5206,0,15.3,1,0,31,3,0.33,0,0,234.09001,961
5207,1,75.6,1,0,46,4,101.01,1,1,5715.36,2116
5208,0,24.3,1,1,25,3,-0.3,0,0,590.49,625
5209,1,17.31,0,0,31,6,1.45,0,0,299.63608,961
5210,0,23.004,0,1,25,3,-2.0,0,0,529.184,625
5211,1,35.916,0,0,37,1,25.599,1,0,1289.9591,1369
5212,0,22.641,0,0,30,1,-0.501,0,0,512.6149,900
5213,1,37.77,1,0,51,7,12.309,1,1,1426.5729,2601
5214,0,24.498,1,0,41,2,0.4,0,0,600.152,1681
5215,1,37.887,1,0,52,2,29.3,1,1,1435.4248,2704
5216,0,23.556,1,0,26,4,-3.15,0,0,554.88513,676
5217,0,71.34,1,1,35,2,26.0,0,1,5089.395,1225
5218,0,11.667,0,1,32,1,-10.002,0,0,136.11888,1024
5219,1,18.894,1,0,59,4,-2.85,0,0,356.98322,3481
5220,0,32.148,1,0,56,2,7.8,0,1,1033.4938,3136
5221,1,109.095,1,0,44,4,94.0,1,0,11901.72,1936
5222,1,106.782,1,0,34,3,23.3,1,1,11402.3955,1156
5223,1,27.675,1,0,49,3,0.69,1,0,765.9056,2401
5224,0,20.496,0,1,51,1,0.6,0,0,420.08603,2601
5225,1,15.3,0,1,43,1,10.0,1,0,234.09001,1849
5226,0,32.34,1,0,55,2,2.0,0,0,1045.8756,3025
5227,0,13.05,0,0,48,1,0.9,0,0,170.3025,2304
5228,0,52.86,0,1,27,1,3.0,0,0,2794.1797,729
5229,0,25.812,1,0,36,3,-2.45,0,0,666.25934,1296
5230,1,40.8,0,1,47,1,-5.9,0,0,1664.6399,2209
5231,0,20.91,1,0,47,4,79.966,0,1,437.2281,2209
5232,0,49.98,1,0,41,5,0.3,0,0,2498.0002,1681
5233,0,64.203,1,0,46,5,59.498,0,0,4122.0254,2116
5234,1,35.7,1,0,57,3,48.33,1,0,1274.4901,3249
5235,0,24.06,1,1,30,6,2.6,0,0,578.88354,900
5236,0,41.67,1,0,47,6,-0.25,0,0,1736.3888,2209
5237,0,13.44,0,1,33,4,20.269,0,0,180.63359,1089
5238,1,46.125,1,0,54,4,2.95,0,0,2127.5156,2916
5239,1,57.219,1,0,38,4,-0.101,1,0,3274.0142,1444
5240,1,25.08,1,0,31,4,-0.52,1,0,629.0064,961
5241,0,27.93,1,0,38,4,-2.55,0,0,780.0849,1444
5242,1,76.974,1,0,34,5,29.25,1,0,5924.9966,1156
5243,0,35.334,0,0,47,1,71.0,0,1,1248.4916,2209
5244,1,21.615,0,0,36,1,-0.975,0,0,467.20822,1296
5245,0,25.284,0,0,27,1,5.33,0,1,639.2807,729
5246,0,40.104,1,0,32,4,-2.961,0,0,1608.3308,1024
5247,0,83.925,0,1,37,1,4.0,0,0,7043.4062,1369
5248,1,96.0,1,0,49,2,89.0,1,1,9216.0,2401
5249,1,18.168,1,0,43,7,-3.0,0,0,330.0762,1849
5250,0,37.524,1,1,31,7,-2.3,0,0,1408.0504,961
5251,0,14.928,0,0,42,4,-0.05,0,0,222.8452,1764
5252,0,25.98,1,0,26,5,-11.6,0,0,674.9604,676
5253,1,53.436,1,0,33,3,32.789,1,1,2855.4062,1089
5254,1,85.968,1,1,47,3,130.7,1,1,7390.4976,2209
5255,1,55.743,1,0,48,4,-1.6,1,0,3107.282,2304
5256,0,26.94,1,0,25,4,-9.5,0,0,725.7636,625
5257,0,27.624,0,1,30,1,-3.6,0,0,763.0854,900
5258,0,64.875,1,0,27,4,-5.7,0,0,4208.7656,729
5259,0,71.316,1,0,47,3,12.7,0,0,5085.972,2209
5260,0,27.675,0,0,44,2,-0.643,0,0,765.9056,1936
5261,0,17.853,0,1,25,3,-0.735,0,0,318.72964,625
5262,0,36.51,1,0,43,7,-1.235,0,0,1332.98,1849
5263,0,15.558,0,0,34,1,0.0,0,0,242.05135,1156
5264,0,11.451,0,0,31,4,0.0,0,0,131.12541,961
5265,0,51.528,1,0,63,2,21.9,0,0,2655.1348,3969
5266,1,28.2,1,0,33,3,0.0,0,0,795.24005,1089
5267,0,27.84,0,1,30,1,2.3,0,0,775.0656,900
5268,0,47.748,1,0,49,3,-5.186,0,0,2279.8716,2401
5269,0,39.525,0,1,47,3,-7.2,0,0,1562.2257,2209
5270,1,103.041,1,0,61,2,321.0,1,1,10617.448,3721
5271,0,57.585,1,0,30,3,1.594,0,0,3316.0322,900
5272,1,45.027,1,0,38,5,-3.751,0,0,2027.4308,1444
5273,0,22.41,0,0,43,1,-5.0,0,0,502.2081,1849
5274,1,30.024,0,1,39,2,26.55,1,0,901.4406,1521
5275,0,80.862,1,0,46,5,0.454,0,0,6538.663,2116
5276,0,21.15,1,0,55,5,2.499,0,0,447.32248,3025
5277,0,20.403,0,1,37,1,-6.92,0,0,416.2824,1369
5278,1,54.183,1,0,32,2,15.614,1,0,2935.7974,1024
5279,1,36.342,0,1,59,1,31.075,1,0,1320.7408,3481
5280,0,13.2,0,0,27,2,-4.2,0,0,174.23999,729
5281,1,15.387,0,1,40,1,7.5,1,0,236.75977,1600
5282,1,31.242,1,0,34,2,52.436,1,1,976.0626,1156
5283,1,36.201,1,0,31,5,1.599,1,1,1310.5125,961
5284,1,17.505,1,0,30,3,0.029,1,0,306.425,900
5285,1,74.646,1,0,42,3,16.585,0,1,5572.026,1764
5286,1,49.596,1,0,43,3,32.1,1,1,2459.7632,1849
5287,1,28.035,0,0,31,2,-4.24,1,0,785.96124,961
5288,1,44.361,0,0,62,1,0.0,0,0,1967.8983,3844
5289,0,13.5,1,0,53,2,2.84,0,0,182.25,2809
5290,0,28.035,1,0,41,3,0.1,0,0,785.96124,1681
5291,0,79.281,0,1,43,1,60.3,0,0,6285.4766,1849
5292,0,11.46,1,0,31,3,-8.0,0,0,131.3316,961
5293,0,37.8,0,0,53,2,22.499,0,0,1428.84,2809
5294,0,10.2,0,1,61,1,0.0,0,0,104.03999,3721
5295,0,11.247,0,0,64,2,0.758,0,0,126.495,4096
5296,1,42.888,0,1,58,3,43.15,1,0,1839.3806,3364
5297,0,21.462,1,1,54,2,-0.301,0,0,460.61743,2916
5298,0,24.045,0,1,32,1,-3.351,0,0,578.16205,1024
5299,0,23.19,1,0,44,4,7.699,0,0,537.7761,1936
5300,0,28.875,0,0,60,3,28.649,0,0,833.7656,3600
5301,1,58.05,1,0,25,2,4.6,1,0,3369.8025,625
5302,0,22.422,1,0,63,2,51.0,0,1,502.74612,3969
5303,1,54.582,1,0,56,2,5.999,0,0,2979.1948,3136
5304,1,66.84,1,0,32,4,26.135,1,0,4467.585,1024
5305,1,79.665,1,0,51,2,43.779,1,0,6346.512,2601
5306,1,35.202,1,0,60,3,19.952,1,1,1239.1808,3600
5307,1,74.37,1,0,27,3,10.95,1,0,5530.8975,729
5308,0,43.68,0,1,51,1,21.7,0,1,1907.9424,2601
5309,0,34.932,1,0,34,5,-6.6,0,0,1220.2446,1156
5310,0,57.609,1,0,38,4,0.255,0,0,3318.797,1444
5311,1,59.43,1,0,37,4,17.6,0,0,3531.925,1369
5312,1,25.647,0,0,39,1,-6.0,0,0,657.76855,1521
5313,1,31.911,0,1,44,1,-4.607,0,0,1018.3119,1936
5314,0,20.622,0,0,62,1,0.259,0,0,425.26688,3844
5315,0,23.154,0,1,26,2,-1.691,0,1,536.10767,676
5316,0,37.2,0,0,25,1,-7.75,0,0,1383.8401,625
5317,0,120.75,1,0,40,5,51.25,0,1,14580.5625,1600
5318,1,73.02,1,0,27,2,30.8,1,1,5331.92,729
5319,1,54.819,1,0,34,2,5.617,1,0,3005.1228,1156
5320,1,32.244,0,0,29,1,-3.978,1,0,1039.6755,841
5321,0,25.782,1,0,33,2,-3.82,0,0,664.7115,1089
5322,0,23.1,0,1,29,1,4.5,0,0,533.61005,841
5323,0,14.754,0,0,63,5,0.2,0,0,217.68051,3969
5324,0,128.7,1,0,44,4,195.0,0,1,16563.69,1936
5325,1,32.43,0,0,49,1,-2.218,1,0,1051.705,2401
5326,1,37.38,1,0,61,2,100.469,1,1,1397.2645,3721
5327,0,55.377,1,0,38,4,4.256,0,1,3066.612,1444
5328,1,76.941,1,0,38,4,42.05,0,1,5919.918,1444
5329,1,38.712,1,0,38,4,7.465,1,0,1498.6191,1444
5330,0,77.94,1,0,36,4,2.55,0,0,6074.644,1296
5331,1,24.63,1,0,43,2,3.02,1,0,606.63684,1849
5332,0,52.215,1,0,50,5,-13.968,0,0,2726.4062,2500
5333,1,20.97,0,0,38,3,-5.547,0,0,439.74088,1444
5334,0,47.07,1,0,28,2,2.499,0,0,2215.585,784
5335,0,13.773,0,0,52,3,0.049,0,0,189.69553,2704
5336,0,20.445,0,0,31,3,0.849,0,0,417.99802,961
5337,1,12.864,0,0,49,4,2.377,1,0,165.4825,2401
5338,1,38.889,0,1,28,1,35.45,1,1,1512.3544,784
5339,0,11.25,1,0,38,4,0.499,0,0,126.5625,1444
5340,0,23.265,0,0,31,1,0.999,0,0,541.2602,961
5341,0,57.645,0,1,43,2,49.8,0,0,3322.946,1849
5342,1,82.278,1,0,52,4,72.762,1,1,6769.6694,2704
5343,0,14.124,0,0,53,3,8.7,0,1,199.48737,2809
5344,0,21.306,1,0,26,3,10.0,0,0,453.94562,676
5345,1,86.7,1,0,47,2,145.139,1,1,7516.8896,2209
5346,1,97.845,1,1,39,2,203.2,1,1,9573.645,1521
5347,1,99.48,1,0,35,3,109.399,0,1,9896.271,1225
5348,1,26.526,0,1,37,3,-0.7,0,0,703.6286,1369
5349,0,17.403,0,0,45,8,0.0,0,0,302.8644,2025
5350,0,10.2,0,1,25,1,0.0,0,0,104.03999,625
5351,0,15.315,0,0,42,4,0.25,0,0,234.54921,1764
5352,1,29.886,1,0,47,4,21.95,1,1,893.173,2209
5353,0,14.04,0,0,52,1,0.0,0,0,197.1216,2704
5354,0,19.962,0,0,27,2,-13.0,0,0,398.48145,729
5355,1,14.58,0,1,30,1,0.0,0,0,212.5764,900
5356,0,61.446,1,0,36,3,135.496,0,1,3775.6108,1296
5357,0,16.113,1,0,35,5,6.263,0,1,259.62878,1225
5358,1,31.89,1,0,47,4,8.174,1,0,1016.97205,2209
5359,0,21.0,1,0,53,3,-0.5,0,0,441.0,2809
5360,0,11.901,1,0,46,7,0.257,0,0,141.6338,2116
5361,0,11.232,0,0,26,2,-0.065,0,0,126.15783,676
5362,0,22.464,0,1,29,2,1.681,0,1,504.63132,841
5363,1,67.056,1,0,37,3,31.25,1,0,4496.5073,1369
5364,0,16.86,0,1,42,1,0.0,0,0,284.2596,1764
5365,0,38.949,1,0,58,2,19.947,0,1,1517.0247,3364
5366,1,66.405,1,0,47,4,41.297,0,0,4409.624,2209
5367,0,10.356,1,0,31,4,1.54,0,0,107.246735,961
5368,0,32.88,1,0,40,5,7.5,0,0,1081.0945,1600
5369,0,33.012,0,0,35,3,0.199,0,0,1089.7922,1225
5370,0,12.828,0,0,43,5,0.0,0,0,164.55759,1849
5371,1,17.85,1,0,27,6,2.78,1,0,318.62253,729
5372,0,14.352,0,0,55,2,-0.5,0,0,205.9799,3025
5373,0,48.078,0,0,34,1,4.5,0,1,2311.494,1156
5374,1,51.15,0,1,38,1,28.6,1,1,2616.3228,1444
5375,1,32.361,0,0,33,1,11.8,1,0,1047.2344,1089
5376,0,18.24,0,0,37,3,0.0,0,0,332.6976,1369
5377,0,19.347,1,0,33,3,0.0,0,0,374.30643,1089
5378,0,46.386,1,0,34,4,0.6,0,0,2151.6611,1156
5379,0,18.09,0,0,64,1,5.499,0,1,327.2481,4096
5380,1,77.016,1,0,47,2,77.975,1,0,5931.464,2209
5381,0,17.625,0,0,52,1,1.8,0,1,310.64062,2704
5382,0,46.14,1,0,33,5,25.65,0,1,2128.8997,1089
5383,1,42.78,0,1,50,1,30.2,1,0,1830.1283,2500
5384,1,94.98,1,0,37,2,15.0,1,0,9021.201,1369
5385,1,60.3,1,0,47,4,96.6,1,0,3636.0898,2209
5386,1,35.505,1,0,25,3,16.25,1,1,1260.6051,625
5387,1,40.545,1,0,34,3,2.5,0,0,1643.8969,1156
5388,1,17.928,0,0,28,4,-0.35,0,0,321.41318,784
5389,0,13.794,1,0,28,4,0.0,0,0,190.27443,784
5390,0,16.278,0,0,25,3,0.0,0,0,264.97327,625
5391,0,43.089,1,0,39,4,-4.1,0,0,1856.662,1521
5392,0,20.019,1,0,54,3,41.8,0,1,400.7603,2916
5393,0,27.021,0,0,56,1,34.397,0,0,730.13446,3136
5394,0,12.9,0,0,37,3,-2.0,0,0,166.40999,1369
5395,1,19.44,0,1,37,3,-0.425,0,0,377.91364,1369
5396,1,65.097,1,1,36,4,8.799,0,0,4237.6196,1296
5397,1,37.791,1,0,52,2,6.6,0,1,1428.1597,2704
5398,0,79.434,1,0,41,4,-5.154,0,0,6309.7603,1681
5399,0,18.444,0,0,55,1,12.994,0,1,340.18115,3025
5400,0,30.837,1,0,36,3,-2.4,0,0,950.92053,1296
5401,0,15.84,0,0,32,1,1.0,0,0,250.90561,1024
5402,1,22.215,0,1,53,1,-6.15,0,0,493.50623,2809
5403,0,14.511,0,0,43,5,0.6,0,1,210.5691,1849
5404,1,40.224,0,0,34,3,-4.187,1,0,1617.9701,1156
5405,1,28.08,0,0,43,4,3.75,1,0,788.4864,1849
5406,0,21.306,0,0,32,1,2.1,0,0,453.94562,1024
5407,1,37.359,1,0,61,2,-2.038,0,0,1395.695,3721
5408,1,48.219,1,0,34,3,19.099,1,0,2325.072,1156
5409,0,159.696,1,0,39,2,90.55,0,1,25502.812,1521
5410,1,55.563,1,0,37,2,56.053,0,1,3087.2468,1369
5411,0,23.046,0,1,43,1,0.399,0,0,531.1181,1849
5412,1,77.523,1,0,48,4,23.152,1,0,6009.816,2304
5413,0,95.184,1,0,45,5,128.35,0,1,9059.993,2025
5414,0,33.27,0,1,25,4,1.1,0,0,1106.893,625
5415,0,49.866,1,0,56,3,11.3,0,1,2486.6182,3136
5416,1,37.377,1,0,55,3,28.0,1,0,1397.04,3025
5417,0,36.117,1,0,55,2,37.794,0,1,1304.4377,3025
5418,1,54.252,1,0,44,4,17.285,1,1,2943.2793,1936
5419,0,76.938,1,0,45,4,551.1,0,1,5919.4565,2025
5420,0,17.088,0,0,48,3,0.0,0,0,291.99973,2304
5421,0,26.493,1,0,28,5,-0.2,0,0,701.879,784
5422,1,102.189,1,0,44,2,107.257,1,1,10442.593,1936
5423,1,52.41,0,1,51,1,152.29,1,1,2746.808,2601
5424,0,79.536,1,0,40,5,15.5,0,0,6325.9756,1600
5425,0,80.079,1,0,46,3,59.115,0,1,6412.6465,2116
5426,0,45.81,0,1,30,1,-2.7,0,0,2098.5562,900
5427,0,19.8,0,0,49,1,-2.4,0,0,392.03998,2401
5428,1,39.6,1,0,28,2,2.591,1,0,1568.1599,784
5429,1,17.28,0,1,50,4,0.0,0,0,298.59842,2500
5430,1,48.12,1,0,44,4,20.3,1,1,2315.5342,1936
5431,0,15.54,1,0,47,2,0.727,0,0,241.4916,2209
5432,1,51.06,1,0,52,5,-5.301,0,0,2607.1238,2704
5433,0,28.845,0,1,27,2,0.7,0,0,832.034,729
5434,1,29.88,0,0,62,1,44.237,1,0,892.81433,3844
5435,1,48.312,1,0,41,4,-4.635,0,0,2334.0493,1681
5436,0,36.522,1,1,39,2,28.057,0,1,1333.8564,1521
5437,0,21.168,1,0,43,2,4.272,0,0,448.0842,1849
5438,0,37.482,1,0,53,3,14.8,0,1,1404.9001,2809
5439,0,52.32,1,0,26,2,-1.6,0,0,2737.3823,676
5440,0,31.575,1,1,33,2,0.356,0,0,996.98065,1089
5441,0,25.227,1,0,57,4,-0.625,0,0,636.4015,3249
5442,0,49.428,1,0,33,4,-1.8,0,0,2443.1274,1089
5443,0,77.334,1,0,34,3,95.999,0,1,5980.5474,1156
5444,1,22.992,1,0,26,2,8.42,1,0,528.6321,676
5445,0,63.207,1,0,42,5,-47.5,0,0,3995.125,1764
5446,0,24.714,1,0,54,3,0.25,0,0,610.78186,2916
5447,1,11.43,1,0,45,4,-0.036,0,0,130.64491,2025
5448,0,36.09,1,0,34,4,1.459,0,0,1302.4882,1156
5449,0,23.166,1,0,55,3,-5.4,0,0,536.6636,3025
5450,1,31.722,1,0,34,3,2.0,1,0,1006.2853,1156
5451,1,22.542,1,0,47,3,30.9,0,1,508.14175,2209
5452,1,48.468,1,0,43,6,44.098,1,0,2349.147,1849
5453,1,29.958,0,1,30,1,2.3,0,0,897.48175,900
5454,1,35.676,1,0,60,4,-0.997,0,0,1272.7769,3600
5455,1,28.086,1,0,38,4,1.499,1,0,788.8234,1444
5456,1,30.0,1,0,31,2,11.6,1,1,900.0,961
5457,1,31.209,1,0,43,2,-0.25,0,0,974.00165,1849
5458,0,10.164,0,0,32,5,-1.002,0,0,103.306885,1024
5459,1,46.722,1,0,59,5,-7.15,0,0,2182.9453,3481
5460,0,24.69,0,0,28,1,0.75,0,0,609.5961,784
5461,0,36.639,1,0,30,4,-11.0,0,0,1342.4163,900
5462,1,30.078,1,0,52,2,-17.531,1,0,904.68604,2704
5463,0,18.429,0,0,37,3,-3.197,0,0,339.62808,1369
5464,1,11.325,0,0,58,2,2.6,1,0,128.25562,3364
5465,0,47.637,0,1,48,2,8.03,0,1,2269.284,2304
5466,0,13.473,0,0,51,2,0.5,0,0,181.52171,2601
5467,0,59.229,1,0,38,5,-8.752,0,0,3508.0745,1444
5468,0,64.956,1,0,59,3,5.98,0,1,4219.282,3481
5469,0,45.03,1,0,36,5,-8.101,0,0,2027.7008,1296
5470,0,10.581,0,0,48,1,0.0,0,0,111.957565,2304
