,year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
275,1989,418168.0,8.0,7332464.0,,0.2,,0.0,0,0,1,0,0.0,0.0,-1.609438,2.0794415,15.807822,,0.0,-2.207275,0,0.597837,0,0.13353145,0.17893696,,,0.0,-40.0,-3.713572
276,1987,418177.0,120.0,10000000.0,28080.0,18.0,3.0,20.0,1,0,0,0,0.0,0.0,2.8903718,4.787492,16.118095,1.0986123,0.0,,0,,0,,,10.242813,,,,
277,1988,418177.0,120.0,12000000.0,28080.0,19.0,3.0,26.0,1,1,0,1,120.0,26.0,2.944439,4.787492,16.300417,1.0986123,3.295837,2.8903718,0,0.054067135,1,0.0,0.18232155,10.242813,0.0,0.0,26.0,3.295837
278,1989,418177.0,120.0,11000000.0,28080.0,18.0,3.0,14.0,1,0,1,0,120.0,14.0,2.8903718,4.787492,16.213406,1.0986123,2.7080503,2.944439,1,-0.054067135,-1,0.0,-0.08701134,10.242813,0.0,1.0,-12.0,-0.5877867
279,1987,418183.0,21.0,,14800.0,,2.4,,0,0,0,0,21.0,,,3.0445225,,0.8754688,,,0,,0,,,9.602383,,,,
280,1988,418183.0,25.0,1800000.0,15100.0,,2.79,,0,0,0,1,25.0,,,3.218876,14.403297,1.0260416,,,0,,0,0.17435336,,9.62245,0.020067215,0.0,,
281,1989,418183.0,30.0,2100000.0,16500.0,,2.0,,0,0,1,0,30.0,,,3.4011974,14.557447,0.6931472,,,0,,0,0.18232155,0.15415001,9.711116,0.08866596,0.0,,
282,1987,418185.0,31.0,2000000.0,30000.0,,,,0,0,0,0,31.0,,,3.4339871,14.508657,,,,0,,0,,,10.308952,,,,
283,1988,418185.0,47.0,2200000.0,30000.0,,,,0,0,0,1,47.0,,,3.8501475,14.603968,,,,0,,0,0.41616035,0.09531021,10.308952,0.0,0.0,,
284,1989,418185.0,32.0,1800000.0,30000.0,,,,0,0,1,0,32.0,,,3.465736,14.403297,,,,0,,0,-0.38441157,-0.20067024,10.308952,0.0,0.0,,
285,1987,418213.0,25.0,1400000.0,14000.0,,,10.0,0,0,0,0,3.0,1.2,,3.218876,14.151983,,0.7884574,,0,,0,,,9.546813,,,,
286,1988,418213.0,30.0,1680000.0,16000.0,,,,0,1,0,1,17.0,,,3.4011974,14.334305,,,,0,,1,0.18232155,0.18232155,9.680344,0.13353062,0.0,,
287,1989,418213.0,39.0,2806000.0,17000.0,,,12.0,0,0,1,0,4.0,1.2307693,,3.6635616,14.847271,,0.80234647,,1,,-1,0.26236415,0.51296616,9.740969,0.060625076,1.0,,
288,1987,418220.0,19.0,580000.0,8840.0,,,0.0,0,0,0,0,0.0,0.0,,2.944439,13.270783,,0.0,,0,,0,,,9.087042,,,,
289,1988,418220.0,21.0,660000.0,9360.0,,,39.0,0,1,0,1,21.0,39.0,,3.0445225,13.399995,,3.6888795,,0,,1,0.10008359,0.12921143,9.1442,0.05715847,0.0,39.0,3.6888795
290,1989,418220.0,30.0,984000.0,10720.0,,,0.0,0,0,1,0,0.0,0.0,,3.4011974,13.799381,,0.0,,1,,-1,0.3566749,0.3993864,9.279866,0.1356659,1.0,-39.0,-3.6888795
291,1987,418225.0,15.0,1300000.0,13000.0,,,0.0,1,0,0,0,0.0,0.0,,2.7080503,14.077875,,0.0,,0,,0,,,9.472705,,,,
292,1988,418225.0,18.0,1600000.0,14040.0,,,10.0,1,1,0,1,18.0,10.0,,2.8903718,14.285514,,2.3978953,,0,,1,0.18232155,0.20763874,9.549665,0.07696056,0.0,10.0,2.3978953
293,1989,418225.0,28.0,2300000.0,15080.0,,,0.0,1,0,1,0,0.0,0.0,,3.3322046,14.648419,,0.0,,1,,-1,0.44183278,0.3629055,9.621124,0.07145882,1.0,-10.0,-2.3978953
294,1987,418229.0,6.0,490000.0,14560.0,,,0.0,0,0,0,0,4.0,0.0,,1.7917595,13.10216,,0.0,,0,,0,,,9.586033,,,,
295,1988,418229.0,7.0,580000.0,15600.0,,,0.0,0,0,0,1,6.0,0.0,,1.9459101,13.270783,,0.0,,0,,0,0.1541506,0.16862297,9.655026,0.06899357,0.0,0.0,0.0
296,1989,418229.0,8.0,660000.0,16640.0,,,0.0,0,0,1,0,4.0,0.0,,2.0794415,13.399995,,0.0,,0,,0,0.13353145,0.12921143,9.719564,0.064538,0.0,0.0,0.0
297,1987,418237.0,28.0,4568907.0,19042.0,0.28,,0.0,1,0,0,0,0.0,0.0,-1.2729657,3.3322046,15.3347845,,0.0,,0,,0,,,9.854403,,,,
298,1988,418237.0,28.0,4904008.0,19845.0,0.2,,12.0,1,1,0,1,14.0,6.0,-1.609438,3.3322046,15.405563,,1.9459101,-1.2729657,0,-0.33647227,1,0.0,0.07077885,9.895707,0.04130459,0.0,6.0,1.9459101
299,1989,418237.0,29.0,5884603.0,20426.0,0.19,,10.0,1,0,1,0,4.0,1.3793104,-1.6607312,3.3672957,15.58785,,0.8668107,-1.609438,1,-0.051293254,-1,0.03509116,0.18228626,9.924563,0.028856277,1.0,-4.6206894,-1.0790994
300,1987,418239.0,80.0,6900000.0,13728.0,,0.22,20.0,0,0,0,0,20.0,5.0,,4.3820267,15.747032,-1.5141277,1.7917595,,0,,0,,,9.527193,,,,
301,1988,418239.0,65.0,8400000.0,14664.0,,0.24,20.0,0,0,0,1,25.0,7.6923075,,4.1743875,15.943742,-1.4271164,2.1624384,,0,,0,-0.20763922,0.19670963,9.593151,0.06595802,0.0,2.6923075,0.3706789
302,1989,418239.0,75.0,7100000.0,15600.0,,0.42,20.0,0,0,1,0,30.0,8.0,,4.317488,15.775605,-0.8675006,2.1972246,,0,,0,0.14310074,-0.1681366,9.655026,0.061875343,0.0,0.30769253,0.034786224
303,1987,418243.0,12.0,,15000.0,,,0.0,0,0,0,0,0.0,0.0,,2.4849067,,,0.0,,0,,0,,,9.615806,,,,
304,1988,418243.0,14.0,,15000.0,,,0.0,0,0,0,1,0.0,0.0,,2.6390574,,,0.0,,0,,0,0.15415072,,9.615806,0.0,0.0,0.0,0.0
305,1989,418243.0,15.0,,16000.0,,,0.0,0,0,1,0,0.0,0.0,,2.7080503,,,0.0,,0,,0,0.06899285,,9.680344,0.064538,0.0,0.0,0.0
306,1987,418245.0,25.0,3000000.0,20000.0,,,0.0,0,0,0,0,0.0,0.0,,3.218876,14.914123,,0.0,,0,,0,,,9.903487,,,,
307,1988,418245.0,30.0,4000000.0,25000.0,,,0.0,0,0,0,1,0.0,0.0,,3.4011974,15.201805,,0.0,,0,,0,0.18232155,0.28768253,10.126631,0.22314358,0.0,0.0,0.0
308,1989,418245.0,40.0,6000000.0,30000.0,,,0.0,0,0,1,0,0.0,0.0,,3.6888795,15.60727,,0.0,,0,,0,0.28768206,0.40546513,10.308952,0.18232155,0.0,0.0,0.0
309,1987,419198.0,17.0,1083644.0,24000.0,7.0,10.0,56.0,0,0,0,0,6.0,19.764706,1.9459101,2.8332133,13.89584,2.3025851,3.0332546,,0,,0,,,10.085809,,,,
310,1988,419198.0,13.0,851605.0,24000.0,5.0,8.0,88.0,0,1,0,1,13.0,88.0,1.609438,2.5649493,13.654878,2.0794415,4.4886365,1.9459101,0,-0.33647215,1,-0.26826406,-0.24096203,10.085809,0.0,0.0,68.23529,1.4553819
311,1989,419198.0,9.0,885852.0,16000.0,4.0,7.5,56.0,0,0,1,0,1.0,6.2222223,1.3862944,2.1972246,13.694305,2.014903,1.9771627,1.609438,1,-0.22314358,-1,-0.36772466,0.039427757,9.680344,-0.40546513,1.0,-81.77778,-2.5114737
312,1987,419201.0,20.0,3499895.0,14560.0,2.0,,0.0,0,0,0,0,0.0,0.0,0.6931472,2.9957323,15.068244,,0.0,,0,,0,,,9.586033,,,,
313,1988,419201.0,17.0,4008997.0,16848.0,2.0,,24.0,0,0,0,1,6.0,8.470589,0.6931472,2.8332133,15.204052,,2.248191,0.6931472,0,0.0,0,-0.16251898,0.13580799,9.731987,0.14595413,0.0,8.470589,2.248191
314,1989,419201.0,13.0,3379103.0,18720.0,2.0,,0.0,0,0,1,0,0.0,0.0,0.6931472,2.5649493,15.033121,,0.0,0.6931472,0,0.0,0,-0.26826406,-0.17093086,9.837348,0.105360985,0.0,-8.470589,-2.248191
315,1987,419242.0,70.0,6400000.0,16141.0,3.97,,6.0,1,0,0,0,60.0,5.142857,1.3787661,4.248495,15.671808,,1.81529,,0,,0,,,9.689117,,,,
316,1988,419242.0,65.0,6800000.0,16578.0,3.83,,36.0,1,1,0,1,65.0,36.0,1.3428648,4.1743875,15.732433,,3.6109178,1.3787661,0,-0.035901308,1,-0.07410765,0.060625076,9.715832,0.026714325,0.0,30.857143,1.7956278
317,1989,419242.0,30.0,2100000.0,16952.0,5.7,,4.0,1,0,1,0,30.0,4.0,1.7404661,3.4011974,14.557447,,1.609438,1.3428648,1,0.39760137,-1,-0.77319,-1.1749859,9.738141,0.022309303,1.0,-32.0,-2.0014799
318,1987,419268.0,6.0,564694.0,22866.0,1.39,1.39,0.0,0,0,0,0,0.0,0.0,0.32930374,1.7917595,13.24404,0.32930374,0.0,,0,,0,,,10.037406,,,,
319,1988,419268.0,6.0,620439.0,22995.0,1.16,1.16,0.0,0,0,0,1,0.0,0.0,0.14841998,1.7917595,13.338182,0.14841998,0.0,0.32930374,0,-0.18088377,0,0.0,0.094142914,10.043032,0.005625725,0.0,0.0,0.0
320,1989,419268.0,6.0,783261.0,29114.0,0.9,0.9,32.0,0,1,1,0,6.0,32.0,-0.105360545,1.7917595,13.571221,-0.105360545,3.4965076,0.14841998,0,-0.2537805,1,0.0,0.2330389,10.278975,0.23594284,0.0,32.0,3.4965076
321,1987,419272.0,35.0,4200000.0,31000.0,20.5,3.03,60.0,0,0,0,0,6.0,10.285714,3.0204248,3.5553482,15.250595,1.1085626,2.4235377,,0,,0,,,10.3417425,,,,
322,1988,419272.0,40.0,4800000.0,33000.0,24.0,4.17,10.0,0,0,0,1,8.0,2.0,3.1780539,3.6888795,15.384127,1.427916,1.0986123,3.0204248,0,0.15762901,0,0.13353133,0.13353157,10.404263,0.06252003,0.0,-8.285714,-1.3249254
323,1989,419272.0,43.0,5200000.0,34800.0,17.0,1.88,80.0,0,1,1,0,43.0,80.0,2.8332133,3.7612002,15.4641695,0.6312718,4.394449,3.1780539,0,-0.34484053,1,0.0723207,0.08004284,10.457373,0.053110123,0.0,78.0,3.295837
324,1987,419275.0,15.0,930000.0,30000.0,,,100.0,0,0,0,0,4.0,26.666666,,2.7080503,13.74294,,3.3202283,,0,,0,,,10.308952,,,,
325,1988,419275.0,18.0,980000.0,33000.0,,,100.0,0,0,0,1,5.0,27.777779,,2.8903718,13.795308,,3.3596034,,0,,0,0.18232155,0.052368164,10.404263,0.09531021,0.0,1.1111126,0.039375067
326,1989,419275.0,21.0,1500000.0,35000.0,,,150.0,0,1,1,0,10.0,71.42857,,3.0445225,14.220976,,4.282601,,0,,1,0.15415072,0.42566776,10.463103,0.05884075,0.0,43.650795,0.9229975
327,1987,419276.0,12.0,1200000.0,28000.0,,,,0,0,0,0,12.0,,,2.4849067,13.997832,,,,0,,0,,,10.23996,,,,
328,1988,419276.0,10.0,1300000.0,30000.0,,,,0,0,0,1,10.0,,,2.3025851,14.077875,,,,0,,0,-0.18232155,0.08004284,10.308952,0.068992615,0.0,,
329,1989,419276.0,8.0,1100000.0,30000.0,,,,0,0,1,0,8.0,,,2.0794415,13.910821,,,,0,,0,-0.22314358,-0.16705418,10.308952,0.0,0.0,,
330,1987,419289.0,13.0,1200000.0,18720.0,1.5,,0.0,0,0,0,0,0.0,0.0,0.4054651,2.5649493,13.997832,,0.0,,0,,0,,,9.837348,,,,
331,1988,419289.0,14.0,1350000.0,20800.0,1.41,,0.0,0,0,0,1,0.0,0.0,0.3435897,2.6390574,14.115615,,0.0,0.4054651,0,-0.061875403,0,0.074108124,0.11778259,9.942708,0.10536003,0.0,0.0,0.0
332,1989,419289.0,15.0,1480000.0,29120.0,0.95,,72.0,0,1,1,0,15.0,72.0,-0.051293306,2.7080503,14.207553,,4.2904596,0.3435897,0,-0.394883,1,0.06899285,0.09193802,10.279181,0.3364725,0.0,72.0,4.2904596
333,1987,419297.0,150.0,22706650.0,22006.0,0.2,0.4,50.0,1,0,0,0,100.0,33.333332,-1.609438,5.0106354,16.938168,-0.9162907,3.5361166,,0,,0,,,9.99907,,,,
334,1988,419297.0,178.0,30766010.0,22027.0,0.31,0.32,40.0,1,0,0,1,60.0,13.483146,-1.171183,5.1817837,17.24192,-1.1394343,2.6729856,-1.609438,0,0.43825495,0,0.1711483,0.3037529,10.000024,0.0009536743,0.0,-19.850185,-0.86313105
335,1989,419297.0,171.0,28427980.0,24107.0,0.27,0.48,20.0,1,0,1,0,40.0,4.6783624,-1.3093333,5.1416636,17.162884,-0.7339692,1.7366629,-1.171183,0,-0.13815033,0,-0.040120125,-0.07903671,10.090258,0.0902338,0.0,-8.804783,-0.9363227
336,1987,419298.0,80.0,10000000.0,33280.0,,,0.0,1,0,0,0,0.0,0.0,,4.3820267,16.118095,,0.0,,0,,0,,,10.412712,,,,
337,1988,419298.0,70.0,9000000.0,32240.0,,,0.0,1,0,0,1,0.0,0.0,,4.248495,16.012735,,0.0,,0,,0,-0.13353157,-0.10536003,10.380963,-0.03174877,0.0,0.0,0.0
338,1989,419298.0,65.0,9500000.0,30784.0,,,40.0,1,1,1,0,60.0,36.923077,,4.1743875,16.066803,,3.6355598,,0,,1,-0.07410765,0.05406761,10.33475,-0.04621315,0.0,36.923077,3.6355598
339,1987,419302.0,333.0,,22360.0,,,0.0,0,0,0,0,0.0,0.0,,5.8081427,,,0.0,,0,,0,,,10.015029,,,,
340,1988,419302.0,340.0,,22360.0,,,8.0,0,0,0,1,24.0,0.5647059,,5.8289456,,,0.44769788,,0,,0,0.020802975,,10.015029,0.0,0.0,0.5647059,0.44769788
341,1989,419302.0,337.0,,22526.0,,,12.0,0,1,1,0,337.0,12.0,,5.820083,,,2.5649493,,0,,1,-0.008862495,,10.022426,0.007396698,0.0,11.435294,2.1172514
342,1987,419303.0,6.0,875000.0,13500.0,,1.5,0.0,0,0,0,0,0.0,0.0,,1.7917595,13.681979,0.4054651,0.0,,0,,0,,,9.510445,,,,
343,1988,419303.0,8.0,15850000.0,14100.0,,1.0,20.0,0,0,0,1,2.0,5.0,,2.0794415,16.57868,0.0,1.7917595,,0,,0,0.28768206,2.8967009,9.55393,0.04348564,0.0,5.0,1.7917595
344,1989,419303.0,11.0,2250000.0,15050.0,,1.25,75.0,0,1,1,0,11.0,75.0,,2.3978953,14.626441,0.22314355,4.3307333,,0,,1,0.3184538,-1.952239,9.619133,0.06520271,0.0,70.0,2.5389738
345,1987,419305.0,5.0,,,,,0.0,1,0,0,0,0.0,0.0,,1.609438,,,0.0,,0,,0,,,,,,,
346,1988,419305.0,5.0,,,,,0.0,1,0,0,1,0.0,0.0,,1.609438,,,0.0,,0,,0,0.0,,,,0.0,0.0,0.0
347,1989,419305.0,5.0,,,,,9.0,1,1,1,0,5.0,9.0,,1.609438,,,2.3025851,,0,,1,0.0,,,,0.0,9.0,2.3025851
348,1987,419307.0,262.0,18050000.0,22360.0,1.0,1.09,0.0,0,0,0,0,4.0,0.0,0.0,5.5683446,16.708656,0.08617773,0.0,,0,,0,,,10.015029,,,,
349,1988,419307.0,264.0,19270000.0,23026.0,0.85,1.07,24.0,0,0,0,1,3.0,0.27272728,-0.1625189,5.575949,16.77406,0.0676587,0.24116206,0.0,0,-0.1625189,0,0.007604599,0.065402985,10.044379,0.02935028,0.0,0.27272728,0.24116206
350,1989,419307.0,302.0,22220000.0,21736.0,0.89,1.07,44.0,0,1,1,0,302.0,44.0,-0.11653383,5.710427,16.916504,0.0676587,3.8066626,-0.1625189,0,0.045985073,1,0.13447762,0.14244461,9.986725,-0.05765438,0.0,43.727272,3.5655005
351,1987,419309.0,6.0,600000.0,24960.0,,0.33,15.0,0,0,0,0,6.0,15.0,,1.7917595,13.304685,-1.1086626,2.7725887,,0,,0,,,10.12503,,,,
352,1988,419309.0,9.0,750000.0,28080.0,,0.4,20.0,0,0,0,1,9.0,20.0,,2.1972246,13.527828,-0.9162907,3.0445225,,0,,0,0.40546513,0.22314358,10.242813,0.11778355,0.0,5.0,0.2719338
353,1989,419309.0,12.0,1000000.0,30160.0,,0.4,55.0,0,1,1,0,12.0,55.0,,2.4849067,13.815511,-0.9162907,4.0253515,,0,,1,0.28768206,0.28768253,10.314272,0.07145882,0.0,35.0,0.980829
354,1987,419312.0,60.0,5845000.0,21133.0,,,,0,0,0,0,60.0,,,4.0943446,15.581098,,,,0,,0,,,9.958591,,,,
355,1988,419312.0,71.0,6927000.0,20904.0,,,,0,0,0,1,71.0,,,4.26268,15.750937,,,,0,,0,0.16833544,0.16983986,9.947696,-0.010895729,0.0,,
356,1989,419312.0,97.0,11012000.0,21445.0,,,,0,0,1,0,97.0,,,4.574711,16.214497,,,,0,,0,0.3120308,0.46355915,9.973247,0.025550842,0.0,,
357,1987,419319.0,60.0,,,,,40.0,0,0,0,0,60.0,40.0,,4.0943446,,,3.713572,,0,,0,,,,,,,
358,1988,419319.0,69.0,,,,,50.0,0,0,0,1,69.0,50.0,,4.2341065,,,3.9318256,,0,,0,0.13976192,,,,0.0,10.0,0.21825361
359,1989,419319.0,78.0,,,,,50.0,0,0,1,0,78.0,50.0,,4.356709,,,3.9318256,,0,,0,0.12260246,,,,0.0,0.0,0.0
360,1987,419328.0,27.0,2700000.0,,,,0.0,1,0,0,0,0.0,0.0,,3.295837,14.808763,,0.0,,0,,0,,,,,,,
361,1988,419328.0,27.0,2800000.0,,,,0.0,1,0,0,1,0.0,0.0,,3.295837,14.84513,,0.0,,0,,0,0.0,0.036367416,,,0.0,0.0,0.0
362,1989,419328.0,27.0,2800000.0,,,,12.0,1,1,1,0,27.0,12.0,,3.295837,14.84513,,2.5649493,,0,,1,0.0,0.0,,,0.0,12.0,2.5649493
363,1987,419335.0,57.0,8486927.0,40563.0,,,0.0,0,0,0,0,0.0,0.0,,4.0430512,15.954038,,0.0,,0,,0,,,10.610612,,,,
364,1988,419335.0,53.0,4327519.0,37429.0,,,40.0,0,0,0,1,10.0,7.5471697,,3.9702919,15.280505,,2.1456,,0,,0,-0.07275939,-0.6735325,10.530201,-0.08041096,0.0,7.5471697,2.1456
365,1989,419335.0,62.0,8533205.0,42583.0,,,40.0,0,0,1,0,5.0,3.2258065,,4.1271343,15.9594755,,1.4412102,,0,,0,0.15684247,0.67897034,10.65921,0.12900925,0.0,-4.3213634,-0.7043899
366,1987,419339.0,40.0,8000000.0,15000.0,0.5,0.3,0.0,1,0,0,0,0.0,0.0,-0.6931472,3.6888795,15.894952,-1.2039728,0.0,,0,,0,,,9.615806,,,,
367,1988,419339.0,40.0,8500000.0,15500.0,0.59,0.34,0.0,1,0,0,1,0.0,0.0,-0.5276328,3.6888795,15.955577,-1.0788096,0.0,-0.6931472,0,0.16551441,0,0.0,0.060625076,9.648595,0.03278923,0.0,0.0,0.0
368,1989,419339.0,60.0,10000000.0,17000.0,0.45,0.22,0.0,1,0,1,0,0.0,0.0,-0.79850775,4.0943446,16.118095,-1.5141277,0.0,-0.5276328,0,-0.27087498,0,0.40546513,0.1625185,9.740969,0.09237385,0.0,0.0,0.0
369,1987,419343.0,100.0,10000000.0,15000.0,5.0,7.0,70.0,1,0,0,0,5.0,3.5,1.609438,4.6051702,16.118095,1.9459101,1.5040774,,0,,0,,,9.615806,,,,
370,1988,419343.0,125.0,12000000.0,16000.0,4.0,8.0,25.0,1,0,0,1,21.0,4.2,1.3862944,4.828314,16.300417,2.0794415,1.6486586,1.609438,0,-0.22314358,0,0.22314358,0.18232155,9.680344,0.064538,0.0,0.6999998,0.1445812
371,1989,419343.0,290.0,48000000.0,18700.0,3.0,10.0,17.0,1,1,1,0,290.0,17.0,1.0986123,5.669881,17.686712,2.3025851,2.8903718,1.3862944,0,-0.28768206,1,0.84156704,1.3862953,9.836279,0.15593529,0.0,12.8,1.2417132
372,1987,419344.0,,,,,,0.0,0,0,0,0,0.0,,,,,,,,0,,0,,,,,,,
373,1988,419344.0,,,,,,0.0,0,0,0,1,0.0,,,,,,,,0,,0,,,,,0.0,,
374,1989,419344.0,9.0,1000000.0,17000.0,,,0.0,0,0,1,0,0.0,0.0,,2.1972246,13.815511,,0.0,,0,,0,,,9.740969,,0.0,,
375,1987,419347.0,,,,,,0.0,0,0,0,0,20.0,,,,,,,,0,,0,,,,,,,
376,1988,419347.0,,,,,,8.0,0,0,0,1,25.0,,,,,,,,0,,0,,,,,0.0,,
377,1989,419347.0,,,,,,13.0,0,1,1,0,81.0,,,,,,,,0,,1,,,,,0.0,,
378,1987,419351.0,12.0,,18000.0,,,0.0,0,0,0,0,0.0,0.0,,2.4849067,,,0.0,,0,,0,,,9.798127,,,,
379,1988,419351.0,14.0,,18000.0,,,15.0,0,0,0,1,0.0,0.0,,2.6390574,,,0.0,,0,,0,0.15415072,,9.798127,0.0,0.0,0.0,0.0
380,1989,419351.0,14.0,,19000.0,,,25.0,0,1,1,0,14.0,25.0,,2.6390574,,,3.2580965,,0,,1,0.0,,9.852194,0.054066658,0.0,25.0,3.2580965
381,1987,419357.0,60.0,6870314.0,12750.0,2.0,2.0,50.0,0,0,0,0,60.0,50.0,0.6931472,4.0943446,15.742721,0.6931472,3.9318256,,0,,0,,,9.453286,,,,
382,1988,419357.0,65.0,7079852.0,11875.0,1.0,1.0,75.0,0,0,0,1,65.0,75.0,0.0,4.1743875,15.772763,0.0,4.3307333,0.6931472,0,-0.6931472,0,0.08004284,0.030042648,9.382191,-0.07109547,0.0,25.0,0.39890766
383,1989,419357.0,75.0,8040128.0,12625.0,0.5,0.5,120.0,0,1,1,0,75.0,120.0,-0.6931472,4.317488,15.899956,-0.6931472,4.7957907,0.0,0,-0.6931472,1,0.14310074,0.1271925,9.443435,0.06124401,0.0,45.0,0.46505737
384,1987,419375.0,,2900000.0,,,,0.0,0,0,0,0,0.0,,,,14.880221,,,,0,,0,,,,,,,
385,1988,419375.0,,2500000.0,,,,25.0,0,0,0,1,10.0,,,,14.731801,,,,0,,0,,-0.14842033,,,0.0,,
386,1989,419375.0,,3100000.0,,,,140.0,0,1,1,0,8.0,,,,14.946913,,,,0,,1,,0.21511173,,,0.0,,
387,1987,419376.0,32.0,6000000.0,15250.0,,,2.0,1,0,0,0,5.0,0.3125,,3.465736,15.60727,,0.2719337,,0,,0,,,9.632335,,,,
388,1988,419376.0,36.0,6100000.0,16290.0,,,4.0,1,0,0,1,10.0,1.1111112,,3.583519,15.623799,,0.74721444,,0,,0,0.11778307,0.016529083,9.698307,0.06597233,0.0,0.79861116,0.47528073
389,1989,419376.0,40.0,6300000.0,17370.0,,,38.0,1,1,1,0,40.0,38.0,,3.6888795,15.65606,,3.6635616,,0,,1,0.10536051,0.032260895,9.7625,0.06419277,0.0,36.88889,2.916347
390,1987,419378.0,20.0,2700000.0,10920.0,2.71,,50.0,0,0,0,0,5.0,12.5,0.99694866,2.9957323,14.808763,,2.6026897,,0,,0,,,9.298351,,,,
391,1988,419378.0,22.0,3100000.0,11856.0,1.52,,75.0,0,0,0,1,12.0,40.909092,0.41871032,3.0910425,14.946913,,3.7355027,0.99694866,0,-0.57823837,0,0.09531021,0.13815022,9.3805895,0.0822382,0.0,28.409092,1.132813
392,1989,419378.0,37.0,4700000.0,13520.0,1.34,,154.0,0,1,1,0,37.0,154.0,0.29266962,3.6109178,15.363073,,5.043425,0.41871032,0,-0.1260407,1,0.5198753,0.41616058,9.511926,0.13133621,0.0,113.09091,1.3079224
393,1987,419379.0,201.0,,23167.0,,,0.0,0,0,0,0,0.0,0.0,,5.3033047,,,0.0,,0,,0,,,10.050484,,,,
394,1988,419379.0,201.0,,25929.0,,,0.0,0,0,0,1,0.0,0.0,,5.3033047,,,0.0,,0,,0,0.0,,10.163117,0.112633705,0.0,0.0,0.0
395,1989,419379.0,237.0,,24965.0,,,24.0,0,1,1,0,70.0,7.088608,,5.46806,,,2.0904567,,0,,1,0.16475534,,10.12523,-0.037887573,0.0,7.088608,2.0904567
396,1987,419380.0,45.0,10000000.0,,,,0.0,0,0,0,0,0.0,0.0,,3.8066626,16.118095,,0.0,,0,,0,,,,,,,
397,1988,419380.0,50.0,10000000.0,,,,0.0,0,0,0,1,0.0,0.0,,3.912023,16.118095,,0.0,,0,,0,0.10536051,0.0,,,0.0,0.0,0.0
398,1989,419380.0,55.0,12000000.0,,,,10.0,0,0,1,0,55.0,10.0,,4.0073333,16.300417,,2.3978953,,0,,0,0.09531021,0.18232155,,,0.0,10.0,2.3978953
399,1987,419381.0,14.0,1585000.0,14560.0,0.65,,60.0,0,0,0,0,1.0,4.285714,-0.43078294,2.6390574,14.276095,,1.6650077,,0,,0,,,9.586033,,,,
400,1988,419381.0,11.0,1560000.0,19240.0,0.55,,0.0,0,0,0,1,0.0,0.0,-0.597837,2.3978953,14.260197,,0.0,-0.43078294,0,-0.16705403,0,-0.24116206,-0.015898705,9.864747,0.27871418,0.0,-4.285714,-1.6650077
401,1989,419381.0,12.0,1747000.0,20280.0,0.38,,50.0,0,1,1,0,12.0,50.0,-0.967584,2.4849067,14.37341,,3.9318256,-0.597837,0,-0.36974704,1,0.08701134,0.11321354,9.917391,0.052643776,0.0,50.0,3.9318256
402,1987,419384.0,50.0,,24960.0,,,0.0,0,0,0,0,0.0,0.0,,3.912023,,,0.0,,0,,0,,,10.12503,,,,
403,1988,419384.0,73.0,,26520.0,,,0.0,0,0,0,1,2.0,0.0,,4.2904596,,,0.0,,0,,0,0.37843657,,10.185655,0.060625076,0.0,0.0,0.0
404,1989,419384.0,83.0,,28080.0,,,110.0,0,1,1,0,30.0,39.759037,,4.4188404,,,3.7076776,,0,,1,0.12838078,,10.242813,0.05715847,0.0,39.759037,3.7076776
405,1987,419388.0,40.0,2400000.0,16307.0,11.0,9.0,2.0,0,0,0,0,10.0,0.5,2.3978953,3.6888795,14.690979,2.1972246,0.4054651,,0,,0,,,9.699349,,,,
406,1988,419388.0,36.0,2300000.0,16827.0,8.0,7.0,4.0,0,0,0,1,15.0,1.6666666,2.0794415,3.583519,14.648419,1.9459101,0.98082924,2.3978953,0,-0.3184538,0,-0.10536051,-0.042559624,9.73074,0.03139019,0.0,1.1666666,0.5753641
407,1989,419388.0,33.0,2700000.0,17347.0,6.0,3.0,18.0,0,1,1,0,33.0,18.0,1.7917595,3.4965076,14.808763,1.0986123,2.944439,2.0794415,0,-0.28768206,1,-0.08701134,0.16034317,9.761175,0.030435562,0.0,16.333334,1.9636097
408,1987,419392.0,15.0,,18000.0,,,,0,0,0,0,15.0,,,2.7080503,,,,,0,,0,,,9.798127,,,,
409,1988,419392.0,18.0,,19500.0,,,,0,0,0,1,18.0,,,2.8903718,,,,,0,,0,0.18232155,,9.87817,0.08004284,0.0,,
410,1989,419392.0,21.0,,20900.0,,,,0,0,1,0,21.0,,,3.0445225,,,,,0,,0,0.15415072,,9.947504,0.06933403,0.0,,
411,1987,419400.0,6.0,373164.0,17680.0,,,170.0,0,0,0,0,2.0,56.666668,,1.7917595,12.829773,,4.0546794,,0,,0,,,9.7801895,,,,
412,1988,419400.0,8.0,422611.0,17680.0,,,170.0,0,0,0,1,4.0,85.0,,2.0794415,12.954207,,4.454347,,0,,0,0.28768206,0.12443447,9.7801895,0.0,0.0,28.333332,0.39966774
