,nr,year,agric,black,bus,construc,ent,exper,fin,hisp,poorhlth,hours,manuf,married,min,nrthcen,nrtheast,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,south,educ,tra,trad,union,lwage,d81,d82,d83,d84,d85,d86,d87,expersq
1803,3598,1983,0,0,0,0,0,6,0,0,0,2496,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.0438638,0,0,1,0,0,0,0,36
1804,3598,1984,0,0,0,0,0,7,0,0,0,2244,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.1299024,0,0,0,1,0,0,0,49
1805,3598,1985,0,0,0,0,0,8,0,0,0,2184,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.1590044,0,0,0,0,1,0,0,64
1806,3598,1986,0,0,0,0,0,9,0,0,0,2436,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.2238936,0,0,0,0,0,1,0,81
1807,3598,1987,0,0,0,0,0,10,0,0,0,2496,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.1307425,0,0,0,0,0,0,1,100
1808,3602,1980,0,0,0,0,0,5,0,0,0,2608,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,1,2.0102413,0,0,0,0,0,0,0,25
1809,3602,1981,0,0,0,0,0,6,0,0,0,2144,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.0721858,1,0,0,0,0,0,0,36
1810,3602,1982,0,0,0,0,0,7,0,0,0,1880,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.261603,0,1,0,0,0,0,0,49
1811,3602,1983,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.210918,0,0,1,0,0,0,0,64
1812,3602,1984,0,0,0,0,0,9,0,0,0,2080,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2.2421622,0,0,0,1,0,0,0,81
1813,3602,1985,0,0,0,0,0,10,0,0,0,2408,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.0800824,0,0,0,0,1,0,0,100
1814,3602,1986,0,0,0,0,0,11,0,0,0,2496,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.1389368,0,0,0,0,0,1,0,121
1815,3602,1987,0,0,0,0,0,12,0,0,0,2496,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2.1605954,0,0,0,0,0,0,1,144
1816,3607,1980,0,0,0,0,0,7,0,0,0,893,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.9072418,0,0,0,0,0,0,0,49
1817,3607,1981,0,0,0,0,1,8,0,0,0,3712,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.07472355,1,0,0,0,0,0,0,64
1818,3607,1982,0,0,0,0,1,9,0,0,0,2660,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.17157947,0,1,0,0,0,0,0,81
1819,3607,1983,0,0,0,0,1,10,0,0,0,990,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.9480026,0,0,1,0,0,0,0,100
1820,3607,1984,0,0,0,0,1,11,0,0,0,1025,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.2270708,0,0,0,1,0,0,0,121
1821,3607,1985,0,0,0,0,1,12,0,0,0,1530,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.43545315,0,0,0,0,1,0,0,144
1822,3607,1986,0,0,0,0,1,13,0,0,0,1818,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.638812,0,0,0,0,0,1,0,169
1823,3607,1987,0,0,0,0,1,14,0,0,0,714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.6775562,0,0,0,0,0,0,1,196
1824,3621,1980,0,0,0,0,0,4,0,0,1,1860,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.5084977,0,0,0,0,0,0,0,16
1825,3621,1981,0,0,0,0,0,5,0,0,0,2050,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.8316054,1,0,0,0,0,0,0,25
1826,3621,1982,0,0,0,0,0,6,0,0,0,2000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.5065805,0,1,0,0,0,0,0,36
1827,3621,1983,0,0,0,0,0,7,0,0,0,2570,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.6316551,0,0,1,0,0,0,0,49
1828,3621,1984,0,0,0,0,0,8,0,0,0,1790,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.5450165,0,0,0,1,0,0,0,64
1829,3621,1985,0,0,0,0,0,9,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,1.820029,0,0,0,0,1,0,0,81
1830,3621,1986,0,0,0,0,0,10,0,0,1,2295,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.6419582,0,0,0,0,0,1,0,100
1831,3621,1987,0,0,0,0,0,11,0,0,1,2200,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1.6889906,0,0,0,0,0,0,1,121
1832,3628,1980,0,0,0,0,0,3,0,0,0,2384,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.842216,0,0,0,0,0,0,0,9
1833,3628,1981,0,0,0,0,0,4,0,0,0,2960,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.7361896,1,0,0,0,0,0,0,16
1834,3628,1982,0,0,0,0,0,5,0,0,0,2690,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,2.2919917,0,1,0,0,0,0,0,25
1835,3628,1983,0,0,0,0,0,6,0,0,0,3020,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1.8380289,0,0,1,0,0,0,0,36
1836,3628,1984,0,0,0,0,0,7,0,0,0,2920,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.331942,0,0,0,1,0,0,0,49
1837,3628,1985,0,0,0,0,0,8,0,0,0,2740,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,2.2888794,0,0,0,0,1,0,0,64
1838,3628,1986,0,0,0,0,0,9,0,0,0,2809,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,2.5101442,0,0,0,0,0,1,0,81
1839,3628,1987,0,0,0,0,0,10,0,0,0,2827,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,2.460952,0,0,0,0,0,0,1,100
1840,3653,1980,0,0,0,0,0,2,0,0,0,2414,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.670646,0,0,0,0,0,0,0,4
1841,3653,1981,0,0,1,0,0,3,0,0,0,2485,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.939277,1,0,0,0,0,0,0,9
1842,3653,1982,0,0,0,0,0,4,0,0,0,2324,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.049585,0,1,0,0,0,0,0,16
1843,3653,1983,0,0,0,0,0,5,0,0,0,2288,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.0102472,0,0,1,0,0,0,0,25
1844,3653,1984,0,0,0,0,0,6,0,0,0,2288,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.091792,0,0,0,1,0,0,0,36
1845,3653,1985,0,0,0,0,0,7,0,0,0,2546,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.0233386,0,0,0,0,1,0,0,49
1846,3653,1986,0,0,0,0,0,8,0,0,0,2296,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.9755977,0,0,0,0,0,1,0,64
1847,3653,1987,0,0,0,0,0,9,0,0,0,2496,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.8531108,0,0,0,0,0,0,1,81
1848,3706,1980,0,0,0,0,0,4,0,0,0,2322,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.6744108,0,0,0,0,0,0,0,16
1849,3706,1981,0,0,0,1,0,5,0,0,0,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,1.7917595,1,0,0,0,0,0,0,25
1850,3706,1982,0,0,0,0,0,6,0,0,0,2305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.5187978,0,1,0,0,0,0,0,36
1851,3706,1983,0,0,0,0,0,7,0,0,0,2340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.7254101,0,0,1,0,0,0,0,49
1852,3706,1984,0,0,0,0,0,8,0,0,0,2340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.6486448,0,0,0,1,0,0,0,64
1853,3706,1985,0,0,0,0,0,9,0,0,0,2170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1.7776697,0,0,0,0,1,0,0,81
1854,3706,1986,0,0,0,0,1,10,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.7732931,0,0,0,0,0,1,0,100
1855,3706,1987,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,0,1.8122888,0,0,0,0,0,0,1,121
1856,3707,1980,0,0,0,0,0,2,0,0,0,1600,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,0,-1.1030469,0,0,0,0,0,0,0,4
1857,3707,1981,0,0,0,0,0,3,1,0,0,1985,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.8638263,1,0,0,0,0,0,0,9
1858,3707,1982,0,0,0,0,0,4,0,0,0,2628,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.7443303,0,1,0,0,0,0,0,16
1859,3707,1983,0,0,0,0,0,5,0,0,0,2206,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.1128843,0,0,1,0,0,0,0,25
1860,3707,1984,0,0,0,0,0,6,0,0,0,1920,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2.0810428,0,0,0,1,0,0,0,36
1861,3707,1985,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2.4019506,0,0,0,0,1,0,0,49
1862,3707,1986,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.4931085,0,0,0,0,0,1,0,64
1863,3707,1987,0,0,0,0,0,9,0,0,0,2080,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2.7285795,0,0,0,0,0,0,1,81
1864,3708,1980,0,0,0,0,0,1,0,0,0,2143,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.6805251,0,0,0,0,0,0,0,1
1865,3708,1981,0,0,0,0,0,2,0,0,0,2695,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.703229,1,0,0,0,0,0,0,4
1866,3708,1982,0,0,0,0,0,3,0,0,0,2664,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.6688492,0,1,0,0,0,0,0,9
1867,3708,1983,0,0,0,0,0,4,0,0,0,2414,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.018772,0,0,1,0,0,0,0,16
1868,3708,1984,0,0,0,0,0,5,0,0,0,2495,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.0238738,0,0,0,1,0,0,0,25
1869,3708,1985,0,0,0,0,0,6,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.122081,0,0,0,0,1,0,0,36
1870,3708,1986,0,0,0,0,0,7,0,0,0,2120,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,2.014528,0,0,0,0,0,1,0,49
1871,3708,1987,0,0,0,0,0,8,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,1,2.148761,0,0,0,0,0,0,1,64
1872,3743,1980,0,0,0,0,0,1,0,0,0,504,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.2561085,0,0,0,0,0,0,0,1
1873,3743,1981,0,0,0,0,0,2,0,0,0,1150,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.716536,1,0,0,0,0,0,0,4
1874,3743,1982,0,0,0,0,0,3,0,0,0,1345,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7210121,0,1,0,0,0,0,0,9
1875,3743,1983,0,0,0,0,0,4,0,0,0,2375,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7646308,0,0,1,0,0,0,0,16
1876,3743,1984,0,0,0,0,0,5,0,0,0,2405,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.1474695,0,0,0,1,0,0,0,25
1877,3743,1985,0,0,0,0,0,6,0,0,0,2634,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.0894418,0,0,0,0,1,0,0,36
1878,3743,1986,0,0,0,0,0,7,0,0,0,2936,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.1484284,0,0,0,0,0,1,0,49
1879,3743,1987,0,0,0,0,0,8,0,0,0,2790,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.160469,0,0,0,0,0,0,1,64
1880,3777,1980,0,0,0,0,0,2,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,1,1.9487748,0,0,0,0,0,0,0,4
1881,3777,1981,0,0,0,0,0,3,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,1,2.0402207,1,0,0,0,0,0,0,9
1882,3777,1982,0,0,0,0,0,4,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.0665169,0,1,0,0,0,0,0,16
1883,3777,1983,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.210918,0,0,1,0,0,0,0,25
1884,3777,1984,0,0,0,0,0,6,0,0,0,2080,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.0840454,0,0,0,1,0,0,0,36
1885,3777,1985,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,2.0944657,0,0,0,0,1,0,0,49
1886,3777,1986,0,0,0,0,0,8,0,0,0,2285,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1.9804002,0,0,0,0,0,1,0,64
1887,3777,1987,0,0,0,0,0,9,0,0,0,2505,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1.9979315,0,0,0,0,0,0,1,81
1888,3831,1980,0,0,0,0,0,3,0,0,0,1872,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.1731241,0,0,0,0,0,0,0,9
1889,3831,1981,0,0,0,0,0,4,0,0,0,1626,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.3188816,1,0,0,0,0,0,0,16
1890,3831,1982,0,0,0,0,0,5,0,0,0,1882,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.4803813,0,1,0,0,0,0,0,25
1891,3831,1983,0,0,0,0,0,6,0,0,0,2035,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.6137508,0,0,1,0,0,0,0,36
1892,3831,1984,0,0,0,0,0,7,0,0,0,2158,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.4068404,0,0,0,1,0,0,0,49
1893,3831,1985,0,0,0,0,0,8,0,0,0,2184,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.3917493,0,0,0,0,1,0,0,64
1894,3831,1986,0,0,0,0,0,9,0,0,0,2184,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.291639,0,0,0,0,0,1,0,81
1895,3831,1987,0,0,0,0,0,10,0,0,0,2184,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.3327156,0,0,0,0,0,0,1,100
1896,3844,1980,0,0,0,0,0,3,0,0,0,2515,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.4404162,0,0,0,0,0,0,0,9
1897,3844,1981,0,0,0,0,0,4,0,0,0,2140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.4139459,1,0,0,0,0,0,0,16
1898,3844,1982,0,0,1,0,0,5,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.5474025,0,1,0,0,0,0,0,25
1899,3844,1983,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1.7688287,0,0,1,0,0,0,0,36
1900,3844,1984,0,0,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7664279,0,0,0,1,0,0,0,49
1901,3844,1985,0,0,0,0,0,8,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1.8713223,0,0,0,0,1,0,0,64
1902,3844,1986,0,0,0,0,0,9,0,0,0,3000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7102716,0,0,0,0,0,1,0,81
1903,3844,1987,0,0,0,0,0,10,0,0,0,2100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.6103474,0,0,0,0,0,0,1,100
1904,3847,1980,0,0,0,1,0,3,0,0,0,1960,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.2493603,0,0,0,0,0,0,0,9
1905,3847,1981,0,0,0,1,0,4,0,0,0,2040,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.3597436,1,0,0,0,0,0,0,16
1906,3847,1982,0,0,0,0,0,5,0,0,0,1000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,1,2.2797704,0,1,0,0,0,0,0,25
1907,3847,1983,0,0,0,1,0,6,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.3201172,0,0,1,0,0,0,0,36
1908,3847,1984,0,0,0,0,0,7,0,0,0,2080,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.304466,0,0,0,1,0,0,0,49
1909,3847,1985,0,0,0,1,0,8,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.4019506,0,0,0,0,1,0,0,64
1910,3847,1986,0,0,0,1,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.4390414,0,0,0,0,0,1,0,81
1911,3847,1987,0,0,0,1,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.4541426,0,0,0,0,0,0,1,100
1912,3848,1980,0,0,0,0,0,2,0,0,0,960,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.9980459,0,0,0,0,0,0,0,4
1913,3848,1981,0,0,0,0,0,3,0,0,0,1265,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.8931596,1,0,0,0,0,0,0,9
1914,3848,1982,0,0,0,0,0,4,0,0,0,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.8523903,0,1,0,0,0,0,0,16
1915,3848,1983,0,0,0,0,0,5,0,0,0,2310,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.6205305,0,0,1,0,0,0,0,25
1916,3848,1984,0,0,0,0,0,6,0,0,0,2565,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.9962039,0,0,0,1,0,0,0,36
1917,3848,1985,0,0,0,0,0,7,0,0,0,3050,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.5838587,0,0,0,0,1,0,0,49
1918,3848,1986,0,0,0,0,0,8,0,0,0,2710,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.8490382,0,0,0,0,0,1,0,64
1919,3848,1987,0,0,0,0,0,9,0,0,0,2600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.0591488,0,0,0,0,0,0,1,81
1920,3882,1980,0,0,0,0,0,1,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,1,0.5945394,0,0,0,0,0,0,0,1
1921,3882,1981,0,0,0,0,0,2,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0.546165,1,0,0,0,0,0,0,4
1922,3882,1982,0,0,0,0,0,3,0,0,0,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0.9526954,0,1,0,0,0,0,0,9
1923,3882,1983,0,0,0,1,0,4,0,0,0,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0.77137905,0,0,1,0,0,0,0,16
1924,3882,1984,0,0,0,0,1,5,0,0,0,1840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.0282922,0,0,0,1,0,0,0,25
1925,3882,1985,0,0,1,0,0,6,0,0,0,1515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.9651312,0,0,0,0,1,0,0,36
1926,3882,1986,0,0,1,0,0,7,0,0,0,1970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.9055891,0,0,0,0,0,1,0,49
1927,3882,1987,0,0,0,0,0,8,0,0,0,3040,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.6559427,0,0,0,0,0,0,1,64
1928,3937,1980,0,1,0,0,0,3,0,0,0,2080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,11,0,0,0,1.4479996,0,0,0,0,0,0,0,9
1929,3937,1981,0,1,0,0,0,4,0,0,0,2120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,11,0,0,1,1.3280255,1,0,0,0,0,0,0,16
1930,3937,1982,0,1,0,0,0,5,0,0,0,2457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,1,1,1.5239302,0,1,0,0,0,0,0,25
1931,3937,1983,0,1,0,0,0,6,0,0,0,2592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,1,0,1.5949603,0,0,1,0,0,0,0,36
1932,3937,1984,0,1,0,0,0,7,0,0,0,2850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,1,2.4451542,0,0,0,1,0,0,0,49
1933,3937,1985,0,1,0,0,0,8,0,0,0,3048,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,1.7360647,0,0,0,0,1,0,0,64
1934,3937,1986,0,1,0,0,0,9,0,0,0,3325,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,1,1.6933074,0,0,0,0,0,1,0,81
1935,3937,1987,0,1,0,0,0,10,0,0,0,3332,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,1,1.9829378,0,0,0,0,0,0,1,100
1936,4000,1980,0,0,0,1,0,9,0,0,0,2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1.6112729,0,0,0,0,0,0,0,81
1937,4000,1981,0,0,0,1,0,10,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1.7525388,1,0,0,0,0,0,0,100
1938,4000,1982,0,0,0,1,0,11,0,0,0,2120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,1.6714551,0,1,0,0,0,0,0,121
1939,4000,1983,0,0,0,1,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,0,0,0,1.437728,0,0,1,0,0,0,0,144
1940,4000,1984,0,0,0,1,0,13,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,0,1.90569,0,0,0,1,0,0,0,169
1941,4000,1985,0,0,0,1,0,14,0,0,0,2440,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,0,1.42401,0,0,0,0,1,0,0,196
1942,4000,1986,0,0,0,0,0,15,0,0,0,2290,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,0,1.803861,0,0,0,0,0,1,0,225
1943,4000,1987,0,0,0,1,0,16,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,0,0,0,1.5246067,0,0,0,0,0,0,1,256
