,year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
2267,2000,567,1127,832,151,0.5174,7.0273147,0,0,1,5.0172796,49.383152,0.5174,6.7238326
2268,1997,568,1085,700,131,0.5482,6.989335,0,0,0,4.8751974,48.850803,0.5482,6.55108
2269,1998,568,1085,797,123,0.518,6.989335,1,0,0,4.8121843,48.850803,0.518,6.680855
2270,1999,568,1085,793,141,0.48009998,6.989335,0,1,0,4.94876,48.850803,0.48009998,6.675823
2271,2000,568,1085,846,152,0.542,6.989335,0,0,1,5.0238805,48.850803,0.542,6.7405195
2272,1997,569,548,235,277,0.88879997,6.3062754,0,0,0,5.6240177,39.769108,0.88879997,5.4595857
2273,1998,569,548,263,240,0.8916,6.3062754,1,0,0,5.480639,39.769108,0.8916,5.572154
2274,1999,569,548,243,249,0.8027,6.3062754,0,1,0,5.5174527,39.769108,0.8027,5.4930615
2275,2000,569,548,252,251,0.7498,6.3062754,0,0,1,5.525453,39.769108,0.7498,5.529429
2276,1997,570,1077,587,182,0.449,6.9819345,0,0,0,5.2040067,48.74741,0.449,6.375025
2277,1998,570,1077,610,171,0.5072,6.9819345,1,0,0,5.1416636,48.74741,0.5072,6.413459
2278,1999,570,1077,683,163,0.42830002,6.9819345,0,1,0,5.09375,48.74741,0.42830002,6.526495
2279,2000,570,1077,676,190,0.4188,6.9819345,0,0,1,5.247024,48.74741,0.4188,6.516193
2280,1997,571,231,589,90,0.96339995,5.4424176,0,0,0,4.4998097,29.61991,0.96339995,6.378426
2281,1998,571,231,672,91,0.78230006,5.4424176,1,0,0,4.5108595,29.61991,0.78230006,6.510258
2282,1999,571,231,603,89,0.9022,5.4424176,0,1,0,4.4886365,29.61991,0.9022,6.401917
2283,2000,571,231,494,151,0.9497,5.4424176,0,0,1,5.0172796,29.61991,0.9497,6.2025356
2284,1997,572,815,225,136,0.754,6.703188,0,0,0,4.912655,44.932728,0.754,5.4161005
2285,1998,572,815,222,155,0.72129995,6.703188,1,0,0,5.043425,44.932728,0.72129995,5.4026775
2286,1999,572,815,224,149,0.70879996,6.703188,0,1,0,5.0039463,44.932728,0.70879996,5.411646
2287,2000,572,815,229,182,0.71459997,6.703188,0,0,1,5.2040067,44.932728,0.71459997,5.433722
2288,1997,573,630,495,137,0.6414,6.4457197,0,0,0,4.919981,41.547302,0.6414,6.204558
2289,1998,573,630,496,138,0.6236,6.4457197,1,0,0,4.9272537,41.547302,0.6236,6.206576
2290,1999,573,630,507,145,0.7007,6.4457197,0,1,0,4.9767337,41.547302,0.7007,6.228511
2291,2000,573,630,471,155,0.6715,6.4457197,0,0,1,5.043425,41.547302,0.6715,6.154858
2292,1997,574,1750,970,164,0.7242,7.467371,0,0,0,5.0998664,55.76163,0.7242,6.877296
2293,1998,574,1750,818,186,0.7207,7.467371,1,0,0,5.2257466,55.76163,0.7207,6.7068624
2294,1999,574,1750,1747,136,0.4664,7.467371,0,1,0,4.912655,55.76163,0.4664,7.4656553
2295,2000,574,1750,1645,159,0.5411,7.467371,0,0,1,5.0689044,55.76163,0.5411,7.4054956
2296,1997,575,1979,1093,239,0.629,7.590347,0,0,0,5.4764633,57.613365,0.629,6.9966817
2297,1998,575,1979,1129,232,0.62009996,7.590347,1,0,0,5.4467373,57.613365,0.62009996,7.0290875
2298,1999,575,1979,1387,217,0.5091,7.590347,0,1,0,5.379897,57.613365,0.5091,7.2348986
2299,2000,575,1979,1280,253,0.48529997,7.590347,0,0,1,5.5333896,57.613365,0.48529997,7.1546154
2300,1997,576,306,268,144,0.71889997,5.723585,0,0,0,4.9698133,32.759426,0.71889997,5.590987
2301,1998,576,306,239,145,0.751,5.723585,1,0,0,4.9767337,32.759426,0.751,5.4764633
2302,1999,576,306,257,145,0.8196,5.723585,0,1,0,4.9767337,32.759426,0.8196,5.549076
2303,2000,576,306,268,161,0.8236,5.723585,0,0,1,5.081404,32.759426,0.8236,5.590987
2304,1997,577,610,195,231,0.8196,6.413459,0,0,0,5.4424176,41.132454,0.8196,5.273
2305,1998,577,610,203,222,0.8696,6.413459,1,0,0,5.4026775,41.132454,0.8696,5.313206
2306,1999,577,610,190,251,0.84059995,6.413459,0,1,0,5.525453,41.132454,0.84059995,5.247024
2307,2000,577,610,181,254,0.8518,6.413459,0,0,1,5.5373344,41.132454,0.8518,5.198497
2308,1997,578,1145,574,161,0.7691,7.04316,0,0,0,5.081404,49.606102,0.7691,6.352629
2309,1998,578,1145,526,160,0.72370005,7.04316,1,0,0,5.075174,49.606102,0.72370005,6.265301
2310,1999,578,1145,588,168,0.7465,7.04316,0,1,0,5.123964,49.606102,0.7465,6.376727
2311,2000,578,1145,504,184,0.7073,7.04316,0,0,1,5.214936,49.606102,0.7073,6.222576
2312,1997,579,238,449,105,0.97,5.4722705,0,0,0,4.65396,29.945744,0.97,6.107023
2313,1998,579,238,408,114,0.97330004,5.4722705,1,0,0,4.7361984,29.945744,0.97330004,6.011267
2314,1999,579,238,477,124,0.97099996,5.4722705,0,1,0,4.8202815,29.945744,0.97099996,6.1675167
2315,2000,579,238,391,164,0.97379994,5.4722705,0,0,1,5.0998664,29.945744,0.97379994,5.9687076
2316,1997,580,528,587,298,0.92550004,6.2690964,0,0,0,5.6970935,39.30157,0.92550004,6.375025
2317,1998,580,528,616,256,0.9471,6.2690964,1,0,0,5.5451775,39.30157,0.9471,6.423247
2318,1999,580,528,927,180,0.7939,6.2690964,0,1,0,5.192957,39.30157,0.7939,6.8319535
2319,2000,580,528,1002,175,0.79370004,6.2690964,0,0,1,5.164786,39.30157,0.79370004,6.9097533
2320,1997,581,636,132,92,0.7288,6.455199,0,0,0,4.5217886,41.66959,0.7288,4.882802
2321,1998,581,636,177,99,0.84769994,6.455199,1,0,0,4.59512,41.66959,0.84769994,5.17615
2322,1999,581,636,213,96,0.9217,6.455199,0,1,0,4.564348,41.66959,0.9217,5.3612924
2323,2000,581,636,202,100,0.9188,6.455199,0,0,1,4.6051702,41.66959,0.9188,5.3082676
2324,1997,582,457,791,104,0.7437,6.1246834,0,0,0,4.644391,37.511745,0.7437,6.673298
2325,1998,582,457,775,105,0.6706,6.1246834,1,0,0,4.65396,37.511745,0.6706,6.652863
2326,1999,582,457,777,104,0.7376,6.1246834,0,1,0,4.644391,37.511745,0.7376,6.6554403
2327,2000,582,457,756,112,0.6971,6.1246834,0,0,1,4.7184987,37.511745,0.6971,6.6280413
2328,1997,583,926,281,160,0.7481,6.8308744,0,0,0,5.075174,46.660847,0.7481,5.638355
2329,1998,583,926,282,148,0.7467,6.8308744,1,0,0,4.9972124,46.660847,0.7467,5.641907
2330,1999,583,926,290,162,0.6973,6.8308744,0,1,0,5.0875964,46.660847,0.6973,5.669881
2331,2000,583,926,313,177,0.6875,6.8308744,0,0,1,5.17615,46.660847,0.6875,5.7462034
2332,1997,584,495,2608,139,0.66199994,6.204558,0,0,0,4.934474,38.49654,0.66199994,7.8663387
2333,1998,584,495,3038,126,0.6116,6.204558,1,0,0,4.836282,38.49654,0.6116,8.018954
2334,1999,584,495,3063,138,0.6661,6.204558,0,1,0,4.9272537,38.49654,0.6661,8.02715
2335,2000,584,495,2646,187,0.7104,6.204558,0,0,1,5.2311087,38.49654,0.7104,7.8808045
2336,1997,585,902,124,147,0.31350002,6.8046145,0,0,0,4.9904327,46.30278,0.31350002,4.8202815
2337,1998,585,902,125,160,0.3522,6.8046145,1,0,0,5.075174,46.30278,0.3522,4.828314
2338,1999,585,902,134,154,0.31440002,6.8046145,0,1,0,5.0369525,46.30278,0.31440002,4.89784
2339,2000,585,902,135,169,0.3749,6.8046145,0,0,1,5.1298985,46.30278,0.3749,4.905275
2340,1997,586,957,1334,118,0.71989995,6.8638034,0,0,0,4.7706847,47.111797,0.71989995,7.195937
2341,1998,586,957,1558,114,0.65349996,6.8638034,1,0,0,4.7361984,47.111797,0.65349996,7.351158
2342,1999,586,957,1794,123,0.6235,6.8638034,0,1,0,4.8121843,47.111797,0.6235,7.492203
2343,2000,586,957,1601,146,0.551,6.8638034,0,0,1,4.983607,47.111797,0.551,7.3783836
2344,1997,587,453,705,226,0.5847,6.115892,0,0,0,5.420535,37.404133,0.5847,6.558198
2345,1998,587,453,991,114,0.5098,6.115892,1,0,0,4.7361984,37.404133,0.5098,6.8987145
2346,1999,587,453,970,120,0.5988,6.115892,0,1,0,4.787492,37.404133,0.5988,6.877296
2347,2000,587,453,780,190,0.5807,6.115892,0,0,1,5.247024,37.404133,0.5807,6.659294
2348,1997,588,1671,915,179,0.6168,7.4211774,0,0,0,5.187386,55.073875,0.6168,6.818924
2349,1998,588,1671,984,174,0.5451,7.4211774,1,0,0,5.159055,55.073875,0.5451,6.891626
2350,1999,588,1671,1052,165,0.5538,7.4211774,0,1,0,5.1059456,55.073875,0.5538,6.9584484
2351,2000,588,1671,1069,185,0.5015,7.4211774,0,0,1,5.220356,55.073875,0.5015,6.9744787
2352,1997,589,201,220,241,0.56740004,5.3033047,0,0,0,5.484797,28.12504,0.56740004,5.3936276
2353,1998,589,201,220,219,0.6108,5.3033047,1,0,0,5.389072,28.12504,0.6108,5.3936276
2354,1999,589,201,215,227,0.5416,5.3033047,0,1,0,5.42495,28.12504,0.5416,5.370638
2355,2000,589,201,203,252,0.5155,5.3033047,0,0,1,5.529429,28.12504,0.5155,5.313206
2356,1997,590,1955,202,249,0.6735,7.5781455,0,0,0,5.5174527,57.428288,0.6735,5.3082676
2357,1998,590,1955,177,295,0.5202,7.5781455,1,0,0,5.6869755,57.428288,0.5202,5.17615
2358,1999,590,1955,187,260,0.408,7.5781455,0,1,0,5.560682,57.428288,0.408,5.2311087
2359,2000,590,1955,202,289,0.4389,7.5781455,0,0,1,5.6664267,57.428288,0.4389,5.3082676
2360,1997,591,501,278,191,0.8731,6.216606,0,0,0,5.2522736,38.64619,0.8731,5.627621
2361,1998,591,501,308,188,0.82559997,6.216606,1,0,0,5.236442,38.64619,0.82559997,5.7300997
2362,1999,591,501,393,170,0.6429,6.216606,0,1,0,5.1357985,38.64619,0.6429,5.9738097
2363,2000,591,501,401,174,0.64449996,6.216606,0,0,1,5.159055,38.64619,0.64449996,5.9939613
2364,1997,592,1906,220,126,0.77550006,7.552762,0,0,0,4.836282,57.044216,0.77550006,5.3936276
2365,1998,592,1906,167,147,0.77279997,7.552762,1,0,0,4.9904327,57.044216,0.77279997,5.117994
2366,1999,592,1906,97,195,0.5152,7.552762,0,1,0,5.273,57.044216,0.5152,4.574711
2367,2000,592,1906,82,199,0.3165,7.552762,0,0,1,5.293305,57.044216,0.3165,4.406719
2368,1997,593,1483,166,191,0.3466,7.301822,0,0,0,5.2522736,53.31661,0.3466,5.1119876
2369,1998,593,1483,177,233,0.5129,7.301822,1,0,0,5.4510384,53.31661,0.5129,5.17615
2370,1999,593,1483,203,185,0.629,7.301822,0,1,0,5.220356,53.31661,0.629,5.313206
2371,2000,593,1483,186,204,0.6179,7.301822,0,0,1,5.31812,53.31661,0.6179,5.2257466
2372,1997,594,1218,183,188,0.32369998,7.104965,0,0,0,5.236442,50.48053,0.32369998,5.209486
2373,1998,594,1218,175,193,0.2714,7.104965,1,0,0,5.26269,50.48053,0.2714,5.164786
2374,1999,594,1218,190,180,0.2417,7.104965,0,1,0,5.192957,50.48053,0.2417,5.247024
2375,2000,594,1218,192,197,0.2508,7.104965,0,0,1,5.2832036,50.48053,0.2508,5.2574954
2376,1997,595,1958,421,205,0.60580003,7.579679,0,0,0,5.32301,57.451534,0.60580003,6.042633
2377,1998,595,1958,334,235,0.4722,7.579679,1,0,0,5.4595857,57.451534,0.4722,5.811141
2378,1999,595,1958,378,240,0.39400002,7.579679,0,1,0,5.480639,57.451534,0.39400002,5.934894
2379,2000,595,1958,443,241,0.35529998,7.579679,0,0,1,5.484797,57.451534,0.35529998,6.0935698
2380,1997,596,2080,598,304,0.67410004,7.6401234,0,0,0,5.7170277,58.371487,0.67410004,6.393591
2381,1998,596,2080,651,277,0.6228,7.6401234,1,0,0,5.6240177,58.371487,0.6228,6.4785094
2382,1999,596,2080,572,348,0.5725,7.6401234,0,1,0,5.8522024,58.371487,0.5725,6.349139
2383,2000,596,2080,646,341,0.541,7.6401234,0,0,1,5.8318825,58.371487,0.541,6.4707994
2384,1997,597,2066,249,212,0.5912,7.6333694,0,0,0,5.3565865,58.26833,0.5912,5.5174527
2385,1998,597,2066,181,262,0.42560002,7.6333694,1,0,0,5.5683446,58.26833,0.42560002,5.198497
2386,1999,597,2066,186,237,0.33,7.6333694,0,1,0,5.46806,58.26833,0.33,5.2257466
2387,2000,597,2066,189,270,0.2337,7.6333694,0,0,1,5.598422,58.26833,0.2337,5.241747
2388,1997,598,1962,320,262,0.6797,7.58172,0,0,0,5.5683446,57.482475,0.6797,5.768321
2389,1998,598,1962,226,305,0.6392,7.58172,1,0,0,5.7203116,57.482475,0.6392,5.420535
2390,1999,598,1962,198,369,0.6381,7.58172,0,1,0,5.9107966,57.482475,0.6381,5.288267
2391,2000,598,1962,198,324,0.4225,7.58172,0,0,1,5.7807436,57.482475,0.4225,5.288267
2392,1997,599,1024,156,168,0.7324,6.931472,0,0,0,5.123964,48.045303,0.7324,5.049856
2393,1998,599,1024,152,159,0.7001,6.931472,1,0,0,5.0689044,48.045303,0.7001,5.0238805
2394,1999,599,1024,145,170,0.76989996,6.931472,0,1,0,5.1357985,48.045303,0.76989996,4.9767337
2395,2000,599,1024,75,186,0.39240003,6.931472,0,0,1,5.2257466,48.045303,0.39240003,4.317488
2396,1997,600,1928,373,249,0.77980006,7.5642385,0,0,0,5.5174527,57.217705,0.77980006,5.9215784
2397,1998,600,1928,338,290,0.6483,7.5642385,1,0,0,5.669881,57.217705,0.6483,5.8230457
2398,1999,600,1928,348,289,0.5737,7.5642385,0,1,0,5.6664267,57.217705,0.5737,5.8522024
2399,2000,600,1928,388,289,0.58959997,7.5642385,0,0,1,5.6664267,57.217705,0.58959997,5.961005
2400,1997,601,440,982,81,0.4133,6.086775,0,0,0,4.394449,37.04883,0.4133,6.889591
2401,1998,601,440,1063,77,0.3705,6.086775,1,0,0,4.3438053,37.04883,0.3705,6.9688506
2402,1999,601,440,1096,78,0.374,6.086775,0,1,0,4.356709,37.04883,0.374,6.9994226
2403,2000,601,440,1043,95,0.352,6.086775,0,0,1,4.553877,37.04883,0.352,6.9498563
2404,1997,602,983,1031,119,0.635,6.8906093,0,0,0,4.7791233,47.480495,0.635,6.9382844
2405,1998,602,983,1148,114,0.5535,6.8906093,1,0,0,4.7361984,47.480495,0.5535,7.0457764
2406,1999,602,983,1139,129,0.5806,6.8906093,0,1,0,4.8598123,47.480495,0.5806,7.037906
2407,2000,602,983,1138,150,0.52959996,6.8906093,0,0,1,5.0106354,47.480495,0.52959996,7.037028
2408,1997,603,400,680,226,0.90169996,5.9914646,0,0,0,5.420535,35.897648,0.90169996,6.522093
2409,1998,603,400,634,209,0.88449997,5.9914646,1,0,0,5.3423343,35.897648,0.88449997,6.452049
2410,1999,603,400,791,195,0.9,5.9914646,0,1,0,5.273,35.897648,0.9,6.673298
2411,2000,603,400,728,229,0.85580003,5.9914646,0,0,1,5.433722,35.897648,0.85580003,6.590301
2412,1997,604,1087,342,171,0.77449995,6.991177,0,0,0,5.1416636,48.876556,0.77449995,5.8348107
2413,1998,604,1087,554,131,0.59029996,6.991177,1,0,0,4.8751974,48.876556,0.59029996,6.317165
2414,1999,604,1087,645,127,0.592,6.991177,0,1,0,4.8441873,48.876556,0.592,6.46925
2415,2000,604,1087,513,156,0.552,6.991177,0,0,1,5.049856,48.876556,0.552,6.240276
2416,1997,605,505,210,250,0.9487,6.2245584,0,0,0,5.521461,38.745125,0.9487,5.3471074
2417,1998,605,505,196,204,0.938,6.2245584,1,0,0,5.31812,38.745125,0.938,5.278115
2418,1999,605,505,182,230,0.9332,6.2245584,0,1,0,5.4380794,38.745125,0.9332,5.2040067
2419,2000,605,505,195,237,0.9286,6.2245584,0,0,1,5.46806,38.745125,0.9286,5.273
2420,1997,606,677,391,139,0.6483,6.517671,0,0,0,4.934474,42.480038,0.6483,5.9687076
2421,1998,606,677,361,155,0.6529,6.517671,1,0,0,5.043425,42.480038,0.6529,5.888878
2422,1999,606,677,378,146,0.5951,6.517671,0,1,0,4.983607,42.480038,0.5951,5.934894
2423,2000,606,677,372,159,0.6358,6.517671,0,0,1,5.0689044,42.480038,0.6358,5.918894
2424,1997,607,584,422,82,0.59459996,6.369901,0,0,0,4.406719,40.57564,0.59459996,6.0450053
2425,1998,607,584,405,88,0.552,6.369901,1,0,0,4.477337,40.57564,0.552,6.003887
2426,1999,607,584,392,101,0.6235,6.369901,0,1,0,4.6151204,40.57564,0.6235,5.971262
2427,2000,607,584,423,100,0.66260004,6.369901,0,0,1,4.6051702,40.57564,0.66260004,6.0473723
2428,1997,608,714,457,114,0.8411,6.570883,0,0,0,4.7361984,43.176502,0.8411,6.1246834
2429,1998,608,714,444,120,0.861,6.570883,1,0,0,4.787492,43.176502,0.861,6.0958247
2430,1999,608,714,441,126,0.85660005,6.570883,0,1,0,4.836282,43.176502,0.85660005,6.089045
2431,2000,608,714,425,133,0.8586,6.570883,0,0,1,4.890349,43.176502,0.8586,6.052089
2432,1997,609,671,119,114,0.7694,6.508769,0,0,0,4.7361984,42.364075,0.7694,4.7791233
2433,1998,609,671,118,120,0.7662,6.508769,1,0,0,4.787492,42.364075,0.7662,4.7706847
2434,1999,609,671,109,124,0.67260003,6.508769,0,1,0,4.8202815,42.364075,0.67260003,4.691348
2435,2000,609,671,116,132,0.6511,6.508769,0,0,1,4.882802,42.364075,0.6511,4.75359
2436,1997,610,347,597,66,0.85040003,5.8493247,0,0,0,4.189655,34.2146,0.85040003,6.391917
2437,1998,610,347,536,66,0.8789,5.8493247,1,0,0,4.189655,34.2146,0.8789,6.2841344
2438,1999,610,347,621,61,0.8549,5.8493247,0,1,0,4.1108737,34.2146,0.8549,6.431331
2439,2000,610,347,561,68,0.8143,5.8493247,0,0,1,4.2195077,34.2146,0.8143,6.329721
2440,1997,611,496,336,101,0.9152,6.206576,0,0,0,4.6151204,38.521584,0.9152,5.817111
2441,1998,611,496,308,113,0.9277,6.206576,1,0,0,4.727388,38.521584,0.9277,5.7300997
2442,1999,611,496,350,107,0.8887,6.206576,0,1,0,4.6728287,38.521584,0.8887,5.857933
2443,2000,611,496,351,113,0.943,6.206576,0,0,1,4.727388,38.521584,0.943,5.8607864
2444,1997,612,636,194,110,0.8154,6.455199,0,0,0,4.7004805,41.66959,0.8154,5.267858
2445,1998,612,636,184,119,0.86980003,6.455199,1,0,0,4.7791233,41.66959,0.86980003,5.214936
2446,1999,612,636,193,126,0.8565,6.455199,0,1,0,4.836282,41.66959,0.8565,5.26269
2447,2000,612,636,204,135,0.8108,6.455199,0,0,1,4.905275,41.66959,0.8108,5.31812
2448,1997,613,451,282,118,0.96650004,6.1114674,0,0,0,4.7706847,37.350033,0.96650004,5.641907
2449,1998,613,451,248,121,0.97330004,6.1114674,1,0,0,4.7957907,37.350033,0.97330004,5.5134287
2450,1999,613,451,265,125,0.96839994,6.1114674,0,1,0,4.828314,37.350033,0.96839994,5.57973
2451,2000,613,451,231,138,0.9732,6.1114674,0,0,1,4.9272537,37.350033,0.9732,5.4424176
2452,1997,614,1174,269,138,0.3821,7.068172,0,0,0,4.9272537,49.959057,0.3821,5.5947113
2453,1998,614,1174,448,118,0.436,7.068172,1,0,0,4.7706847,49.959057,0.436,6.104793
2454,1999,614,1174,745,117,0.4793,7.068172,0,1,0,4.762174,49.959057,0.4793,6.6133842
2455,2000,614,1174,770,120,0.5054,7.068172,0,0,1,4.787492,49.959057,0.5054,6.6463904
2456,1997,615,965,369,169,0.6393,6.872128,0,0,0,5.1298985,47.226143,0.6393,5.9107966
2457,1998,615,965,343,179,0.6393,6.872128,1,0,0,5.187386,47.226143,0.6393,5.8377304
2458,1999,615,965,430,168,0.6327,6.872128,0,1,0,5.123964,47.226143,0.6327,6.063785
2459,2000,615,965,444,180,0.638,6.872128,0,0,1,5.192957,47.226143,0.638,6.0958247
2460,1997,616,1006,376,110,0.42880002,6.9137373,0,0,0,4.7004805,47.799763,0.42880002,5.9295893
2461,1998,616,1006,378,122,0.5053,6.9137373,1,0,0,4.804021,47.799763,0.5053,5.934894
2462,1999,616,1006,377,130,0.48900002,6.9137373,0,1,0,4.8675346,47.799763,0.48900002,5.9322453
2463,2000,616,1006,434,130,0.5197,6.9137373,0,0,1,4.8675346,47.799763,0.5197,6.0730443
2464,1997,617,1093,315,126,0.931,6.9966817,0,0,0,4.836282,48.953556,0.931,5.7525725
2465,1998,617,1093,333,133,0.9234,6.9966817,1,0,0,4.890349,48.953556,0.9234,5.8081427
2466,1999,617,1093,707,117,0.5875,6.9966817,0,1,0,4.762174,48.953556,0.5875,6.561031
2467,2000,617,1093,800,121,0.6504,6.9966817,0,0,1,4.7957907,48.953556,0.6504,6.684612
2468,1997,618,318,557,58,0.984,5.7620516,0,0,0,4.060443,33.201237,0.984,6.322565
2469,1998,618,318,675,62,0.9878,5.7620516,1,0,0,4.1271343,33.201237,0.9878,6.514713
2470,1999,618,318,707,64,0.9925,5.7620516,0,1,0,4.158883,33.201237,0.9925,6.561031
2471,2000,618,318,847,67,0.99410003,5.7620516,0,0,1,4.204693,33.201237,0.99410003,6.7417006
2472,1997,619,1244,177,136,0.32779998,7.126087,0,0,0,4.912655,50.78112,0.32779998,5.17615
2473,1998,619,1244,204,145,0.412,7.126087,1,0,0,4.9767337,50.78112,0.412,5.31812
2474,1999,619,1244,184,159,0.32799998,7.126087,0,1,0,5.0689044,50.78112,0.32799998,5.214936
2475,2000,619,1244,206,165,0.2644,7.126087,0,0,1,5.1059456,50.78112,0.2644,5.327876
2476,1997,620,2175,331,164,0.48439997,7.684784,0,0,0,5.0998664,59.055904,0.48439997,5.8021183
2477,1998,620,2175,360,181,0.48610002,7.684784,1,0,0,5.198497,59.055904,0.48610002,5.886104
2478,1999,620,2175,610,167,0.4602,7.684784,0,1,0,5.117994,59.055904,0.4602,6.413459
2479,2000,620,2175,483,174,0.4901,7.684784,0,0,1,5.159055,59.055904,0.4901,6.1800165
2480,1997,621,2343,629,213,0.38830003,7.759187,0,0,0,5.3612924,60.204987,0.38830003,6.4441314
2481,1998,621,2343,601,215,0.3152,7.759187,1,0,0,5.370638,60.204987,0.3152,6.398595
2482,1999,621,2343,710,208,0.2682,7.759187,0,1,0,5.3375382,60.204987,0.2682,6.565265
2483,2000,621,2343,670,222,0.32990003,7.759187,0,0,1,5.4026775,60.204987,0.32990003,6.5072775
2484,1997,622,897,134,128,0.5984,6.799056,0,0,0,4.8520303,46.22716,0.5984,4.89784
2485,1998,622,897,150,144,0.48400003,6.799056,1,0,0,4.9698133,46.22716,0.48400003,5.0106354
2486,1999,622,897,172,144,0.5502,6.799056,0,1,0,4.9698133,46.22716,0.5502,5.1474943
2487,2000,622,897,157,141,0.4768,6.799056,0,0,1,4.94876,46.22716,0.4768,5.056246
2488,1997,623,1246,160,141,0.26680002,7.1276937,0,0,0,4.94876,50.804016,0.26680002,5.075174
2489,1998,623,1246,152,140,0.29700002,7.1276937,1,0,0,4.9416423,50.804016,0.29700002,5.0238805
2490,1999,623,1246,159,148,0.365,7.1276937,0,1,0,4.9972124,50.804016,0.365,5.0689044
2491,2000,623,1246,192,153,0.2531,7.1276937,0,0,1,5.030438,50.804016,0.2531,5.2574954
2492,1997,624,1490,131,250,0.353,7.3065314,0,0,0,5.521461,53.385403,0.353,4.8751974
2493,1998,624,1490,163,242,0.3707,7.3065314,1,0,0,5.488938,53.385403,0.3707,5.09375
2494,1999,624,1490,167,245,0.3937,7.3065314,0,1,0,5.5012584,53.385403,0.3937,5.117994
2495,2000,624,1490,266,219,0.5157,7.3065314,0,0,1,5.389072,53.385403,0.5157,5.583496
2496,1997,625,793,297,120,0.71639997,6.675823,0,0,0,4.787492,44.566616,0.71639997,5.6937323
2497,1998,625,793,326,129,0.71930003,6.675823,1,0,0,4.8598123,44.566616,0.71930003,5.786897
2498,1999,625,793,388,126,0.7881,6.675823,0,1,0,4.836282,44.566616,0.7881,5.961005
2499,2000,625,793,395,141,0.77459997,6.675823,0,0,1,4.94876,44.566616,0.77459997,5.9788857
2500,1997,626,673,237,133,0.72440004,6.5117455,0,0,0,4.890349,42.40283,0.72440004,5.46806
2501,1998,626,673,262,140,0.7358,6.5117455,1,0,0,4.9416423,42.40283,0.7358,5.5683446
2502,1999,626,673,296,140,0.8235,6.5117455,0,1,0,4.9416423,42.40283,0.8235,5.6903596
2503,2000,626,673,372,142,0.72480005,6.5117455,0,0,1,4.955827,42.40283,0.72480005,5.918894
2504,1997,627,1073,4163,155,0.345,6.978214,0,0,0,5.043425,48.69547,0.345,8.333991
2505,1998,627,1073,5206,142,0.3173,6.978214,1,0,0,4.955827,48.69547,0.3173,8.557567
2506,1999,627,1073,6561,133,0.3191,6.978214,0,1,0,4.890349,48.69547,0.3191,8.788898
2507,2000,627,1073,8497,128,0.2742,6.978214,0,0,1,4.8520303,48.69547,0.2742,9.047468
2508,1997,628,1122,91,137,0.5762,7.022868,0,0,0,4.919981,49.32068,0.5762,4.5108595
2509,1998,628,1122,86,139,0.72330004,7.022868,1,0,0,4.934474,49.32068,0.72330004,4.454347
2510,1999,628,1122,64,143,0.72110003,7.022868,0,1,0,4.962845,49.32068,0.72110003,4.158883
2511,2000,628,1122,55,147,0.7922,7.022868,0,0,1,4.9904327,49.32068,0.7922,4.0073333
2512,1997,629,178,847,57,0.79940003,5.1817837,0,0,0,4.0430512,26.850882,0.79940003,6.7417006
2513,1998,629,178,807,62,0.8084,5.1817837,1,0,0,4.1271343,26.850882,0.8084,6.6933236
2514,1999,629,178,777,64,0.8258,5.1817837,0,1,0,4.158883,26.850882,0.8258,6.6554403
2515,2000,629,178,831,73,0.8071,5.1817837,0,0,1,4.2904596,26.850882,0.8071,6.72263
2516,1997,630,992,887,153,0.78110003,6.899723,0,0,0,5.030438,47.60618,0.78110003,6.787845
2517,1998,630,992,775,163,0.7539,6.899723,1,0,0,5.09375,47.60618,0.7539,6.652863
2518,1999,630,992,816,168,0.73260003,6.899723,0,1,0,5.123964,47.60618,0.73260003,6.7044144
2519,2000,630,992,1311,131,0.7543,6.899723,0,0,1,4.8751974,47.60618,0.7543,7.1785455
2520,1997,631,1975,217,219,0.3459,7.5883236,0,0,0,5.389072,57.582657,0.3459,5.379897
2521,1998,631,1975,224,206,0.36119998,7.5883236,1,0,0,5.327876,57.582657,0.36119998,5.411646
2522,1999,631,1975,315,188,0.2975,7.5883236,0,1,0,5.236442,57.582657,0.2975,5.7525725
2523,2000,631,1975,324,210,0.29659998,7.5883236,0,0,1,5.3471074,57.582657,0.29659998,5.7807436
2524,1997,632,994,325,157,0.77519995,6.901737,0,0,0,5.056246,47.633976,0.77519995,5.7838254
2525,1998,632,994,347,162,0.79150003,6.901737,1,0,0,5.0875964,47.633976,0.79150003,5.8493247
2526,1999,632,994,289,168,0.74120003,6.901737,0,1,0,5.123964,47.633976,0.74120003,5.6664267
2527,2000,632,994,395,157,0.84139997,6.901737,0,0,1,5.056246,47.633976,0.84139997,5.9788857
2528,1997,633,1189,357,123,0.3709,7.080868,0,0,0,4.8121843,50.138687,0.3709,5.8777356
2529,1998,633,1189,358,132,0.4083,7.080868,1,0,0,4.882802,50.138687,0.4083,5.880533
2530,1999,633,1189,346,130,0.45580003,7.080868,0,1,0,4.8675346,50.138687,0.45580003,5.846439
2531,2000,633,1189,395,132,0.46240002,7.080868,0,0,1,4.882802,50.138687,0.46240002,5.9788857
2532,1997,634,680,259,143,0.6906,6.522093,0,0,0,4.962845,42.537693,0.6906,5.556828
