,state,puma,educ,lweekinc,exper,expersq
15107,44,3900,12,7.0796056,42,1764
15108,40,1100,10,5.886104,24,576
15109,23,2502,12,7.6009026,34,1156
15110,49,100,10,6.963845,28,784
15111,24,604,16,6.357709,3,9
15112,49,4701,13,7.9373746,26,676
15113,49,800,12,6.1177583,35,1225
15114,47,600,13,7.338538,37,1369
15115,48,400,10,6.3969297,47,2209
15116,3,1100,12,6.75872,26,676
15117,24,1400,10,6.5400305,43,1849
15118,13,1002,12,6.806659,33,1089
15119,23,2506,12,7.130899,42,1764
15120,51,1100,12,5.676754,23,529
15121,65,501,10,6.291569,34,1156
15122,54,1800,12,6.5400305,24,576
15123,23,1800,13,7.1153946,27,729
15124,23,1500,16,6.7501264,6,36
15125,51,1000,14,6.288716,21,441
15126,61,121,12,6.5940976,14,196
15127,71,2500,12,6.357709,26,676
15128,40,3000,13,6.214608,10,100
15129,44,400,12,6.5400305,34,1156
15130,44,1201,16,6.7465425,5,25
15131,3,4400,16,5.886104,13,169
15132,23,2503,12,6.963845,34,1156
15133,44,1900,12,6.1753874,27,729
15134,44,1103,16,6.5118594,5,25
15135,51,1300,12,5.4380794,25,625
15136,14,2202,12,6.553824,45,2025
15137,37,600,16,6.694181,7,49
15138,21,3104,12,6.5203943,26,676
15139,42,200,11,6.1753874,22,484
15140,47,2702,13,6.5118594,15,225
15141,73,1004,16,6.8685346,18,324
15142,31,1600,13,6.645391,42,1764
15143,34,2700,12,6.6019616,28,784
15144,24,400,12,6.6097636,35,1225
15145,32,400,12,6.785153,37,1369
15146,24,2900,11,6.0920057,28,784
15147,23,3300,16,7.2050066,14,196
15148,40,2700,12,6.453019,22,484
15149,51,600,12,5.5955687,33,1089
15150,43,3702,10,5.4161005,47,2209
15151,3,4300,16,7.0169544,10,100
15152,14,2600,12,6.453019,24,576
15153,53,1200,12,6.4222474,20,400
15154,22,2001,12,6.1753874,37,1369
15155,54,1400,16,6.8685346,12,144
15156,34,1100,12,6.0932474,29,841
15157,13,700,13,5.952244,43,1849
15158,13,4307,16,6.9077554,14,196
15159,14,1803,16,5.48224,28,784
15160,72,400,13,6.820744,34,1156
15161,23,1900,12,6.8277125,38,1444
15162,71,6300,16,7.050856,12,144
15163,23,3500,12,5.9401712,43,1849
15164,33,1201,16,8.902455,26,676
15165,49,4200,12,6.8685346,24,576
15166,12,1102,16,7.824046,8,64
15167,31,1300,12,6.214608,9,81
15168,43,2603,12,6.7720237,38,1444
15169,13,1004,13,6.7384257,18,324
15170,12,1103,11,5.7291,25,625
15171,14,300,12,6.3238072,34,1156
15172,14,2501,12,6.8685346,37,1369
15173,48,302,12,6.214608,40,1600
15174,23,800,16,7.1461663,13,169
15175,14,3202,13,6.740701,25,625
15176,13,3705,13,6.453019,20,400
15177,5,200,12,6.357709,35,1225
15178,33,1203,9,5.441418,45,2025
15179,12,1501,12,6.001034,20,400
15180,22,2600,12,7.4145727,34,1156
15181,24,1000,12,6.234026,31,961
15182,42,1400,12,6.9485774,9,81
15183,41,1200,13,6.413459,17,289
15184,35,902,12,6.806659,10,100
15185,54,200,12,6.9454956,28,784
15186,12,901,12,6.0920057,29,841
15187,44,1502,12,6.5914626,9,81
15188,14,4204,13,7.235259,28,784
15189,65,200,12,5.8244104,40,1600
15190,71,4000,12,6.9077554,20,400
15191,2,1000,12,5.7446046,22,484
15192,4,600,12,6.3969297,37,1369
15193,24,4302,12,6.6578135,21,441
15194,24,602,13,6.7177114,8,64
15195,53,1302,11,6.5400305,42,1764
15196,49,4611,13,6.357709,9,81
15197,43,3505,12,5.9166164,29,841
15198,34,1802,12,6.2260804,32,1024
15199,71,2500,12,6.5022902,16,256
15200,44,1402,14,6.9077554,36,1296
15201,49,3600,12,6.785153,40,1600
15202,49,2315,12,6.8421907,26,676
15203,49,1500,12,5.2182746,9,81
15204,47,3300,16,7.5616817,38,1444
15205,71,7200,12,7.5616817,30,900
15206,43,1106,10,6.645391,37,1369
15207,22,2700,13,6.963845,25,625
15208,24,1300,13,7.6164064,29,841
15209,41,500,12,6.1753874,24,576
15210,53,400,13,6.1345654,14,196
15211,33,400,13,6.214608,10,100
15212,22,2100,12,6.9454956,14,196
15213,73,1500,12,6.3775115,36,1296
15214,71,8001,13,5.986645,43,1849
15215,45,700,12,6.159258,18,324
15216,34,1708,13,6.645391,24,576
15217,24,1103,13,6.812445,14,196
15218,54,2000,12,6.13039,33,1089
15219,71,7604,12,7.2050066,20,400
15220,53,1400,16,6.3238072,4,16
15221,35,903,13,3.7376697,24,576
15222,21,3004,12,7.07327,27,729
15223,13,2401,12,6.5792513,31,961
15224,34,2400,13,7.130899,27,729
15225,13,2300,13,6.357709,15,225
15226,32,100,14,5.9472313,14,196
15227,22,800,12,5.153736,15,225
15228,31,300,14,6.001034,15,225
15229,40,1400,13,6.5940976,11,121
15230,62,803,14,5.952244,5,25
15231,42,1400,16,6.9268036,34,1156
15232,72,1303,12,6.377127,24,576
15233,49,4620,16,6.5400305,30,900
15234,54,200,12,6.637465,10,100
15235,25,1100,14,6.5400305,16,256
15236,49,5304,16,7.4108586,17,289
15237,71,1102,14,7.099646,31,961
15238,1,1200,12,6.440824,17,289
15239,21,3103,14,6.9995627,32,1024
15240,52,1004,12,5.3267555,19,361
15241,71,2801,16,6.9077554,11,121
15242,47,800,14,6.4650674,28,784
15243,24,1000,16,6.54485,6,36
15244,13,1402,12,6.357709,35,1225
15245,24,302,16,7.130899,24,576
15246,49,3100,16,5.5059566,36,1296
15247,14,802,16,6.981863,33,1089
15248,23,2506,16,6.2523484,15,225
15249,33,800,12,6.5232234,28,784
15250,24,1103,16,6.8277125,21,441
15251,25,100,13,6.357709,16,256
15252,12,301,12,7.338538,35,1225
15253,23,2800,16,6.5930448,10,100
15254,71,5407,16,6.498282,37,1369
15255,13,4014,12,6.214608,10,100
15256,47,1500,13,7.2331777,41,1681
15257,23,900,16,7.090077,9,81
15258,22,1200,14,6.5118594,26,676
15259,47,1300,16,6.8277125,13,169
15260,21,900,14,5.9814143,11,121
15261,13,1602,16,6.9454956,15,225
15262,72,1306,12,6.1753874,31,961
15263,49,2315,16,7.300317,34,1156
15264,24,4800,12,6.302901,26,676
15265,71,2401,16,6.9454956,41,1681
15266,25,1200,16,7.2331777,16,256
15267,45,300,12,6.4222474,38,1444
15268,14,4004,14,5.7037826,34,1156
15269,34,1300,16,6.8277125,14,196
15270,62,904,12,6.357709,18,324
15271,21,3509,16,5.9421935,20,400
15272,22,1300,12,7.364514,32,1024
15273,13,4310,16,6.8277125,23,529
15274,31,700,12,6.1921353,33,1089
15275,24,2300,10,6.45577,34,1156
15276,40,3400,14,5.952244,26,676
15277,34,400,13,5.966147,29,841
15278,71,6121,13,8.36637,31,961
15279,44,1206,16,4.9024215,31,961
15280,23,2400,13,5.952244,18,324
15281,62,822,12,6.6200733,10,100
15282,23,3000,12,6.946976,23,529
15283,71,6000,12,5.5016584,28,784
15284,71,2410,12,6.7177114,31,961
15285,71,4402,13,6.8277125,22,484
15286,48,2101,13,6.9077554,40,1600
15287,71,1402,12,6.6353407,32,1024
15288,49,1000,12,6.1753874,7,49
15289,52,902,12,6.963845,26,676
15290,11,102,13,6.437752,10,100
15291,3,4600,12,6.740701,19,361
15292,71,3200,16,6.785153,12,144
15293,43,3800,16,6.357709,13,169
15294,71,2410,16,7.130899,15,225
15295,13,1001,12,6.8277125,23,529
15296,21,3407,16,6.5118594,29,841
15297,34,1100,12,5.5891194,43,1849
15298,32,300,12,7.2050066,22,484
15299,66,601,12,6.1753874,9,81
15300,73,500,16,5.7778907,27,729
15301,3,2200,14,6.963845,16,256
15302,22,3000,12,6.694181,22,484
15303,47,1100,10,5.789725,31,961
15304,44,1000,9,6.221988,29,841
15305,66,601,13,6.357709,34,1156
15306,53,100,12,6.0199027,38,1444
15307,25,1400,14,9.041611,31,961
15308,12,800,12,7.134813,22,484
15309,73,1402,12,6.5940976,21,441
15310,71,2203,16,7.5616817,3,9
15311,35,801,12,6.1345654,12,144
15312,13,3805,16,5.6645617,14,196
15313,43,102,16,6.6602798,22,484
15314,1,1300,12,6.6700835,14,196
15315,51,700,10,6.6700835,28,784
15316,71,3903,16,7.083646,22,484
15317,45,200,13,5.952244,27,729
15318,73,300,12,6.453019,33,1089
15319,72,1304,13,7.050856,32,1024
15320,13,300,12,8.805837,23,529
15321,47,1100,14,6.645391,44,1936
15322,72,600,16,6.694181,3,9
15323,14,2001,14,6.2659016,19,361
15324,22,1600,12,6.497471,33,1089
15325,14,1200,14,6.5400305,10,100
15326,81,300,12,5.7037826,33,1089
15327,52,1500,16,7.3509607,19,361
15328,24,1900,12,4.5659494,23,529
15329,33,1800,14,6.6917973,26,676
15330,54,3104,16,6.645391,5,25
15331,12,305,13,5.8468833,36,1296
15332,14,3301,12,6.0920057,11,121
15333,71,400,12,6.357709,40,1600
15334,71,2303,13,7.034049,29,841
15335,53,1500,12,6.645391,20,400
15336,71,6400,16,7.1612043,23,529
15337,71,2407,13,6.9077554,26,676
15338,51,2200,12,6.291569,38,1444
15339,14,4106,12,5.74015,31,961
15340,25,500,14,6.3323913,23,529
15341,49,4100,12,6.1753874,43,1849
15342,13,1005,16,6.288716,3,9
15343,44,3000,16,6.214608,20,400
15344,49,2102,16,7.824046,19,361
15345,14,3401,12,7.287245,38,1444
15346,62,905,13,6.357709,18,324
15347,21,102,12,7.2050066,35,1225
15348,23,4101,10,7.082959,29,841
15349,24,2700,14,6.763174,16,256
15350,56,100,16,7.190618,37,1369
15351,24,2900,14,6.1713796,28,784
15352,62,805,12,6.55108,13,169
15353,46,1000,12,7.325959,31,961
15354,52,1102,12,6.963845,43,1849
15355,34,901,16,6.7177114,31,961
15356,40,1900,13,6.8685346,30,900
15357,12,200,13,6.357709,17,289
15358,35,902,14,6.645391,17,289
15359,14,3701,12,7.6009026,38,1444
15360,67,603,12,6.612351,29,841
15361,40,1200,16,8.712254,35,1225
15362,46,700,12,6.214608,9,81
15363,34,1500,12,6.963845,42,1764
15364,31,1500,12,6.7884088,7,49
15365,52,700,16,6.806659,22,484
15366,12,301,16,7.7186856,40,1600
15367,65,100,13,7.7634215,30,900
15368,71,1902,13,6.963845,40,1600
15369,44,1102,13,6.8685346,16,256
15370,45,700,12,6.806659,34,1156
15371,13,4016,16,5.2590966,34,1156
15372,49,4902,14,6.806659,10,100
15373,44,800,12,6.763174,26,676
15374,25,2004,16,6.760949,9,81
15375,3,800,16,6.7829766,20,400
15376,43,1901,12,7.056175,32,1024
15377,34,1400,12,5.93713,29,841
15378,24,3900,12,6.843217,31,961
15379,12,1501,16,7.2050066,17,289
15380,41,2200,14,6.357709,28,784
15381,41,1300,12,6.5674295,37,1369
15382,24,2000,13,5.521461,29,841
15383,72,1301,16,6.9077554,33,1089
15384,13,2900,14,6.645391,21,441
15385,21,2100,12,7.083646,41,1681
15386,43,1300,16,7.387328,34,1156
15387,14,3303,16,7.176019,29,841
15388,41,2400,11,6.291569,28,784
15389,71,7900,14,7.130899,24,576
15390,49,4801,13,6.963845,17,289
15391,52,200,12,5.789725,18,324
15392,21,3509,13,4.3915963,18,324
15393,42,1100,10,6.5475025,39,1521
15394,43,2703,16,6.5400305,27,729
15395,71,200,14,7.3632307,31,961
15396,23,2507,11,6.7679935,41,1681
15397,73,500,12,5.2983174,13,169
15398,33,1100,12,6.8685346,16,256
15399,12,1901,12,7.2050066,20,400
15400,47,1900,12,6.047554,37,1369
15401,54,3000,13,7.338538,33,1089
15402,14,1900,16,7.176019,24,576
15403,21,3403,16,7.571632,6,36
15404,82,100,16,6.7060156,26,676
15405,73,1005,16,6.981863,27,729
15406,13,3602,13,6.998727,25,625
15407,4,1100,14,6.888337,13,169
15408,71,8004,16,7.4783,17,289
15409,73,1005,12,7.1461663,23,529
15410,49,2504,13,7.2739997,27,729
15411,40,303,16,6.047554,42,1764
15412,35,903,13,6.357709,29,841
15413,12,304,12,6.1753874,33,1089
15414,62,600,12,6.4222474,25,625
15415,65,508,14,6.8243737,25,625
15416,25,2300,16,7.2050066,19,361
15417,24,2600,12,6.142864,9,81
15418,13,2300,14,6.888337,15,225
15419,45,900,13,6.214608,37,1369
15420,13,801,12,6.645391,25,625
15421,1,2200,14,7.130899,10,100
15422,23,2505,16,7.2050066,29,841
15423,24,4800,13,6.806659,16,256
15424,21,3505,12,6.6200733,8,64
15425,21,3505,10,6.5233436,22,484
15426,71,3301,12,6.127597,11,121
15427,48,900,16,7.2739997,14,196
15428,43,3502,13,6.8685346,25,625
15429,22,300,12,7.338538,41,1681
15430,43,1107,12,7.967147,13,169
15431,14,3801,13,4.989582,45,2025
15432,1,2200,13,6.749751,37,1369
15433,41,600,12,6.632812,11,121
15434,49,4619,13,6.848332,23,529
15435,13,300,12,6.7177114,25,625
15436,62,820,12,6.7292724,39,1521
15437,49,4801,12,6.1753874,14,196
15438,72,701,12,5.6645617,29,841
15439,71,5411,16,6.806659,5,25
15440,34,1500,12,6.4222474,14,196
15441,45,700,12,5.358942,40,1600
15442,31,1700,12,6.056604,29,841
15443,13,4207,12,6.627736,15,225
15444,71,5410,16,7.6009026,5,25
15445,22,600,14,6.5118594,14,196
15446,49,502,16,8.737255,31,961
15447,43,4012,12,6.645391,20,400
15448,41,2000,13,7.2050066,21,441
15449,23,3803,13,6.2486377,9,81
15450,42,1600,12,6.047554,30,900
15451,61,109,16,6.488737,15,225
15452,25,1300,12,6.888337,37,1369
15453,25,1700,13,6.453019,22,484
15454,43,2207,16,7.571632,10,100
15455,62,817,13,7.619951,34,1156
15456,13,2402,14,6.8087845,23,529
15457,3,2600,16,6.946976,29,841
15458,12,902,13,5.3452744,35,1225
15459,32,1300,13,6.288716,10,100
15460,43,2401,12,5.79559,35,1225
15461,12,901,14,7.4108586,27,729
15462,44,700,12,6.694181,27,729
15463,81,102,12,6.8749657,36,1296
15464,67,603,14,6.8685346,30,900
15465,71,6101,13,6.1312265,41,1681
15466,44,1102,16,8.7090845,26,676
15467,22,1000,12,5.5955687,32,1024
15468,13,4203,12,6.299766,29,841
15469,51,2300,16,6.9454956,7,49
15470,14,4301,12,6.4222474,17,289
15471,40,1900,12,6.694181,24,576
15472,44,1305,16,7.0796056,17,289
15473,49,6200,14,5.8468833,27,729
15474,33,2400,11,6.214608,24,576
15475,33,1800,16,7.050856,21,441
15476,53,1302,12,6.214608,15,225
15477,13,3806,16,6.740701,27,729
15478,45,200,16,6.7165947,24,576
15479,49,4000,12,6.9077554,36,1296
15480,31,900,16,6.582333,10,100
15481,5,500,14,6.529848,20,400
15482,14,2900,12,6.001034,9,81
15483,21,3202,12,6.4222474,33,1089
15484,61,103,12,7.050856,37,1369
15485,12,1104,12,6.0242543,41,1681
15486,47,1900,12,6.8685346,26,676
15487,13,4205,16,5.4661107,21,441
15488,49,1600,13,6.694181,32,1024
15489,41,1100,16,6.57282,12,144
15490,23,2601,12,6.5827174,25,625
15491,53,1301,12,6.645391,26,676
15492,24,4000,12,6.5118594,7,49
15493,73,400,13,6.7177114,36,1296
15494,52,400,12,6.8685346,33,1089
15495,47,2602,16,6.083272,9,81
15496,51,100,12,6.214608,21,441
15497,3,3000,12,4.6051702,17,289
15498,33,1302,16,6.57282,36,1296
15499,48,1600,11,5.926926,26,676
15500,71,6702,16,6.55108,11,121
15501,13,4204,12,7.130899,46,2116
15502,13,4001,16,1.3958638,11,121
15503,71,7606,13,7.050856,18,324
15504,13,803,16,7.099646,26,676
15505,12,501,12,6.8277125,21,441
15506,61,300,11,6.047554,20,400
15507,40,1700,12,6.8685346,23,529
15508,34,1702,14,6.5674295,18,324
15509,24,302,12,6.234811,7,49
15510,25,2300,16,7.5103884,15,225
15511,23,100,12,5.8479166,16,256
15512,21,1102,13,6.7542453,27,729
15513,43,2704,16,6.963845,10,100
15514,24,502,13,6.963845,15,225
15515,40,900,12,6.5940976,26,676
15516,36,200,16,7.050856,24,576
15517,32,1600,14,6.5022902,26,676
15518,22,2400,13,7.2739997,22,484
15519,61,113,16,7.2050066,18,324
15520,73,902,12,6.5835156,33,1089
15521,14,1900,12,6.3064156,31,961
15522,22,2700,13,6.888337,36,1296
15523,31,1700,12,6.1345654,29,841
15524,25,2102,14,5.9454207,30,900
15525,3,1600,14,5.789725,15,225
15526,21,3206,12,6.7525625,22,484
15527,71,1902,12,6.214608,12,144
15528,49,5500,16,6.8685346,35,1225
15529,48,2102,12,6.763174,32,1024
15530,53,1301,13,6.096825,34,1156
15531,71,2714,12,6.763174,19,361
15532,71,5401,13,7.6870804,13,169
15533,43,2103,13,6.3099184,35,1225
15534,23,1402,13,6.963845,23,529
15535,54,600,12,6.49224,22,484
15536,49,2509,16,8.737255,23,529
15537,23,3100,14,7.0169544,20,400
15538,48,1002,13,6.8685346,26,676
15539,35,904,12,5.885035,16,256
15540,82,304,16,7.418581,26,676
15541,61,201,12,6.302901,31,961
15542,53,1302,13,6.785153,22,484
15543,82,200,16,6.5400305,10,100
15544,21,1900,14,7.179689,27,729
15545,40,302,13,7.4563212,45,2025
15546,61,600,12,6.288716,25,625
15547,24,4700,12,5.809143,33,1089
15548,73,1001,12,6.789491,27,729
15549,33,400,12,6.214608,24,576
15550,72,1305,16,5.9009504,33,1089
15551,73,902,13,5.4595857,13,169
15552,13,3805,14,6.981863,21,441
15553,24,4501,16,6.645391,9,81
15554,13,902,14,5.5786195,9,81
15555,43,2608,12,6.6403785,17,289
15556,51,2200,12,5.48224,10,100
15557,13,3101,12,6.821443,24,576
15558,51,400,12,6.9077554,37,1369
15559,49,2507,13,8.737255,34,1156
15560,31,1200,12,6.2560453,10,100
15561,1,2100,16,7.666042,21,441
15562,49,2102,16,7.338538,21,441
15563,31,500,12,6.7177114,26,676
15564,33,2100,16,6.5118594,17,289
15565,34,1500,16,6.802395,21,441
15566,13,1005,12,6.3372107,14,196
15567,52,100,13,5.886104,13,169
15568,13,2300,14,6.645391,6,36
15569,41,500,12,7.1840086,16,256
15570,49,5304,16,7.7356353,14,196
15571,65,509,16,6.5400305,23,529
15572,13,1604,12,5.9671326,29,841
15573,43,200,12,6.2523484,27,729
15574,21,800,12,6.214608,29,841
15575,14,4102,16,6.7060156,23,529
15576,21,3513,16,7.325959,12,144
15577,47,400,12,6.642888,22,484
15578,72,1311,13,6.832493,14,196
15579,13,4305,12,6.2706976,12,144
15580,72,1306,12,6.816188,20,400
15581,52,1002,12,6.7944264,21,441
15582,42,300,10,5.926926,32,1024
15583,14,1801,12,6.4659224,29,841
15584,48,2000,12,7.1612043,38,1444
15585,11,200,12,6.001034,23,529
15586,44,1505,16,7.4563212,17,289
15587,43,2502,12,6.357709,30,900
15588,52,1001,16,7.2739997,17,289
15589,40,600,13,5.0727673,20,400
15590,43,3604,12,7.050856,29,841
15591,34,2200,12,6.1180973,17,289
15592,41,2200,13,6.308134,7,49
15593,24,3900,13,6.9674745,45,2025
15594,21,3303,16,7.2050066,11,121
15595,68,100,12,7.0169544,29,841
15596,73,2102,12,7.3672876,38,1444
15597,43,3800,12,8.362,35,1225
15598,71,8109,13,6.3969297,25,625
15599,32,100,12,6.214608,26,676
15600,73,100,16,7.426549,35,1225
15601,71,900,16,6.2523484,4,16
15602,43,2601,13,4.055124,35,1225
15603,14,4103,12,7.246971,18,324
15604,43,2001,12,6.113512,33,1089
15605,47,4100,13,6.357709,13,169
15606,61,900,13,6.8651958,34,1156
15607,41,600,12,7.1153946,27,729
15608,43,1001,13,6.645391,27,729
15609,13,2402,16,6.2523484,8,64
15610,49,2700,12,6.7177114,25,625
15611,56,200,12,7.3481584,34,1156
15612,49,2509,12,7.190618,17,289
15613,81,200,14,6.817241,21,441
15614,11,103,16,6.357709,5,25
15615,62,600,16,6.645391,8,64
15616,52,400,13,6.5400305,16,256
15617,54,801,16,6.5701284,14,196
15618,73,1803,12,7.2331777,37,1369
15619,14,1701,12,6.357709,35,1225
15620,23,1900,14,6.6745615,9,81
15621,51,1000,12,6.302901,37,1369
15622,64,600,12,5.952244,44,1936
15623,41,2100,16,6.5940976,37,1369
15624,73,1401,13,6.645391,28,784
15625,81,200,14,7.130899,25,625
15626,42,1200,12,6.1753874,14,196
15627,14,400,12,5.830076,12,144
15628,52,901,16,7.4783,31,961
15629,23,2200,13,6.684612,38,1444
15630,52,300,14,6.8685346,13,169
15631,61,104,16,8.39941,42,1764
15632,22,1000,12,6.3238072,39,1521
15633,44,2000,12,6.708366,21,441
15634,53,1301,13,6.288716,38,1444
15635,13,3801,9,6.8685346,36,1296
15636,34,1801,13,5.8468833,45,2025
15637,34,1706,16,7.2331777,23,529
15638,22,1800,12,6.357709,18,324
15639,43,3609,12,7.130899,17,289
15640,71,2710,12,6.056604,31,961
15641,71,8112,13,6.9077554,30,900
15642,45,800,16,8.019107,21,441
15643,71,300,12,7.2442274,29,841
15644,54,2600,12,7.050856,15,225
15645,23,1403,16,7.445148,27,729
15646,23,3900,12,6.367659,25,625
15647,24,3107,12,6.288716,34,1156
15648,14,2001,12,6.1753874,18,324
15649,14,3202,10,6.5400305,18,324
15650,44,900,10,5.63066,22,484
15651,1,2200,16,7.4338484,32,1024
15652,42,200,12,6.5118594,26,676
15653,71,6118,12,7.0529375,43,1849
15654,73,1804,16,6.9995627,7,49
15655,12,1104,16,9.903487,7,49
15656,54,100,16,7.2739997,26,676
15657,48,1002,12,6.785153,29,841
15658,43,2101,16,6.795964,15,225
15659,49,2101,12,6.763174,21,441
15660,45,1600,12,7.0169544,12,144
15661,72,701,13,6.453019,30,900
15662,4,200,16,6.1753874,14,196
15663,53,600,12,7.1153946,17,289
15664,14,4005,16,7.489111,17,289
15665,54,3201,13,7.083646,32,1024
15666,41,2600,16,6.578182,7,49
15667,43,3501,12,6.4222474,40,1600
15668,14,2801,12,5.8468833,9,81
15669,34,2300,12,6.0920057,36,1296
15670,47,2400,13,6.8685346,18,324
15671,25,600,10,4.460589,31,961
15672,11,102,16,6.453019,17,289
15673,53,1400,12,6.357709,10,100
15674,67,700,12,6.4222474,9,81
15675,56,1000,12,7.0169544,33,1089
15676,66,900,12,6.856462,33,1089
15677,14,3202,10,5.952244,22,484
15678,24,2600,12,7.9193563,15,225
15679,71,2403,16,7.338538,12,144
15680,49,3300,13,6.888337,32,1024
15681,21,3002,16,7.0796056,21,441
15682,24,3800,14,6.8685346,16,256
15683,43,2501,16,6.1753874,21,441
15684,23,3803,16,7.2050066,32,1024
15685,22,2900,14,7.050856,21,441
15686,33,1406,12,6.340902,31,961
15687,52,1400,10,6.0920057,19,361
15688,44,1302,16,7.5103884,14,196
15689,49,4701,12,6.9995627,23,529
15690,32,601,13,5.46694,41,1681
15691,25,2300,12,6.7177114,28,784
15692,43,1502,12,6.234026,8,64
15693,62,821,12,6.9454956,32,1024
15694,54,2400,16,7.7014437,17,289
15695,49,1800,13,6.8685346,21,441
15696,14,4001,12,6.645391,17,289
15697,47,4000,13,6.9077554,36,1296
15698,14,1400,16,6.963845,26,676
15699,71,7100,12,5.233779,43,1849
15700,32,1300,13,6.482872,17,289
15701,14,1801,12,6.6097636,23,529
15702,13,3101,16,6.5118594,13,169
15703,71,2107,12,5.521461,19,361
15704,23,3805,12,6.9454956,42,1764
15705,71,8104,16,6.64379,24,576
15706,11,103,16,6.6700835,3,9
15707,71,2701,16,5.2590966,10,100
15708,48,302,12,6.694181,29,841
15709,23,1700,12,7.338538,32,1024
15710,71,8108,16,6.8685346,15,225
15711,23,3300,16,5.952244,9,81
15712,71,1101,13,6.694181,10,100
15713,34,700,12,5.9769363,25,625
15714,61,104,16,7.4563212,14,196
15715,25,2400,13,4.8928523,27,729
15716,3,1200,13,7.0255384,24,576
15717,72,1308,12,6.8685346,20,400
15718,33,1601,12,4.487387,46,2116
15719,49,6500,12,5.886104,22,484
15720,51,1000,9,6.437752,29,841
15721,40,2100,9,6.3904986,20,400
15722,73,602,16,6.763174,14,196
15723,22,1100,12,7.083646,36,1296
15724,49,1200,12,6.9995627,32,1024
15725,71,8107,13,6.5118594,9,81
15726,22,3300,13,6.482872,13,169
15727,13,1200,12,6.357709,37,1369
15728,34,1400,12,6.132132,14,196
15729,43,3611,14,6.694181,21,441
15730,13,3903,12,6.645391,45,2025
15731,40,100,11,6.8277125,24,576
15732,51,2400,13,6.798112,32,1024
15733,22,2307,13,6.1753874,35,1225
15734,40,1400,16,6.250326,35,1225
15735,49,2202,12,6.5940976,13,169
15736,23,100,14,6.6200733,21,441
15737,71,3901,14,7.0169544,37,1369
15738,43,3603,14,6.0920057,28,784
15739,24,3500,13,7.338538,31,961
15740,71,6802,16,7.7440033,19,361
15741,22,3200,12,7.050856,39,1521
15742,49,5201,16,6.5674295,14,196
15743,3,1500,12,6.722352,22,484
15744,54,2900,12,6.44694,8,64
15745,23,3807,12,7.1954374,34,1156
15746,40,301,16,6.55108,9,81
15747,31,1700,12,6.8277125,19,361
15748,12,904,13,6.627736,44,1936
15749,21,3201,16,7.278615,16,256
15750,48,2102,16,7.467371,19,361
15751,23,1100,13,6.785153,19,361
15752,61,120,13,7.8617864,30,900
15753,21,900,9,6.4222474,10,100
15754,13,2500,10,5.952244,25,625
15755,73,1004,16,7.387328,30,900
15756,24,2500,12,6.3687587,31,961
15757,14,901,16,6.344286,8,64
15758,12,306,16,6.763174,17,289
15759,44,700,13,6.694181,45,2025
15760,67,506,16,6.763174,31,961
15761,81,300,16,5.8476768,13,169
15762,13,3601,12,6.738679,19,361
15763,56,400,12,6.8651958,13,169
15764,45,1401,16,6.8685346,30,900
15765,21,3305,16,7.8543515,22,484
15766,12,2102,10,6.43467,37,1369
15767,67,502,16,7.090077,25,625
15768,3,1000,12,7.099646,30,900
15769,71,2403,16,6.214608,6,36
15770,43,3606,13,6.8625164,17,289
15771,71,7604,16,7.1228666,30,900
15772,73,2102,13,7.587999,44,1936
15773,31,1900,12,6.2523484,14,196
15774,71,6400,13,6.645391,19,361
15775,22,1400,12,6.288716,23,529
15776,31,100,12,5.7037826,15,225
15777,41,500,12,5.9217844,18,324
15778,3,1900,12,6.0920057,35,1225
15779,45,1600,13,6.8689156,20,400
15780,40,3400,12,5.441418,41,1681
15781,61,500,12,5.9009504,9,81
15782,72,1310,14,7.467371,26,676
15783,65,508,10,6.3064156,34,1156
15784,12,905,12,5.115996,19,361
15785,32,1300,12,6.145615,11,121
15786,71,7700,12,6.645391,19,361
15787,33,2000,12,6.482872,22,484
15788,46,500,16,6.9995627,34,1156
15789,73,1404,12,7.050856,37,1369
15790,73,1402,12,6.357709,23,529
15791,21,3003,13,7.070441,32,1024
15792,33,1601,14,6.9995627,17,289
15793,48,2200,13,6.4171324,12,144
15794,23,3300,12,4.0073333,21,441
15795,25,1100,13,6.1753874,6,36
15796,25,2201,14,6.963845,14,196
15797,62,814,16,7.0169544,4,16
15798,33,1403,16,6.645391,18,324
15799,45,400,12,6.645391,15,225
15800,49,2103,16,7.3132205,33,1089
15801,71,4800,16,6.1903152,5,25
15802,5,600,13,6.806659,27,729
15803,71,4700,12,7.1612043,40,1600
15804,2,900,12,6.1345654,32,1024
15805,40,3400,12,5.7037826,10,100
15806,33,2300,13,6.8669333,28,784
15807,52,200,12,6.5118594,17,289
15808,13,4207,12,7.050856,39,1521
15809,49,6200,12,6.785153,39,1521
15810,51,1300,9,6.3687587,17,289
15811,24,201,13,6.5940976,32,1024
15812,73,1702,14,6.694181,26,676
15813,24,3002,12,6.524763,45,2025
15814,3,2400,16,7.305498,32,1024
15815,53,1302,10,5.5955687,20,400
15816,21,3502,16,6.308134,3,9
15817,71,600,13,6.5940976,28,784
15818,71,2002,12,5.5955687,8,64
15819,49,2302,13,5.6645617,10,100
15820,43,2101,13,6.357709,13,169
15821,24,2300,11,4.955827,36,1296
15822,47,4600,16,7.4338484,10,100
15823,49,2101,16,6.843217,40,1600
