,age,work,study,econhs,colgpa,hsgpa,acteng,actmth,act,mathscr,male,calculus,attexc,attgood,fathcoll,mothcoll,score
530,19,0.0,20.0,1,3.4482,3.138,26.0,19.0,23.0,8,1,1,1,0,1,1,69.53
531,19,16.0,18.0,0,3.7678,3.94,28.0,22.0,27.0,8,0,1,1,0,1,0,88.28
532,19,15.0,10.0,1,2.3653,3.31,19.0,21.0,20.0,7,0,0,0,1,0,0,45.31
533,19,10.0,10.0,0,3.1896,3.966,31.0,23.0,26.0,8,0,0,0,1,1,0,65.63
534,19,0.0,15.0,1,3.6538,3.147,24.0,19.0,24.0,9,1,1,1,0,0,0,93.75
535,20,0.0,5.0,1,3.0,3.659,22.0,24.0,24.0,6,1,1,0,1,0,1,79.69
536,19,8.0,10.0,0,2.9137,3.057,23.0,22.0,22.0,9,1,1,1,0,0,1,82.81
537,20,0.0,7.0,1,2.673,3.161,16.0,23.0,21.0,6,1,0,0,1,0,1,63.28
538,19,33.0,12.0,0,2.9333,3.425,20.0,23.0,21.0,8,0,1,0,1,1,1,70.31
539,20,10.0,5.0,1,3.9285,4.06,28.0,23.0,25.0,10,0,1,0,0,0,0,75.78
540,18,0.0,10.0,0,3.54,3.444,17.0,23.0,21.0,6,0,1,0,1,0,0,92.19
541,19,18.0,15.0,0,2.3928,3.561,19.0,20.0,21.0,4,1,1,0,0,1,1,71.88
542,19,12.5,4.5,1,3.4,3.794,20.0,24.0,23.0,8,0,1,0,1,1,1,83.59
543,19,20.0,7.0,1,1.7407,3.59,25.0,20.0,25.0,9,1,1,0,0,1,0,54.69
544,19,17.5,17.5,0,2.3214,3.305,21.0,26.0,24.0,6,0,1,0,0,0,1,87.5
545,19,12.0,5.0,0,2.875,3.774,31.0,28.0,29.0,10,1,0,0,0,1,0,82.03
546,20,10.0,20.0,1,2.2692,3.16,22.0,21.0,21.0,6,1,1,0,0,0,0,64.84
547,19,0.0,18.0,0,3.0227,3.514,30.0,19.0,24.0,6,0,0,0,1,1,1,82.03
548,19,0.0,14.0,0,3.0,2.429,21.0,19.0,20.0,6,1,1,0,1,0,1,75.78
549,19,0.0,30.0,1,3.4642,3.5,20.0,27.0,22.0,9,1,1,1,0,1,1,74.22
550,18,13.0,16.5,0,2.9821,3.787,23.0,20.0,23.0,9,0,1,1,0,0,1,83.59
551,19,12.0,6.0,0,3.8103,3.824,23.0,26.0,25.0,9,0,0,0,1,1,1,87.5
552,19,17.5,11.0,0,2.3518,3.333,26.0,19.0,23.0,6,0,1,0,1,1,1,78.13
553,18,0.0,15.0,0,2.75,3.311,25.0,24.0,24.0,7,0,1,0,1,0,1,61.72
554,19,0.0,20.0,1,3.6875,3.908,28.0,27.0,28.0,7,1,1,1,0,0,1,87.5
555,19,0.0,18.0,1,3.7678,3.39,22.0,22.0,22.0,7,1,0,1,0,0,1,89.06
556,19,0.0,1.0,0,2.8571,3.649,29.0,30.0,29.0,9,1,0,0,0,1,1,81.25
557,19,0.0,8.0,1,3.431,3.292,23.0,26.0,26.0,9,1,1,1,0,0,1,79.69
558,19,10.0,35.0,0,3.4655,3.83,25.0,21.0,23.0,9,0,0,1,0,1,1,87.5
559,19,20.0,10.0,0,2.6428,2.917,20.0,22.0,22.0,8,0,0,0,1,0,0,67.19
560,19,22.5,35.0,0,3.7619,3.172,24.0,27.0,25.0,9,1,0,1,0,0,0,89.84
561,19,0.0,0.0,1,3.3846,3.571,22.0,26.0,24.0,9,1,1,1,0,1,0,88.28
562,19,0.0,10.0,0,2.5,3.189,21.0,25.0,22.0,8,0,0,1,0,0,0,64.84
563,19,0.0,10.0,0,2.8703,3.372,24.0,27.0,27.0,9,1,1,0,1,0,0,72.66
564,19,0.0,15.0,0,3.5,3.67,26.0,30.0,28.0,10,1,1,0,1,1,1,86.72
565,18,10.0,6.0,1,2.2931,3.0,17.0,18.0,18.0,4,0,0,0,1,0,0,45.31
566,19,15.0,7.5,1,2.9074,3.5,16.0,29.0,22.0,8,1,1,1,0,1,0,83.59
567,19,18.0,8.0,1,2.2826,2.653,19.0,20.0,21.0,8,1,0,0,1,1,0,55.47
568,19,10.0,6.0,0,2.6071,3.247,23.0,23.0,24.0,5,0,0,1,0,1,1,53.13
569,20,36.0,12.0,1,3.629,3.85,21.0,19.0,22.0,7,0,1,1,0,0,0,75.0
570,19,0.0,21.0,0,2.7857,3.535,20.0,20.0,22.0,9,0,1,0,1,0,0,77.34
571,19,0.0,14.0,0,2.6481,2.875,26.0,23.0,26.0,4,0,0,0,1,1,1,72.66
572,19,0.0,20.0,1,2.6785,3.29,20.0,22.0,20.0,9,1,1,1,0,0,1,78.91
573,19,0.0,27.5,0,2.9827,3.635,26.0,24.0,27.0,8,0,0,0,1,1,1,75.0
574,19,0.0,15.0,0,3.4827,3.426,23.0,29.0,28.0,8,1,1,1,0,1,1,94.53
575,19,4.0,9.0,0,3.074,3.5,30.0,29.0,31.0,7,1,1,0,0,1,1,60.16
576,19,0.0,30.0,0,2.4782,3.37,19.0,18.0,19.0,6,0,0,0,1,1,1,58.59
577,19,0.0,20.0,0,2.4814,3.41,19.0,22.0,20.0,7,0,0,0,1,1,0,60.94
578,19,0.0,3.0,1,3.4821,3.75,24.0,27.0,26.0,9,1,1,0,0,1,1,89.84
579,18,3.0,40.0,0,2.625,3.361,26.0,26.0,25.0,4,0,1,0,0,1,0,87.5
580,18,0.0,12.5,0,1.6538,3.374,25.0,25.0,24.0,9,1,1,0,0,1,0,61.72
581,19,0.0,5.0,0,2.4259,2.91,25.0,28.0,28.0,9,1,1,0,0,0,1,58.59
582,19,0.0,2.0,1,2.1128,2.75,25.0,27.0,26.0,10,1,1,0,1,1,1,66.41
583,19,0.0,27.5,0,3.3833,3.527,27.0,23.0,25.0,9,0,0,1,0,1,1,71.09
584,19,11.0,12.5,0,1.9074,3.282,21.0,26.0,24.0,7,1,0,0,0,1,1,35.94
585,19,0.0,13.5,0,2.6875,3.6,24.0,28.0,29.0,10,0,1,0,1,0,1,89.06
586,19,15.0,10.0,0,2.8166,2.931,17.0,20.0,18.0,6,0,0,0,1,0,0,63.28
587,19,0.0,10.0,1,3.6071,3.694,26.0,25.0,28.0,9,1,1,0,1,0,1,75.0
588,19,14.0,5.0,0,2.4107,2.927,25.0,29.0,25.0,7,1,1,0,1,0,1,85.16
589,19,15.0,15.0,0,3.1607,3.231,18.0,23.0,20.0,8,1,0,0,1,0,0,78.13
590,19,11.0,8.0,0,3.5294,3.58,20.0,17.0,18.0,7,0,1,1,0,0,0,82.03
591,19,11.0,5.0,1,3.48,3.568,26.0,23.0,25.0,8,1,1,0,1,1,1,86.72
592,19,17.5,15.0,1,3.3214,3.18,19.0,25.0,21.0,7,0,1,0,1,0,0,75.78
593,19,15.0,12.0,0,3.5,3.583,26.0,30.0,27.0,10,0,1,0,1,1,0,80.47
594,19,0.0,14.5,0,2.3035,3.77,24.0,25.0,23.0,8,0,1,0,0,1,0,80.47
595,19,0.0,12.5,1,3.3653,3.875,25.0,29.0,27.0,10,0,1,1,0,0,1,78.13
596,19,17.0,20.0,1,3.5666,3.569,18.0,22.0,18.0,10,0,1,1,0,1,0,84.38
597,19,10.0,13.0,0,2.7037,3.444,15.0,19.0,17.0,7,1,1,1,0,0,0,86.72
598,20,0.0,15.0,0,3.3035,3.094,26.0,28.0,25.0,10,0,0,0,1,1,1,77.34
599,19,20.0,8.5,0,2.5178,3.066,23.0,25.0,23.0,9,0,0,1,0,1,1,69.53
600,19,0.0,6.0,0,2.7678,2.916,20.0,22.0,25.0,2,1,0,0,1,1,1,77.34
601,19,0.0,10.0,0,2.6128,3.487,24.0,24.0,26.0,10,1,1,0,1,0,0,68.75
602,19,0.0,8.0,1,2.2321,3.103,23.0,27.0,25.0,7,1,1,0,1,1,1,61.72
603,19,17.5,12.5,0,2.7741,3.28,21.0,26.0,23.0,8,1,0,0,1,1,0,71.09
604,19,15.0,20.0,1,2.6071,3.738,23.0,25.0,25.0,10,0,1,0,0,0,1,78.13
605,19,0.0,15.0,1,2.9444,3.572,26.0,26.0,28.0,9,1,1,0,1,1,1,81.25
606,19,15.0,15.0,1,3.7272,3.52,18.0,19.0,19.0,9,0,0,1,0,1,1,72.66
607,19,0.0,25.0,0,3.6964,3.69,27.0,27.0,25.0,10,0,1,1,0,1,1,95.31
608,19,20.0,1.0,1,2.8518,2.92,18.0,24.0,19.0,9,0,1,0,1,1,1,53.13
609,19,0.0,15.0,0,2.9821,2.53,14.0,16.0,15.0,5,1,1,0,0,1,0,80.47
610,18,0.0,15.0,0,3.0416,3.055,22.0,20.0,21.0,6,1,0,0,1,1,0,81.25
611,20,0.0,30.0,0,2.9333,3.582,19.0,21.0,20.0,9,1,1,0,1,0,0,78.13
612,19,14.0,7.0,0,2.4807,2.604,20.0,23.0,20.0,9,1,1,0,1,0,0,65.63
613,18,0.0,7.0,0,3.5217,2.857,20.0,24.0,23.0,7,1,0,0,1,0,0,81.25
614,19,0.0,12.5,1,3.4821,3.711,28.0,26.0,27.0,8,1,1,1,0,1,1,72.66
615,19,10.0,19.0,0,2.9428,3.24,17.0,24.0,20.0,6,0,1,0,1,1,1,74.22
616,18,12.0,12.0,1,1.6363,3.26,13.0,16.0,15.0,7,0,0,0,1,0,0,49.22
617,19,27.0,13.5,0,3.0178,3.565,24.0,26.0,26.0,9,0,1,0,1,0,1,78.91
618,18,15.0,35.0,1,2.3571,2.73,21.0,22.0,21.0,9,0,0,1,0,1,1,50.0
619,19,22.5,12.5,0,2.5,3.628,20.0,20.0,21.0,5,0,0,0,1,0,1,63.28
620,19,0.0,17.5,0,2.4791,2.972,23.0,20.0,20.0,10,0,1,1,0,0,0,63.28
621,19,0.0,25.0,1,2.537,4.26,23.0,21.0,24.0,10,0,1,0,1,1,1,65.63
622,19,0.0,25.0,1,1.7692,3.268,20.0,19.0,20.0,7,1,0,1,0,1,1,74.22
623,19,0.0,15.0,1,3.1964,3.223,25.0,20.0,22.0,8,1,1,0,1,1,1,89.06
624,19,6.5,6.0,1,2.9827,3.361,20.0,27.0,24.0,6,1,1,0,1,0,0,82.03
625,19,0.0,10.0,0,1.8035,3.777,22.0,26.0,24.0,9,0,1,1,0,0,0,63.28
626,19,0.0,12.5,0,3.3846,3.7,26.0,25.0,26.0,7,0,0,0,1,1,1,56.25
627,18,18.0,12.0,1,2.3235,3.07,21.0,17.0,19.0,5,1,0,0,1,1,0,44.53
628,20,25.0,2.5,1,3.0689,3.493,30.0,26.0,29.0,7,1,0,0,0,1,1,82.03
629,19,22.5,40.0,1,2.0454,3.0,16.0,15.0,15.0,6,0,0,0,1,0,0,22.66
630,18,14.0,20.0,0,2.7069,3.7,29.0,26.0,28.0,10,0,1,0,0,1,1,72.66
631,24,30.0,25.0,0,2.0769,3.056,21.0,18.0,19.0,6,0,0,0,1,1,1,20.31
632,18,5.0,14.0,1,3.4464,3.5,21.0,19.0,23.0,9,0,1,1,0,0,0,95.31
633,22,30.0,15.0,0,3.2688,3.68,22.0,28.0,26.0,9,1,1,0,1,0,0,87.5
634,22,0.0,8.0,0,2.5186,3.441,21.0,22.0,20.0,9,1,1,0,0,0,0,58.59
635,20,0.0,12.5,0,2.9782,2.99,19.0,25.0,23.0,10,0,1,1,0,0,0,83.59
636,20,16.0,7.5,0,2.3642,3.17,23.0,21.0,24.0,10,1,1,0,0,1,0,82.03
637,21,0.0,40.0,1,2.3082,3.038,24.0,21.0,24.0,9,0,0,1,0,0,1,53.91
638,21,12.0,6.0,1,3.0738,3.571,24.0,22.0,23.0,8,0,1,0,1,1,1,75.78
639,21,0.0,5.0,0,2.8133,2.861,25.0,28.0,28.0,10,1,1,1,0,1,1,81.25
640,21,15.0,10.0,0,3.0645,2.726,28.0,21.0,27.0,8,0,1,0,1,0,0,83.59
641,21,25.0,4.0,0,2.7926,3.277,29.0,25.0,28.0,9,0,1,0,0,0,1,72.66
642,20,0.0,6.0,0,2.6304,3.194,23.0,21.0,22.0,9,1,1,0,0,0,0,80.47
643,21,0.0,10.0,0,2.3546,3.16,24.0,19.0,24.0,6,1,0,0,1,0,1,65.63
644,21,20.0,20.0,0,2.3888,3.11,28.0,26.0,27.0,9,1,1,0,1,0,0,63.28
645,20,8.0,25.0,1,3.9649,3.93,29.0,28.0,29.0,8,0,0,0,1,0,0,89.84
646,19,0.0,6.5,0,3.25,3.48,22.0,26.0,24.0,9,0,1,0,1,1,1,95.31
647,19,0.0,8.0,0,2.7258,3.564,28.0,29.0,26.0,9,0,1,0,1,1,1,71.88
648,19,15.0,20.0,0,2.8,3.74,16.0,20.0,18.0,8,0,0,1,0,1,1,57.81
649,22,14.0,8.0,1,3.375,3.672,22.0,20.0,23.0,8,1,0,0,1,1,1,73.44
650,21,0.0,21.0,0,1.7093,3.397,,,,9,0,1,1,0,1,1,78.13
651,20,15.0,10.0,1,1.8703,3.25,21.0,25.0,22.0,9,0,0,0,1,1,1,75.0
652,19,15.0,10.0,0,2.0,3.297,,,,6,0,1,0,1,1,1,19.53
653,20,12.0,6.5,1,2.8333,3.75,26.0,29.0,26.0,8,1,1,0,1,1,1,72.66
654,20,8.0,6.0,1,3.2968,3.744,22.0,22.0,22.0,9,0,0,1,0,0,0,86.72
655,19,0.0,21.0,0,3.6785,3.661,23.0,27.0,25.0,5,0,1,0,1,0,0,80.47
656,19,12.0,15.0,1,2.1333,2.975,21.0,22.0,19.0,9,0,0,0,0,0,0,37.5
657,20,20.0,25.0,1,2.7741,3.0,21.0,17.0,21.0,8,1,0,0,1,1,1,71.88
658,20,4.0,6.0,0,3.0446,3.768,20.0,22.0,22.0,7,0,0,0,1,1,1,78.13
659,20,0.0,10.0,0,2.2692,2.966,21.0,20.0,21.0,7,0,0,0,0,0,1,61.72
660,20,13.0,10.0,0,3.483,3.63,30.0,29.0,30.0,9,0,1,0,1,1,0,84.38
661,20,8.0,6.0,1,3.4435,3.908,30.0,31.0,31.0,10,0,1,0,1,1,0,85.94
662,19,15.0,7.0,0,2.6451,3.566,30.0,27.0,29.0,9,0,1,0,1,0,1,78.91
663,19,25.0,10.0,0,3.3823,3.894,31.0,29.0,30.0,10,0,1,0,1,0,1,64.84
664,20,30.0,5.0,1,2.5267,3.358,18.0,26.0,20.0,10,1,1,1,0,0,0,70.31
665,20,25.0,15.0,1,2.6949,3.8,27.0,27.0,29.0,9,0,0,0,1,0,0,71.88
666,20,0.0,15.0,0,2.3557,3.527,22.0,28.0,24.0,9,0,1,0,1,1,1,82.81
667,20,12.5,7.5,1,3.2945,3.824,31.0,23.0,26.0,10,0,1,0,1,1,1,78.91
668,20,20.0,12.0,0,2.25,2.81,25.0,20.0,24.0,8,0,1,0,1,0,0,57.81
669,20,13.5,12.0,1,2.8684,3.23,27.0,23.0,25.0,7,0,1,0,1,0,1,82.03
670,20,21.0,20.0,0,3.0086,2.796,21.0,18.0,21.0,8,0,0,0,1,0,1,68.75
671,19,0.0,7.0,0,2.4042,2.959,26.0,25.0,24.0,9,0,1,0,0,1,1,75.78
672,20,15.0,10.0,0,1.9313,3.124,27.0,27.0,24.0,10,1,1,0,0,0,0,61.72
673,20,0.0,25.0,0,2.7946,3.37,18.0,22.0,20.0,10,0,1,1,0,0,1,74.22
674,20,20.0,16.0,1,2.3617,3.306,24.0,14.0,20.0,4,1,0,0,1,1,1,71.09
675,20,0.0,15.0,0,2.4673,3.194,23.0,23.0,22.0,7,0,0,0,1,1,1,54.69
676,20,25.0,10.0,0,2.6346,3.581,27.0,17.0,25.0,7,0,0,0,1,0,1,66.41
677,20,0.0,6.0,0,2.2755,3.103,25.0,21.0,23.0,8,1,1,0,0,1,1,60.94
678,19,10.0,20.0,0,2.5983,3.353,20.0,19.0,21.0,10,0,1,0,1,0,0,90.63
679,19,0.0,20.0,1,3.0227,3.41,20.0,17.0,20.0,8,1,0,1,0,0,0,50.78
680,20,10.0,20.0,0,2.4523,2.98,17.0,17.0,16.0,5,0,1,0,1,0,0,60.16
681,19,0.0,28.0,1,2.75,3.736,24.0,26.0,22.0,7,1,1,1,0,0,1,77.34
682,20,12.5,12.5,0,3.807,4.0,24.0,24.0,27.0,8,0,1,0,1,1,1,87.5
683,20,17.0,10.0,0,2.7241,3.314,26.0,21.0,22.0,7,0,0,0,1,0,1,60.94
684,20,12.0,7.0,0,2.3775,3.47,24.0,28.0,24.0,7,1,1,0,1,0,0,57.81
685,20,20.0,7.5,1,3.1311,3.353,26.0,21.0,24.0,6,0,0,0,1,1,1,75.0
686,20,12.0,10.0,0,2.6,3.633,18.0,18.0,18.0,9,0,1,1,0,0,0,62.5
687,19,15.0,10.0,0,2.3728,3.189,27.0,24.0,28.0,7,0,0,0,1,1,1,82.03
688,21,0.0,15.0,0,2.7363,3.497,20.0,21.0,19.0,8,1,1,0,1,1,1,75.0
689,20,0.0,5.5,1,2.7672,3.055,22.0,27.0,24.0,9,1,1,1,0,1,0,73.44
690,20,11.0,20.0,0,1.7903,3.083,17.0,19.0,18.0,8,1,1,0,1,1,1,82.03
691,20,11.0,14.0,1,3.1346,4.194,,,,10,1,1,0,1,0,1,89.84
692,20,14.0,15.0,0,2.4716,3.081,19.0,29.0,23.0,10,1,1,0,1,1,1,67.19
693,20,12.0,15.0,0,3.2966,3.407,18.0,26.0,20.0,9,1,1,0,1,1,1,73.44
694,19,0.0,10.0,0,3.3152,3.222,25.0,27.0,27.0,9,1,1,0,0,1,1,82.81
695,20,0.0,22.5,0,3.1886,3.285,23.0,24.0,21.0,9,0,1,1,0,1,1,82.81
696,20,0.0,10.0,0,1.8076,2.609,,,,7,1,1,0,0,1,1,66.41
697,20,20.0,12.0,0,2.2692,3.625,23.0,27.0,24.0,9,1,1,1,0,0,0,71.88
698,19,0.0,40.0,0,3.4333,3.031,16.0,26.0,20.0,9,0,1,1,0,0,0,85.94
699,20,15.0,10.0,0,3.0916,3.63,25.0,24.0,24.0,8,0,1,0,1,1,1,83.59
700,20,0.0,6.0,0,3.1128,3.428,19.0,21.0,21.0,8,0,1,0,1,1,0,90.63
701,19,12.5,25.0,0,2.8269,3.457,18.0,19.0,21.0,6,0,0,0,1,1,1,87.5
702,19,0.0,15.0,1,3.2121,3.29,24.0,25.0,22.0,9,0,1,0,1,1,0,83.59
703,19,35.0,5.0,1,2.6666,3.556,34.0,25.0,29.0,10,0,1,0,0,1,0,71.88
704,20,9.0,17.5,0,2.42,3.333,16.0,15.0,17.0,5,1,0,0,1,0,1,67.19
705,19,11.0,4.0,0,3.1379,3.083,26.0,25.0,25.0,9,1,0,0,0,1,1,70.31
706,20,12.0,35.0,0,2.9807,3.62,,,,9,1,0,0,1,0,0,78.91
707,19,0.0,10.0,0,2.9629,3.0,20.0,28.0,24.0,9,1,1,1,0,0,1,81.25
708,19,0.0,14.0,1,3.0714,3.07,,,,8,0,1,0,1,0,1,73.44
709,19,20.0,15.0,0,2.5185,2.981,20.0,22.0,22.0,7,0,1,0,1,0,1,74.22
710,19,7.0,14.0,0,3.1379,3.567,27.0,25.0,27.0,9,0,1,0,1,0,0,54.69
711,19,10.0,10.0,0,2.34,3.696,21.0,26.0,25.0,9,1,1,0,0,0,0,50.78
712,19,13.0,9.0,1,1.875,3.3,20.0,18.0,20.0,6,0,1,0,1,0,0,65.63
713,19,20.0,20.0,1,2.4444,3.36,21.0,20.0,20.0,9,1,0,0,1,1,1,52.34
714,20,0.0,10.0,0,2.5816,2.957,,,,9,1,1,1,0,0,1,78.13
715,19,0.0,11.0,0,2.9642,3.111,22.0,20.0,22.0,8,0,0,0,1,1,1,73.44
716,19,16.0,25.0,0,2.9285,3.1,22.0,20.0,23.0,6,0,0,0,1,1,1,65.63
717,18,11.0,15.0,1,2.52,2.88,21.0,22.0,22.0,8,1,1,0,1,1,1,82.81
718,19,10.0,17.5,0,2.6206,3.545,33.0,26.0,29.0,9,0,1,0,1,1,0,82.81
719,19,0.0,20.0,1,3.0666,3.787,27.0,28.0,27.0,9,0,1,0,1,1,1,85.94
720,19,4.5,5.0,0,3.2857,3.816,29.0,29.0,28.0,10,0,1,0,1,1,1,92.19
721,19,0.0,12.0,1,1.9629,2.471,22.0,23.0,20.0,8,1,1,0,1,1,1,67.19
722,19,15.0,5.0,1,2.6607,3.58,18.0,24.0,20.0,8,1,1,0,1,0,1,54.69
723,18,10.0,12.0,0,3.1034,3.325,25.0,25.0,27.0,7,0,1,0,0,1,1,71.88
724,19,0.0,10.0,0,3.862,3.83,22.0,29.0,26.0,10,1,1,0,1,0,0,95.31
725,19,0.0,17.5,1,3.537,3.916,24.0,34.0,26.0,10,0,1,0,1,1,1,83.59
726,19,0.0,3.0,0,3.5185,3.444,25.0,26.0,26.0,9,1,1,0,0,0,1,92.19
727,19,0.0,2.0,0,2.5384,3.228,22.0,25.0,27.0,8,1,1,0,0,1,1,72.66
728,19,0.0,5.0,0,1.5178,2.777,21.0,27.0,23.0,10,1,1,1,0,0,0,35.16
729,19,12.0,20.0,0,3.431,3.628,24.0,26.0,23.0,9,1,1,1,0,0,1,89.06
730,19,0.0,15.0,0,2.4848,2.75,20.0,26.0,21.0,8,0,1,1,0,1,1,67.19
731,19,6.0,15.0,1,2.4642,3.341,24.0,25.0,23.0,9,0,1,0,1,0,1,77.34
732,19,0.0,16.5,1,3.6379,3.981,26.0,27.0,26.0,9,1,0,1,0,1,1,92.97
733,19,0.0,8.0,1,2.9259,3.28,23.0,22.0,22.0,8,1,1,0,1,1,1,87.5
734,19,15.0,14.0,0,3.1833,3.407,21.0,25.0,23.0,9,1,1,1,0,0,1,81.25
735,19,0.0,7.5,0,3.18,3.526,17.0,23.0,21.0,9,1,1,0,1,1,1,52.34
736,19,14.0,14.0,0,3.0892,3.176,19.0,19.0,19.0,7,0,0,1,0,0,0,65.63
737,19,11.5,15.0,1,2.2307,3.346,16.0,17.0,17.0,7,0,0,0,1,0,1,32.03
738,19,0.0,11.0,1,3.4137,3.625,23.0,21.0,22.0,7,0,1,0,1,1,1,84.38
739,19,12.0,30.0,0,3.8103,4.095,24.0,25.0,26.0,9,0,1,1,0,1,1,94.53
740,19,8.0,20.0,0,3.1935,3.914,22.0,25.0,25.0,9,0,1,0,1,1,1,70.31
741,19,0.0,48.0,0,3.7,3.363,22.0,26.0,22.0,9,1,0,1,0,0,1,91.41
742,20,0.0,8.0,0,2.5303,3.194,26.0,28.0,28.0,6,0,0,0,1,1,1,61.72
743,19,0.0,20.0,0,3.4482,3.611,27.0,25.0,27.0,9,1,1,1,0,1,1,89.84
744,19,15.0,35.0,0,2.12,3.686,26.0,23.0,25.0,8,0,0,0,1,0,0,78.13
745,19,0.0,10.0,0,2.1666,2.64,16.0,21.0,20.0,9,0,0,0,1,0,1,70.31
746,19,0.0,20.0,0,3.3214,3.777,23.0,25.0,23.0,10,1,1,1,0,0,1,80.47
747,19,0.0,2.0,1,3.6379,3.688,26.0,26.0,30.0,10,1,1,1,0,1,1,87.5
748,18,0.0,7.5,0,2.3214,3.025,22.0,19.0,22.0,1,1,0,0,1,0,0,61.72
749,19,0.0,25.0,0,2.3965,3.081,23.0,21.0,24.0,7,1,1,1,0,1,1,55.47
750,19,5.0,15.0,0,3.7419,3.517,23.0,27.0,25.0,10,0,1,0,1,0,1,92.97
751,19,0.0,9.0,0,3.2963,3.657,24.0,20.0,22.0,8,0,1,0,1,0,1,85.94
752,19,10.0,10.0,1,2.44,3.647,20.0,20.0,21.0,4,0,0,0,1,0,0,50.0
753,19,10.0,15.0,0,2.94,2.548,16.0,18.0,17.0,8,1,1,0,1,0,0,56.25
754,19,6.0,7.0,1,3.1,3.73,26.0,25.0,26.0,8,0,1,0,1,1,1,68.75
755,29,22.5,14.0,0,2.9166,3.2,22.0,22.0,22.0,8,0,1,0,1,1,0,87.5
756,19,0.0,20.0,0,3.8461,3.46,28.0,29.0,28.0,10,1,1,0,1,0,0,66.41
757,19,0.0,17.5,0,3.2321,3.541,23.0,24.0,24.0,6,0,1,0,1,0,1,74.22
758,19,10.0,25.0,1,3.5689,3.86,24.0,29.0,26.0,8,0,1,0,1,1,1,92.97
759,19,17.5,12.5,1,2.923,3.23,23.0,23.0,25.0,7,1,0,0,1,1,1,89.06
760,19,0.0,15.0,1,2.9464,3.74,18.0,24.0,22.0,4,1,0,1,0,1,0,88.28
761,18,10.0,25.0,0,2.5689,2.95,22.0,25.0,24.0,10,0,0,1,0,1,0,77.34
762,19,0.0,10.0,0,3.25,3.778,23.0,22.0,23.0,10,0,1,0,1,1,0,77.34
763,19,15.0,10.0,1,2.7758,3.767,29.0,32.0,31.0,10,1,1,0,1,1,1,66.41
764,19,0.0,5.0,0,3.0192,3.648,29.0,29.0,30.0,9,0,1,1,0,1,1,77.34
765,18,0.0,10.0,0,2.0,3.305,19.0,25.0,21.0,10,1,1,0,1,1,1,86.72
766,19,8.0,20.0,0,3.0,3.257,19.0,19.0,19.0,6,0,1,1,0,0,0,77.34
767,19,10.0,30.0,0,3.3888,3.6,23.0,20.0,21.0,8,0,0,0,1,0,1,85.16
768,19,0.0,12.0,1,3.3181,4.0,26.0,29.0,27.0,10,1,1,0,1,0,1,70.31
769,19,12.5,11.0,0,3.2419,3.806,23.0,23.0,24.0,10,0,1,0,1,1,0,78.91
770,19,0.0,11.0,0,3.7678,3.919,24.0,29.0,29.0,9,1,1,0,1,0,0,95.31
771,20,10.0,4.0,1,2.6379,3.43,24.0,25.0,24.0,9,1,0,0,0,1,1,75.78
772,20,7.5,5.0,0,3.3518,3.84,30.0,24.0,28.0,8,1,1,0,1,1,1,74.22
773,19,0.0,10.0,1,3.0161,3.526,26.0,30.0,26.0,10,0,1,0,1,1,1,77.34
774,19,0.0,25.0,0,3.5892,3.828,21.0,28.0,24.0,8,0,1,0,1,0,1,94.53
775,19,0.0,20.0,0,1.913,3.066,26.0,19.0,21.0,8,0,0,0,0,1,1,90.63
776,20,15.0,3.0,0,2.2037,3.058,30.0,24.0,28.0,8,1,0,0,0,1,1,53.13
777,20,0.0,10.0,1,3.3871,3.417,29.0,27.0,28.0,9,1,0,0,1,1,0,92.19
778,19,0.0,15.0,0,3.7142,4.0,23.0,27.0,25.0,9,1,1,1,0,1,1,92.97
779,19,0.0,12.0,0,3.1093,3.189,20.0,22.0,20.0,9,1,1,0,1,0,1,82.81
780,19,15.0,15.0,0,3.629,3.927,28.0,29.0,27.0,9,1,1,1,0,0,1,98.44
781,19,15.0,17.5,0,2.125,3.19,15.0,22.0,18.0,9,0,1,0,1,1,0,56.25
782,19,0.0,12.0,1,2.6,3.104,20.0,21.0,21.0,6,1,0,0,1,1,1,64.06
783,19,10.0,5.0,1,3.1071,3.49,22.0,22.0,23.0,6,1,0,0,0,1,0,79.69
784,19,0.0,3.0,0,2.68,3.171,19.0,25.0,22.0,7,1,1,0,1,0,0,78.13
785,19,0.0,10.0,1,2.7166,3.111,19.0,24.0,23.0,8,0,1,0,1,1,1,93.75
786,19,0.0,5.0,1,2.5178,2.6,23.0,25.0,24.0,7,1,1,0,1,1,1,68.75
787,19,0.0,20.0,1,2.7321,3.17,24.0,26.0,25.0,7,1,1,0,1,1,1,80.47
788,18,0.0,17.5,1,3.1551,2.85,,,,9,1,1,1,0,0,1,85.16
789,19,12.0,20.0,1,3.0892,3.629,,,,8,1,1,0,1,0,0,75.0
790,19,0.0,22.5,1,2.4285,3.446,15.0,24.0,21.0,7,1,1,1,0,0,0,82.03
791,19,0.0,25.0,0,3.8103,3.68,22.0,27.0,24.0,8,1,1,1,0,1,0,92.19
792,19,0.0,6.0,1,2.25,3.292,22.0,21.0,22.0,8,0,0,0,1,1,1,72.66
793,19,0.0,10.0,1,2.8653,3.483,24.0,24.0,25.0,9,1,1,0,1,1,0,71.88
794,19,0.0,9.0,1,2.8076,3.25,21.0,19.0,20.0,6,0,1,0,1,0,1,57.03
