,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
630,1985,29,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,259,119,60,3.42,1.571,0.792,951024,27.23,12.51,6.31,7.5731,8.0,15.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7963.101
631,1986,29,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,233,122,59,2.92,1.529,0.739,980653,23.759998,12.44,6.02,7.97945,6.0,15.299999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.8745
632,1987,29,0.25,0.75,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,262,115,62,3.12,1.369,0.738,1023417,25.599998,11.24,6.06,8.39744,6.3,14.900001,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205.297
633,1988,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,286,134,66,3.18,1.49,0.734,1075025,26.6,12.460001,6.1400003,8.99371,5.2,14.4,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8366.047
634,1989,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,308,143,59,3.28,1.523,0.628,1137367,27.08,12.57,5.19,9.390241,5.0,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8256.122
635,1990,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,343,164,96,3.36,1.607,0.94,1218629,28.150002,13.459999,7.88,10.20833,4.9,13.500001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8376.897
636,1991,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,298,141,68,2.84,1.344,0.648,1296171,22.99,10.880001,5.25,10.49296,5.6,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8095.3516
637,1992,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,254,85,43,2.33,0.78,0.394,1351367,18.8,6.29,3.1799998,10.90129,6.7,12.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8066.8613
638,1993,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,263,88,34,2.26,0.756,0.292,1411215,18.64,6.2400002,2.4099998,11.63717,7.3,12.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8246.207
639,1994,29,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,294,123,54,2.26,0.946,0.415,1499298,19.61,8.2,3.6000001,13.008849,6.2,12.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8676.627
640,1995,29,0.0,0.917,0.0,0.083,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,313,129,50,2.24,0.923,0.358,1581578,19.789999,8.16,3.16,13.97321,5.4,12.2,0.083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8834.9795
641,1996,29,0.0,0.0,0.0,1.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,348,148,67,2.18,0.927,0.42,1666320,20.880001,8.88,4.02,15.9633,5.4,12.3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9579.973
642,1997,29,0.0,0.0,0.0,1.0,0.0,2,21.0,0.25,0.0,1.0,0.0,1.0,347,153,85,2.13,0.939,0.522,1764104,19.67,8.67,4.8199997,16.29108,4.1,12.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9234.762
643,1998,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,361,155,72,2.09,0.897,0.417,1853191,19.48,8.360001,3.8899999,17.27273,4.3,12.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9320.534
644,1999,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,350,144,55,2.01,0.827,0.316,1934718,18.09,7.44,2.8400002,17.41294,4.4,12.8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9000.247
645,2000,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,323,139,73,1.83,0.788,0.414,1998257,16.16,6.96,3.65,17.65027,4.0,13.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8832.833
646,2001,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.5,1.0,0.0,1.0,314,140,67,1.72,0.767,0.367,2097722,14.969999,6.67,3.19,18.25581,5.3,13.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8702.683
647,2002,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,1.0,0.0,1.0,381,165,78,2.12,0.918,0.434,2167455,17.58,7.6099997,3.6000001,17.971699,5.5,13.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8291.613
648,2003,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.75,0.25,1.0,368,180,95,1.91,0.934,0.493,2241154,16.42,8.03,4.24,19.26702,5.2,13.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8596.919
649,2004,29,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,395,173,81,2.04,0.893,0.418,2335000,16.92,7.41,3.47,19.36275,4.0,13.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8292.398
650,1980,30,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,194,110,64,3.0,1.701,0.99,920610,21.070002,11.950001,6.95,6.46667,4.7,18.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024.332
651,1981,30,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,148,88,51,2.253,1.339,0.776,936642,15.82,9.4,5.4400005,6.57,5.0,18.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7014.42
652,1982,30,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,0.0,0.0,173,86,56,2.48,1.233,0.803,947717,18.25,9.07,5.9100003,6.97581,7.4,18.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360.6465
653,1983,30,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0.333,0.0,0.0,191,95,47,2.66,1.323,0.655,958123,19.93,9.92,4.91,7.18045,5.4,17.7,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494.288
654,1984,30,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,192,76,49,2.63,1.041,0.671,976863,19.65,7.7799997,5.0199995,7.3003798,4.3,17.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473.2896
655,1985,30,1.0,0.0,0.0,0.0,0.0,0,20.5,0.0,0.0,1.0,0.0,0.0,191,77,47,2.53,1.02,0.623,996757,19.16,7.73,4.7200003,7.5494103,3.9,16.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7573.9727
656,1986,30,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,172,81,37,2.17,1.022,0.467,1025056,16.779999,7.9,3.6100001,7.92627,2.8,16.4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7732.524
657,1987,30,0.292,0.708,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,179,77,45,1.95,0.839,0.49,1054283,16.98,7.3,4.27,9.17949,2.5,15.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8706.855
658,1988,30,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,166,70,45,1.73,0.73,0.469,1082576,15.33,6.4700003,4.16,9.59538,2.4,15.4,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8863.47
659,1989,30,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,187,80,38,1.9,0.813,0.386,1104524,16.93,7.24,3.44,9.842111,3.5,14.900001,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910.727
660,1990,30,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,158,59,25,1.61,0.601,0.255,1111831,14.21,5.3100004,2.25,9.813661,5.7,14.300001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8826.576
661,1991,30,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,144,61,31,1.45,0.614,0.312,1109929,12.97,5.5,2.7900002,9.93103,7.2,13.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8947.446
662,1992,30,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.5,122,40,18,1.21,0.397,0.179,1117784,10.91,3.5800002,1.61,10.08264,7.5,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9020.204
663,1993,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,1.0,0.0,1.0,121,47,28,1.17,0.454,0.271,1129458,10.71,4.16,2.48,10.34188,6.6,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9156.498
664,1994,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,119,44,23,1.13,0.418,0.218,1142560,10.42,3.85,2.01,10.53097,4.6,12.700001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9216.995
665,1995,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,118,47,26,1.11,0.442,0.245,1157561,10.190001,4.06,2.25,10.63063,4.0,12.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9183.6455
666,1996,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,134,49,21,1.22,0.446,0.191,1174719,11.41,4.17,1.7900001,10.98361,4.2,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9349.989
667,1997,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,0.0,0.0,1.0,1.0,125,50,25,1.12,0.448,0.224,1189425,10.51,4.2,2.1,11.16071,3.1,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9383.282
668,1998,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,128,48,27,1.11,0.416,0.234,1205940,10.61,3.98,2.24,11.53153,2.9,12.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9562.275
669,1999,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,140,60,29,1.18,0.506,0.244,1222014,11.46,4.91,2.3700001,11.86441,2.7,12.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9708.898
670,2000,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,126,49,24,1.05,0.408,0.2,1235786,10.2,3.9700003,1.94,12.0,2.8,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9710.419
671,2001,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,142,57,27,1.15,0.462,0.219,1259359,11.280001,4.53,2.14,12.34783,3.5,13.400001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9804.854
672,2002,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,127,52,20,1.01,0.414,0.159,1274405,9.969999,4.08,1.57,12.57426,4.7,13.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9866.769
673,2003,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,127,49,23,0.96,0.37,0.174,1287687,9.86,3.8100002,1.7900001,13.22917,4.3,13.799999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10273.591
674,2004,30,0.0,1.0,0.0,0.0,0.0,0,21.0,1.0,1.0,0.0,1.0,1.0,171,69,42,1.29,0.521,0.317,1300000,13.150001,5.3100004,3.23,13.25581,3.4,13.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10196.777
675,1980,31,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1120,623,341,2.2,1.224,0.67,7364823,15.21,8.46,4.63,50.90909,7.2,17.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912.466
676,1981,31,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1162,613,300,2.264,1.194,0.584,7407465,15.620001,8.28,4.05,51.328,7.3,17.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929.226
677,1982,31,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,1061,591,305,2.04,1.136,0.586,7430961,14.28,7.9500003,4.1,52.0098,9.0,17.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999.068
678,1983,31,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.75,0.0,0.0,932,469,227,1.78,0.896,0.434,7467809,12.4800005,6.28,3.04,52.35955,7.8,16.9,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011.367
679,1984,31,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,922,414,179,1.76,0.79,0.342,7515497,12.27,5.51,2.38,52.38636,6.2,16.699999,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970.4453
680,1985,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,964,472,222,1.83,0.896,0.421,7565531,12.740001,6.2400002,2.93,52.6776,5.7,16.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962.843
681,1986,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1039,482,231,1.87,0.868,0.416,7622160,13.63,6.32,3.03,55.5615,5.0,16.300001,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289.469
682,1987,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1023,469,226,1.79,0.821,0.395,7670750,13.34,6.11,2.9499998,57.15084,4.0,15.800001,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7450.4893
683,1988,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1051,480,248,1.79,0.818,0.422,7712338,13.63,6.22,3.22,58.715076,3.8,15.099999,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613.1357
684,1989,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,891,394,178,1.49,0.659,0.298,7726090,11.53,5.1,2.3,59.79866,4.1,14.5,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7739.8345
685,1990,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,886,392,165,1.5,0.664,0.279,7757158,11.42,5.05,2.13,59.066673,5.1,13.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7614.473
686,1991,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,783,347,177,1.32,0.585,0.298,7814676,10.0199995,4.44,2.26,59.31818,6.7,13.400001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7590.613
687,1992,31,1.0,0.0,0.0,0.0,0.0,2,21.0,0.083,0.0,1.0,0.0,0.0,763,310,157,1.28,0.52,0.263,7880508,9.68,3.93,1.99,59.60938,8.5,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7564.1543
688,1993,31,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,789,275,128,1.32,0.46,0.214,7948915,9.929999,3.4599998,1.61,59.77273,7.5,12.700001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7519.609
689,1994,31,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,761,328,154,1.26,0.543,0.255,8014306,9.5,4.09,1.9200001,60.396828,6.8,12.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7536.127
690,1995,31,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,774,351,154,1.27,0.576,0.253,8083242,9.58,4.3399997,1.91,60.944878,6.4,12.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7539.6577
691,1996,31,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,814,345,169,1.31,0.555,0.272,8149596,9.99,4.23,2.07,62.137398,6.2,12.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7624.5986
692,1997,31,1.0,0.0,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,775,326,168,1.22,0.513,0.264,8218808,9.43,3.9700003,2.04,63.52459,5.1,12.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7729.1733
693,1998,31,0.049,0.951,0.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,0.0,741,308,155,1.15,0.478,0.241,8287418,8.94,3.72,1.8700001,64.434784,4.6,12.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7775.0127
694,1999,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,726,309,141,1.11,0.472,0.216,8359592,8.679999,3.7,1.69,65.40541,4.6,12.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7823.9956
695,2000,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,731,324,183,1.08,0.479,0.27,8414350,8.690001,3.85,2.1699998,67.68519,3.7,12.3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8044.0186
696,2001,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,0.0,745,322,178,1.08,0.467,0.258,8511119,8.75,3.78,2.0900002,68.981476,4.2,12.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8104.8657
697,2002,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,0.0,771,357,158,1.107,0.513,0.227,8575252,9.01,4.17,1.85,69.63964,5.8,12.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8121.002
698,2003,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,1.0,0.0,0.0,733,314,137,1.05,0.45,0.196,8638396,8.65,3.7,1.62,69.81308,5.9,12.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8081.7183
699,2004,31,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,0.0,731,338,168,1.0,0.462,0.23,8699000,8.4,3.8899999,1.9300001,73.1,4.2,12.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8403.265
700,1980,32,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,606,337,188,5.4,3.003,1.675,1302894,46.510002,25.869999,14.429999,11.222219,7.5,19.699999,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613.303
701,1981,32,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,544,299,149,4.743,2.607,1.299,1332717,35.29,22.439999,11.18,11.47,7.3,19.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606.479
702,1982,32,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,577,323,181,4.87,2.726,1.528,1363798,42.309998,23.68,13.27,11.84805,9.2,18.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8687.541
703,1983,32,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,531,289,161,4.55,2.476,1.38,1394352,38.08,20.73,11.549999,11.67033,10.1,18.199999,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369.716
704,1984,32,1.0,0.0,0.0,0.0,0.0,0,21.0,0.5,0.0,0.5,0.0,0.5,497,254,147,3.85,1.968,1.139,1416664,35.079998,17.93,10.38,12.90909,7.5,17.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9112.315
705,1985,32,1.0,0.0,0.0,0.0,0.0,0,21.0,1.0,0.0,1.0,0.0,1.0,535,269,135,4.03,2.026,1.017,1438364,37.2,18.7,9.39,13.27543,8.8,17.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9229.534
706,1986,32,1.0,0.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,499,251,146,3.79,1.906,1.109,1462715,34.11,17.16,9.9800005,13.16623,9.2,16.8,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001.228
707,1987,32,0.25,0.75,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,568,281,135,3.76,1.86,0.894,1478511,38.42,19.01,9.13,15.1063795,8.9,16.2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10217.293
708,1988,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,487,253,129,3.19,1.657,0.845,1490320,32.68,16.98,8.66,15.26646,7.8,15.5,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10243.746
709,1989,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,538,254,134,3.4,1.605,0.847,1503886,35.77,16.89,8.91,15.82353,6.7,15.000001,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10521.762
710,1990,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,499,239,123,3.09,1.48,0.762,1519933,32.83,15.72,8.09,16.14887,6.5,14.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10624.726
711,1991,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,469,242,131,2.8,1.445,0.782,1555305,30.150002,15.559999,8.42,16.75,7.1,14.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10769.592
712,1992,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,460,239,125,2.49,1.294,0.677,1595442,28.829998,14.9800005,7.83,18.4739,7.0,14.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11579.174
