,term,sat,tothrs,cumgpa,season,frstsem,crsgpa,verbmath,trmgpa,hssize,hsrank,id,spring,female,black,white,ctrmgpa,ctothrs,ccrsgpa,ccrspop,cseason,hsperc,football
400,1,910,1,4.0,1,0,3.053,0.71698,2.75,241,93,12761.0,0,0,0,1,,,,,,38.58921,1
401,2,910,13,2.84,0,0,2.4637,0.71698,2.13,241,93,12761.0,1,0,0,1,-0.6199999,12.0,-0.5892999,201.59998,-1.0,38.58921,1
402,1,830,43,1.72,1,0,2.8201,0.93023,2.2,195,71,12850.0,0,0,0,1,,,,,,36.410255,1
403,2,830,58,1.84,0,0,2.7941,0.93023,1.75,195,71,12850.0,1,0,0,1,-0.45000005,15.0,-0.026000023,70.70001,-1.0,36.410255,1
404,1,970,82,2.2,0,0,3.1712,0.90196,2.71,184,27,12933.0,0,0,1,0,,,,,,14.673913,0
405,2,970,96,2.28,1,0,2.9048,0.90196,2.0,184,27,12933.0,1,0,1,0,-0.71000004,14.0,-0.2664001,-82.599976,1.0,14.673913,0
406,1,760,1,4.0,1,0,3.0352,0.80952,1.43,165,86,12935.0,0,0,1,0,,,,,,52.121212,1
407,2,760,16,1.75,0,0,2.7343,0.80952,2.23,165,86,12935.0,1,0,1,0,0.8000001,15.0,-0.30090022,301.53,-1.0,52.121212,1
408,1,960,33,2.03,1,0,2.6038,0.74545,1.0,170,27,12943.0,0,0,0,1,,,,,,15.882353,1
409,2,960,46,1.73,0,0,2.9125,0.74545,3.38,170,27,12943.0,1,0,0,1,2.38,13.0,0.30869985,-506.59998,-1.0,15.882353,1
410,1,860,54,3.5,0,0,2.6954,0.72,3.2,413,31,12949.0,0,0,0,1,,,,,,7.5060534,0
411,2,860,69,3.43,1,0,2.9521,0.72,3.63,413,31,12949.0,1,0,0,1,0.43000007,15.0,0.25670004,-214.12997,1.0,7.5060534,0
412,1,1060,0,0.0,0,1,2.5425,0.92727,3.07,657,141,13116.0,0,0,0,1,,,,,,21.461187,0
413,2,1060,15,3.06,1,0,2.8699,0.92727,3.08,657,141,13116.0,1,0,0,1,0.00999999,15.0,0.32739997,-391.05005,1.0,21.461187,0
414,1,1170,31,3.58,1,0,2.939,0.91803,3.2,178,25,13161.0,0,1,0,1,,,,,,14.044944,0
415,2,1170,46,3.45,1,0,2.8037,0.91803,3.0,178,25,13161.0,1,1,0,1,-0.20000005,15.0,-0.13529992,-429.8,0.0,14.044944,0
416,1,1140,0,0.0,1,1,2.7855,0.62857,3.07,348,32,13212.0,0,0,0,1,,,,,,9.195402,0
417,2,1140,14,3.07,1,0,2.7526,0.62857,3.22,348,32,13212.0,1,0,0,1,0.1500001,14.0,-0.032900095,70.400024,0.0,9.195402,0
418,1,890,70,2.14,1,0,2.6986,0.89362,1.38,275,27,13235.0,0,0,1,0,,,,,,9.818182,1
419,2,890,83,2.02,0,0,3.0466,0.89362,2.33,275,27,13235.0,1,0,1,0,0.9499999,13.0,0.34800005,-304.15,-1.0,9.818182,1
420,1,1010,0,0.0,0,1,2.9023,0.77193,2.07,239,43,13269.0,0,0,0,1,,,,,,17.991632,0
421,2,1010,12,1.91,1,0,2.6988,0.77193,2.21,239,43,13269.0,1,0,0,1,0.1400001,12.0,-0.2034998,82.599976,1.0,17.991632,0
422,1,910,0,0.0,1,1,2.3858,0.68519,2.76,348,177,13412.0,0,0,0,1,,,,,,50.86207,0
423,2,910,15,2.86,1,0,2.5866,0.68519,2.77,348,177,13412.0,1,0,0,1,0.00999999,15.0,0.20080018,-22.0,0.0,50.86207,0
424,1,960,84,2.65,1,0,2.5421,0.65517,2.42,328,94,13420.0,0,0,0,1,,,,,,28.658537,0
425,2,960,96,2.62,1,0,2.5915,0.65517,2.5,328,94,13420.0,1,0,0,1,0.07999992,12.0,0.04940009,-216.75,0.0,28.658537,0
426,1,880,65,2.29,1,0,2.8993,0.95556,2.75,161,35,13469.0,0,1,0,1,,,,,,21.73913,0
427,2,880,81,2.38,1,0,2.8075,0.95556,2.53,161,35,13469.0,1,1,0,1,-0.22000003,16.0,-0.09180021,-299.45,0.0,21.73913,0
428,1,820,96,3.16,1,0,3.0311,1.10256,2.89,94,43,13505.0,0,0,0,1,,,,,,45.744682,0
429,2,820,113,3.12,0,0,3.1558,1.10256,3.5,94,43,13505.0,1,0,0,1,0.6099999,17.0,0.12470007,-83.74,-1.0,45.744682,0
430,1,800,33,2.72,1,0,2.7749,0.90476,2.75,148,26,13535.0,0,1,0,1,,,,,,17.567568,0
431,2,800,49,2.73,1,0,2.5184,0.90476,2.76,148,26,13535.0,1,1,0,1,0.00999999,16.0,-0.2565,4.799988,0.0,17.567568,0
432,1,940,33,1.9,1,0,2.6612,0.91837,2.42,179,49,13647.0,0,0,0,1,,,,,,27.374302,0
433,2,940,45,2.04,0,0,2.8981,0.91837,2.43,179,49,13647.0,1,0,0,1,0.00999999,12.0,0.23689985,-366.5,-1.0,27.374302,0
434,1,740,27,2.07,1,0,2.7153,1.11429,1.46,770,90,13653.0,0,0,0,1,,,,,,11.688312,0
435,2,740,40,1.87,0,0,3.0081,1.11429,1.75,770,90,13653.0,1,0,0,1,0.28999996,13.0,0.29279995,-246.83002,-1.0,11.688312,0
436,1,720,0,0.0,1,1,2.7803,0.71429,0.77,850,290,13656.0,0,0,0,1,,,,,,34.117645,0
437,2,720,12,1.0,0,0,2.4551,0.71429,1.29,850,290,13656.0,1,0,0,1,0.52,12.0,-0.32519984,-137.33002,-1.0,34.117645,0
438,1,800,58,1.67,1,0,2.8224,1.05128,2.5,302,106,13693.0,0,0,0,0,,,,,,35.09934,0
439,2,800,70,1.81,0,0,2.7638,1.05128,1.4,302,106,13693.0,1,0,0,0,-1.1,12.0,-0.058600187,347.0,-1.0,35.09934,0
440,1,670,106,2.02,1,0,2.7122,0.91429,2.0,315,231,13734.0,0,0,1,0,,,,,,73.333336,1
441,2,670,118,2.02,0,0,3.2982,0.91429,1.9,315,231,13734.0,1,0,1,0,-0.100000024,12.0,0.58599997,375.5,-1.0,73.333336,1
442,1,1020,34,3.32,1,0,2.6055,1.08163,3.76,468,75,13808.0,0,1,0,1,,,,,,16.02564,0
443,2,1020,51,3.47,1,0,2.7733,1.08163,3.07,468,75,13808.0,1,1,0,1,-0.69000006,17.0,0.16779995,121.629974,0.0,16.02564,0
444,1,1100,0,0.0,0,1,2.4383,0.77419,3.33,294,61,13847.0,0,1,0,1,,,,,,20.748299,0
445,2,1100,16,3.25,1,0,2.7176,0.77419,3.0,294,61,13847.0,1,1,0,1,-0.32999992,16.0,0.2793002,-182.64001,1.0,20.748299,0
446,1,1040,58,2.7,1,0,2.8762,0.7931,1.73,292,85,13859.0,0,0,0,1,,,,,,29.109589,0
447,2,1040,73,2.5,1,0,2.7486,0.7931,2.39,292,85,13859.0,1,0,0,1,0.6600001,15.0,-0.12759995,91.29001,0.0,29.109589,0
448,1,980,95,2.85,1,0,2.7334,0.68966,3.33,428,23,13948.0,0,1,0,1,,,,,,5.3738317,0
449,2,980,113,2.92,1,0,2.9756,0.68966,3.6,428,23,13948.0,1,1,0,1,0.26999998,18.0,0.2421999,-104.47002,0.0,5.3738317,0
450,1,840,29,3.13,1,0,2.8072,0.86667,3.4,177,49,13962.0,0,1,0,1,,,,,,27.683617,0
451,2,840,44,3.22,0,0,2.9393,0.86667,3.38,177,49,13962.0,1,1,0,1,-0.01999998,15.0,0.1321001,-464.84998,-1.0,27.683617,0
452,1,790,20,2.75,1,0,2.8942,0.88095,2.44,676,477,13987.0,0,0,0,1,,,,,,70.56213,1
453,2,790,36,2.61,0,0,2.7557,0.88095,2.21,676,477,13987.0,1,0,0,1,-0.23000002,16.0,-0.13849998,-0.15991211,-1.0,70.56213,1
454,1,1030,80,1.97,1,0,2.4245,0.68852,2.18,384,129,14052.0,0,0,0,1,,,,,,33.59375,1
455,2,1030,97,2.01,0,0,2.5211,0.68852,2.4,384,129,14052.0,1,0,0,1,0.22000003,17.0,0.096600056,-118.79999,-1.0,33.59375,1
456,1,1020,0,0.0,1,1,2.59,0.7,1.83,10,10,14117.0,0,0,0,1,,,,,,100.0,0
457,2,1020,17,1.76,1,0,2.7941,0.7,2.46,10,10,14117.0,1,0,0,1,0.63,17.0,0.20410013,190.73999,0.0,100.0,0
458,1,1010,53,2.11,1,0,3.493,0.74138,3.0,243,70,14157.0,0,0,0,1,,,,,,28.806585,0
459,2,1010,65,2.27,0,0,3.1647,0.74138,2.8,243,70,14157.0,1,0,0,1,-0.20000005,12.0,-0.3283,-79.100006,-1.0,28.806585,0
460,1,880,59,2.38,1,0,2.9535,0.95556,3.0,370,165,14279.0,0,0,0,1,,,,,,44.594593,0
461,2,880,71,2.49,0,0,2.7901,0.95556,2.0,370,165,14279.0,1,0,0,1,-1.0,12.0,-0.16339993,-218.32999,-1.0,44.594593,0
462,1,870,96,2.7,1,0,3.027,0.8125,3.05,660,282,14435.0,0,1,0,1,,,,,,42.727272,0
463,2,870,115,2.76,1,0,3.1001,0.8125,3.0,660,282,14435.0,1,1,0,1,-0.049999952,19.0,0.07310009,-131.62,0.0,42.727272,0
464,1,1110,28,3.21,1,0,2.3162,0.73438,2.46,609,17,14452.0,0,0,0,1,,,,,,2.7914615,0
465,2,1110,41,2.97,0,0,2.6975,0.73438,3.0,609,17,14452.0,1,0,0,1,0.53999996,13.0,0.38129997,-791.82996,-1.0,2.7914615,0
466,1,990,0,0.0,0,1,2.7224,0.83333,2.81,178,28,14486.0,0,1,0,1,,,,,,15.730337,0
467,2,990,14,2.78,1,0,2.6578,0.83333,3.0,178,28,14486.0,1,1,0,1,0.19000006,14.0,-0.06459999,-1.2000122,1.0,15.730337,0
468,1,800,0,0.0,0,1,2.852,0.86047,2.13,552,146,14603.0,0,0,0,1,,,,,,26.449276,0
469,2,800,15,2.06,1,0,2.9316,0.86047,1.73,552,146,14603.0,1,0,0,1,-0.4000001,15.0,0.079600096,-37.359985,1.0,26.449276,0
470,1,1010,25,2.32,0,0,2.6561,0.77193,2.43,771,129,14627.0,0,0,0,1,,,,,,16.731518,0
471,2,1010,39,2.35,1,0,2.8563,0.77193,1.87,771,129,14627.0,1,0,0,1,-0.56000006,14.0,0.20020008,-972.9,1.0,16.731518,0
472,1,1070,38,1.92,1,0,2.6785,0.55072,3.0,196,54,14655.0,0,0,0,1,,,,,,27.55102,0
473,2,1070,51,2.19,1,0,2.6483,0.55072,3.0,196,54,14655.0,1,0,0,1,0.0,13.0,-0.030200005,-284.2,0.0,27.55102,0
474,1,1000,0,0.0,1,1,2.6487,0.88679,2.43,20,11,14856.0,0,0,0,1,,,,,,55.0,1
475,2,1000,14,2.42,0,0,2.5308,0.88679,2.0,20,11,14856.0,1,0,0,1,-0.43000007,14.0,-0.117899895,54.869995,-1.0,55.0,1
476,1,560,105,2.05,1,0,2.9069,0.86667,2.25,290,150,14940.0,0,0,1,0,,,,,,51.724136,1
477,2,560,117,2.07,0,0,2.518,0.86667,2.2,290,150,14940.0,1,0,1,0,-0.049999952,12.0,-0.38890004,-169.0,-1.0,51.724136,1
478,1,790,5,2.8,1,0,3.0759,0.88095,1.75,235,90,15028.0,0,0,1,0,,,,,,38.29787,1
479,2,790,17,2.05,0,0,2.4316,0.88095,1.13,235,90,15028.0,1,0,1,0,-0.62,12.0,-0.6443,31.450012,-1.0,38.29787,1
480,1,740,82,2.02,1,0,2.9644,0.6087,1.6,280,149,15616.0,0,0,0,0,,,,,,53.214287,1
481,2,740,97,1.95,0,0,3.0244,0.6087,1.6,280,149,15616.0,1,0,0,0,0.0,15.0,0.059999943,21.400002,-1.0,53.214287,1
482,1,970,29,2.75,0,0,2.8681,0.7963,2.38,657,141,15861.0,0,0,0,1,,,,,,21.461187,0
483,2,970,45,2.62,1,0,2.7293,0.7963,1.93,657,141,15861.0,1,0,0,1,-0.45000017,16.0,-0.1387999,101.0,1.0,21.461187,0
484,1,780,56,2.37,1,0,2.9391,0.81395,2.4,274,118,15976.0,0,0,0,1,,,,,,43.065693,1
485,2,780,71,2.38,0,0,2.7403,0.81395,1.6,274,118,15976.0,1,0,0,1,-0.8000001,15.0,-0.19880009,105.400024,-1.0,43.065693,1
486,1,840,29,2.31,1,0,2.7191,1.21053,2.2,212,75,16060.0,0,0,0,1,,,,,,35.377357,1
487,2,840,44,2.27,0,0,2.7316,1.21053,2.0,212,75,16060.0,1,0,0,1,-0.20000005,15.0,0.012500048,-341.99994,-1.0,35.377357,1
488,1,830,106,2.01,1,0,2.5188,0.69388,0.75,77,12,16489.0,0,0,0,1,,,,,,15.584415,1
489,2,830,118,1.88,0,0,2.9871,0.69388,2.4,77,12,16489.0,1,0,0,1,1.6500001,12.0,0.46829987,-262.55,-1.0,15.584415,1
490,1,870,72,2.34,1,0,2.8827,0.93333,2.43,118,17,16568.0,0,1,0,1,,,,,,14.406779,0
491,2,870,93,2.36,1,0,2.7995,0.93333,2.67,118,17,16568.0,1,1,0,1,0.24000001,21.0,-0.08319998,-92.81001,0.0,14.406779,0
492,1,640,37,1.97,1,0,2.6109,0.6,2.0,157,68,16757.0,0,0,1,0,,,,,,43.312103,1
493,2,640,49,1.97,0,0,3.0226,0.6,1.87,157,68,16757.0,1,0,1,0,-0.13,12.0,0.4117,-662.42,-1.0,43.312103,1
494,1,1000,63,3.25,1,0,2.6978,0.63934,2.6,220,15,16915.0,0,0,1,0,,,,,,6.818182,1
495,2,1000,78,3.16,0,0,2.8088,0.63934,2.87,220,15,16915.0,1,0,1,0,0.26999998,15.0,0.11100006,-337.23004,-1.0,6.818182,1
496,1,610,29,2.2,1,0,2.9815,0.84848,2.0,97,61,17394.0,0,0,1,0,,,,,,62.886597,1
497,2,610,41,2.14,0,0,2.9151,0.84848,1.25,97,61,17394.0,1,0,1,0,-0.75,12.0,-0.06639981,-525.7,-1.0,62.886597,1
498,1,760,0,0.0,1,1,3.0017,0.9,2.07,295,140,17865.0,0,0,0,1,,,,,,47.457626,1
499,2,760,12,2.08,0,0,2.8004,0.9,2.46,295,140,17865.0,1,0,0,1,0.3900001,12.0,-0.2012999,135.92993,-1.0,47.457626,1
500,1,1040,50,2.16,1,0,2.9464,1.03922,3.25,268,73,17992.0,0,1,0,1,,,,,,27.238806,0
501,2,1040,62,2.37,1,0,2.7604,1.03922,2.46,268,73,17992.0,1,1,0,1,-0.78999996,12.0,-0.18599987,-214.75,0.0,27.238806,0
502,1,1050,0,0.0,0,1,2.4896,0.84211,3.33,316,18,18005.0,0,0,1,0,,,,,,5.6962028,0
503,2,1050,16,3.37,1,0,2.7617,0.84211,3.38,316,18,18005.0,1,0,1,0,0.05000019,16.0,0.27209997,-138.34009,1.0,5.6962028,0
504,1,740,93,2.13,1,0,2.707,0.80488,2.0,203,72,18471.0,0,0,0,1,,,,,,35.46798,0
505,2,740,108,2.12,0,0,2.7267,0.80488,1.71,203,72,18471.0,1,0,0,1,-0.28999996,15.0,0.01970005,-35.200012,-1.0,35.46798,0
506,1,810,0,0.0,1,1,2.4048,0.7234,2.33,211,69,18704.0,0,0,0,1,,,,,,32.701424,0
507,2,810,16,2.37,0,0,2.7483,0.7234,2.06,211,69,18704.0,1,0,0,1,-0.26999998,16.0,0.34350014,353.0,-1.0,32.701424,0
508,1,850,85,1.98,1,0,2.9928,1.23684,3.0,203,112,18842.0,0,0,1,0,,,,,,55.172413,0
509,2,850,97,2.11,1,0,2.7818,1.23684,3.0,203,112,18842.0,1,0,1,0,0.0,12.0,-0.21099997,-537.25,0.0,55.172413,0
510,1,920,0,0.0,1,1,3.0072,1.42105,2.64,168,75,19116.0,0,0,0,1,,,,,,44.642857,1
511,2,920,12,2.58,0,0,2.8252,1.42105,1.59,168,75,19116.0,1,0,0,1,-1.0500001,12.0,-0.18199992,145.12006,-1.0,44.642857,1
512,1,970,64,2.76,1,0,2.9496,0.90196,2.8,125,13,19133.0,0,0,0,1,,,,,,10.4,1
513,2,970,79,2.77,0,0,3.2273,0.90196,3.16,125,13,19133.0,1,0,0,1,0.36000013,15.0,0.27769995,-12.460007,-1.0,10.4,1
514,1,1070,65,3.32,1,0,2.8587,0.87719,3.44,158,28,19518.0,0,1,0,1,,,,,,17.72152,0
515,2,1070,81,3.34,1,0,2.453,0.87719,3.44,158,28,19518.0,1,1,0,1,0.0,16.0,-0.40569997,-13.970001,0.0,17.72152,0
516,1,590,76,1.69,1,0,2.8413,0.78788,0.5,202,109,20539.0,0,0,1,0,,,,,,53.960396,1
517,2,590,88,1.53,0,0,2.9688,0.78788,1.25,202,109,20539.0,1,0,1,0,0.75,12.0,0.12750006,-414.75,-1.0,53.960396,1
518,1,700,5,3.4,1,0,3.4261,0.89189,3.25,133,54,20586.0,0,1,0,1,,,,,,40.601505,0
519,2,700,13,3.3,1,0,2.9402,0.89189,2.29,133,54,20586.0,1,1,0,1,-0.96000004,8.0,-0.48589993,-135.5,0.0,40.601505,0
520,1,930,1,4.0,1,0,2.784,0.97872,2.74,229,38,20825.0,0,0,1,0,,,,,,16.593887,1
521,2,930,18,2.66,0,0,2.6668,0.97872,2.46,229,38,20825.0,1,0,1,0,-0.27999997,17.0,-0.1171999,262.37,-1.0,16.593887,1
522,1,830,29,2.24,1,0,2.6048,0.93023,2.07,10,2,20920.0,0,0,1,0,,,,,,20.0,0
523,2,830,43,2.18,1,0,2.4387,0.93023,1.8,10,2,20920.0,1,0,1,0,-0.26999998,14.0,-0.16610003,-244.59998,0.0,20.0,0
524,1,1220,0,0.0,1,1,2.4522,0.74286,4.0,465,8,21478.0,0,0,1,0,,,,,,1.7204301,0
525,2,1220,13,4.0,1,0,2.5131,0.74286,4.0,465,8,21478.0,1,0,1,0,0.0,13.0,0.060899973,-318.25,0.0,1.7204301,0
526,1,800,1,4.0,1,0,2.9303,1.10526,1.35,465,274,21732.0,0,0,0,1,,,,,,58.924732,1
527,2,800,16,1.56,0,0,2.671,1.10526,1.54,465,274,21732.0,1,0,0,1,0.18999994,15.0,-0.2593,28.890015,-1.0,58.924732,1
528,1,980,28,2.1,0,0,2.5313,0.78182,2.0,240,120,21854.0,0,0,0,1,,,,,,50.0,0
529,2,980,40,2.07,1,0,2.5638,0.78182,1.75,240,120,21854.0,1,0,0,1,-0.25,12.0,0.03250003,-89.25,1.0,50.0,0
530,1,770,0,0.0,1,1,2.7419,0.71111,1.32,386,223,22711.0,0,0,1,0,,,,,,57.772022,1
531,2,770,17,1.35,0,0,2.5535,0.71111,0.77,386,223,22711.0,1,0,1,0,-0.5500001,17.0,-0.18840003,275.80005,-1.0,57.772022,1
532,1,890,0,0.0,1,1,2.9941,1.02273,2.64,69,63,22922.0,0,0,0,1,,,,,,91.304344,1
533,2,890,12,2.75,0,0,2.51,1.02273,1.0,69,63,22922.0,1,0,0,1,-1.6400001,12.0,-0.4841001,155.15991,-1.0,91.304344,1
534,1,990,0,0.0,1,1,2.5442,0.98,2.14,204,31,23305.0,0,1,1,0,,,,,,15.196078,0
535,2,990,14,2.14,1,0,2.5529,0.98,1.67,204,31,23305.0,1,1,1,0,-0.47000015,14.0,0.008700132,-415.5,0.0,15.196078,0
536,1,830,25,2.08,1,0,2.8053,0.80435,1.94,245,73,24147.0,0,0,0,1,,,,,,29.795918,0
537,2,830,41,2.02,1,0,2.8667,0.80435,2.36,245,73,24147.0,1,0,0,1,0.41999984,16.0,0.061399937,-229.83002,0.0,29.795918,0
538,1,980,0,0.0,1,1,2.5447,1.0,2.31,238,80,24581.0,0,0,0,1,,,,,,33.613445,1
539,2,980,16,1.87,0,0,2.3372,1.0,1.64,238,80,24581.0,1,0,0,1,-0.66999996,16.0,-0.20749998,163.75,-1.0,33.613445,1
540,1,950,90,2.46,0,0,2.8499,0.69643,3.0,148,18,24604.0,0,0,0,1,,,,,,12.162162,0
541,2,950,103,2.53,1,0,3.3301,0.69643,3.65,148,18,24604.0,1,0,0,1,0.6500001,13.0,0.48020005,-138.92,1.0,12.162162,0
542,1,980,0,0.0,1,1,2.5787,0.88462,2.77,238,46,24711.0,0,0,0,1,,,,,,19.32773,1
543,2,980,13,2.76,0,0,2.502,0.88462,2.53,238,46,24711.0,1,0,0,1,-0.24000001,13.0,-0.07669997,-327.15002,-1.0,19.32773,1
544,1,640,83,2.02,1,0,2.6861,0.82857,1.25,534,165,24894.0,0,0,1,0,,,,,,30.898876,1
545,2,640,95,1.92,0,0,2.4592,0.82857,1.6,534,165,24894.0,1,0,1,0,0.35000002,12.0,-0.2269001,-215.65,-1.0,30.898876,1
546,1,1130,40,2.9,1,0,2.3606,0.68657,2.54,396,7,25178.0,0,0,0,1,,,,,,1.7676767,1
547,2,1130,53,2.81,0,0,2.909,0.68657,3.57,396,7,25178.0,1,0,0,1,1.03,13.0,0.5483999,82.150024,-1.0,1.7676767,1
548,1,1170,43,2.51,1,0,2.9971,1.05263,2.88,230,13,25950.0,0,0,0,1,,,,,,5.652174,1
549,2,1170,59,2.61,0,0,2.9567,1.05263,3.4,230,13,25950.0,1,0,0,1,0.52,16.0,-0.04040003,-352.57,-1.0,5.652174,1
550,1,700,2,4.0,1,0,2.7803,0.75,0.69,191,124,26362.0,0,0,1,0,,,,,,64.92146,0
551,2,700,14,1.28,1,0,2.9022,0.75,0.77,191,124,26362.0,1,0,1,0,0.07999998,12.0,0.12190008,68.26996,0.0,64.92146,0
552,1,790,42,1.85,1,0,2.7003,0.92683,1.6,125,34,26671.0,0,0,1,0,,,,,,27.2,1
553,2,790,55,1.78,0,0,2.9911,0.92683,1.86,125,34,26671.0,1,0,1,0,0.26,13.0,0.2908001,-792.13007,-1.0,27.2,1
554,1,1020,0,0.0,0,1,2.3428,0.78947,1.21,574,81,27328.0,0,0,0,1,,,,,,14.111498,0
555,2,1020,12,1.25,1,0,2.7559,0.78947,2.25,574,81,27328.0,1,0,0,1,1.04,12.0,0.4131,-139.0,1.0,14.111498,0
556,1,980,25,2.6,0,0,2.9405,0.84906,2.85,665,33,27338.0,0,0,0,1,,,,,,4.962406,0
557,2,980,38,2.68,1,0,2.6612,0.84906,2.6,665,33,27338.0,1,0,0,1,-0.25,13.0,-0.27929997,-75.400024,1.0,4.962406,0
558,1,1080,91,2.29,0,0,2.8116,0.56522,2.93,539,152,27561.0,0,0,0,1,,,,,,28.20037,0
559,2,1080,110,2.37,1,0,3.1309,0.56522,2.6,539,152,27561.0,1,0,0,1,-0.33000016,19.0,0.31929994,-165.83,1.0,28.20037,0
560,1,820,0,0.0,1,1,2.3746,0.90698,2.24,526,160,27633.0,0,1,1,0,,,,,,30.418251,0
561,2,820,15,2.13,1,0,2.7751,0.90698,2.4,526,160,27633.0,1,1,1,0,0.16000009,15.0,0.40050006,-85.0,0.0,30.418251,0
562,1,1140,91,3.32,0,0,2.7002,0.75385,3.0,160,6,28501.0,0,0,0,1,,,,,,3.75,0
563,2,1140,106,3.28,1,0,2.9546,0.75385,2.15,160,6,28501.0,1,0,0,1,-0.8499999,15.0,0.2544,-60.9,1.0,3.75,0
564,1,960,0,0.0,0,1,2.679,1.13333,3.0,201,19,28938.0,0,0,0,1,,,,,,9.452736,0
565,2,960,11,2.9,1,0,2.6107,1.13333,2.31,201,19,28938.0,1,0,0,1,-0.69000006,11.0,-0.06830001,70.599976,1.0,9.452736,0
566,1,700,1,4.0,1,0,2.7419,0.66667,2.16,201,103,28956.0,0,0,0,1,,,,,,51.243782,1
567,2,700,18,2.38,0,0,2.5791,0.66667,1.94,201,103,28956.0,1,0,0,1,-0.22000003,17.0,-0.16280007,592.0,-1.0,51.243782,1
568,1,630,80,1.8,1,0,3.0122,1.03226,1.71,163,89,29151.0,0,0,1,0,,,,,,54.601227,1
569,2,630,92,1.8,0,0,2.7766,1.03226,0.0,163,89,29151.0,1,0,1,0,-1.71,12.0,-0.23560023,-315.90002,-1.0,54.601227,1
570,1,640,33,1.75,1,0,2.9143,1.13333,2.2,353,230,29256.0,0,0,1,0,,,,,,65.15581,1
571,2,640,48,1.89,0,0,2.9519,1.13333,2.0,353,230,29256.0,1,0,1,0,-0.20000005,15.0,0.03760004,-380.40002,-1.0,65.15581,1
572,1,1020,29,2.55,0,0,2.837,0.82143,2.31,345,46,29394.0,0,0,0,1,,,,,,13.333333,0
573,2,1020,42,2.47,1,0,2.7319,0.82143,1.75,345,46,29394.0,1,0,0,1,-0.55999994,13.0,-0.10509992,116.629944,1.0,13.333333,0
574,1,1030,62,2.43,1,0,2.935,0.87273,3.23,176,27,29591.0,0,0,0,1,,,,,,15.340909,1
575,2,1030,75,2.57,0,0,3.0346,0.87273,3.0,176,27,29591.0,1,0,0,1,-0.23000002,13.0,0.09960008,-108.0,-1.0,15.340909,1
576,1,920,101,3.33,1,0,2.8084,0.95745,3.33,575,155,29965.0,0,1,0,1,,,,,,26.956522,0
577,2,920,119,3.33,1,0,3.7293,0.95745,4.0,575,155,29965.0,1,1,0,1,0.6700001,18.0,0.9209001,-77.5,0.0,26.956522,0
578,1,990,0,0.0,1,1,2.4896,0.83333,3.0,715,23,30016.0,0,1,0,1,,,,,,3.2167833,0
579,2,990,16,2.87,1,0,2.7063,0.83333,3.63,715,23,30016.0,1,1,0,1,0.6300001,16.0,0.21670008,-403.17004,0.0,3.2167833,0
580,1,920,7,1.71,1,0,2.8619,0.87755,2.8,715,529,30121.0,0,0,0,1,,,,,,73.986015,0
581,2,920,17,2.35,1,0,2.6668,0.87755,0.0,715,529,30121.0,1,0,0,1,-2.8,10.0,-0.19510007,-42.25,0.0,73.986015,0
582,1,840,0,0.0,1,1,2.6876,0.82609,1.18,715,511,30271.0,0,0,1,0,,,,,,71.46853,0
583,2,840,11,1.18,0,0,2.6194,0.82609,1.23,715,511,30271.0,1,0,1,0,0.05000007,11.0,-0.06819987,-31.699951,-1.0,71.46853,0
584,1,990,0,0.0,1,1,2.5301,0.86792,2.25,715,279,30568.0,0,0,0,1,,,,,,39.02098,0
585,2,990,10,2.1,0,0,2.5652,0.86792,2.33,715,279,30568.0,1,0,0,1,0.07999992,10.0,0.035099983,447.07996,-1.0,39.02098,0
586,1,950,1,4.0,1,0,3.0395,0.82692,2.0,715,346,30575.0,0,0,0,1,,,,,,48.39161,1
587,2,950,17,2.0,0,0,2.518,0.82692,1.6,715,346,30575.0,1,0,0,1,-0.39999998,16.0,-0.5215001,47.92993,-1.0,48.39161,1
588,1,1180,0,0.0,1,1,2.5041,0.81538,1.5,771,481,30629.0,0,0,0,1,,,,,,62.386513,0
589,2,1180,14,1.5,0,0,2.6602,0.81538,2.8,771,481,30629.0,1,0,0,1,1.3,14.0,0.15610003,-89.849976,-1.0,62.386513,0
590,1,1050,27,1.96,1,0,2.9259,0.77966,2.5,687,314,30649.0,0,0,0,1,,,,,,45.705967,0
591,2,1050,39,2.12,0,0,2.5049,0.77966,2.25,687,314,30649.0,1,0,0,1,-0.25,12.0,-0.421,617.0,-1.0,45.705967,0
592,1,900,58,2.89,1,0,3.0116,0.76471,3.13,132,18,30770.0,0,0,0,1,,,,,,13.636364,0
593,2,900,74,2.94,1,0,3.022,0.76471,3.2,132,18,30770.0,1,0,0,1,0.06999993,16.0,0.010400057,-185.8,0.0,13.636364,0
594,1,490,112,2.0,1,0,2.7914,0.75,1.6,144,55,30901.0,0,1,1,0,,,,,,38.194443,0
595,2,490,127,1.97,1,0,2.9132,0.75,1.75,144,55,30901.0,1,1,1,0,0.14999998,15.0,0.121799946,-149.59998,0.0,38.194443,0
596,1,670,40,2.17,1,0,2.8165,0.86111,1.5,87,42,31327.0,0,0,1,0,,,,,,48.275864,1
597,2,670,52,2.01,0,0,3.1547,0.86111,1.38,87,42,31327.0,1,0,1,0,-0.120000005,12.0,0.3382001,-401.90002,-1.0,48.275864,1
598,1,710,0,0.0,1,1,2.821,1.02857,1.79,117,65,32149.0,0,1,1,0,,,,,,55.555557,0
