,lnchprg,enroll,staff,expend,salary,benefits,droprate,gradrate,math10,sci11,totcomp,ltotcomp,lexpend,lenroll,lstaff,bensal,lsalary
361,42.3,1244,106.1,4019,27218.0,7133,5.7,80.2,14.3,50.0,34351.0,10.4443865,8.298788,7.126087,4.664382,0.26206923,10.211634
362,42.4,1789,112.7,4377,27624.0,5998,4.0,84.7,15.6,46.7,33622.0,10.4229355,8.384119,7.4894123,4.7247295,0.21713004,10.22644
363,42.7,212,120.3,3824,21674.0,5179,0.0,100.0,18.8,34.1,26853.0,10.1981325,8.249052,5.3565865,4.7899885,0.2389499,9.983869
364,42.9,385,118.2,4376,25247.0,7028,3.7,88.6,17.4,62.7,32275.0,10.382049,8.38389,5.9532433,4.772378,0.2783697,10.136462
365,43.6,2139,89.7,4220,31949.0,9151,0.7,115.7,16.3,39.5,41100.0,10.623763,8.34759,7.6680937,4.496471,0.28642523,10.371896
366,43.9,12105,111.7,5288,34195.0,7350,8.6,68.7,21.9,53.6,41545.0,10.634533,8.573195,9.401374,4.7158165,0.2149437,10.439835
367,44.1,524,99.2,4143,28138.0,4668,2.1,83.1,15.4,35.7,32806.0,10.398367,8.329175,6.261492,4.597138,0.16589665,10.244876
368,44.1,2005,99.0,4196,29648.0,7385,7.9,71.6,15.0,47.1,37033.0,10.519565,8.3418865,7.6033993,4.59512,0.24908932,10.29715
369,44.4,336,101.5,3706,26444.0,5007,18.4,44.4,21.7,47.8,31451.0,10.356186,8.217709,5.817111,4.620059,0.18934351,10.182785
370,44.9,546,109.9,5229,31384.0,9524,10.5,63.4,14.6,56.4,40908.0,10.619081,8.5619755,6.302619,4.6995707,0.30346674,10.3540535
371,45.0,1813,65.9,3824,42255.0,9704,0.5,98.1,44.2,46.7,51959.0,10.858211,8.249052,7.502738,4.1881385,0.2296533,10.651478
372,45.1,412,112.6,4042,27486.0,4734,2.9,88.4,15.4,42.4,32220.0,10.3803425,8.304495,6.0210233,4.7238417,0.17223313,10.221432
373,45.1,1330,108.6,4337,25924.0,8442,4.4,85.5,17.0,36.5,34366.0,10.444823,8.374938,7.192934,4.687671,0.3256442,10.162925
374,45.1,6931,98.7,4762,36566.0,5461,4.2,83.5,16.0,45.5,42027.0,10.646068,8.468423,8.84376,4.592085,0.14934638,10.506874
375,45.2,4254,108.7,4759,32155.0,7390,3.1,88.5,7.3,71.8,39545.0,10.585195,8.4677925,8.355615,4.688592,0.22982429,10.378324
376,45.4,1686,86.6,3520,29629.0,6608,4.3,83.8,37.1,25.0,36237.0,10.497836,8.166216,7.4301143,4.4613,0.22302474,10.296509
377,45.7,394,115.8,4048,23700.0,5344,1.3,94.8,26.8,31.7,29044.0,10.276567,8.305978,5.976351,4.7518644,0.22548524,10.073231
378,46.0,761,113.0,4594,25083.0,5193,8.6,70.1,6.1,42.9,30276.0,10.31811,8.432507,6.6346335,4.727388,0.20703265,10.129946
379,46.2,358,120.9,4814,27930.0,6327,4.6,78.5,22.9,9.6,34257.0,10.441647,8.479283,5.880533,4.794964,0.22653061,10.237456
380,46.7,2210,96.8,5717,42575.0,8109,5.2,74.9,14.0,44.4,50684.0,10.833365,8.651199,7.700748,4.572647,0.19046389,10.659022
381,47.9,13454,129.0,5532,30501.0,7879,11.8,56.9,6.6,37.3,38380.0,10.555292,8.618304,9.507031,4.8598123,0.2583194,10.325515
382,48.3,1656,110.1,3859,25964.0,5244,8.6,70.5,8.2,44.6,31208.0,10.34843,8.258163,7.4121604,4.701389,0.20197196,10.164466
383,48.3,1448,112.9,3933,25529.0,5537,3.2,87.7,18.1,46.7,31066.0,10.343869,8.277158,7.2779384,4.7265024,0.21689059,10.147571
384,48.4,759,106.7,3867,25711.0,5275,10.4,66.3,23.2,45.7,30986.0,10.34129,8.260234,6.632002,4.670021,0.2051651,10.154675
385,48.4,590,111.8,3888,25482.0,5046,1.3,92.5,23.5,46.4,30528.0,10.3264,8.26565,6.3801227,4.7167115,0.19802213,10.145727
386,48.5,303,108.9,3677,24058.0,5252,0.0,100.0,33.3,41.4,29310.0,10.285684,8.209852,5.7137327,4.69043,0.21830577,10.0882225
387,49.2,488,89.9,3614,29290.0,7102,0.8,96.6,30.6,62.5,36392.0,10.502104,8.192571,6.1903152,4.4986978,0.24247183,10.285002
388,49.7,626,110.2,4074,26480.0,5831,2.1,94.0,20.0,28.6,32311.0,10.383163,8.312381,6.4393506,4.7022967,0.22020392,10.184145
389,49.9,852,123.3,3551,20524.0,4959,9.3,67.8,4.4,44.9,25483.0,10.145767,8.174985,6.7475867,4.8146205,0.24161957,9.92935
390,51.0,1266,90.6,3738,30007.0,6500,13.2,59.3,16.9,44.3,36507.0,10.5052595,8.226306,7.1436176,4.506454,0.21661612,10.309186
391,51.2,1964,78.7,3970,34849.0,7085,8.5,65.2,14.5,27.8,41934.0,10.643852,8.286521,7.5827384,4.365643,0.20330569,10.458779
392,51.2,9166,101.8,4980,35414.0,7175,6.2,76.5,11.2,50.3,42589.0,10.659351,8.5131855,9.123257,4.62301,0.20260349,10.474862
393,51.6,14733,107.3,4971,35024.0,6276,2.6,76.5,10.2,55.1,41300.0,10.628618,8.511376,9.597845,4.6756287,0.17919141,10.463789
394,51.7,865,103.5,3810,26470.0,4947,9.7,66.1,15.2,63.0,31417.0,10.355104,8.245384,6.7627296,4.6395717,0.18689083,10.183767
395,52.3,1668,104.9,3725,25984.0,5393,18.9,42.2,16.0,62.5,31377.0,10.35383,8.222822,7.4193807,4.6530075,0.2075508,10.165236
396,52.9,688,109.7,3628,23437.0,5607,4.8,82.1,30.0,46.5,29044.0,10.276567,8.196437,6.5337887,4.697749,0.2392371,10.062071
397,54.0,702,131.4,6057,34291.0,7245,18.0,44.0,15.5,39.1,41536.0,10.6343155,8.70897,6.5539336,4.878246,0.21127993,10.442638
398,54.3,2171,92.3,3683,28518.0,7027,11.1,65.6,4.9,26.0,35545.0,10.478555,8.211483,7.6829433,4.525044,0.24640578,10.25829
399,55.2,2264,118.7,4657,29398.0,5758,7.2,72.5,20.3,44.4,35156.0,10.46755,8.446127,7.7248883,4.7765994,0.19586366,10.288682
400,55.9,820,86.9,3750,28349.0,6760,9.8,66.5,1.9,9.3,35109.0,10.466213,8.229511,6.7093043,4.464758,0.23845638,10.252347
401,56.8,1658,126.4,5661,32825.0,5942,31.9,65.0,5.8,71.4,38767.0,10.565325,8.6413555,7.4133673,4.8394513,0.18102056,10.398946
402,59.9,363,134.8,3818,19764.0,4734,16.5,53.4,5.9,26.5,24498.0,10.106347,8.247482,5.894403,4.9037924,0.2395264,9.891618
403,60.9,1689,78.4,5380,41856.0,9468,35.8,23.5,7.0,11.2,51324.0,10.845914,8.590444,7.431892,4.361824,0.22620413,10.641991
404,61.1,2631,100.7,5088,35020.0,7655,17.5,61.1,8.1,22.7,42675.0,10.661368,8.53464,7.875119,4.612146,0.21858938,10.463675
405,73.8,4024,85.2,3942,32678.0,6220,8.7,83.3,11.5,26.8,38898.0,10.568698,8.279444,8.300032,4.4450016,0.19034213,10.394458
406,74.4,850,122.4,5029,29210.0,6513,1.6,91.9,9.5,9.7,35723.0,10.48355,8.522977,6.7452364,4.8072944,0.22297159,10.282267
407,79.5,7585,93.3,4529,33645.0,7682,22.0,40.6,2.7,7.2,41327.0,10.6292715,8.418257,8.933928,4.53582,0.22832516,10.423619
