,prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
867,20.1,0.2,283.0,1408.0,5,1408.0,1,7.2499256
868,100.0,2.0,188.0,188.0,13,195.0,1,5.273
869,78.7,0.48,2780.0,3533.0,19,4158.0,0,8.332789
870,92.3,0.33,854.0,925.0,23,1277.0,0,7.152269
871,86.0,4.63,584.0,679.0,7,869.0,0,6.767343
872,100.0,0.71,92.0,92.0,30,111.0,1,4.7095304
873,100.0,0.66,142.0,142.0,7,186.0,1,5.2257466
874,90.1,0.11,649.0,720.0,20,1733.0,1,7.457609
875,91.5,0.82,355.0,388.0,25,456.0,1,6.122493
876,100.0,0.39,441.0,441.0,9,708.0,0,6.562444
877,72.5,0.86,1376.0,1898.0,20,2247.0,0,7.7173514
878,82.8,0.57,202.0,244.0,7,301.0,0,5.7071104
879,48.9,0.99,331.0,677.0,10,677.0,1,6.517671
880,100.0,3.4,165.0,165.0,14,174.0,1,5.159055
881,100.0,0.19,322.0,322.0,7,454.0,0,6.1180973
882,100.0,1.37,107.0,107.0,17,145.0,1,4.9767337
883,86.2,0.41,581.0,674.0,6,1380.0,0,7.229839
884,75.7,0.21,171.0,226.0,7,305.0,0,5.7203116
885,100.0,0.3,182.0,182.0,7,182.0,0,5.2040067
886,100.0,0.91,188.0,188.0,7,216.0,1,5.3752785
887,100.0,0.53,109.0,109.0,8,177.0,1,5.17615
888,100.0,0.32,408.0,408.0,8,548.0,0,6.3062754
889,65.3,0.39,252.0,386.0,8,604.0,1,6.403574
890,100.0,1.56,1203.0,1203.0,44,2304.0,0,7.742402
891,85.5,0.3,2291.0,2679.0,19,5819.0,0,8.668883
892,20.6,0.04,1151.0,5586.0,7,5819.0,0,8.668883
893,89.8,0.42,336.0,374.0,7,1081.0,0,6.985642
894,83.8,0.42,325.0,388.0,7,583.0,0,6.368187
895,100.0,0.48,6888.0,6888.0,48,7830.0,0,8.965717
896,53.8,0.45,820.0,1524.0,8,2629.0,0,7.8743587
897,61.2,0.2,290.0,474.0,5,818.0,0,6.7068624
898,100.0,0.8,148.0,148.0,11,193.0,0,5.26269
899,100.0,0.14,221.0,221.0,8,234.0,1,5.4553213
900,48.2,0.11,520.0,1079.0,5,2071.0,0,7.635787
901,66.3,0.42,450.0,679.0,7,759.0,0,6.632002
902,69.9,0.54,1817.0,2600.0,8,4270.0,1,8.359369
903,100.0,0.38,175.0,175.0,37,511.0,1,6.2363696
904,100.0,0.66,96.0,96.0,7,132.0,1,4.882802
905,100.0,0.61,186.0,186.0,6,260.0,1,5.560682
906,78.0,0.27,184.0,236.0,5,274.0,1,5.613128
907,100.0,0.52,259.0,259.0,12,484.0,1,6.182085
908,50.0,0.41,168.0,336.0,15,478.0,1,6.1696105
909,100.0,0.57,2567.0,2567.0,5,6500.0,0,8.779557
910,100.0,4.35,127.0,127.0,15,230.0,1,5.4380794
911,100.0,3.46,100.0,100.0,20,201.0,0,5.3033047
912,100.0,0.72,132.0,132.0,16,234.0,1,5.4553213
913,100.0,1.02,268.0,268.0,8,457.0,1,6.1246834
914,100.0,1.44,78.0,78.0,10,528.0,1,6.2690964
915,100.0,0.62,136.0,136.0,16,379.0,0,5.9375362
916,100.0,0.25,214.0,214.0,11,242.0,0,5.488938
917,88.0,0.43,16236.0,18442.0,7,30308.0,0,10.319167
918,99.7,0.58,301.0,302.0,8,478.0,1,6.1696105
919,59.9,0.17,124.0,207.0,7,389.0,1,5.963579
920,100.0,3.71,8449.0,8449.0,7,21963.0,1,9.997114
921,59.6,0.53,161.0,270.0,5,820.0,0,6.7093043
922,100.0,1.21,126.0,126.0,9,232.0,1,5.4467373
923,100.0,0.25,970.0,970.0,26,1030.0,0,6.937314
924,100.0,0.55,238.0,238.0,6,371.0,1,5.916202
925,100.0,1.0,105.0,105.0,7,122.0,1,4.804021
926,100.0,0.16,166.0,166.0,7,346.0,1,5.846439
927,68.9,0.12,73.0,106.0,6,125.0,1,4.828314
928,79.0,0.21,147.0,186.0,7,205.0,0,5.32301
929,87.0,0.62,100.0,115.0,7,124.0,1,4.8202815
930,100.0,0.34,281.0,281.0,7,656.0,1,6.4861608
931,95.9,0.51,4394.0,4584.0,24,5105.0,0,8.537975
932,77.2,0.17,404.0,523.0,6,645.0,0,6.46925
933,100.0,1.24,79.0,79.0,7,1090.0,0,6.993933
934,100.0,1.13,48777.0,48777.0,7,144387.0,0,11.880253
935,91.7,0.43,199.0,217.0,5,356.0,0,5.874931
936,77.7,0.48,87.0,112.0,34,146.0,1,4.983607
937,100.0,0.43,349.0,349.0,7,555.0,0,6.3189683
938,8.8,0.5,142.0,1605.0,14,2215.0,0,7.7030077
939,60.9,0.37,978.0,1605.0,8,2215.0,0,7.7030077
940,100.0,1.69,289.0,289.0,28,497.0,0,6.20859
941,100.0,2.36,207.0,207.0,5,226.0,1,5.420535
942,100.0,1.5,284.0,284.0,9,321.0,1,5.771441
943,62.6,0.39,555.0,886.0,5,1201.0,0,7.09091
944,100.0,0.18,113.0,113.0,9,186.0,0,5.2257466
945,100.0,1.07,748.0,748.0,20,931.0,1,6.8362594
946,65.5,0.46,525.0,802.0,7,822.0,0,6.7117405
947,99.0,0.14,307.0,310.0,15,1077.0,1,6.9819345
948,78.5,1.11,299.0,381.0,5,531.0,1,6.274762
949,100.0,1.73,107.0,107.0,7,237.0,1,5.46806
950,100.0,0.53,98.0,98.0,18,111.0,1,4.7095304
951,97.0,0.16,96.0,99.0,7,121.0,1,4.7957907
952,89.9,0.39,321.0,357.0,8,587.0,1,6.375025
953,77.9,0.48,116.0,149.0,6,184.0,0,5.214936
954,100.0,0.66,65.0,65.0,33,80.0,0,4.3820267
955,100.0,0.41,105.0,105.0,13,166.0,1,5.1119876
956,73.4,0.28,259.0,353.0,6,424.0,0,6.0497336
957,100.0,1.8,165.0,165.0,8,219.0,1,5.389072
958,100.0,0.74,272.0,272.0,8,555.0,0,6.3189683
959,89.0,0.77,1896.0,2130.0,29,2774.0,0,7.9280457
960,64.7,0.07,311.0,481.0,7,1181.0,0,7.0741167
961,100.0,0.67,220.0,220.0,6,220.0,1,5.3936276
962,89.4,0.37,447.0,500.0,5,544.0,0,6.2989492
963,78.7,0.12,573.0,728.0,6,769.0,0,6.645091
964,76.9,0.4,681.0,885.0,8,1941.0,0,7.5709586
965,64.6,0.28,747.0,1157.0,7,3018.0,1,8.01235
966,78.8,1.15,178.0,226.0,20,451.0,1,6.1114674
967,100.0,0.5,131.0,131.0,17,160.0,1,5.075174
968,83.9,0.41,1787.0,2129.0,27,2312.0,0,7.745868
969,100.0,0.1,182.0,182.0,11,183.0,1,5.209486
970,43.6,0.1,3464.0,7948.0,8,13072.0,0,9.478228
971,95.4,0.3,187.0,196.0,7,235.0,0,5.4595857
972,95.8,0.32,182.0,190.0,5,261.0,1,5.5645204
973,100.0,0.69,134.0,134.0,8,169.0,1,5.1298985
974,73.5,0.17,114.0,155.0,6,332.0,0,5.805135
975,100.0,0.68,394.0,394.0,45,420.0,0,6.0402546
976,91.3,0.32,158.0,173.0,21,628.0,1,6.44254
977,82.6,4.13,90.0,109.0,6,383.0,1,5.948035
978,100.0,0.72,115.0,115.0,32,518.0,0,6.249975
979,63.4,0.09,4877.0,7696.0,9,12539.0,0,9.436599
980,50.3,0.1,1110.0,2208.0,5,3928.0,0,8.275886
981,100.0,0.14,283.0,283.0,7,354.0,0,5.869297
982,93.7,0.45,208.0,222.0,16,419.0,0,6.037871
983,99.1,1.46,111.0,112.0,37,199.0,1,5.293305
984,93.1,0.27,764.0,821.0,15,3463.0,0,8.149891
985,67.6,0.21,3188.0,4716.0,15,6489.0,0,8.7778635
986,73.4,0.18,370.0,504.0,7,628.0,0,6.44254
987,85.0,0.37,713.0,839.0,27,976.0,0,6.8834624
988,77.0,0.42,3357.0,4357.0,37,11120.0,0,9.316501
989,90.4,0.37,2305.0,2549.0,22,2549.0,0,7.8434563
990,37.0,0.22,80.0,216.0,7,261.0,1,5.5645204
991,100.0,0.95,576.0,576.0,7,705.0,1,6.558198
992,100.0,0.89,531.0,531.0,6,1561.0,1,7.3530817
993,100.0,0.29,278.0,278.0,12,2112.0,0,7.6553907
994,86.4,0.32,445.0,515.0,7,693.0,0,6.54103
995,49.7,0.18,279.0,561.0,7,1162.0,0,7.057898
996,100.0,3.73,105.0,105.0,20,284.0,1,5.6489744
997,73.0,0.37,27935.0,38276.0,27,53942.0,0,10.895664
998,83.5,0.37,58811.0,70429.0,27,89177.0,0,11.398378
999,100.0,0.15,110.0,110.0,30,182.0,1,5.2040067
1000,100.0,0.65,1268.0,1268.0,19,1921.0,0,7.560601
1001,100.0,0.53,353.0,353.0,7,677.0,1,6.517671
1002,100.0,0.19,1390.0,1390.0,7,1729.0,0,7.4552984
1003,74.0,0.32,368.0,497.0,7,608.0,0,6.410175
1004,100.0,0.83,125.0,125.0,11,132.0,1,4.882802
1005,72.7,0.82,112.0,154.0,16,224.0,0,5.411646
1006,75.5,0.37,1058.0,1402.0,16,1760.0,0,7.473069
1007,72.6,0.52,191.0,263.0,17,744.0,0,6.612041
1008,99.2,0.69,238.0,240.0,28,240.0,1,5.480639
1009,100.0,0.2,2239.0,2239.0,11,2291.0,0,7.7367435
1010,82.6,0.33,314.0,380.0,8,1685.0,0,7.4295206
1011,100.0,0.37,132.0,132.0,19,138.0,0,4.9272537
1012,98.9,0.65,90.0,91.0,7,231.0,1,5.4424176
1013,89.8,0.36,1069.0,1190.0,11,3799.0,0,8.242494
1014,100.0,0.28,113.0,113.0,9,3799.0,0,8.242494
1015,72.9,0.4,194.0,266.0,4,363.0,0,5.894403
1016,100.0,2.16,529.0,529.0,30,680.0,0,6.522093
1017,85.3,1.18,924.0,1083.0,8,26052.0,0,10.16785
1018,96.4,0.32,400.0,415.0,11,1301.0,0,7.1708884
1019,100.0,0.29,206.0,206.0,8,205.0,1,5.32301
1020,60.2,0.13,711.0,1182.0,8,1529.0,0,7.3323693
1021,100.0,0.66,126.0,126.0,5,168.0,1,5.123964
1022,76.2,0.41,179.0,235.0,7,1337.0,0,7.1981835
1023,100.0,1.77,152.0,152.0,16,230.0,1,5.4380794
1024,100.0,0.94,356.0,356.0,9,366.0,1,5.902633
1025,89.6,3.78,180.0,201.0,14,350.0,0,5.857933
1026,71.6,4.18,154.0,215.0,5,384.0,1,5.9506426
1027,99.6,1.0,280.0,281.0,14,328.0,1,5.7930136
1028,100.0,0.92,310.0,310.0,24,385.0,1,5.9532433
1029,100.0,0.57,2749.0,2749.0,21,6948.0,0,8.84621
1030,100.0,0.29,322.0,322.0,20,388.0,1,5.961005
1031,82.5,0.25,950.0,1151.0,20,1567.0,1,7.3569183
1032,100.0,0.33,228.0,228.0,8,489.0,0,6.1923623
1033,100.0,0.08,1435.0,1435.0,15,1719.0,1,7.449498
1034,44.3,0.11,258.0,582.0,5,1013.0,1,6.9206715
1035,100.0,0.58,261.0,261.0,6,734.0,0,6.598509
1036,100.0,0.23,114.0,114.0,21,175.0,0,5.164786
1037,100.0,0.33,223.0,223.0,13,322.0,1,5.7745514
1038,100.0,0.2,240.0,240.0,7,371.0,1,5.916202
1039,100.0,1.28,114.0,114.0,17,134.0,1,4.89784
1040,100.0,1.09,67.0,67.0,15,168.0,1,5.123964
1041,100.0,0.56,102.0,102.0,9,130.0,1,4.8675346
1042,94.6,0.37,5243.0,5541.0,27,6685.0,0,8.807622
1043,100.0,1.49,416.0,416.0,16,1295.0,0,7.166266
1044,100.0,0.77,117.0,117.0,9,150.0,1,5.0106354
1045,74.0,0.18,142.0,192.0,15,436.0,0,6.0776424
1046,87.9,0.37,343.0,390.0,9,1228.0,0,7.113142
1047,92.8,0.38,308.0,332.0,14,635.0,0,6.453625
1048,79.5,0.42,454.0,571.0,14,962.0,1,6.8690143
1049,100.0,0.4,78.0,78.0,12,82.0,1,4.406719
1050,100.0,4.12,441.0,441.0,6,12000.0,1,9.392662
1051,100.0,0.44,99.0,99.0,6,99.0,1,4.59512
1052,87.2,0.41,170.0,195.0,6,202.0,1,5.3082676
1053,100.0,2.0,212.0,212.0,7,327.0,1,5.7899604
1054,89.1,0.5,1099.0,1233.0,7,1997.0,1,7.5994015
1055,100.0,0.08,226.0,226.0,6,449.0,1,6.107023
1056,100.0,0.23,157.0,157.0,5,185.0,1,5.220356
1057,100.0,1.27,773.0,773.0,30,923.0,1,6.827629
1058,44.7,1.0,519.0,1162.0,6,6358.0,1,8.757469
1059,100.0,0.33,106.0,106.0,7,119.0,1,4.7791233
1060,87.6,0.41,254.0,290.0,9,338.0,1,5.8230457
1061,66.3,0.61,1202.0,1813.0,9,8208.0,0,9.012864
1062,100.0,0.16,488.0,488.0,5,503.0,1,6.22059
1063,100.0,0.44,127.0,127.0,29,214.0,1,5.365976
1064,100.0,0.74,131.0,131.0,5,159.0,0,5.0689044
1065,38.4,0.03,2234.0,5815.0,6,9266.0,0,9.134107
1066,100.0,4.64,150.0,150.0,24,356.0,1,5.874931
1067,39.8,3.0,882.0,2218.0,5,2218.0,0,7.704361
1068,100.0,0.34,561.0,561.0,5,1613.0,1,7.385851
1069,85.2,0.55,276.0,324.0,14,331.0,0,5.8021183
1070,99.9,1.67,722.0,723.0,29,758.0,1,6.6306834
1071,96.3,0.31,5502.0,5712.0,5,10216.0,0,9.23171
1072,97.6,0.41,820.0,840.0,16,877.0,0,6.776507
1073,99.3,1.24,150.0,151.0,7,163.0,1,5.09375
1074,100.0,1.16,373.0,373.0,7,607.0,1,6.408529
1075,71.7,0.43,195.0,272.0,13,461.0,1,6.133398
1076,100.0,4.25,144.0,144.0,6,148.0,1,4.9972124
1077,100.0,0.41,90.0,90.0,33,197.0,1,5.2832036
1078,87.0,0.55,114.0,131.0,22,1229.0,0,7.113956
1079,84.6,0.5,838.0,990.0,8,1582.0,0,7.366445
1080,75.5,0.37,1516.0,2008.0,7,4273.0,0,8.360071
1081,62.9,0.2,1368.0,2176.0,7,4273.0,0,8.360071
1082,100.0,3.03,625.0,625.0,28,2685.0,0,7.895436
1083,100.0,0.37,830.0,830.0,7,939.0,0,6.8448153
1084,89.0,0.2,291.0,327.0,7,1170.0,0,7.0647593
1085,83.3,0.31,2319.0,2784.0,10,3154.0,0,8.056427
1086,82.7,0.33,234.0,283.0,7,1153.0,0,7.0501227
1087,100.0,0.41,461.0,461.0,6,6938.0,0,8.844769
1088,100.0,0.41,200.0,200.0,6,6938.0,0,8.844769
1089,100.0,0.41,756.0,756.0,6,6938.0,0,8.844769
1090,100.0,0.41,303.0,303.0,6,6938.0,0,8.844769
1091,87.5,1.0,1633.0,1867.0,20,8686.0,0,9.069468
1092,100.0,2.94,303.0,303.0,8,539.0,0,6.289716
1093,73.9,0.45,133.0,180.0,7,302.0,0,5.710427
1094,64.0,0.84,304.0,475.0,5,517.0,0,6.248043
1095,100.0,0.96,387.0,387.0,9,482.0,1,6.177944
1096,74.6,0.1,4597.0,6162.0,7,11649.0,0,9.362976
1097,84.3,0.88,70.0,83.0,7,180.0,1,5.192957
1098,100.0,1.19,241.0,241.0,27,503.0,1,6.22059
1099,75.1,0.13,368.0,490.0,24,987.0,0,6.89467
1100,100.0,1.53,420.0,420.0,14,2964.0,0,7.994295
1101,100.0,1.85,2103.0,2103.0,5,2964.0,0,7.994295
1102,100.0,1.43,51.0,51.0,16,146.0,1,4.983607
1103,100.0,0.4,176.0,176.0,5,176.0,1,5.170484
1104,100.0,0.66,231.0,231.0,5,488.0,1,6.1903152
1105,100.0,1.66,205.0,205.0,9,209.0,0,5.3423343
1106,100.0,0.84,214.0,214.0,25,258.0,1,5.5529594
1107,100.0,0.46,4474.0,4474.0,27,6512.0,0,8.781402
1108,95.0,0.37,515.0,542.0,14,894.0,1,6.795706
1109,100.0,3.59,193.0,193.0,5,309.0,1,5.733341
1110,99.4,0.58,174.0,175.0,7,508.0,0,6.2304816
1111,93.2,0.68,204.0,219.0,7,295.0,1,5.6869755
1112,91.6,0.19,327.0,357.0,9,500.0,1,6.214608
1113,100.0,0.58,246.0,246.0,6,246.0,0,5.5053315
1114,100.0,0.6,2667.0,2667.0,23,17865.0,1,9.790599
1115,50.7,0.08,336.0,663.0,5,705.0,0,6.558198
1116,91.4,0.56,159.0,174.0,6,206.0,0,5.327876
1117,100.0,0.09,143.0,143.0,6,503.0,1,6.22059
1118,89.9,1.02,240.0,267.0,33,895.0,0,6.7968235
1119,71.7,0.34,803.0,1120.0,9,1801.0,0,7.4960976
1120,67.8,0.33,99.0,146.0,7,203.0,1,5.313206
1121,66.6,0.41,1116.0,1676.0,9,1850.0,0,7.522941
1122,91.9,0.4,375.0,408.0,10,408.0,0,6.011267
1123,99.2,0.36,122.0,123.0,10,123.0,0,4.8121843
1124,88.0,0.54,191.0,217.0,8,232.0,0,5.4467373
1125,59.2,0.23,12083.0,20394.0,39,27000.0,0,10.203592
1126,89.0,0.44,12305.0,13822.0,31,24510.0,0,10.106836
1127,100.0,0.95,432.0,432.0,41,613.0,1,6.418365
1128,75.3,0.13,374.0,497.0,10,517.0,0,6.248043
1129,81.3,0.43,883.0,1086.0,39,1481.0,0,7.3004727
1130,100.0,0.44,162.0,162.0,15,212.0,1,5.3565865
1131,100.0,2.84,482.0,482.0,32,716.0,0,6.5736804
1132,95.4,0.48,7124.0,7469.0,33,29131.0,0,10.279558
1133,91.7,0.33,17636.0,19242.0,33,29131.0,0,10.279558
1134,97.2,0.49,172.0,177.0,38,689.0,0,6.535241
1135,79.7,0.5,247.0,310.0,24,338.0,0,5.8230457
1136,79.0,0.51,452.0,572.0,18,906.0,1,6.809039
1137,93.3,0.39,181.0,194.0,23,239.0,0,5.4764633
1138,94.2,0.54,36552.0,38798.0,40,60916.0,0,11.017251
1139,76.3,0.52,8723.0,11430.0,28,19116.0,0,9.858281
1140,100.0,2.98,957.0,957.0,27,3225.0,1,8.078689
1141,100.0,3.14,1515.0,1515.0,40,4838.0,0,8.484257
1142,77.7,0.46,3262.0,4199.0,36,6874.0,0,8.835502
1143,82.3,0.18,116.0,141.0,5,160.0,0,5.075174
1144,76.1,0.25,38977.0,51189.0,9,57279.0,0,10.955689
1145,82.5,0.53,255.0,309.0,7,324.0,1,5.7807436
1146,100.0,0.33,306.0,306.0,33,522.0,0,6.2576675
1147,82.7,0.41,1084.0,1310.0,25,2388.0,0,7.7782116
1148,91.5,1.32,929.0,1015.0,38,2388.0,0,7.7782116
1149,84.2,0.43,133.0,158.0,32,2156.0,0,7.67601
1150,78.0,0.36,578.0,741.0,37,979.0,0,6.886532
1151,100.0,0.55,750.0,750.0,13,924.0,1,6.828712
1152,93.9,0.42,139.0,148.0,32,165.0,1,5.1059456
1153,91.1,0.39,2220.0,2437.0,16,4036.0,0,8.303009
1154,100.0,0.64,99.0,99.0,16,271.0,1,5.602119
1155,100.0,1.63,103.0,103.0,23,591.0,0,6.381816
1156,100.0,2.3,89.0,89.0,33,456.0,1,6.122493
1157,100.0,3.98,176.0,176.0,24,428.0,0,6.059123
1158,100.0,1.7,1349.0,1349.0,16,2548.0,1,7.843064
1159,81.3,0.81,87.0,107.0,23,243.0,0,5.4930615
1160,100.0,4.38,197.0,197.0,19,589.0,0,6.378426
1161,83.8,0.38,358.0,427.0,7,3980.0,0,8.289037
1162,71.6,1.91,682.0,953.0,40,1312.0,0,7.179308
1163,100.0,0.34,61.0,61.0,16,69.0,1,4.2341065
1164,100.0,1.61,1121.0,1121.0,25,1745.0,1,7.46451
1165,99.9,0.95,1004.0,1005.0,22,1094.0,1,6.997596
1166,100.0,0.03,1570.0,1570.0,31,31853.0,1,10.368887
1167,100.0,1.63,582.0,582.0,41,12811.0,0,9.458059
1168,99.8,0.71,2726.0,2731.0,25,3133.0,1,8.0497465
1169,90.3,0.53,215.0,238.0,6,342.0,1,5.8348107
1170,100.0,0.97,88.0,88.0,20,284.0,1,5.6489744
1171,100.0,2.75,378.0,378.0,29,477.0,1,6.1675167
1172,90.3,0.35,243.0,269.0,29,399.0,0,5.988961
1173,100.0,1.5,92.0,92.0,32,165.0,1,5.1059456
1174,100.0,2.36,135.0,135.0,21,135.0,0,4.905275
1175,100.0,1.79,264.0,264.0,21,264.0,0,5.575949
1176,100.0,0.8,680.0,680.0,24,858.0,0,6.754604
1177,100.0,0.17,4439.0,4439.0,7,5179.0,0,8.552367
1178,70.3,0.45,473.0,673.0,9,2549.0,0,7.8434563
1179,100.0,0.44,529.0,529.0,7,529.0,1,6.2709885
1180,100.0,1.02,171.0,171.0,19,492.0,1,6.1984787
1181,100.0,0.12,330.0,330.0,19,330.0,1,5.799093
1182,91.6,0.75,4511.0,4926.0,22,9417.0,0,9.150271
1183,100.0,1.11,2706.0,2706.0,24,3068.0,1,8.028781
1184,44.1,0.38,1067.0,2422.0,7,3473.0,0,8.152774
1185,100.0,0.57,1251.0,1251.0,13,1300.0,1,7.17012
1186,86.9,0.25,126.0,145.0,11,230.0,0,5.4380794
1187,100.0,0.67,270.0,270.0,23,474.0,1,6.161207
1188,100.0,1.66,1167.0,1167.0,25,1602.0,1,7.3790083
1189,62.2,0.16,634.0,1020.0,7,1020.0,0,6.927558
1190,77.3,0.35,656.0,849.0,7,36962.0,0,10.517646
1191,76.9,0.19,100.0,130.0,7,195.0,1,5.273
1192,53.1,0.22,220.0,414.0,8,1460.0,0,7.286192
1193,66.5,0.25,179.0,269.0,7,269.0,1,5.5947113
1194,100.0,0.29,13518.0,13518.0,21,18677.0,0,9.835048
1195,100.0,2.45,10518.0,10518.0,13,19055.0,1,9.855084
1196,100.0,0.71,43410.0,43410.0,42,65151.0,0,11.084463
1197,100.0,0.28,1539.0,1539.0,14,1539.0,1,7.338888
1198,70.5,0.45,308.0,437.0,5,476.0,1,6.1654177
1199,61.5,0.71,2057.0,3343.0,19,22026.0,1,9.999979
1200,90.0,0.45,955.0,1061.0,14,1223.0,1,7.109062
1201,100.0,0.26,492.0,492.0,9,526.0,0,6.265301
1202,100.0,0.53,108.0,108.0,8,144.0,1,4.9698133
1203,63.3,0.2,1774.0,2804.0,9,8546.0,0,9.053219
1204,56.7,0.16,2707.0,4775.0,7,6740.0,1,8.815815
1205,100.0,0.96,579.0,579.0,16,844.0,1,6.7381525
1206,100.0,1.33,123.0,123.0,19,171.0,1,5.1416636
1207,100.0,0.42,111.0,111.0,7,158.0,1,5.062595
1208,68.7,0.16,491.0,715.0,7,1012.0,0,6.919684
1209,93.2,0.5,11420.0,12249.0,27,29557.0,0,10.294076
1210,100.0,0.05,583.0,583.0,8,666.0,1,6.50129
1211,76.4,2.05,223.0,292.0,11,333.0,1,5.8081427
1212,88.6,1.28,1640.0,1852.0,6,4094.0,0,8.317278
1213,100.0,1.03,155.0,155.0,10,240.0,1,5.480639
1214,80.6,0.2,228.0,283.0,7,385.0,1,5.9532433
1215,100.0,2.31,283.0,283.0,8,341.0,0,5.8318825
1216,84.9,0.41,118.0,139.0,7,405.0,1,6.003887
1217,90.5,0.37,12981.0,14339.0,40,50697.0,0,10.833622
1218,100.0,0.27,704.0,704.0,17,50697.0,0,10.833622
1219,100.0,0.08,613.0,613.0,22,50697.0,0,10.833622
1220,100.0,0.37,1075.0,1075.0,22,50697.0,0,10.833622
1221,78.8,0.43,216.0,274.0,8,370.0,1,5.913503
1222,46.9,0.23,307.0,655.0,8,655.0,1,6.4846354
1223,91.7,0.16,7673.0,8364.0,37,11930.0,0,9.386811
1224,100.0,1.78,129.0,129.0,15,286.0,0,5.655992
1225,100.0,0.34,119.0,119.0,11,152.0,0,5.0238805
1226,88.2,0.4,240.0,272.0,16,338.0,1,5.8230457
1227,100.0,0.43,127.0,127.0,7,334.0,1,5.811141
1228,86.3,0.8,594.0,688.0,6,929.0,0,6.834109
1229,61.4,0.21,89.0,145.0,8,186.0,1,5.2257466
1230,97.1,0.42,167.0,172.0,18,196.0,1,5.278115
1231,76.3,0.3,297.0,389.0,9,569.0,0,6.3438807
1232,86.5,0.4,147.0,170.0,23,205.0,0,5.32301
1233,35.8,0.17,435.0,1215.0,5,1517.0,1,7.32449
1234,74.7,1.13,515.0,689.0,6,26052.0,1,10.16785
1235,100.0,0.86,684.0,684.0,13,859.0,0,6.755769
1236,51.9,0.11,309.0,595.0,6,603.0,1,6.401917
1237,62.0,0.12,455.0,734.0,5,910.0,1,6.8134446
1238,78.6,0.54,869.0,1105.0,5,1396.0,1,7.2413664
1239,81.8,0.8,270.0,330.0,12,398.0,1,5.986452
1240,28.6,0.18,1172.0,4101.0,9,4688.0,0,8.452762
1241,100.0,0.11,600.0,600.0,8,935.0,0,6.8405466
1242,100.0,0.5,446.0,446.0,6,468.0,0,6.1484685
1243,100.0,2.41,119.0,119.0,12,119.0,1,4.7791233
1244,100.0,0.35,600.0,600.0,6,856.0,1,6.75227
1245,100.0,0.26,199.0,199.0,12,661.0,0,6.493754
1246,100.0,0.24,197.0,197.0,30,450.0,1,6.1092477
1247,80.9,0.36,8975.0,11099.0,42,12721.0,0,9.45101
1248,49.2,0.41,493.0,1003.0,18,1599.0,0,7.377134
1249,100.0,2.3,127.0,127.0,25,589.0,1,6.378426
1250,100.0,0.67,202.0,202.0,8,202.0,1,5.3082676
1251,75.2,0.39,2949.0,3921.0,11,6584.0,0,8.7923975
1252,100.0,1.04,149.0,149.0,15,232.0,1,5.4467373
1253,87.4,0.4,209.0,239.0,7,1605.0,0,7.380879
1254,3.0,0.38,1049.0,34547.0,8,88975.0,0,11.396111
1255,84.6,0.44,126.0,149.0,9,155.0,1,5.043425
1256,93.3,0.47,16579.0,17766.0,8,70707.0,0,11.1663
1257,67.2,0.19,240.0,357.0,8,2384.0,0,7.776535
1258,59.9,0.18,1195.0,1994.0,8,2384.0,0,7.776535
1259,100.0,0.4,128.0,128.0,15,138.0,1,4.9272537
1260,86.5,0.5,587.0,679.0,5,694.0,0,6.542472
1261,100.0,0.34,126.0,126.0,7,241.0,1,5.484797
1262,100.0,0.19,514.0,514.0,9,756.0,0,6.6280413
1263,100.0,4.78,358.0,358.0,7,661.0,1,6.493754
1264,100.0,3.85,237.0,237.0,8,317.0,1,5.7589016
1265,100.0,0.31,309.0,309.0,33,355.0,0,5.872118
1266,62.0,0.19,325.0,524.0,12,718.0,0,6.5764694
1267,100.0,1.25,2667.0,2667.0,16,6344.0,0,8.755265
1268,98.9,1.27,177.0,179.0,5,208.0,1,5.3375382
1269,64.6,0.3,363.0,562.0,5,639.0,1,6.4599047
1270,84.1,0.44,143.0,170.0,8,279.0,1,5.6312118
1271,14.9,0.22,1011.0,6801.0,7,9188.0,1,9.125653
1272,81.7,0.47,3168.0,3879.0,7,10526.0,0,9.261603
1273,68.3,0.42,112.0,164.0,16,262.0,1,5.5683446
1274,100.0,0.4,136.0,136.0,12,320.0,1,5.768321
1275,100.0,2.89,765.0,765.0,36,3625.0,0,8.195609
1276,80.4,0.05,234.0,291.0,8,389.0,1,5.963579
1277,72.6,0.32,3349.0,4615.0,8,41406.0,0,10.631181
1278,100.0,0.61,813.0,813.0,7,2413.0,0,7.788626
1279,90.5,0.39,3261.0,3603.0,27,3915.0,0,8.272571
1280,100.0,0.32,77.0,77.0,13,181.0,0,5.198497
1281,80.6,0.17,489.0,607.0,7,1944.0,0,7.572503
1282,64.4,0.32,2013.0,3128.0,7,4561.0,0,8.425297
1283,73.0,0.33,712.0,975.0,13,1148.0,0,7.0457764
1284,85.4,0.48,164.0,192.0,27,327.0,1,5.7899604
1285,70.2,0.12,335.0,477.0,14,2679.0,0,7.893199
1286,86.5,0.37,38493.0,44517.0,27,88975.0,0,11.396111
1287,76.4,0.38,26405.0,34547.0,27,88975.0,0,11.396111
1288,100.0,0.87,222.0,222.0,28,231.0,0,5.4424176
1289,100.0,0.97,72.0,72.0,33,98.0,1,4.5849676
1290,90.8,0.69,45288.0,49893.0,26,117414.0,0,11.673461
