,psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
184,1.06,0.95,2.77,4.25,2.0,4.0,10.0,10.5,1.09,0.9,2.75,5.05,3.0,4.0,10.0,9.0,0,2,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,0.058268853,-0.051293306,11.610052,10.790844,7.5694118,1,0,1,0
185,1.06,0.92,0.9,4.25,3.0,3.0,16.0,15.0,1.08,0.94,0.84,5.05,3.0,3.0,18.0,29.0,0,1,2325.0,0.0416008,1,0.0399834,0.0287831,0.0476508,110200.0,6,48574.0,6,0.058268853,-0.08338159,11.610052,10.790844,7.7514753,1,1,0,0
186,1.02,0.89,0.91,4.62,3.0,3.0,16.0,17.0,1.04,0.93,0.96,5.05,5.0,3.0,16.25,17.5,0,1,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,0.01980261,-0.11653383,11.610052,10.790844,7.5694118,1,1,0,0
187,0.95,0.86,0.95,4.55,3.0,2.0,11.5,14.0,1.0,0.85,0.94,5.1,3.0,2.0,11.5,13.0,0,4,1938.0,0.0363918,1,0.0399834,0.0287831,0.0476508,110200.0,7,48574.0,6,-0.051293306,-0.15082288,11.610052,10.790844,7.5694118,1,0,0,0
188,0.95,0.74,2.34,4.75,2.0,4.0,10.5,13.0,0.95,0.85,2.32,5.05,2.0,4.0,12.0,9.5,1,2,877.0,0.0431187,1,0.201043,0.0684898,0.0946563,110900.0,3,41440.0,5,-0.051293306,-0.30110508,11.6163845,10.632002,6.776507,1,0,1,0
189,1.06,0.93,0.93,4.87,5.0,,17.0,19.75,,,,5.05,3.0,,17.0,27.5,1,1,877.0,0.0431187,1,0.201043,0.0684898,0.0946563,110900.0,3,41440.0,5,0.058268853,-0.07257068,11.6163845,10.632002,6.776507,1,1,0,0
190,1.06,0.95,1.06,4.25,3.0,3.0,16.5,13.5,1.08,1.02,0.87,5.05,3.0,3.0,17.5,11.25,0,1,2932.0,0.0446349,1,0.1095007,0.0659936,0.0867926,88300.0,3,40050.0,6,0.058268853,-0.051293306,11.388495,10.597884,7.98344,1,1,0,0
191,0.95,0.69,1.5,4.45,3.0,4.0,10.0,7.0,0.94,0.73,2.32,5.05,4.0,4.0,11.0,11.5,1,2,2482.0,0.0357215,1,0.1095007,0.0659936,0.0867926,88300.0,3,40050.0,6,-0.051293306,-0.37106368,11.388495,10.597884,7.81682,1,0,1,0
192,1.02,0.95,0.95,4.5,4.0,3.0,15.0,17.0,,0.9,,5.05,4.0,3.0,15.0,19.5,0,1,1103.0,0.0323122,1,0.0458751,0.0465341,0.0656895,98000.0,1,42176.0,11,0.01980261,-0.051293306,11.4927225,10.649607,7.005789,1,1,0,0
193,1.06,0.89,0.91,4.5,3.0,3.0,16.0,15.0,0.93,0.84,0.93,5.05,3.0,3.0,16.0,25.0,0,1,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,0.058268853,-0.11653383,11.468973,10.588401,7.418181,1,1,0,0
194,1.06,0.95,2.77,4.25,3.0,5.0,10.5,7.5,1.05,0.94,2.75,5.05,3.0,5.0,10.5,11.0,0,2,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,0.058268853,-0.051293306,11.468973,10.588401,7.418181,1,0,1,0
195,0.95,0.71,0.95,4.25,2.0,2.0,11.5,11.0,1.0,0.85,0.94,5.3,2.0,2.0,10.5,13.0,0,4,1666.0,0.0621878,1,0.1953666,0.1388848,0.0985172,95700.0,4,39672.0,11,-0.051293306,-0.34249035,11.468973,10.588401,7.418181,1,0,0,0
196,1.06,0.91,0.95,4.5,3.0,5.0,16.0,12.0,1.01,1.01,0.94,5.05,3.0,5.0,16.0,9.5,1,3,3684.0,0.065928,1,0.0026281,0.0849037,0.1666981,64700.0,1,35682.0,6,0.058268853,-0.09431065,11.077517,10.482402,8.211755,1,0,0,1
197,0.95,0.92,0.95,4.8,3.0,2.0,16.0,17.5,1.0,0.84,2.69,5.05,3.0,2.0,16.0,20.5,0,4,4215.0,0.0249147,1,0.0108808,0.0434402,0.098887,88800.0,2,39207.0,6,-0.051293306,-0.08338159,11.394142,10.576611,8.346405,1,0,0,0
198,1.02,0.88,0.91,4.25,3.0,,16.0,25.0,,,,,,,,,0,1,4215.0,0.0249147,1,0.0108808,0.0434402,0.098887,88800.0,2,39207.0,6,0.01980261,-0.12783338,11.394142,10.576611,8.346405,1,1,0,0
199,1.06,0.91,0.79,4.25,3.0,,16.0,9.0,,,,,0.0,,,0.0,1,3,2868.0,0.0507008,1,0.0292064,0.0259011,0.0387564,138700.0,2,54981.0,6,0.058268853,-0.09431065,11.840069,10.914743,7.96137,1,0,0,1
200,1.02,0.85,0.85,5.0,4.0,3.0,14.5,19.0,1.05,,0.84,5.05,4.0,3.0,14.5,22.5,0,1,2868.0,0.0507008,1,0.0292064,0.0259011,0.0387564,138700.0,2,54981.0,6,0.01980261,-0.1625189,11.840069,10.914743,7.96137,1,1,0,0
201,1.18,1.06,,5.25,5.0,5.0,24.0,43.0,1.22,1.05,1.05,5.05,5.0,5.0,24.0,41.5,0,3,292.0,0.0339122,1,0.0550422,0.0735619,0.0681422,96300.0,2,39345.0,1,0.1655144,0.058268853,11.475224,10.580124,5.676754,1,0,0,1
202,1.0,0.85,0.88,,2.0,3.0,16.0,14.5,1.05,0.84,0.87,5.05,2.0,3.0,16.0,14.5,0,1,292.0,0.0339122,1,0.0550422,0.0735619,0.0681422,96300.0,3,39345.0,1,0.0,-0.1625189,11.475224,10.580124,5.676754,1,1,0,0
203,0.9,0.8,0.8,4.25,3.0,3.0,16.0,16.5,1.05,0.88,0.91,5.05,5.0,3.0,16.0,42.5,0,1,2115.0,0.0527302,1,0.0644616,0.0365812,0.0591291,170700.0,3,61835.0,6,-0.105360545,-0.22314353,12.047663,11.032225,7.6568103,1,1,0,0
204,0.95,0.74,2.34,4.62,4.0,4.0,10.0,9.0,0.95,0.74,2.32,5.05,3.0,4.0,10.0,7.5,1,2,2115.0,0.0527302,1,0.0644616,0.0365812,0.0591291,170700.0,3,61835.0,6,-0.051293306,-0.30110508,12.047663,11.032225,7.6568103,1,0,1,0
205,0.91,0.74,2.34,5.5,2.0,,10.0,7.5,,,2.32,5.05,3.0,,11.0,6.5,1,2,1987.0,0.0566702,1,0.9816579,0.09763,0.1395122,81500.0,1,41429.0,6,-0.09431065,-0.30110508,11.308358,10.631737,7.5943813,1,0,1,0
206,1.07,0.85,0.95,4.37,3.0,3.0,16.0,18.75,1.01,1.01,0.89,5.05,4.0,3.0,16.0,,1,3,4775.0,0.0356287,1,0.5597082,0.0444408,0.0284454,95100.0,3,48741.0,5,0.0676587,-0.1625189,11.462685,10.794276,8.471149,1,0,0,1
207,1.06,0.85,0.95,4.25,2.0,3.0,16.0,21.0,0.95,0.95,0.95,5.05,2.0,3.0,16.0,9.5,1,1,4775.0,0.0356287,1,0.5597082,0.0444408,0.0284454,95100.0,3,48741.0,5,0.058268853,-0.1625189,11.462685,10.794276,8.471149,1,1,0,0
208,1.02,0.95,0.95,4.75,3.0,5.0,16.0,10.0,1.01,1.01,0.89,5.05,3.0,5.0,16.0,9.5,1,3,4960.0,0.0211891,1,0.1735384,0.0725547,0.0769231,87900.0,2,37575.0,6,0.01980261,-0.051293306,11.383955,10.534094,8.509161,1,0,0,1
209,1.06,0.87,0.91,4.25,3.0,5.0,15.0,20.5,1.05,0.87,0.94,5.05,4.0,5.0,15.0,22.5,0,1,283.0,0.0299437,1,0.0019082,0.067086,0.0589618,132200.0,3,34714.0,23,0.058268853,-0.13926207,11.792071,10.454898,5.645447,1,1,0,0
210,1.06,0.91,1.07,4.4,3.0,5.0,16.0,18.5,1.07,1.01,1.05,5.05,2.0,5.0,15.0,13.5,0,3,283.0,0.0299437,1,0.0019082,0.067086,0.0589618,132200.0,3,34714.0,23,0.058268853,-0.09431065,11.792071,10.454898,5.645447,1,0,0,1
211,1.06,0.91,1.12,4.75,4.0,5.0,16.0,12.5,1.01,1.01,0.89,5.05,2.0,5.0,17.0,15.0,1,3,5164.0,0.0384675,1,0.0575308,0.0282084,0.0610785,95000.0,1,39509.0,5,0.058268853,-0.09431065,11.461632,10.584284,8.549467,1,0,0,1
212,1.12,0.91,0.95,5.0,5.0,3.0,16.0,16.0,1.01,1.01,0.94,5.05,4.0,3.0,15.0,10.0,1,3,1191.0,0.0287745,1,0.0295152,0.0220388,0.0324093,145300.0,2,55878.0,5,0.11332869,-0.09431065,11.886556,10.930926,7.0825486,1,0,0,1
213,0.95,0.8,1.06,5.05,4.0,2.0,11.5,16.5,1.0,0.85,1.05,5.05,4.0,2.0,11.5,14.0,0,4,1367.0,0.027519,1,0.0606916,0.0202933,0.0171282,148900.0,4,57055.0,5,-0.051293306,-0.22314353,11.91103,10.951771,7.2203736,1,0,0,0
214,1.06,0.92,0.92,,3.0,5.0,17.0,14.0,1.05,0.94,0.94,5.05,3.0,5.0,17.0,13.5,1,1,3656.0,0.0782968,1,0.0606916,0.0202933,0.0171282,148900.0,3,57055.0,5,0.058268853,-0.08338159,11.91103,10.951771,8.204125,1,1,0,0
215,0.95,,,4.25,2.0,,10.0,7.25,0.85,,,,3.0,,11.0,9.0,1,2,509.0,0.0226055,1,0.0047142,0.0234694,0.0305526,188900.0,3,63989.0,5,-0.051293306,,12.148973,11.066466,6.232448,1,0,1,0
216,0.96,0.95,0.85,4.25,3.0,5.0,14.5,21.0,1.05,0.84,0.84,5.05,2.0,5.0,16.0,23.5,0,1,509.0,0.0226055,1,0.0047142,0.0234694,0.0305526,188900.0,3,63989.0,5,-0.040822018,-0.051293306,12.148973,11.066466,6.232448,1,1,0,0
217,0.91,0.91,0.91,5.0,3.0,3.0,12.5,15.0,0.9,0.9,0.85,5.05,3.0,3.0,12.5,10.0,0,1,1062.0,0.0325763,1,0.0532435,0.0289966,0.0498539,190400.0,3,64903.0,5,-0.09431065,-0.09431065,12.156882,11.080649,6.9679093,1,1,0,0
218,0.95,0.86,0.95,5.06,3.0,2.0,10.5,17.5,1.0,0.85,0.94,5.05,3.0,2.0,10.5,12.5,0,4,3656.0,0.0798947,1,0.123247,0.0632239,0.067521,113200.0,4,47996.0,5,-0.051293306,-0.15082288,11.636911,10.7788725,8.204125,1,0,0,0
219,0.95,0.74,2.34,4.62,2.0,4.0,9.5,5.5,0.9,0.84,2.32,5.05,3.0,4.0,11.0,6.5,1,2,3656.0,0.0798947,1,0.123247,0.0632239,0.067521,113200.0,4,47996.0,5,-0.051293306,-0.30110508,11.636911,10.7788725,8.204125,1,0,1,0
220,0.91,0.74,2.34,4.25,3.0,,10.0,7.5,0.94,0.73,2.53,5.05,2.0,,10.5,13.5,1,2,3147.0,0.0624905,1,0.2120887,0.147196,0.1424783,69000.0,2,31348.0,11,-0.09431065,-0.30110508,11.141862,10.352905,8.054205,1,0,1,0
221,1.05,0.91,0.93,4.25,4.0,2.0,16.0,19.5,1.04,0.93,0.95,5.05,5.0,2.0,16.0,28.0,0,1,565.0,0.0263158,1,0.0078827,0.055336,0.0634374,87900.0,3,43628.0,25,0.04879012,-0.09431065,11.383955,10.6834545,6.336826,1,1,0,0
222,1.06,0.84,0.95,4.35,4.0,4.0,16.0,10.5,1.05,1.05,0.94,5.05,2.0,4.0,15.0,10.5,0,3,565.0,0.0263158,1,0.0078827,0.055336,0.0634374,87900.0,3,43628.0,25,0.058268853,-0.17435342,11.383955,10.6834545,6.336826,1,0,0,1
223,1.02,0.91,0.93,4.5,4.0,3.0,15.0,34.0,0.95,1.05,0.94,5.05,5.0,3.0,16.0,20.0,0,1,1907.0,0.0310366,1,0.0467958,0.0336062,0.0635771,115700.0,2,44778.0,5,0.01980261,-0.09431065,11.658756,10.709473,7.5532866,1,1,0,0
224,1.02,0.9,0.95,4.25,3.0,4.0,16.0,15.75,1.01,1.01,0.73,5.05,4.0,4.0,16.0,20.0,1,3,3964.0,0.0234234,1,0.047774,0.0248612,0.035246,144800.0,1,53455.0,5,0.01980261,-0.105360545,11.883109,10.886596,8.285008,1,0,0,1
225,1.06,0.8,2.13,4.45,3.0,3.0,10.5,11.0,0.94,0.94,2.43,5.05,2.0,3.0,10.0,5.5,0,2,2549.0,0.1070754,1,0.2784675,0.187528,0.1696958,69800.0,2,32360.0,25,0.058268853,-0.22314353,11.153389,10.384679,7.8434563,1,0,1,0
226,0.96,0.93,0.93,4.55,4.0,4.0,17.5,14.5,1.05,0.94,0.94,5.05,4.0,4.0,17.5,20.75,1,1,5119.0,0.062179,1,0.0468705,0.0613623,0.0961228,87800.0,1,42893.0,11,-0.040822018,-0.07257068,11.382816,10.666464,8.540714,1,1,0,0
227,0.95,0.85,2.34,4.25,3.0,3.0,10.0,9.5,0.94,0.73,2.32,5.05,3.0,3.0,10.0,8.0,1,2,1672.0,0.0671423,1,0.0560676,0.0456208,0.0679495,130300.0,1,57178.0,6,-0.051293306,-0.1625189,11.777595,10.953924,7.421776,1,0,1,0
228,1.02,0.95,2.56,4.6,3.0,4.0,11.0,15.0,1.05,0.94,2.53,5.05,3.0,4.0,11.0,8.5,0,2,569.0,0.0466599,1,0.114207,0.0698809,0.0698635,95600.0,3,39756.0,11,0.01980261,-0.051293306,11.467928,10.590516,6.3438807,1,0,1,0
229,1.06,0.88,0.84,4.5,3.0,2.0,16.0,19.75,1.05,0.94,0.89,5.05,3.0,2.0,16.0,27.5,0,1,569.0,0.0466599,1,0.114207,0.0698809,0.0698635,95600.0,3,39756.0,11,0.058268853,-0.12783338,11.467928,10.590516,6.3438807,1,1,0,0
230,1.12,0.85,1.06,4.25,3.0,3.0,12.5,14.0,1.01,1.01,0.89,5.05,3.0,3.0,11.5,9.5,1,3,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,0.11332869,-0.1625189,11.470018,10.645948,7.2247534,1,0,0,1
231,0.85,0.74,2.34,4.35,2.0,3.0,10.0,9.0,0.95,0.73,2.19,5.05,3.0,3.0,11.0,6.5,1,2,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,-0.1625189,-0.30110508,11.470018,10.645948,7.2247534,1,0,1,0
232,1.06,0.91,0.91,4.75,3.0,5.0,17.0,16.5,1.01,1.01,0.94,5.05,4.0,5.0,17.0,24.5,1,3,1373.0,0.07358,1,0.0911294,0.0762732,0.0986077,95800.0,4,42022.0,11,0.058268853,-0.09431065,11.470018,10.645948,7.2247534,1,0,0,1
233,0.95,0.86,0.95,4.5,3.0,2.0,12.5,17.25,1.0,0.84,0.89,5.05,3.0,2.0,12.5,20.5,0,4,2758.0,0.037441,1,0.0703755,0.0523969,0.0468085,109700.0,3,49700.0,11,-0.051293306,-0.15082288,11.605505,10.81376,7.922261,1,0,0,0
234,0.95,0.74,2.19,4.25,2.0,4.0,10.0,8.5,0.94,0.73,2.32,5.05,3.0,4.0,10.5,6.0,1,2,5119.0,0.062179,1,0.0703755,0.0523969,0.0468085,109700.0,3,49700.0,11,-0.051293306,-0.30110508,11.605505,10.81376,8.540714,1,0,1,0
235,0.95,0.74,2.34,5.05,3.0,4.0,11.0,9.5,0.94,0.73,2.32,5.25,3.0,4.0,12.0,9.0,1,2,10080.0,0.1491565,1,0.6156687,0.3244063,0.400883,33900.0,2,20216.0,6,-0.051293306,-0.30110508,10.43117,9.914229,9.218308,1,0,1,0
236,1.02,0.79,2.34,5.0,2.0,4.0,11.0,6.5,0.9,0.73,2.28,5.05,3.0,4.0,12.0,7.5,1,2,10080.0,0.1491565,1,0.4716138,0.3382175,0.3980173,35500.0,2,19931.0,6,0.01980261,-0.2357223,10.477288,9.900032,9.218308,1,0,1,0
237,0.95,0.89,0.95,4.75,3.0,2.0,12.5,14.0,1.0,0.85,0.94,5.05,2.0,2.0,11.5,11.5,0,4,4975.0,0.021374,1,0.0075611,0.0324015,0.1034096,100300.0,2,45405.0,6,-0.051293306,-0.11653383,11.515921,10.723377,8.51218,1,0,0,0
238,1.02,0.88,0.91,4.25,2.0,3.0,15.0,5.0,1.05,1.11,0.94,5.05,5.0,3.0,16.0,11.5,0,1,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,0.01980261,-0.12783338,11.291031,10.516536,8.098643,1,1,0,0
239,0.95,0.74,2.19,5.0,3.0,5.0,10.5,10.0,0.95,0.73,2.32,5.05,3.0,5.0,12.0,12.5,1,2,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,-0.051293306,-0.30110508,11.291031,10.516536,8.098643,1,0,1,0
240,1.02,0.91,0.8,4.75,3.0,4.0,16.0,15.5,1.01,1.01,1.01,5.05,3.0,4.0,16.0,10.5,1,3,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,0.01980261,-0.09431065,11.291031,10.516536,8.098643,1,0,0,1
241,1.02,0.88,0.94,4.25,1.0,,16.0,10.0,,,,,0.0,,,0.0,0,1,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,0.01980261,-0.12783338,11.291031,10.516536,8.098643,1,1,0,0
242,0.95,0.74,2.19,4.25,3.0,5.0,10.0,5.0,0.95,0.73,2.32,5.05,4.0,5.0,11.0,4.5,1,2,3290.0,0.0546088,1,0.208941,0.0766652,0.1043003,80100.0,6,36921.0,6,-0.051293306,-0.30110508,11.291031,10.516536,8.098643,1,0,1,0
243,1.01,0.86,0.95,5.42,3.0,2.0,15.5,12.0,0.94,0.79,1.26,5.67,3.0,2.0,14.5,13.0,0,4,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,0.009950321,-0.15082288,11.650947,10.746541,7.1546154,1,0,0,0
244,1.26,0.99,,5.15,5.0,4.0,24.0,40.5,1.22,,1.05,5.05,4.0,4.0,24.0,22.5,1,3,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,0.23111172,-0.010050327,11.650947,10.746541,7.1546154,1,0,0,1
245,1.12,0.85,2.45,5.0,3.0,4.0,12.5,10.0,1.05,0.84,2.43,5.05,2.0,4.0,12.0,9.5,0,2,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,0.11332869,-0.1625189,11.650947,10.746541,7.1546154,1,0,1,0
246,1.06,0.95,0.91,4.62,3.0,3.0,15.0,14.0,1.05,0.74,0.94,5.25,4.0,3.0,16.0,18.0,0,1,1280.0,0.0482324,1,0.0702827,0.0343892,0.039478,114800.0,5,46469.0,1,0.058268853,-0.051293306,11.650947,10.746541,7.1546154,1,1,0,0
247,1.13,1.06,0.95,4.37,4.0,3.0,15.0,9.0,1.01,1.01,0.94,5.05,3.0,3.0,15.0,16.0,0,1,749.0,0.0371278,1,0.0374786,0.067419,0.0863459,101500.0,2,34158.0,7,0.122217625,0.058268853,11.527814,10.438752,6.618739,1,1,0,0
248,1.01,0.79,0.85,,3.0,2.0,14.0,7.0,1.0,0.85,2.11,,2.0,2.0,14.0,14.0,0,4,163.0,0.0249977,1,0.0058357,0.0395137,0.0441264,144000.0,1,49167.0,7,0.009950321,-0.2357223,11.877568,10.802978,5.09375,1,0,0,0
249,1.23,1.06,2.3,4.87,3.0,3.0,13.0,10.5,1.23,1.11,2.28,5.05,6.0,3.0,16.0,8.0,1,3,,,1,0.0,0.0173754,0.0058224,145300.0,1,53725.0,1,0.20701419,0.058268853,11.886556,10.891634,,1,0,0,1
250,1.06,0.85,3.95,4.62,3.0,4.0,12.5,5.5,0.95,0.9,2.43,5.05,3.0,4.0,11.5,24.0,0,2,2763.0,0.0775566,1,0.3612089,0.0921622,0.1234823,83000.0,3,36701.0,1,0.058268853,-0.1625189,11.326596,10.510559,7.9240723,1,0,1,0
251,1.06,0.92,0.87,4.62,3.0,,16.0,22.5,1.05,0.94,0.94,5.05,3.0,,16.0,19.0,1,1,2763.0,0.0775566,1,0.3612089,0.0921622,0.1234823,83000.0,3,36701.0,1,0.058268853,-0.08338159,11.326596,10.510559,7.9240723,1,1,0,0
252,1.06,0.86,1.06,,3.0,2.0,16.0,25.0,1.0,0.85,1.05,5.25,3.0,2.0,15.0,33.0,0,4,204.0,0.0559881,1,0.0645478,0.1094265,0.0934112,91800.0,1,33510.0,7,0.058268853,-0.15082288,11.427367,10.4196,5.31812,1,0,0,0
253,1.06,0.93,0.94,4.5,4.0,3.0,15.0,15.5,1.0,1.01,0.89,5.05,,3.0,15.0,15.0,0,1,2749.0,0.0353067,1,0.0398538,0.0624887,0.1187804,110900.0,2,39203.0,1,0.058268853,-0.07257068,11.6163845,10.5765085,7.9189925,1,1,0,0
254,1.12,0.8,2.45,5.0,2.0,4.0,12.0,9.5,1.05,0.84,2.43,5.05,3.0,4.0,11.0,7.0,0,2,2749.0,0.0353067,1,0.0398538,0.0624887,0.1187804,110900.0,2,39203.0,1,0.11332869,-0.22314353,11.6163845,10.5765085,7.9189925,1,0,1,0
255,0.85,,,4.5,2.0,5.0,10.0,3.0,0.94,0.84,2.52,5.05,3.0,5.0,10.0,4.0,1,2,3449.0,0.3166815,1,0.0632467,0.1619619,0.217556,110200.0,4,28729.0,7,-0.1625189,,11.610052,10.265662,8.14584,1,0,1,0
256,1.02,0.91,0.85,4.25,5.0,3.0,16.0,12.5,0.9,0.93,0.92,5.05,6.0,3.0,16.0,15.5,0,1,2914.0,0.0938127,1,0.252626,0.1596074,0.1174557,70500.0,3,32635.0,9,0.01980261,-0.09431065,11.163368,10.393141,7.977282,1,1,0,0
257,1.06,0.81,2.45,4.25,,5.0,12.5,12.5,1.05,0.84,2.43,5.05,4.0,5.0,12.5,26.0,0,2,2914.0,0.0938127,1,0.252626,0.1596074,0.1174557,70500.0,3,32635.0,9,0.058268853,-0.21072103,11.163368,10.393141,7.977282,1,0,1,0
258,0.89,0.86,0.95,4.25,3.0,2.0,12.5,10.0,1.0,0.85,0.95,5.05,2.0,2.0,11.5,12.5,0,4,604.0,0.0610572,1,0.1380891,0.111178,0.11448,67100.0,3,35998.0,9,-0.11653383,-0.15082288,11.113939,10.491219,6.403574,1,0,0,0
259,0.95,0.85,2.45,4.25,3.0,5.0,12.0,13.5,1.05,0.84,2.43,5.05,4.0,5.0,12.5,16.0,0,2,604.0,0.0610572,1,0.1380891,0.111178,0.11448,67100.0,3,35998.0,9,-0.051293306,-0.1625189,11.113939,10.491219,6.403574,1,0,1,0
260,1.06,0.84,0.89,4.25,2.0,3.0,15.0,15.5,1.05,0.87,0.82,5.05,7.0,3.0,16.0,21.0,0,1,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,0.058268853,-0.17435342,11.34569,10.47695,6.669498,1,1,0,0
261,1.02,0.85,0.82,4.25,4.0,3.0,15.0,11.0,1.05,0.87,0.82,5.05,4.0,3.0,16.0,13.0,1,1,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,0.01980261,-0.1625189,11.34569,10.47695,6.669498,1,1,0,0
262,1.02,0.91,0.63,4.5,3.0,4.0,11.5,10.5,1.01,0.9,0.63,5.05,4.0,4.0,11.5,10.5,0,3,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,0.01980261,-0.09431065,11.34569,10.47695,6.669498,1,0,0,1
263,1.06,0.8,2.45,4.25,3.0,4.0,12.5,12.5,1.01,0.8,2.43,5.2,2.0,4.0,12.5,17.5,0,2,788.0,0.0834429,1,0.1064563,0.1088802,0.1303901,84600.0,7,35488.0,9,0.058268853,-0.22314353,11.34569,10.47695,6.669498,1,0,1,0
264,1.09,1.06,0.79,4.5,4.0,6.0,15.0,11.5,1.02,1.01,1.01,5.05,3.0,6.0,15.0,8.5,1,3,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,0.08617773,0.058268853,11.110954,10.153117,8.073403,1,0,0,1
265,1.06,1.06,1.02,4.75,4.0,6.0,16.0,14.5,0.96,1.01,0.94,5.05,4.0,6.0,15.0,14.5,1,3,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,0.058268853,0.058268853,11.110954,10.153117,8.073403,1,0,0,1
266,1.22,0.93,0.96,4.25,2.0,2.0,12.0,4.0,1.26,1.05,1.05,5.05,3.0,2.0,10.5,4.0,0,1,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,0.19885089,-0.07257068,11.110954,10.153117,8.073403,1,1,0,0
267,1.22,1.06,0.93,4.25,3.0,3.0,11.0,7.0,1.26,1.05,1.02,5.05,3.0,3.0,10.0,4.0,0,1,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,0.19885089,0.058268853,11.110954,10.153117,8.073403,1,1,0,0
268,1.23,0.98,2.61,4.75,3.0,3.0,12.0,8.5,1.11,0.95,2.59,5.05,4.0,3.0,11.5,10.0,0,2,3208.0,0.3597115,1,0.6073325,0.2838884,0.544033,66900.0,8,25671.0,1,0.20701419,-0.020202687,11.110954,10.153117,8.073403,1,0,1,0
269,1.05,0.79,0.91,4.37,3.0,3.0,16.0,18.25,1.01,0.92,0.94,5.05,4.0,3.0,16.0,22.5,0,1,1037.0,0.0339711,1,0.160128,0.0593957,0.0723028,126700.0,2,50279.0,5,0.04879012,-0.2357223,11.7495775,10.825343,6.944087,1,1,0,0
270,0.95,,2.13,4.5,4.0,5.0,17.0,20.0,1.05,0.94,0.94,5.15,4.0,5.0,17.0,25.0,0,3,4167.0,0.0292626,1,0.0692627,0.0289506,0.0586896,146500.0,2,55949.0,17,-0.051293306,,11.894781,10.932196,8.334951,1,0,0,1
271,1.2,1.17,2.35,5.0,2.0,4.0,7.0,3.0,1.11,1.01,2.23,5.05,2.0,4.0,8.0,6.0,1,3,1204.0,0.034968,1,0.111835,0.0160362,0.0129725,204000.0,1,57672.0,18,0.1823216,0.15700372,12.225875,10.962527,7.093405,1,0,0,1
272,1.06,0.91,0.96,4.75,3.0,2.0,14.0,13.0,1.05,1.01,0.94,5.25,3.0,2.0,15.0,12.5,0,1,1155.0,0.020202,1,0.0146843,0.0205882,0.0177936,242900.0,1,69594.0,26,0.058268853,-0.09431065,12.400405,11.150434,7.0518556,1,1,0,0
273,0.95,0.92,0.95,4.87,3.0,2.0,11.5,10.5,1.0,0.85,0.89,,2.0,2.0,11.5,11.5,0,4,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,4,41157.0,5,-0.051293306,-0.08338159,12.037062,10.62515,7.7531943,1,0,0,0
274,1.02,1.06,0.95,4.25,3.0,,10.5,8.25,,,,,0.0,,,0.0,1,3,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,4,41157.0,5,0.01980261,0.058268853,12.037062,10.62515,7.7531943,1,0,0,1
275,1.02,0.88,0.82,4.25,4.0,3.0,15.0,10.25,1.04,0.87,0.87,5.05,3.0,3.0,15.0,13.0,0,1,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,5,41157.0,5,0.01980261,-0.12783338,12.037062,10.62515,7.7531943,1,1,0,0
276,1.06,0.95,2.66,4.5,3.0,4.0,10.0,12.5,1.01,0.94,2.75,5.0,3.0,4.0,11.0,7.5,0,2,2329.0,0.0234192,1,0.0657143,0.0837864,0.0506108,168900.0,5,41157.0,5,0.058268853,-0.051293306,12.037062,10.62515,7.7531943,1,0,1,0
