,occ,loanamt,action,msa,suffolk,appinc,typur,unit,married,dep,emp,yjob,self,atotinc,cototinc,hexp,price,other,liq,rep,gdlin,lines,mortg,cons,pubrec,hrat,obrat,fixadj,term,apr,prop,inss,inson,gift,cosign,unver,review,netw,unem,min30,bd,mi,old,vr,sch,black,hispan,male,reject,approve,mortno,mortperf,mortlat1,mortlat2,chist,multi,loanprc,thick,white
858,1,300,1,1120,0,55,5,1.0,1.0,0.0,0,0,0,67000.0,4583.0,3095.0,420.0,0.0,2970.0,1.0,1,9.0,2,1,0,4.0,10.0,0,360.0,420.0,2,0,0,0,1,0,1,4820.0,1.8,,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.71428573,0.0,1
859,1,88,1,1120,0,42,1,1.0,1.0,1.0,0,0,0,2025.0,1300.0,912.0,109.0,0.0,5.7,1.0,1,4.0,1,1,0,27.4,38.8,0,360.0,124.0,2,0,0,1,0,0,3,21.5,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.80733943,0.0,1
860,1,214,3,1120,1,115,0,1.0,1.0,2.0,0,0,1,4246.0,4246.0,2103.0,225.0,0.0,13.4,1.0,1,10.0,2,2,0,24.7,32.8,0,360.0,225.0,3,0,0,0,0,0,3,125.0,4.3,0.0,1,1,1,0,1,0,1,1.0,1,0,0,1,0,0,1,0.0,0.95111114,0.0,0
861,1,150,1,1120,1,69,1,1.0,1.0,0.0,0,1,0,3542.0,2250.0,1574.0,163.0,0.0,17.0,1.0,1,14.0,2,1,0,23.0,34.0,1,360.0,163.0,1,1,0,1,0,0,1,47.0,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9202454,0.0,1
862,1,128,3,1120,0,30,0,4.0,1.0,3.0,0,1,0,4931.0,0.0,1670.0,160.0,24.0,5.0,1.0,0,16.0,2,5,1,34.0,44.0,1,360.0,160.0,3,0,0,0,0,0,2,145.0,3.2,1.0,1,0,1,1,0,0,1,1.0,1,0,0,1,0,0,0,1.0,0.8,0.0,0
863,1,330,1,1120,0,129,0,1.0,1.0,1.0,0,0,0,6083.0,4250.0,3608.0,550.0,0.0,222.0,1.0,1,6.0,1,1,0,35.0,36.0,0,360.0,550.0,2,0,0,0,0,0,2,365.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.6,0.0,1
864,1,57,1,1120,0,44,0,1.0,1.0,0.0,0,0,0,2167.0,1775.0,707.0,72.0,7.0,18.0,0.0,1,10.0,2,1,0,19.47,35.4,1,360.0,76.0,1,0,0,0,0,0,999,10.0,10.6,0.0,0,1,1,0,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7916667,0.0,1
865,1,133,1,1120,0,90,1,1.0,1.0,0.0,0,0,0,4333.0,2291.0,1386.0,147.5,0.0,23.9,2.0,1,8.0,2,1,0,20.9,29.6,0,350.0,147.5,2,1,0,0,0,0,3,40.2,3.1,1.0,1,0,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9016949,0.0,1
866,3,134,1,1120,0,51,0,1.0,0.0,0.0,0,1,0,2060.0,2209.0,1150.0,181.0,0.0,23.0,2.0,1,15.0,2,2,0,27.0,27.0,0,360.0,181.0,2,0,0,0,0,0,999,88.0,3.2,0.0,1,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7403315,0.0,1
867,1,139,1,1120,0,67,1,1.0,1.0,0.0,0,0,0,2946.0,2652.0,1462.0,153.0,0.0,25.0,2.0,1,14.0,2,1,0,26.0,33.0,1,360.0,170.0,2,1,0,0,0,0,2,49.0,10.6,0.0,0,1,0,0,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.90849674,0.0,1
868,1,155,2,1120,0,30,0,2.0,0.0,1.0,0,0,0,3481.0,0.0,550.0,300.0,0.0,356.0,1.0,1,14.0,1,2,0,16.0,16.0,1,36.0,170.0,2,0,0,0,0,0,1,574.0,3.2,0.0,0,1,1,1,1,0,0,0.0,0,1,1,0,0,0,1,1.0,0.51666665,0.0,1
869,1,120,1,1120,1,86,0,1.0,0.0,0.0,0,0,0,7200.0,0.0,1314.0,149.8,0.0,39.4,1.0,1,1.0,1,2,0,18.0,20.0,1,360.0,150.0,1,0,0,0,0,0,4,158.7,3.6,0.0,0,1,1,1,1,0,0,0.0,0,1,1,0,0,0,1,0.0,0.80106807,0.0,1
870,1,128,1,1120,1,62,3,1.0,0.0,0.0,0,0,1,5166.0,0.0,1415.0,160.0,0.0,44.0,2.0,1,0.0,2,4,0,29.0,29.0,0,360.0,160.0,1,0,0,0,0,0,2,202.0,4.3,1.0,0,0,0,1,1,0,1,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,0
871,1,100,1,1120,0,65,3,1.0,1.0,0.0,1,1,0,5450.0,0.0,1255.0,125.0,0.0,45.0,1.0,1,22.0,2,3,0,24.0,33.0,0,360.0,160.0,1,0,0,0,0,0,2,82.0,3.2,0.0,1,1,1,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
872,1,250,1,1120,0,324,0,1.0,1.0,0.0,0,0,0,7408.0,19552.0,3465.0,500.0,0.0,240.0,1.0,1,16.0,2,2,0,12.0,13.0,0,180.0,475.0,2,0,0,0,0,0,4,584.0,3.6,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.5,0.0,1
873,1,151,1,1120,0,91,1,1.0,0.0,0.0,0,0,0,4095.0,3447.0,1518.0,168.0,0.0,26.0,4.0,1,23.0,2,6,1,20.0,36.0,1,360.0,168.0,2,1,0,1,0,0,3,51.0,5.3,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,0,0.0,0.89880955,1.0,1
874,1,140,1,1120,0,55,0,1.0,0.0,0.0,0,0,0,4583.0,0.0,1484.0,175.0,0.0,35.0,3.0,1,6.0,2,1,0,32.0,32.0,0,8.0,235.0,2,0,0,0,0,0,2,46.0,3.1,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,1.0,1
875,1,150,1,1120,0,74,1,1.0,1.0,2.0,0,0,0,4708.0,1387.0,1608.0,188.0,0.0,23.0,2.0,1,5.0,1,5,0,26.1,36.6,0,360.0,193.0,2,0,0,0,0,0,3,91.0,5.3,,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,0,0.0,0.79787236,0.0,1
876,1,187,1,1120,1,89,8,1.0,0.0,1.0,0,0,0,5823.0,2529.0,1945.0,187.45,0.0,3.0,0.0,1,0.0,2,1,0,23.9,30.5,0,360.0,391.0,2,0,0,0,0,0,999,-286.9,3.6,0.0,1,1,1,0,1,1,0,1.0,0,1,0,1,0,0,1,0.0,0.99759936,0.0,0
877,1,123,1,1120,0,43,0,1.0,0.0,0.0,0,0,0,3561.0,0.0,1235.0,140.0,0.0,24.0,4.0,1,4.0,2,1,0,33.7,36.1,0,360.0,150.0,2,1,0,1,0,0,2,41.1,2.0,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.87857145,1.0,1
878,1,95,1,1120,0,42,3,1.0,1.0,3.0,0,0,0,3417.0,0.0,935.0,132.0,0.0,3.0,1.0,1,21.0,1,1,0,29.0,37.0,0,360.0,133.0,1,0,0,0,0,0,1,154.0,3.1,0.0,0,1,0,1,0,0,0,1.0,0,1,1,0,0,0,1,0.0,0.719697,0.0,1
879,1,143,3,1120,1,80,0,4.0,1.0,0.0,0,0,0,7895.0,0.0,1592.0,190.0,0.0,83.0,1.0,1,17.0,1,1,0,20.0,37.0,0,360.0,242.0,3,0,0,0,0,0,1,479.0,3.2,1.0,1,0,1,1,0,1,0,1.0,1,0,1,0,0,0,1,1.0,0.7526316,0.0,0
880,1,160,1,1120,0,73,3,1.0,1.0,3.0,0,1,0,4333.0,1811.0,1608.0,211.0,0.0,2.0,2.0,666,0.0,2,4,0,26.0,35.0,0,360.0,214.0,2,0,0,0,0,0,1,210.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.75829387,0.0,1
881,1,135,3,1120,0,41,0,1.0,0.0,0.0,0,0,0,3418.0,0.0,1436.0,152.0,0.0,36.0,1.0,1,14.0,2,1,0,42.0,43.0,0,360.0,152.0,2,1,1,0,0,0,5,411.5,3.9,0.0,1,1,1,1,1,0,0,0.0,1,0,0,1,0,0,1,0.0,0.8881579,0.0,1
882,1,90,1,1120,0,55,0,1.0,0.0,1.0,0,0,0,2876.0,1560.0,978.0,140.0,0.0,50.0,0.0,1,7.0,1,1,0,22.0,30.0,0,360.0,142.0,1,0,0,0,0,0,3,49.0,3.2,0.0,1,1,1,1,1,0,0,0.0,0,1,1,0,0,0,1,0.0,0.64285713,0.0,1
883,1,250,1,1120,0,115,0,3.0,0.0,0.0,0,0,1,9545.0,0.0,2976.0,350.0,0.0,263.0,1.0,1,5.0,2,1,0,36.0,36.0,0,360.0,445.0,3,0,0,0,0,0,1,1611.0,1.8,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,1.0,0.71428573,0.0,1
884,1,209,2,1120,0,108,0,1.0,0.0,0.0,0,0,0,4150.0,4256.0,2304.0,244.0,0.0,53.0,2.0,1,11.0,2,1,0,27.0,31.0,0,360.0,244.0,2,0,0,0,0,0,1,110.0,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.85655737,0.0,1
885,1,89,1,1120,0,43,1,1.0,1.0,0.0,0,0,0,2318.0,1213.0,940.0,99.0,0.0,14.9,2.0,1,2.0,2,1,0,26.6,36.0,0,360.0,99.0,2,1,0,1,0,0,3,37.5,3.2,1.0,1,0,0,1,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8989899,0.0,1
886,1,30,1,1120,0,37,0,1.0,0.0,0.0,0,0,0,3237.0,0.0,473.0,88.0,0.0,52.0,2.0,1,39.0,2,6,0,15.0,27.0,1,360.0,90.0,1,0,0,0,0,0,3,64.0,1.8,0.0,0,1,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0.0,0.3409091,0.0,1
887,1,109,1,1120,0,63,8,1.0,1.0,3.0,0,0,0,5250.0,0.0,1225.0,155.0,0.0,7.0,1.0,1,32.0,3,3,0,21.0,29.0,0,360.0,155.0,2,0,0,0,0,0,2,89.0,3.1,0.0,0,1,0,1,0,0,0,1.0,0,1,0,0,1,0,1,0.0,0.7032258,0.0,1
888,1,200,1,1120,0,85,0,1.0,1.0,2.0,0,0,0,4083.0,3000.0,1936.0,280.0,0.0,90.73,1.0,1,16.0,1,1,0,27.0,28.0,0,360.0,290.0,2,0,0,0,0,0,1,334.11,3.1,0.0,0,1,1,0,1,0,1,1.0,0,1,1,0,0,0,1,0.0,0.71428573,0.0,0
889,1,136,1,1120,0,134,0,1.0,1.0,0.0,0,0,0,11146.0,0.0,1555.0,436.0,0.0,463.0,1.0,1,10.0,2,1,0,13.0,17.0,0,360.0,4316.0,2,0,0,0,0,0,4,508.1,3.6,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.3119266,0.0,1
890,1,126,1,1120,0,56,1,1.0,0.0,0.0,0,0,0,2833.0,1857.0,1312.0,158.0,0.0,41.0,2.0,1,13.0,2,2,0,28.0,31.0,0,360.0,160.0,2,0,0,0,0,0,1,68.0,10.6,,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.79746836,0.0,1
891,1,185,1,1120,0,295,1,1.0,1.0,0.0,0,0,1,14908.0,9666.0,2290.0,370.0,0.0,1211.0,1.0,1,37.0,1,1,0,9.0,29.0,1,360.0,375.0,1,0,0,0,0,0,1,1420.0,3.6,0.0,0,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.5,0.0,1
892,1,150,1,1120,1,58,8,1.0,1.0,0.0,0,1,0,2620.0,2223.0,1603.0,195.0,0.0,93.0,2.0,1,39.0,2,1,0,32.2,34.2,0,360.0,200.0,2,0,0,0,0,0,1,73.0,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7692308,0.0,1
893,1,108,1,1120,0,53,0,1.0,1.0,1.0,0,0,0,4407.0,0.0,1000.0,135.0,0.0,26.0,2.0,1,9.0,2,1,0,22.7,29.0,1,480.0,135.0,2,0,0,0,0,0,1,50.0,5.3,0.0,0,1,0,0,1,0,1,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,0
894,1,90,1,1120,0,45,6,1.0,1.0,2.0,0,0,0,3900.0,0.0,1077.0,239.0,0.0,35.6,0.0,1,10.0,4,1,0,28.0,29.0,0,360.0,240.0,2,0,0,0,0,0,999,241.7,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,0,0,0,1,1,0.0,0.37656903,0.0,1
895,1,90,1,1120,0,33,0,1.0,1.0,1.0,0,0,0,2686.0,0.0,838.5,100.0,0.0,14.36,1.0,1,3.0,2,1,0,31.4,34.2,0,360.0,104.5,2,1,0,1,0,0,999,21.517,10.6,0.0,0,1,0,1,0,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9,0.0,1
896,1,215,1,1120,0,204,0,1.0,1.0,3.0,0,0,1,16976.0,0.0,2155.0,277.337,0.0,24.25,1.0,1,30.0,2,2,0,12.0,17.6,0,360.0,320.0,2,0,0,0,0,0,2,912.01,3.2,0.0,1,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7752301,0.0,1
897,1,90,1,1120,0,37,1,1.0,1.0,0.0,0,0,0,3124.0,0.0,1006.0,119.9,0.0,78.33,1.0,1,18.0,2,1,0,32.2,37.0,0,360.0,123.0,1,0,0,0,0,0,2,122.75,3.1,0.0,1,1,0,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.7506255,0.0,1
898,1,115,1,1120,0,55,1,1.0,1.0,1.0,0,0,0,2750.0,1842.0,1223.0,127.8,0.0,20.17,2.0,1,4.0,2,1,0,26.6,34.1,0,360.0,128.0,2,1,0,0,0,0,3,49.77,10.6,0.0,0,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.89984345,0.0,1
899,1,186,1,1120,0,71,0,1.0,1.0,0.0,0,1,0,3000.0,2880.0,1899.0,233.0,0.0,14.0,2.0,1,21.0,2,2,0,32.0,37.0,0,360.0,240.0,2,0,0,1,0,0,4,14.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.7982833,0.0,1
900,1,59,1,1120,1,32,1,1.0,1.0,0.0,0,0,0,2763.0,0.0,782.0,99.0,0.0,81.0,0.0,1,1.0,2,4,0,28.3,28.3,0,360.0,99.0,1,0,0,1,0,0,999,118.96,3.9,0.0,1,0,1,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.5959596,0.0,1
901,1,207,1,1120,0,87,0,1.0,1.0,0.0,0,1,0,3993.0,3274.0,2149.0,230.0,0.0,40.09,1.0,1,43.0,2,3,0,30.0,39.0,0,360.0,240.0,2,1,0,0,0,0,1,67.962,3.1,,0,1,0,0,1,0,1,1.0,0,1,0,1,0,0,1,0.0,0.9,0.0,0
902,1,80,1,1120,0,45,1,1.0,1.0,0.0,0,0,0,3103.0,1300.0,909.0,100.0,0.0,5.0,2.0,1,20.0,2,1,0,21.45,25.8,0,360.0,128.0,2,0,0,1,0,0,1,23.0,3.2,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
903,1,330,1,1120,0,213,0,1.0,1.0,0.0,0,1,1,5517.0,12209.0,3095.0,180.0,329.0,63.4,4.0,1,7.0,2,1,0,20.0,24.0,1,360.0,509.0,2,0,0,0,0,0,1,502.8,1.8,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,1.8333334,1.0,1
904,1,84,3,1120,0,36,0,1.0,0.0,0.0,0,0,0,2964.0,0.0,788.5,88.0,0.0,20.0,2.0,0,2.0,2,5,0,25.77,30.3,0,360.0,88.0,2,1,0,0,0,0,999,2.45,3.9,0.0,1,0,1,1,1,1,0,1.0,1,0,0,1,0,0,0,0.0,0.95454544,0.0,0
905,1,436,1,1120,0,175,5,1.0,1.0,0.0,0,1,0,14583.0,0.0,4562.0,545.0,0.0,113.0,1.0,1,19.0,1,1,0,32.0,33.0,0,360.0,583.0,2,0,0,0,0,0,1,346.0,3.2,0.0,0,1,1,1,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.8,0.0,1
906,1,124,1,1120,0,49,0,1.0,1.0,0.0,0,1,0,4100.0,0.0,1044.0,124.6,0.0,6.7,2.0,1,1.0,2,2,0,25.0,26.0,1,360.0,124.6,1,0,0,0,0,0,1,27.9,1.8,0.0,0,1,1,0,0,0,0,0.0,0,1,0,1,0,0,1,0.0,0.9951846,0.0,1
907,1,116,1,1120,1,67,3,1.0,0.0,0.0,0,0,0,5583.0,0.0,1355.0,145.0,0.0,88.0,2.0,1,13.0,2,2,0,26.0,37.0,0,360.0,146.0,1,0,0,0,0,0,4,134.0,3.9,0.0,0,0,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
908,1,158,3,1120,0,72,0,1.0,0.0,1.0,0,0,1,4053.0,2426.0,1609.0,175.0,0.0,22.0,1.0,0,16.0,2,6,1,24.0,32.0,0,360.0,175.0,2,0,0,1,0,0,2,54.26,3.2,0.0,0,1,1,0,0,0,0,1.0,1,0,0,1,0,0,0,0.0,0.9028571,0.0,1
909,1,65,1,1120,0,33,9,1.0,0.0,0.0,0,0,0,2708.0,0.0,774.0,87.0,0.0,26.0,1.0,1,6.0,2,1,0,28.0,29.0,0,360.0,88.0,1,0,0,0,0,0,999,48.0,3.2,0.0,1,1,1,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.74712646,0.0,1
910,1,68,1,1120,0,26,8,1.0,0.0,0.0,0,1,0,2167.0,0.0,796.0,80.0,0.0,27.0,1.0,1,2.0,2,1,0,32.0,32.0,1,360.0,80.0,2,1,0,0,0,0,1,41.0,4.3,0.0,1,1,0,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.85,0.0,1
911,1,170,1,1120,0,86,0,1.0,1.0,0.0,0,0,0,4699.0,2500.0,1893.0,180.0,0.0,19.0,1.0,1,6.0,2,1,0,24.0,29.0,0,360.0,180.0,2,1,0,0,0,0,1,43.0,4.3,0.0,0,0,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9444444,0.0,1
912,1,112,1,1120,0,57,0,1.0,1.0,0.0,0,0,0,3927.0,800.0,1176.0,150.0,0.0,34.0,1.0,1,20.0,2,2,0,24.14,39.5,1,360.0,140.0,2,0,0,0,0,0,2,58.0,3.2,0.0,1,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.74666667,0.0,1
913,1,78,1,1120,0,40,0,1.0,1.0,2.0,0,1,0,2301.0,985.8,870.5,70.0,0.0,0.386,1.0,1,9.0,1,1,0,26.0,40.0,0,180.0,92.0,2,0,0,0,0,0,2,35.291,3.1,0.0,0,1,1,0,1,0,1,1.0,0,1,1,0,0,0,1,0.0,1.1142857,0.0,0
914,1,150,1,1120,0,60,3,1.0,1.0,3.0,0,0,0,5000.0,0.0,1551.0,208.0,0.0,16.0,2.0,1,29.0,1,5,0,31.0,38.0,0,360.0,210.0,2,0,0,0,0,0,2,170.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,0,0.0,0.72115386,0.0,1
915,1,54,1,1120,1,42,0,1.0,0.0,0.0,1,1,0,1811.0,1666.0,741.0,62.0,0.0,10.0,3.0,1,8.0,2,5,0,22.0,25.0,0,360.0,82.0,1,0,0,0,0,0,2,25.0,3.6,0.0,1,0,0,1,1,0,1,0.0,0,1,0,1,0,0,0,0.0,0.87096775,1.0,0
916,1,100,1,1120,1,58,9,1.0,0.0,0.0,0,0,0,4802.0,0.0,1170.0,180.0,0.0,106.0,1.0,1,10.0,1,6,0,26.0,26.0,0,360.0,180.0,1,0,0,0,0,0,1,120.0,3.2,0.0,0,1,1,1,1,0,0,0.0,0,1,1,0,0,0,0,0.0,0.5555556,0.0,1
917,1,274,1,1120,0,105,0,1.0,1.0,0.0,1,1,0,4167.0,4563.0,2846.0,342.5,0.0,93.4,2.0,1,9.0,2,1,0,33.0,36.0,1,360.0,342.5,2,0,0,0,0,0,1,102.8,2.0,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
918,1,103,1,1120,1,57,3,1.0,0.0,0.0,0,0,0,4800.0,0.0,1099.0,129.0,0.0,41.0,1.0,1,7.0,2,1,0,23.0,24.0,0,360.0,129.0,2,0,0,0,0,0,2,110.0,3.1,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.79844964,0.0,1
919,1,80,1,1120,0,67,0,1.0,0.0,1.0,0,1,0,3180.0,2370.0,785.0,160.0,0.0,23.77,0.0,1,11.0,1,1,0,11.0,44.0,1,240.0,160.0,2,0,0,0,1,0,1,83.5,2.0,0.0,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.5,0.0,1
920,2,85,3,1120,1,261,0,1.0,1.0,0.0,6,6,0,20667.0,0.0,1008.0,109.0,0.0,108.0,1.0,1,21.0,2,1,0,2.0,7.0,1,360.0,110.0,1,0,0,0,0,1,4,-28.0,3.6,0.0,1,0,1,1,1,0,0,1.0,1,0,0,1,0,0,1,0.0,0.7798165,0.0,1
921,1,170,3,1120,0,27,0,3.0,0.0,0.0,0,0,0,2268.0,0.0,528.9,178.55,0.0,22.0,2.0,0,2.0,2,4,0,22.43,31.4,0,360.0,179.0,3,1,0,0,0,0,999,22.256,4.3,0.0,1,0,1,1,0,0,1,1.0,1,0,0,1,0,0,1,1.0,0.9521142,0.0,0
922,1,89,1,1120,0,75,0,1.0,0.0,0.0,0,0,0,3158.0,3053.0,936.7,111.0,0.0,21.91,1.0,1,36.0,2,2,0,18.3,36.0,1,360.0,112.0,2,0,0,1,0,0,2,25.682,3.1,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8018018,0.0,1
923,1,99,3,1120,0,51,0,2.0,0.0,0.0,0,1,1,2600.0,1717.0,1261.0,110.0,0.0,28.0,1.0,1,5.0,2,1,0,33.0,47.0,0,300.0,110.0,3,0,0,0,0,0,2,342.0,10.6,0.0,0,1,0,0,1,0,0,0.0,1,0,0,1,0,0,1,1.0,0.9,0.0,1
924,1,120,1,1120,0,56,3,1.0,1.0,0.0,0,0,0,3704.0,2000.0,1332.0,150.0,0.0,37.0,2.0,1,5.0,2,2,0,21.0,35.0,0,360.0,152.0,2,0,0,1,0,1,1,30.0,2.0,0.0,1,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.8,0.0,1
925,1,182,1,1120,0,53,0,1.0,1.0,0.0,6,6,0,4432.0,0.0,1889.0,227.0,0.0,683.0,1.0,1,20.0,1,6,0,42.61,43.9,0,360.0,228.0,1,0,0,0,0,0,3,726.0,3.6,0.0,0,1,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0.0,0.8017621,0.0,1
926,1,140,1,1120,0,96,1,1.0,0.0,0.0,6,6,0,8155.0,0.0,2049.0,200.0,0.0,729.0,0.0,1,7.0,2,1,0,25.06,25.3,0,360.0,210.0,1,0,0,0,0,0,999,1512.7,3.6,0.0,0,1,1,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.7,0.0,1
927,1,260,1,1120,0,106,8,1.0,1.0,2.0,0,0,0,8698.0,0.0,2335.0,325.0,0.0,288.0,1.0,1,19.0,1,2,0,26.84,34.6,1,360.0,326.0,2,0,0,1,0,0,1,367.0,3.2,0.0,0,1,0,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.8,0.0,1
928,1,143,1,1120,0,72,1,1.0,1.0,0.0,0,1,0,4970.0,1000.0,1557.0,246.0,0.0,36.0,0.0,1,6.0,2,1,0,26.1,37.0,0,360.0,246.0,2,0,0,1,0,0,999,93.0,3.2,,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.5813008,0.0,1
929,1,115,1,1120,1,50,8,1.0,0.0,0.0,0,1,0,4124.0,0.0,1419.0,127.0,0.0,2.0,1.0,1,2.0,2,4,0,32.0,39.0,1,360.0,140.0,1,0,0,1,0,0,1,27.0,3.6,0.0,1,0,0,1,1,0,0,0.0,0,1,0,1,0,0,1,0.0,0.9055118,0.0,1
930,1,175,1,1120,0,59,1,1.0,1.0,1.0,0,1,0,4291.0,0.0,1744.0,265.5,0.0,13.58,1.0,1,5.0,2,6,0,36.0,36.0,0,360.0,258.0,2,0,0,1,0,0,2,70.828,3.2,0.0,0,1,1,0,1,0,0,1.0,0,1,0,1,0,0,0,0.0,0.65913373,0.0,1
931,1,120,3,1120,1,38,0,1.0,0.0,2.0,0,1,0,1141.0,2017.0,1054.0,133.0,0.0,12.96,1.0,0,11.0,2,6,1,33.38,39.2,0,360.0,133.0,1,0,0,0,0,1,2,17.098,4.3,0.0,0,0,0,1,0,1,0,1.0,1,0,0,1,0,0,0,0.0,0.90225565,0.0,0
932,1,62,1,1120,0,25,0,1.0,1.0,3.0,0,0,0,2052.0,0.0,690.8,93.0,0.0,37.7,3.0,1,8.0,2,2,0,33.7,35.3,0,360.0,120.0,2,0,0,0,0,0,3,75.397,5.3,0.0,0,1,1,0,0,0,1,0.0,0,1,0,1,0,0,1,0.0,0.6666667,1.0,0
933,1,187,1,1120,0,114,0,1.0,0.0,0.0,0,0,0,9508.0,0.0,2034.0,225.0,0.0,9.0,2.0,1,26.0,2,1,0,21.0,42.0,0,360.0,235.0,2,1,0,0,0,0,1,148.0,3.2,0.0,1,1,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.83111113,0.0,1
934,1,139,1,1120,0,66,1,1.0,1.0,0.0,0,0,0,3075.0,2416.0,1458.0,154.0,0.0,22.0,2.0,1,8.0,2,1,0,26.9,34.1,0,360.0,160.0,2,1,0,1,0,0,2,11.0,3.1,0.0,0,1,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0.0,0.9025974,0.0,1
935,1,144,1,1120,0,71,1,1.0,0.0,0.0,0,0,0,5896.0,0.0,1898.0,222.0,0.0,98.0,1.0,1,4.0,1,5,0,32.2,36.0,0,360.0,222.0,2,0,0,0,0,0,3,239.5,3.1,0.0,0,1,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0.0,0.6486486,0.0,1
936,1,127,3,1120,1,49,0,1.0,1.0,2.0,0,0,0,4400.0,0.0,1448.0,141.0,0.0,17.0,1.0,0,7.0,2,3,0,32.0,38.8,1,360.0,143.0,2,1,0,0,0,0,1,49.0,2.0,0.0,0,1,0,1,1,1,0,1.0,1,0,0,1,0,0,1,0.0,0.9007092,0.0,0
937,1,153,1,1120,0,79,8,1.0,1.0,0.0,0,0,0,3922.0,2495.0,1546.0,228.0,0.0,227.8,2.0,1,14.0,2,1,0,24.0,25.0,0,360.0,231.0,1,0,0,1,0,0,1,259.03,3.1,0.0,1,1,0,0,1,0,1,1.0,0,1,0,1,0,0,1,0.0,0.67105263,0.0,0
938,1,134,1,1120,1,57,3,1.0,1.0,2.0,0,0,0,3153.0,1560.0,1303.0,168.0,0.0,67.0,2.0,1,11.0,1,2,0,28.0,28.0,0,360.0,185.0,2,0,0,0,0,0,1,223.0,3.9,0.0,1,1,1,0,1,0,0,1.0,0,1,1,0,0,0,1,0.0,0.79761904,0.0,1
