,wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq,ctuit
405,8.031552,3.3161411,18,0,0,0,1,9,16,16,0,2,0,1,0,0,0,0,11.155029,11.155029,2.0833778,81,0.0
406,17.89709,2.195858,12,1,0,0,0,12,12,12,0,2,0,1,0,0,0,0,11.155029,11.155029,2.884638,144,0.0
407,12.019231,-3.348253,12,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,11.155029,11.155029,2.486508,169,0.0
408,12.019231,3.2428722,13,1,0,0,0,12,13,13,0,5,1,1,0,0,0,0,11.155029,11.155029,2.486508,144,0.0
409,14.814815,2.8181636,12,1,0,0,0,15,12,17,0,5,1,1,0,0,0,1,11.155029,11.155029,2.6956277,225,0.0
410,10.6292515,-0.8716548,12,1,0,0,0,15,12,8,1,3,0,1,0,0,0,1,11.155029,11.155029,2.3636098,225,0.0
411,8.928572,3.5499032,12,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,9.349703,10.444347,2.1892564,81,1.0946445
412,8.2044115,1.1967697,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,8.826549,9.349703,2.104672,100,0.52315426
413,12.455289,0.1726276,13,0,1,0,0,7,12,12,0,2,1,0,1,0,0,1,9.349703,10.444347,2.5221453,49,1.0946445
414,16.02564,2.9644902,12,0,1,0,0,15,12,10,0,2,1,0,1,0,0,0,9.692757,9.692757,2.77419,225,0.0
415,4.909091,1.1637303,12,0,1,0,0,12,12,12,0,3,1,0,1,0,0,0,9.692757,9.692757,1.5910888,144,0.0
416,3.75,-1.5447426,12,0,1,0,0,13,17,17,0,1,1,0,1,0,0,0,9.692757,9.692757,1.3217559,169,0.0
417,4.599816,-1.9073665,9,0,0,1,0,13,12,4,1,4,1,0,1,0,0,1,9.417682,8.826549,1.5260162,169,-0.5911331
418,8.566533,-0.67179316,12,0,1,0,0,9,12,3,1,4,1,0,1,0,0,1,8.826549,9.349703,2.1478631,81,0.52315426
419,4.0,1.6761994,12,0,1,0,0,15,9,12,0,2,1,0,0,1,0,1,9.692757,9.692757,1.3862944,225,0.0
420,8.99654,1.5022918,12,0,1,0,0,12,12,12,1,6,0,0,1,0,0,1,9.692757,9.692757,2.19684,144,0.0
421,5.7921247,-4.6715455,11,0,1,0,0,11,12,12,0,7,1,0,1,0,0,1,8.826549,9.349703,1.7564992,121,0.52315426
422,13.986014,1.2561485,15,0,1,0,0,7,16,12,0,2,1,0,1,0,0,1,9.417682,8.826549,2.638058,49,-0.5911331
423,11.378205,4.6114883,14,0,1,0,0,9,12,12,0,0,1,0,1,0,0,1,9.417682,8.826549,2.4316998,81,-0.5911331
424,22.421524,3.4211917,18,0,0,1,0,9,16,18,0,1,1,0,1,0,0,1,9.692757,9.692757,3.1100214,81,0.0
425,8.008008,2.3310325,12,0,1,0,0,12,12,14,0,3,1,0,1,0,0,1,9.692757,9.692757,2.080442,144,0.0
426,4.464286,-2.7233033,12,0,1,0,0,8,7,8,1,5,1,0,1,0,0,1,10.444347,10.256019,1.4961092,64,-0.18832874
427,8.136095,2.3180964,12,0,1,0,0,12,12,9,0,3,1,0,1,0,0,1,9.692757,9.692757,2.0963104,144,0.0
428,7.6392574,0.56183904,12,0,1,0,0,8,12,11,0,3,1,0,1,0,0,1,9.349703,10.444347,2.0333004,64,1.0946445
429,8.888889,-0.8755597,12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,9.349703,10.444347,2.184802,64,1.0946445
430,14.452214,4.6121225,15,0,1,0,0,10,17,20,0,1,1,0,1,0,0,1,9.692757,9.692757,2.6708477,100,0.0
431,6.756757,2.3012142,12,0,1,0,0,12,11,11,0,6,1,0,0,0,1,1,9.692757,9.692757,1.910543,144,0.0
432,5.392157,-3.7171612,11,0,1,0,0,10,12,14,1,2,1,0,1,0,0,1,8.826549,9.349703,1.6849455,100,0.52315426
433,6.00781,-0.49782738,12,0,1,0,0,8,12,15,1,2,1,0,1,0,0,1,9.349703,10.444347,1.7930603,64,1.0946445
434,9.61183,2.1561434,12,0,0,0,1,9,12,12,0,1,1,0,1,0,0,1,8.826549,9.349703,2.2629945,81,0.52315426
435,22.115385,4.6749434,17,0,1,0,0,6,13,17,0,1,1,0,1,0,0,1,9.417682,8.826549,3.0962734,36,-0.5911331
436,7.4626865,2.5897532,14,0,1,0,0,9,12,12,0,5,1,0,1,0,0,1,9.417682,8.826549,2.0099156,81,-0.5911331
437,11.5619545,2.555838,17,0,1,0,0,10,6,13,0,11,0,0,1,0,0,0,9.692757,9.692757,2.4477198,100,0.0
438,8.653846,0.60815114,12,0,1,0,0,8,13,8,1,4,0,0,1,0,0,1,10.444347,10.256019,2.1580038,64,-0.18832874
439,15.384615,4.7730336,16,0,0,1,0,9,10,12,0,4,1,0,1,0,0,0,9.692757,9.692757,2.733368,81,0.0
440,12.522341,1.7162539,12,0,1,0,0,14,12,12,0,3,0,0,1,0,0,1,10.340332,10.340332,2.5275142,196,0.0
441,42.78075,1.577286,16,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,10.340332,10.340332,3.7560883,64,0.0
442,20.598291,2.3917177,12,0,1,0,0,15,10,12,0,6,0,0,1,0,0,1,10.340332,10.340332,3.0252082,225,0.0
443,5.0793653,2.053737,12,0,1,0,0,14,11,11,0,8,0,0,1,0,0,1,10.340332,10.340332,1.6251863,196,0.0
444,7.408863,-0.001762969,12,0,1,0,0,14,12,12,0,6,0,0,1,0,0,1,10.340332,10.340332,2.002677,196,0.0
445,12.347596,1.813796,11,0,1,0,0,13,12,12,0,6,0,0,1,0,0,1,10.340332,9.755371,2.5134614,169,-0.58496094
446,20.28869,2.209221,12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,10.340332,10.340332,3.0100636,225,0.0
447,16.200853,-0.33503458,15,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,10.340332,10.340332,2.785064,144,0.0
448,13.6350565,-0.002954974,12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,1,10.340332,10.340332,2.6126442,169,0.0
449,11.7125,4.8205447,12,0,1,0,0,15,12,10,0,3,0,0,1,0,0,1,10.340332,10.340332,2.4606566,225,0.0
450,9.855769,1.4354044,12,0,1,0,0,14,12,12,0,1,0,0,1,0,0,1,10.340332,10.340332,2.288057,196,0.0
451,7.723577,-3.4795194,11,0,0,0,1,14,10,10,0,2,0,0,0,1,0,1,5.9326367,5.9326367,2.0442777,196,0.0
452,10.576923,1.3277448,12,0,0,0,1,15,12,12,0,2,0,0,0,1,0,1,5.9326367,5.9326367,2.3586745,225,0.0
453,6.25,0.4370909,11,0,0,0,1,16,11,6,0,4,0,0,0,1,0,1,5.9326367,5.9326367,1.8325815,256,0.0
454,28.735632,0.6343608,12,0,0,0,1,14,12,10,0,0,0,0,0,1,0,1,5.9326367,5.9326367,3.3581378,196,0.0
455,8.833333,3.4750974,15,0,0,0,1,9,14,14,0,2,0,0,0,1,0,1,5.9326367,5.9326367,2.1785324,81,0.0
456,9.615385,2.4687588,12,0,0,0,1,12,12,11,0,0,0,0,0,1,0,0,2.4440792,2.4440792,2.2633643,144,0.0
457,15.811966,0.63140047,13,0,0,0,1,12,12,12,1,2,1,0,0,1,0,0,2.4440792,2.4440792,2.760767,144,0.0
458,7.591837,0.12607896,12,0,0,0,1,15,10,11,0,1,0,0,0,1,0,1,2.4440792,2.4440792,2.0270736,225,0.0
459,6.25,-1.9872273,8,0,0,0,1,19,12,6,0,2,0,0,0,1,0,1,2.4440792,2.4440792,1.8325815,361,0.0
460,6.5607734,2.0795202,12,0,0,0,1,12,14,9,0,2,0,0,0,1,0,1,2.4440792,2.4440792,1.8811085,144,0.0
461,22.702991,4.739634,16,0,0,0,1,11,12,10,0,1,1,0,0,1,0,0,2.4440792,2.4440792,3.1224966,121,0.0
462,6.9739585,4.640319,15,0,0,0,1,12,12,18,0,2,1,0,0,1,0,0,2.4440792,2.4440792,1.942183,144,0.0
463,8.894231,1.1329337,12,0,0,0,1,13,15,12,0,1,0,0,0,1,0,1,2.4440792,2.4440792,2.1854029,169,0.0
464,13.718765,2.5497797,15,0,0,0,1,12,18,16,0,3,1,0,0,1,0,1,7.5202446,7.5202446,2.6187646,144,0.0
465,24.51923,3.9454722,16,0,0,0,1,10,16,16,0,5,1,0,0,1,0,0,7.833584,7.833584,3.1994576,100,0.0
466,18.339622,4.4662933,16,0,0,0,1,7,16,16,0,5,1,0,0,1,0,1,7.833584,7.597932,2.9090638,49,-0.23565197
467,1.8776824,0.95500857,12,0,0,0,1,15,12,12,0,3,1,0,0,1,0,1,7.833584,7.833584,0.63003826,225,0.0
468,11.057693,-1.7087995,9,0,0,0,1,14,9,9,0,5,1,0,0,1,0,1,7.597932,7.3554597,2.4031262,196,-0.24247217
469,20.0,4.590547,14,0,0,0,1,12,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584,2.9957323,144,0.0
470,12.715034,2.782503,12,0,0,0,1,16,10,9,0,1,0,0,0,1,0,1,8.355827,8.355827,2.542785,256,0.0
471,5.4257097,-1.0398362,9,0,0,0,1,12,8,8,0,6,1,0,0,1,0,1,7.3554597,6.922371,1.6911488,144,-0.43308878
472,11.153198,1.8153509,9,0,0,0,1,16,15,13,1,5,1,0,0,1,0,1,7.833584,7.833584,2.4117262,256,0.0
473,8.0,-0.51826376,9,0,0,0,1,15,10,12,0,2,0,0,0,1,0,1,7.582914,7.2602425,2.0794415,225,-0.3226714
474,11.678832,2.79487,14,0,0,0,1,12,10,12,0,3,1,0,0,1,0,1,7.833584,7.833584,2.457778,144,0.0
475,14.031805,2.3925695,14,0,0,0,1,8,12,12,0,1,1,0,0,1,0,1,7.597932,7.3554597,2.6413264,64,-0.24247217
476,6.730769,2.23879,15,0,0,0,1,10,16,13,1,3,1,0,1,0,0,1,7.833584,7.833584,1.9066894,100,0.0
477,14.855687,-0.06835158,10,0,0,0,1,14,9,7,0,4,1,0,0,1,0,0,7.833584,7.833584,2.6983829,196,0.0
478,8.695652,2.9065459,12,0,0,0,1,15,12,10,0,1,1,0,0,1,0,1,7.833584,7.833584,2.1628232,225,0.0
479,14.423077,3.751399,12,0,0,0,1,12,12,12,0,3,0,0,0,1,0,1,7.833584,7.597932,2.6688294,144,-0.23565197
480,18.390804,-1.9302775,12,0,0,0,1,10,12,12,0,1,1,0,0,1,0,1,7.597932,7.3554597,2.9118507,100,-0.24247217
481,11.032309,1.3372253,10,0,0,0,1,12,12,12,1,3,1,0,0,1,0,1,7.597932,7.3554597,2.4008281,144,-0.24247217
482,10.469011,2.0259042,12,0,0,1,0,8,12,10,0,1,1,0,0,0,1,1,0.41024065,0.41024065,2.3484197,64,0.0
483,10.576923,-0.36306992,12,0,0,1,0,10,11,12,0,3,1,0,0,0,1,1,0.0,0.41024065,2.3586745,100,0.41024065
484,10.171154,2.0965304,12,0,0,1,0,8,11,12,0,3,1,0,0,0,1,1,0.41024065,0.41024065,2.3195558,64,0.0
485,4.180602,1.0311197,11,0,0,0,1,13,12,12,1,3,1,0,0,1,0,1,0.0,5.272789,1.4304553,169,5.272789
486,2.3923445,2.2944303,10,0,0,0,1,13,12,12,1,3,1,0,0,0,1,1,4.1322803,4.1322803,0.87227386,169,0.0
487,9.285714,0.44915727,12,0,0,1,0,15,12,12,0,3,1,0,0,0,1,1,0.0,0.0,2.228477,225,0.0
488,12.719298,1.7400248,12,1,0,0,0,10,12,10,0,1,1,0,0,0,1,1,0.0,0.41024065,2.5431204,100,0.41024065
489,12.72578,-0.54042995,12,0,0,1,0,16,12,12,0,2,1,0,0,0,1,1,0.0,0.0,2.54363,256,0.0
490,15.865385,-0.5419042,12,0,0,1,0,14,16,12,0,5,1,0,0,0,1,1,0.0,0.0,2.7641397,196,0.0
491,15.767634,4.4276896,12,0,0,0,1,11,12,15,1,2,0,0,0,0,1,1,0.0,1.6513357,2.7579594,121,1.6513357
492,12.919897,0.19945723,13,0,0,1,0,15,12,12,1,3,1,0,0,0,1,1,0.0,0.0,2.5587685,225,0.0
493,4.901923,1.6323552,12,0,1,0,0,14,12,9,0,5,0,0,1,0,0,0,10.340332,10.340332,1.5896276,196,0.0
494,21.634615,5.284061,20,1,0,0,0,4,16,18,0,2,1,1,0,0,0,0,10.340332,10.340332,3.0742946,16,0.0
495,10.416667,3.507412,12,0,1,0,0,13,12,12,1,2,1,0,1,0,0,1,10.340332,10.340332,2.3434072,169,0.0
496,7.8378377,0.47233883,12,0,1,0,0,15,12,12,0,2,0,0,1,0,0,0,10.340332,10.340332,2.058963,225,0.0
497,4.644682,2.0141923,12,0,1,0,0,13,12,6,0,3,0,0,1,0,0,0,10.340332,10.340332,1.5357229,169,0.0
498,12.096774,5.01182,14,0,0,1,0,13,14,12,0,4,1,0,1,0,0,0,10.340332,10.340332,2.4929388,169,0.0
499,8.826125,4.4037085,12,0,1,0,0,12,15,13,0,4,0,0,1,0,0,0,10.340332,10.340332,2.177716,144,0.0
500,8.908686,2.7712946,13,0,1,0,0,13,12,12,0,4,1,0,1,0,0,1,11.280367,11.280367,2.1870267,169,0.0
501,10.557432,2.7918098,16,0,1,0,0,8,12,12,0,4,0,0,1,0,0,1,14.163123,14.163123,2.3568301,64,0.0
502,5.7324076,-0.98404604,8,0,1,0,0,18,12,15,1,4,0,0,0,0,1,1,14.163123,14.163123,1.7461356,324,0.0
503,5.9259257,0.7963127,12,0,1,0,0,15,12,12,0,1,0,0,1,0,0,0,14.163123,14.163123,1.7793369,225,0.0
504,6.2322946,1.4712734,12,0,1,0,0,12,10,12,0,2,0,0,1,0,0,0,14.163123,14.163123,1.8297446,144,0.0
505,13.56875,4.75353,13,0,1,0,0,13,14,17,0,3,0,0,1,0,0,1,14.163123,14.163123,2.6077695,169,0.0
506,11.450381,2.2420633,13,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,14.163123,14.163123,2.438023,225,0.0
507,11.359026,1.9233388,12,0,1,0,0,14,12,12,0,2,0,0,1,0,0,0,14.163123,14.163123,2.4300127,196,0.0
508,1.927525,3.8101735,15,0,1,0,0,9,12,12,0,2,0,0,1,0,0,0,6.705548,6.705548,0.6562368,81,0.0
509,18.312101,-1.0764102,12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548,2.907562,225,0.0
510,7.2115383,1.9911475,12,0,1,0,0,14,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548,1.9756823,196,0.0
511,8.708273,2.2030108,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,6.705548,6.705548,2.1642735,169,0.0
512,4.8039217,0.45694053,12,0,1,0,0,8,8,8,1,4,1,0,1,0,0,1,7.3568974,7.748579,1.5694326,64,0.39168167
513,3.2967033,1.3917695,11,0,1,0,0,13,12,12,0,1,0,0,1,0,0,0,6.705548,6.705548,1.192923,169,0.0
514,2.1445591,4.0291467,14,0,1,0,0,13,12,9,0,2,0,0,1,0,0,1,6.705548,6.705548,0.762934,169,0.0
515,10.0536585,1.5598328,12,0,1,0,0,11,8,8,0,3,1,0,1,0,0,1,6.022065,5.5041966,2.3079367,121,-0.5178685
516,13.020833,3.3970668,12,0,1,0,0,10,12,12,0,5,1,0,1,0,0,1,6.022065,5.5041966,2.5665507,100,-0.5178685
517,4.4557605,-1.5446075,8,0,0,0,1,12,8,2,0,12,0,0,1,0,0,1,5.6937265,5.9561014,1.4941977,144,0.26237488
518,12.295082,3.6121223,12,0,0,0,1,14,10,12,1,5,0,0,0,1,0,1,5.9326367,5.9326367,2.5091994,196,0.0
519,25.48077,2.0211039,13,0,0,0,1,13,12,10,0,3,1,0,0,1,0,0,5.9326367,5.9326367,3.237924,169,0.0
520,8.661417,2.8262098,13,0,0,0,1,13,11,12,0,2,0,0,0,1,0,0,5.9326367,5.9326367,2.1588783,169,0.0
521,4.375,3.8818026,12,0,0,1,0,12,12,12,0,3,1,0,0,1,0,0,5.9326367,5.327934,1.4759065,144,-0.60470295
522,10.596962,4.1120734,16,0,0,0,1,8,12,12,0,1,0,0,0,1,0,1,5.9326367,5.9326367,2.3605673,64,0.0
523,23.490385,4.8792815,15,0,0,0,1,10,15,15,0,4,1,0,0,1,0,1,2.0889568,2.0889568,3.1565912,100,0.0
524,11.217949,3.3266492,20,0,0,0,1,6,18,19,0,2,1,0,1,0,0,0,2.0889568,2.0889568,2.417515,36,0.0
525,6.395349,0.71966314,12,0,0,0,1,13,11,5,0,1,0,0,0,1,0,1,6.2668705,6.2668705,1.855571,169,0.0
526,22.619047,1.3311877,12,0,0,0,1,15,11,4,0,2,0,0,0,1,0,0,6.2668705,6.2668705,3.1187923,225,0.0
527,8.0,1.7256094,12,0,0,0,1,14,11,12,0,2,0,0,0,1,0,1,6.2668705,6.2668705,2.0794415,196,0.0
528,5.516667,-2.4459586,9,0,0,0,1,18,11,5,0,1,0,0,0,1,0,1,6.2668705,6.2668705,1.7077738,324,0.0
529,12.5,3.1246226,14,0,0,0,1,13,4,7,0,5,0,0,0,1,0,0,4.240583,4.240583,2.5257287,169,0.0
530,9.340659,-2.0914834,12,0,0,0,1,12,9,9,0,3,0,0,0,1,0,0,4.240583,5.628096,2.234377,144,1.3875132
531,11.834319,3.3420436,15,0,0,0,1,10,12,12,0,4,0,0,0,1,0,0,4.240583,4.240583,2.4710038,100,0.0
532,21.634615,-1.6591059,12,0,0,0,1,12,7,12,0,0,0,0,0,1,0,0,4.240583,4.240583,3.0742946,144,0.0
533,12.019231,2.2911394,11,1,0,0,0,10,14,8,1,0,1,1,0,0,0,1,8.595144,9.4995365,2.486508,100,0.90439224
534,12.019231,2.740059,12,1,0,0,0,13,12,11,0,3,1,1,0,0,0,1,7.311346,7.311346,2.486508,169,0.0
535,4.3636365,1.2168901,8,1,0,0,0,19,7,9,0,4,1,1,0,0,0,1,7.311346,7.311346,1.4733058,361,0.0
536,9.615385,-0.30898407,10,1,0,0,0,11,12,11,0,1,1,1,0,0,0,1,8.595144,9.4995365,2.2633643,121,0.90439224
537,3.633218,4.859405,15,1,0,0,0,8,12,8,0,2,1,1,0,0,0,1,8.5547085,8.595144,1.2901188,64,0.04043579
538,12.019231,3.5095625,13,1,0,0,0,13,12,10,0,2,1,1,0,0,0,1,7.311346,7.311346,2.486508,169,0.0
539,18.181818,1.7317415,13,1,0,0,0,15,16,13,0,1,1,1,0,0,0,1,7.311346,7.311346,2.900422,225,0.0
540,20.879122,4.8979616,17,1,0,0,0,4,16,20,0,2,1,1,0,0,0,1,8.595144,9.4995365,3.0387497,16,0.90439224
541,12.727273,0.40191483,12,1,0,0,0,15,12,12,0,0,1,1,0,0,0,0,7.311346,7.311346,2.5437472,225,0.0
542,4.815409,3.292352,12,1,0,0,0,10,12,13,0,6,1,1,0,0,0,1,8.595144,9.4995365,1.571821,100,0.90439224
543,11.538462,3.3916104,15,1,0,0,0,6,12,13,0,2,1,1,0,0,0,1,8.595144,9.4995365,2.4456859,36,0.90439224
544,15.714286,6.2637424,16,1,0,0,0,5,14,15,0,1,1,1,0,0,0,1,8.595144,9.4995365,2.7545702,25,0.90439224
545,16.381508,1.7202678,15,1,0,0,0,12,15,16,0,5,1,1,0,0,0,1,7.311346,7.311346,2.796153,144,0.0
546,14.693535,3.9409668,15,1,0,0,0,8,15,16,0,5,1,1,0,0,0,1,7.311346,8.5547085,2.6874075,64,1.2433624
547,26.642984,5.2374225,18,1,0,0,0,7,16,17,0,1,1,1,0,0,0,1,7.3949065,7.3949065,3.2825258,49,0.0
548,11.956522,1.1753964,15,1,0,0,0,5,16,18,0,3,1,1,0,0,0,1,6.125471,10.7209635,2.481277,25,4.5954924
549,19.58042,3.8484118,17,0,1,0,0,6,16,17,0,3,1,1,0,0,0,1,7.3949065,6.6411552,2.97453,36,-0.7537513
550,12.019231,3.852825,15,1,0,0,0,7,16,16,0,2,1,1,0,0,0,1,6.6411552,5.8513093,2.486508,49,-0.78984594
551,12.015504,4.4298105,18,1,0,0,0,5,16,16,0,2,1,1,0,0,0,1,7.3949065,6.6411552,2.4861977,25,-0.7537513
552,27.657053,3.9471428,15,1,0,0,0,8,17,17,0,2,1,1,0,0,0,1,7.3949065,6.6411552,3.3198807,64,-0.7537513
553,19.512196,4.8012047,16,1,0,0,0,6,16,17,0,2,1,1,0,0,0,1,6.6411552,5.8513093,2.9710398,36,-0.78984594
554,12.296882,4.589003,19,1,0,0,0,8,16,14,0,2,1,0,1,0,0,1,15.082261,15.082261,2.5093458,64,0.0
555,7.8142076,2.7357333,17,1,0,0,0,8,10,8,0,1,1,1,0,0,0,1,15.082261,15.082261,2.0559435,64,0.0
556,12.5,1.0000062,12,0,0,0,1,11,12,12,1,6,0,1,0,0,0,1,15.082261,15.008257,2.5257287,121,-0.07400417
557,15.8244,0.016973184,12,1,0,0,0,8,12,14,0,6,1,1,0,0,0,1,13.934644,15.172539,2.761553,64,1.237895
558,13.243925,1.3274342,12,1,0,0,0,12,12,12,1,4,1,1,0,0,0,1,15.082261,15.082261,2.583539,144,0.0
559,11.883802,2.50396,10,1,0,0,0,12,12,12,0,5,1,1,0,0,0,1,15.008257,14.462974,2.4751763,144,-0.5452833
560,12.5,0.9990907,12,1,0,0,0,9,12,12,0,5,1,1,0,0,0,1,13.934644,15.172539,2.5257287,81,1.237895
561,13.675214,3.6214528,11,1,0,0,0,13,17,12,1,3,1,1,0,0,0,1,15.082261,15.008257,2.615585,169,-0.07400417
562,17.958412,2.930066,14,1,0,0,0,9,16,12,0,2,1,1,0,0,0,1,15.008257,14.462974,2.8880587,81,-0.5452833
563,19.386106,3.2524714,15,1,0,0,0,12,18,20,0,2,1,1,0,0,0,1,15.082261,15.082261,2.9645567,144,0.0
564,12.399256,2.0625095,12,1,0,0,0,11,12,14,0,3,1,1,0,0,0,1,15.008257,14.462974,2.5176365,121,-0.5452833
565,19.047619,3.2865658,15,1,0,0,0,6,15,19,0,5,1,1,0,0,0,1,14.462974,13.934644,2.946942,36,-0.52832985
566,9.347826,0.7689123,10,1,0,0,0,12,7,12,1,1,1,1,0,0,0,1,15.008257,14.462974,2.235144,144,-0.5452833
567,17.066854,-3.2723527,13,1,0,0,0,7,12,7,0,4,1,1,0,0,0,1,15.172539,15.137891,2.8371382,49,-0.03464794
568,16.172506,1.9797972,15,0,0,1,0,7,14,16,0,3,1,1,0,0,0,1,15.008257,14.462974,2.7833126,49,-0.5452833
569,11.058452,2.8086834,14,1,0,0,0,6,14,16,0,3,1,1,0,0,0,1,13.934644,15.172539,2.403195,36,1.237895
570,20.474482,2.8439913,15,1,0,0,0,8,12,16,0,5,1,1,0,0,0,1,15.008257,14.462974,3.0191793,64,-0.5452833
571,6.2222223,1.7717772,14,1,0,0,0,8,16,16,0,1,0,1,0,0,0,1,14.462974,6.922371,1.8281271,64,-7.5406027
572,6.8728523,-0.3411266,10,1,0,0,0,11,12,12,0,4,1,1,0,0,0,1,14.462974,13.934644,1.9275792,121,-0.52832985
573,5.240793,4.086502,14,1,0,0,0,8,12,12,0,2,1,1,0,0,0,1,15.008257,14.462974,1.6564729,64,-0.5452833
574,13.837638,1.698632,11,1,0,0,0,10,12,14,0,3,1,1,0,0,0,1,13.934644,15.172539,2.6273923,100,1.237895
575,15.695067,0.8695958,11,1,0,0,0,12,12,12,0,6,1,1,0,0,0,1,15.008257,14.462974,2.7533464,144,-0.5452833
576,11.598746,3.8830936,20,0,1,0,0,7,16,12,0,1,1,1,0,0,0,1,7.311346,7.311346,2.450897,49,0.0
577,6.919414,0.71132207,13,1,0,0,0,9,12,12,0,3,1,1,0,0,0,1,14.462974,13.934644,1.934331,81,-0.52832985
578,35.326088,5.503091,15,1,0,0,0,9,13,18,0,3,1,1,0,0,0,1,15.082261,15.008257,3.5646217,81,-0.07400417
579,19.886364,5.039571,14,1,0,0,0,6,13,18,1,3,1,1,0,0,0,1,13.934644,15.172539,2.9900343,36,1.237895
580,20.332718,3.4262676,16,1,0,0,0,8,12,12,0,1,1,1,0,0,0,1,15.082261,15.082261,3.0122313,64,0.0
581,9.077879,2.9329524,12,1,0,0,0,13,15,10,1,4,1,1,0,0,0,1,15.082261,15.082261,2.2058406,169,0.0
582,11.216566,3.500802,13,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,15.082261,15.082261,2.4173918,169,0.0
583,15.811966,2.5320354,12,1,0,0,0,14,11,11,0,4,1,1,0,0,0,1,15.082261,15.082261,2.760767,196,0.0
584,19.23077,3.2833335,15,1,0,0,0,8,12,12,0,2,1,1,0,0,0,1,15.082261,15.008257,2.9565115,64,-0.07400417
585,8.341827,2.5226195,15,1,0,0,0,5,14,14,0,4,1,1,0,0,0,1,13.934644,15.172539,2.1212823,25,1.237895
586,10.914454,1.7955523,17,1,0,0,0,6,12,12,0,5,1,1,0,0,0,1,15.008257,14.462974,2.390088,36,-0.5452833
587,8.979206,0.932681,15,0,1,0,0,12,12,12,0,3,1,1,0,0,0,1,15.082261,15.082261,2.1949115,144,0.0
588,26.217228,0.7652098,13,1,0,0,0,10,16,14,0,4,1,1,0,0,0,1,15.082261,15.008257,3.2664168,100,-0.07400417
589,17.788462,0.5199093,12,1,0,0,0,14,12,15,0,6,1,1,0,0,0,1,12.387511,12.387511,2.87855,196,0.0
590,12.980769,2.2902613,12,1,0,0,0,12,11,11,0,4,1,1,0,0,0,1,12.387511,12.387511,2.563469,144,0.0
591,3.690037,-3.3992128,8,0,0,0,1,17,11,8,0,5,0,1,0,0,0,1,11.155029,11.155029,1.3056365,289,0.0
592,15.865385,2.4545496,12,1,0,0,0,14,12,12,0,1,1,1,0,0,0,1,12.387511,12.387511,2.7641397,196,0.0
593,8.997955,-1.952946,12,1,0,0,0,9,12,8,1,2,1,1,0,0,0,1,11.967087,12.391353,2.1969974,81,0.42426586
594,12.711864,4.4126496,12,1,0,0,0,10,8,8,0,2,1,1,0,0,0,1,12.363052,11.967087,2.5425358,100,-0.39596558
595,10.23587,-1.6305896,12,1,0,0,0,15,12,12,0,5,1,1,0,0,0,0,12.387511,12.387511,2.3258982,225,0.0
596,19.847328,-1.8597864,13,0,0,1,0,12,12,12,0,5,1,1,0,0,0,0,12.387511,12.387511,2.9880693,144,0.0
597,25.48077,4.0483775,15,1,0,0,0,12,16,16,0,1,1,1,0,0,0,0,6.2668705,6.2668705,3.237924,144,0.0
598,11.057693,1.498101,14,0,0,0,1,12,12,12,0,3,1,1,0,0,0,0,12.387511,12.387511,2.4031262,144,0.0
599,25.342875,3.5949473,15,1,0,0,0,9,11,12,0,1,0,1,0,0,0,0,12.387511,12.387511,3.2324977,81,0.0
600,7.524272,4.4086003,14,1,0,0,0,11,12,10,0,2,1,1,0,0,0,0,12.387511,12.387511,2.018134,121,0.0
601,16.826923,-1.0548164,12,1,0,0,0,15,12,12,0,2,1,1,0,0,0,1,12.387511,12.387511,2.8229802,225,0.0
602,22.596153,1.2803861,12,1,0,0,0,16,9,11,0,3,0,1,0,0,0,1,12.387511,12.387511,3.1177797,256,0.0
603,5.5710306,-1.9704405,12,1,0,0,0,10,12,12,0,5,1,1,0,0,0,1,12.363052,11.967087,1.7175801,100,-0.39596558
604,10.993657,2.1865358,12,1,0,0,0,11,12,12,0,2,1,1,0,0,0,1,12.387511,12.363052,2.3973184,121,-0.024458885
605,22.988506,3.6256537,20,1,0,0,0,5,14,18,0,1,1,1,0,0,0,1,12.387511,12.387511,3.1349943,25,0.0
606,21.39423,2.743769,17,1,0,0,0,9,12,12,0,2,1,1,0,0,0,1,11.155029,11.155029,3.0631213,81,0.0
607,18.173077,-0.10524677,12,1,0,0,0,14,12,12,1,4,1,1,0,0,0,1,2.0889568,2.0889568,2.8999412,196,0.0
