,distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
2360,57020.0,83,44.7,1392.0,,,3207,,22431.0,1.5,94.5,26.5,26.9,,,1993,99.9,5632.0,0,1,0,0,0,0,0,8.0730915,,8.0793085,,7.238497,52.395836,1998.0901,,27.0,-0.5,-0.006217003,,,,8.100002,658.53015,0.06300688,0.90818024,3227.0,8.0793085,27.0,1.445,3562.1,8.178105,8.2138195,-0.03571415,
2361,57020.0,83,41.9,1405.0,,,3892,,26193.0,0.9,96.5,24.8,28.5,,,1994,97.7,8551.0,0,0,1,0,0,0,0,8.266679,,8.0730915,,7.2477927,52.5305,1755.6101,,26.5,-1.7000008,0.1935873,-0.006217003,,,-2.7999992,-242.47998,0.00929594,0.13466263,3227.0,8.0793085,27.0,1.482,4215.02,8.34641,8.178105,0.16830444,-0.03571415
2362,57020.0,83,47.46,1368.0,20.9,4200.0,4637,4954.0,32630.0,9.28,67.6,66.0,36.5,,0.0,1995,,,0,0,0,1,0,0,0,8.441823,8.34284,8.266679,,7.221105,52.14436,2252.4514,69.60298,24.8,41.2,0.1751442,0.1935873,,,5.5599976,496.8413,-0.026687622,-0.38613892,3227.0,8.0793085,27.0,1.524,4883.4546,8.493608,8.34641,0.14719868,0.16830444
2363,57020.0,83,39.85,1348.0,22.0,4506.0,4796,5336.0,34966.0,100.0,,61.8,58.4,,0.0,1996,,,0,0,0,0,1,0,0,8.475537,8.413165,8.441823,8.34284,7.2063775,51.931877,1588.0223,70.78135,66.0,-4.200001,0.033714294,0.1751442,0.0703249,,-7.6100006,-664.4291,-0.0147275925,-0.21248245,3227.0,8.0793085,27.0,1.569,4906.042,8.498222,8.493608,0.0046138763,0.14719868
2364,57020.0,83,39.4,1379.0,22.1,4816.0,5071,5672.0,36345.0,4.6,83.9,50.0,51.0,0.0,,1997,,,0,0,0,0,0,1,0,8.531293,8.479699,8.475537,8.413165,7.229114,52.26009,1552.3601,71.9053,61.8,-11.799999,0.055755615,0.033714294,0.06653404,0.0703249,-0.44999695,-35.66223,0.02273655,0.32821274,3227.0,8.0793085,27.0,1.605,5071.0,8.531293,8.498222,0.033070564,0.0046138763
2365,57020.0,83,43.06,1366.0,20.8,5170.0,5364,6167.0,36007.0,2.5,89.9,76.0,84.0,15.0,,1998,,,0,0,0,0,0,0,1,8.587465,8.550628,8.531293,8.479699,7.219642,52.123234,1854.1637,73.113235,50.0,26.0,0.05617237,0.055755615,0.07092857,0.06653404,3.6599998,301.8036,-0.009471893,-0.13685608,3227.0,8.0793085,27.0,1.63,5281.73,8.572009,8.531293,0.04071617,0.033070564
2366,57030.0,83,32.3,803.0,,,3757,,24525.0,0.5,97.5,31.7,20.3,,,1992,105.9,5179.0,1,0,0,0,0,0,0,8.231376,,,,6.6883545,44.734085,1043.2899,,,,,,,,,,,,,,,1.403,4297.9224,8.365887,,,
2367,57030.0,83,31.1,829.0,,,3973,,28373.0,-0.8,102.2,35.2,24.6,,,1993,95.3,6278.0,0,1,0,0,0,0,0,8.287277,,8.231376,,6.72022,45.161358,967.21,,31.7,3.5,0.055901527,,,,-1.1999989,-76.079895,0.031865597,0.4272728,3757.0,8.231376,31.7,1.445,4412.917,8.392291,8.365887,0.02640438,
2368,57030.0,83,35.9,1036.0,,,3908,,23791.0,0.4,98.6,57.1,27.2,,,1994,107.2,7045.0,0,0,1,0,0,0,0,8.270781,,8.287277,,6.9431224,48.206947,1288.81,,35.2,21.899998,-0.016496658,0.055901527,,,4.800001,321.60004,0.2229023,3.0455894,3757.0,8.231376,31.7,1.482,4232.348,8.3505125,8.392291,-0.041778564,0.02640438
2369,57030.0,83,42.59,1065.0,20.0,4314.0,4684,5042.0,33055.0,0.32,99.1,56.3,33.7,,0.0,1995,,,0,0,0,1,0,0,0,8.451908,8.369621,8.270781,,6.9707303,48.59108,1813.9081,70.05056,57.1,-0.79999924,0.18112755,-0.016496658,,,6.6899986,525.098,0.027607918,0.3841324,3757.0,8.231376,31.7,1.524,4932.9526,8.503693,8.3505125,0.15318012,-0.041778564
2370,57030.0,83,39.85,1067.0,21.8,4608.0,5076,5762.0,35726.0,3.6,86.4,63.0,48.8,,0.0,1996,,,0,0,0,0,1,0,0,8.532279,8.435549,8.451908,8.369621,6.972606,48.617237,1588.0223,71.158485,56.3,6.700001,0.0803709,0.18112755,0.065927505,,-2.7400017,-225.88574,0.0018758774,0.02615738,3757.0,8.231376,31.7,1.569,5192.4663,8.554964,8.503693,0.05127144,0.15318012
2371,57030.0,83,37.41,1077.0,22.5,4904.0,4686,5556.0,37490.0,2.3,91.6,45.0,56.0,0.0,,1997,,,0,0,0,0,0,1,0,8.452334,8.497807,8.532279,8.435549,6.9819345,48.74741,1399.508,72.212715,63.0,-18.0,-0.07994461,0.0803709,0.062257767,0.065927505,-2.4399986,-188.51428,0.009328365,0.13017273,3757.0,8.231376,31.7,1.605,4686.0,8.452334,8.554964,-0.10262966,0.05127144
2372,57030.0,83,37.3,1042.0,24.8,5198.0,4992,6074.0,43248.0,4.0,84.7,76.0,55.0,0.0,,1998,,,0,0,0,0,0,0,1,8.515592,8.556029,8.452334,8.497807,6.9488974,48.287174,1391.2899,73.205635,45.0,31.0,0.06325722,-0.07994461,0.05822277,0.062257767,-0.11000061,-8.21814,-0.033037186,-0.4602356,3757.0,8.231376,31.7,1.63,4915.4355,8.500135,8.452334,0.047801018,-0.10262966
2373,58010.0,58,23.8,7323.0,,,4260,,33073.0,1.3,93.9,25.8,25.2,,,1992,94.6,5988.0,1,0,0,0,0,0,0,8.357024,,,,8.898775,79.1882,566.43994,,,,,,,,,,,,,,,1.403,4873.343,8.491535,,,
2374,58010.0,58,26.1,7252.0,,,4579,,35073.0,8.3,70.8,44.2,35.7,,,1993,96.1,6704.0,0,1,0,0,0,0,0,8.429235,,8.357024,,8.889032,79.01489,681.21,,25.8,18.400002,0.072211266,,,,2.3000011,114.77008,-0.009742737,-0.17330933,4260.0,8.357024,25.8,1.445,5086.017,8.53425,8.491535,0.042715073,
2375,58010.0,58,27.3,7325.0,,,4889,,43726.0,9.1,68.2,48.0,40.1,,,1994,77.1,12634.0,0,0,1,0,0,0,0,8.494743,,8.429235,,8.899049,79.19307,745.29,,44.2,3.7999992,0.06550789,0.072211266,,,1.1999989,64.079956,0.010016441,0.17817688,4260.0,8.357024,25.8,1.482,5294.767,8.574474,8.53425,0.040224075,0.042715073
2376,58010.0,58,30.35,7241.0,24.0,5210.0,5665,6213.0,47287.0,7.96,71.2,47.9,45.2,,0.0,1995,,,0,0,0,1,0,0,0,8.642062,8.558335,8.494743,,8.887515,78.98792,921.1225,73.2451,48.0,-0.099998474,0.14731884,0.06550789,,,3.0500011,175.83252,-0.011533737,-0.20514679,4260.0,8.357024,25.8,1.524,5966.0923,8.693848,8.574474,0.11937332,0.040224075
2377,58010.0,58,26.11,7143.0,23.9,5363.0,5826,6359.0,48862.0,7.78,72.0,56.6,61.7,,0.0,1996,,,0,0,0,0,1,0,0,8.670086,8.587278,8.642062,8.558335,8.873888,78.74589,681.7321,73.74135,47.9,8.699997,0.02802372,0.14731884,0.028943062,,-4.24,-239.39038,-0.013627052,-0.24203491,4260.0,8.357024,25.8,1.569,5959.675,8.692771,8.693848,-0.0010766983,0.11937332
2378,58010.0,58,27.85,7176.0,23.2,5518.0,6126,6758.0,48082.0,8.4,70.9,53.0,49.0,0.0,,1997,,,0,0,0,0,0,1,0,8.720297,8.61577,8.670086,8.587278,8.878497,78.82771,775.6225,74.2315,56.6,-3.5999985,0.050210953,0.02802372,0.028491974,0.028943062,1.7399998,93.89038,0.004609108,0.08182526,4260.0,8.357024,25.8,1.605,6126.0,8.720297,8.692771,0.027525902,-0.0010766983
2379,58010.0,58,28.03,7028.0,21.4,5672.0,6252,7588.0,46819.0,9.5,68.4,65.0,51.0,0.0,,1998,,,0,0,0,0,0,0,1,8.740657,8.643297,8.720297,8.61577,8.857657,78.45809,785.6809,74.70659,53.0,12.0,0.020359993,0.050210953,0.027526855,0.028491974,0.1800003,10.058411,-0.020839691,-0.36962128,4260.0,8.357024,25.8,1.63,6156.1104,8.725201,8.720297,0.0049037933,0.027525902
2380,58020.0,58,18.9,2575.0,,,4081,,31164.0,4.8,83.9,32.8,20.5,,,1992,90.9,5622.0,1,0,0,0,0,0,0,8.314097,,,,7.853605,61.679108,357.21,,,,,,,,,,,,,,,1.403,4668.571,8.448608,,,
2381,58020.0,58,19.7,2602.0,,,4280,,36200.0,1.0,98.0,36.2,34.5,,,1993,83.2,7045.0,0,1,0,0,0,0,0,8.361709,,8.314097,,7.8640356,61.843056,388.09003,,32.8,3.4000015,0.047611237,,,,0.80000114,30.880035,0.010430813,0.16394806,4081.0,8.314097,32.8,1.445,4753.9097,8.4667225,8.448608,0.01811409,
2382,58020.0,58,19.3,2668.0,,,4613,,38744.0,5.9,81.4,52.4,33.0,,,1994,81.0,10875.0,0,0,1,0,0,0,0,8.436634,,8.361709,,7.8890843,62.23765,372.48996,,36.2,16.2,0.07492542,0.047611237,,,-0.40000153,-15.600067,0.025048733,0.3945961,4081.0,8.314097,32.8,1.482,4995.8604,8.516365,8.4667225,0.049642563,0.01811409
2383,58020.0,58,19.23,2670.0,26.4,4686.0,5931,6093.0,42590.0,-3.39,113.2,60.0,41.6,,0.0,1995,,,0,0,0,1,0,0,0,8.687948,8.452334,8.436634,,7.889834,62.24948,369.79288,71.441956,52.4,7.5999985,0.25131416,0.07492542,,,-0.069999695,-2.6970825,0.000749588,0.011829376,4081.0,8.314097,32.8,1.524,6246.23,8.739734,8.516365,0.22336864,0.049642563
2384,58020.0,58,19.67,2741.0,26.8,4939.0,5485,6007.0,46196.0,7.17,76.7,61.2,36.5,,0.0,1996,,,0,0,0,0,1,0,0,8.609773,8.504918,8.687948,8.452334,7.916078,62.66429,386.9089,72.33363,60.0,1.2000008,-0.078175545,0.25131416,0.052583694,,0.44000053,17.116028,0.026244164,0.41481018,4081.0,8.314097,32.8,1.569,5610.851,8.632458,8.739734,-0.10727596,0.22336864
2385,58020.0,58,19.84,2846.0,26.7,5193.0,5582,6149.0,44723.0,2.4,89.6,66.0,36.0,0.0,,1997,,,0,0,0,0,0,1,0,8.627302,8.555067,8.609773,8.504918,7.9536695,63.26086,393.6256,73.18917,61.2,4.799999,0.017529488,-0.078175545,0.050148964,0.052583694,0.17000008,6.7167053,0.037591457,0.59656906,4081.0,8.314097,32.8,1.605,5582.0,8.627302,8.632458,-0.0051555634,-0.10727596
2386,58020.0,58,22.46,2852.0,23.6,5440.0,5998,6577.0,45308.0,4.8,83.9,80.0,55.0,0.0,,1998,,,0,0,0,0,0,0,1,8.699182,8.601534,8.627302,8.555067,7.9557757,63.29437,504.45157,73.98638,66.0,14.0,0.07187939,0.017529488,0.046466827,0.050148964,2.619999,110.82596,0.0021061897,0.0335083,4081.0,8.314097,32.8,1.63,5906.0063,8.683725,8.627302,0.056423187,-0.0051555634
2387,58030.0,58,11.0,4778.0,,,3619,,29271.0,1.8,92.5,34.2,41.4,,,1992,92.5,5420.0,1,0,0,0,0,0,0,8.193953,,,,8.471777,71.771,121.0,,,,,,,,,,,,,,,1.403,4140.053,8.328464,,,
2388,58030.0,58,13.7,4941.0,,,3788,,30988.0,4.9,80.9,39.6,46.6,,,1993,92.6,6105.0,0,1,0,0,0,0,0,8.2395935,,8.193953,,8.505323,72.34052,187.68999,,34.2,5.3999977,0.045640945,,,,2.6999998,66.68999,0.033546448,0.56951904,3619.0,8.193953,34.2,1.445,4207.4326,8.344608,8.328464,0.016144753,
2389,58030.0,58,11.2,5047.0,,,4105,,31769.0,4.0,85.2,60.3,63.8,,,1994,91.0,9649.0,0,0,1,0,0,0,0,8.319961,,8.2395935,,8.526549,72.70204,125.439995,,39.6,20.7,0.08036709,0.045640945,,,-2.5,-62.249992,0.02122593,0.36151886,3619.0,8.193953,34.2,1.482,4445.698,8.399693,8.344608,0.05508423,0.016144753
2390,58030.0,58,11.08,5170.0,23.3,4621.0,4688,5624.0,42146.0,3.63,85.6,62.6,63.7,,0.0,1995,,,0,0,0,1,0,0,0,8.452762,8.438366,8.319961,,8.550628,73.113235,122.766396,71.20602,60.3,2.2999992,0.13280106,0.08036709,,,-0.119999886,-2.6735992,0.02407837,0.41119385,3619.0,8.193953,34.2,1.524,4937.165,8.504546,8.399693,0.10485363,0.05508423
2391,58030.0,58,9.35,5361.0,24.9,4882.0,4879,6070.0,45438.0,1.7,93.4,63.4,68.6,,0.0,1996,,,0,0,0,0,1,0,0,8.492696,8.49331,8.452762,8.438366,8.5869055,73.73495,87.42251,72.136314,62.6,0.80000305,0.03993416,0.13280106,0.05494404,,-1.7299995,-35.343887,0.03627777,0.62171173,3619.0,8.193953,34.2,1.569,4990.9463,8.515381,8.504546,0.010834694,0.10485363
2392,58030.0,58,9.54,5535.0,24.0,5143.0,5046,6346.0,44502.0,1.5,93.7,62.0,66.0,0.0,,1997,,,0,0,0,0,0,1,0,8.526351,8.545392,8.492696,8.49331,8.618847,74.28452,91.0116,73.02373,63.4,-1.4000015,0.033655167,0.03993416,0.05208206,0.05494404,0.18999958,3.5890884,0.031941414,0.5495758,3619.0,8.193953,34.2,1.605,5046.0,8.526351,8.515381,0.010970116,0.010834694
2393,58030.0,58,9.05,5525.0,23.9,5398.0,5408,7017.0,47314.0,3.5,86.6,73.0,74.0,0.0,0.0,1998,,,0,0,0,0,0,0,1,8.595634,8.593783,8.526351,8.545392,8.617039,74.25336,81.902504,73.85311,62.0,11.0,0.069283485,0.033655167,0.048391342,0.05208206,-0.48999977,-9.109093,-0.0018081665,-0.031166077,3619.0,8.193953,34.2,1.63,5325.055,8.580178,8.526351,0.053827286,0.010970116
2394,58050.0,58,15.9,1486.0,,,3801,,30962.0,0.7,97.0,34.5,25.2,,,1992,91.5,4515.0,1,0,0,0,0,0,0,8.243019,,,,7.303843,53.346123,252.80998,,,,,,,,,,,,,,,1.403,4348.2573,8.37753,,,
2395,58050.0,58,16.4,1480.0,,,3788,,32159.0,4.6,83.2,31.0,37.6,,,1993,89.2,6038.0,0,1,0,0,0,0,0,8.2395935,,8.243019,,7.2997975,53.287045,268.96,,34.5,-3.5,-0.0034255981,,,,0.5,16.15001,-0.0040454865,-0.059078217,3801.0,8.243019,34.5,1.445,4207.4326,8.344608,8.37753,-0.03292179,
2396,58050.0,58,15.6,1476.0,,,3928,,31787.0,4.9,81.8,42.9,36.4,,,1994,89.2,7837.0,0,0,1,0,0,0,0,8.275886,,8.2395935,,7.297091,53.247536,243.36002,,31.0,11.900002,0.036292076,-0.0034255981,,,-0.79999924,-25.599976,-0.0027065277,-0.03950882,3801.0,8.243019,34.5,1.482,4254.0083,8.355617,8.344608,0.011008263,-0.03292179
2397,58050.0,58,15.96,1456.0,21.7,4487.0,4589,4962.0,41421.0,3.08,88.4,58.2,36.2,,0.0,1995,,,0,0,0,1,0,0,0,8.431417,8.408939,8.275886,,7.283448,53.04862,254.7216,70.71026,42.9,15.299999,0.15553188,0.036292076,,,0.35999966,11.361588,-0.013642788,-0.19891739,3801.0,8.243019,34.5,1.524,4832.9033,8.483203,8.355617,0.12758636,0.011008263
2398,58050.0,58,17.6,1505.0,22.5,4762.0,4661,5264.0,43575.0,1.89,92.3,67.0,65.9,,0.0,1996,,,0,0,0,0,1,0,0,8.446985,8.468423,8.431417,8.408939,7.3165483,53.53188,309.76,71.71419,58.2,8.799999,0.01556778,0.15553188,0.059483528,,1.6400003,55.038406,0.03310013,0.4832611,3801.0,8.243019,34.5,1.569,4767.9443,8.46967,8.483203,-0.013532639,0.12758636
2399,58050.0,58,20.04,1511.0,23.0,5039.0,4825,5847.0,44219.0,5.1,81.2,49.0,56.0,0.0,,1997,,,0,0,0,0,0,1,0,8.481566,8.524963,8.446985,8.468423,7.320527,53.59012,401.60162,72.675,67.0,-18.0,0.034581184,0.01556778,0.05654049,0.059483528,2.4400005,91.84161,0.0039787292,0.058238983,3801.0,8.243019,34.5,1.605,4825.0,8.481566,8.46967,0.011896133,-0.013532639
2400,58050.0,58,15.51,1530.0,20.9,5311.0,5234,6256.0,44900.0,3.9,84.9,68.0,71.0,0.0,,1998,,,0,0,0,0,0,0,1,8.562931,8.577536,8.481566,8.524963,7.333023,53.773228,240.5601,73.57412,49.0,19.0,0.08136463,0.034581184,0.05257225,0.05654049,-4.5300007,-161.04152,0.012495995,0.18310928,3801.0,8.243019,34.5,1.63,5153.724,8.547475,8.481566,0.06590843,0.011896133
2401,58070.0,58,9.8,1608.0,,,3632,,25958.0,1.1,96.0,42.2,29.7,,,1992,103.3,4364.0,1,0,0,0,0,0,0,8.197538,,,,7.382746,54.50494,96.04,,,,,,,,,,,,,,,1.403,4154.9253,8.332049,,,
2402,58070.0,58,9.7,1617.0,,,3927,,27192.0,1.8,93.4,45.1,40.0,,,1993,104.4,4953.0,0,1,0,0,0,0,0,8.275631,,8.197538,,7.388328,54.58739,94.09,,42.2,2.8999977,0.078092575,,,,-0.10000038,-1.9500046,0.005581856,0.08245087,3632.0,8.197538,42.2,1.445,4361.823,8.380646,8.332049,0.048596382,
2403,58070.0,58,9.7,1628.0,,,4453,,28096.0,2.3,91.2,55.6,45.0,,,1994,105.4,8383.0,0,0,1,0,0,0,0,8.401333,,8.275631,,7.3951077,54.68762,94.09,,45.1,10.5,0.1257019,0.078092575,,,0.0,0.0,0.0067796707,0.100227356,3632.0,8.197538,42.2,1.482,4822.581,8.481065,8.380646,0.100419044,0.048596382
2404,58070.0,58,8.51,1654.0,23.3,4670.0,4662,5205.0,41771.0,2.9,88.8,65.3,51.7,,0.0,1995,,,0,0,0,1,0,0,0,8.4472,8.448915,8.401333,,7.410952,54.92221,72.420105,71.384155,55.6,9.700005,0.045866966,0.1257019,,,-1.1899996,-21.669891,0.015844345,0.23459244,3632.0,8.197538,42.2,1.524,4909.783,8.498985,8.481065,0.017920494,0.100419044
2405,58070.0,58,8.59,1644.0,24.0,4925.0,4859,5541.0,43187.0,2.06,91.5,68.1,69.0,,0.0,1996,,,0,0,0,0,1,0,0,8.488588,8.50208,8.4472,8.448915,7.4048877,54.832363,73.7881,72.28536,65.3,2.7999954,0.04138851,0.045866966,0.053165436,,0.07999992,1.3679962,-0.006064415,-0.089847565,3632.0,8.197538,42.2,1.569,4970.488,8.511273,8.498985,0.012288094,0.017920494
2406,58070.0,58,7.11,1654.0,23.4,5180.0,5078,5769.0,44239.0,2.2,91.0,63.0,60.0,0.0,,1997,,,0,0,0,0,0,1,0,8.532673,8.552561,8.488588,8.50208,7.410952,54.92221,50.5521,73.14629,68.1,-5.0999985,0.04408455,0.04138851,0.050480843,0.053165436,-1.48,-23.236,0.006064415,0.089847565,3632.0,8.197538,42.2,1.605,5078.0,8.532673,8.511273,0.021399498,0.012288094
2407,58070.0,58,8.91,1684.0,23.8,5429.0,5085,6141.0,45553.0,5.8,78.6,81.0,56.0,0.0,,1998,,,0,0,0,0,0,0,1,8.53405,8.59951,8.532673,8.552561,7.4289274,55.18896,79.3881,73.95158,63.0,18.0,0.0013771057,0.04408455,0.046949387,0.050480843,1.7999997,28.835999,0.01797533,0.26675034,3632.0,8.197538,42.2,1.63,5007.0093,8.518594,8.532673,-0.014079094,0.021399498
2408,58080.0,58,18.8,2544.0,,,6574,,34856.0,1.7,93.2,40.7,29.8,,,1992,138.8,6469.0,1,0,0,0,0,0,0,8.790877,,,,7.841493,61.489014,353.43997,,,,,,,,,,,,,,,1.403,7520.506,8.925388,,,
2409,58080.0,58,20.1,2593.0,,,6947,,40865.0,2.5,90.2,44.5,44.8,,,1993,124.5,8825.0,0,1,0,0,0,0,0,8.8460655,,8.790877,,7.860571,61.788574,404.01,,40.7,3.7999992,0.05518818,,,,1.3000011,50.570038,0.019077778,0.29956055,6574.0,8.790877,40.7,1.445,7716.218,8.951079,8.925388,0.025691032,
2410,58080.0,58,18.5,2640.0,,,7797,,37244.0,1.5,94.0,55.0,45.1,,,1994,138.6,14181.0,0,0,1,0,0,0,0,8.961494,,8.8460655,,7.8785343,62.071304,342.25,,44.5,10.5,0.115428925,0.05518818,,,-1.6000004,-61.76001,0.01796341,0.2827301,6574.0,8.790877,40.7,1.482,8444.119,9.041225,8.951079,0.090146065,0.025691032
2411,58080.0,58,19.15,2643.0,20.8,9660.0,7417,8033.0,55461.0,1.47,94.3,57.9,57.2,,0.0,1995,,,0,0,0,1,0,0,0,8.91153,9.175749,8.961494,,7.87967,62.089203,366.72247,84.19437,55.0,2.9000015,-0.049964905,0.115428925,,,0.6499996,24.472473,0.0011358261,0.01789856,6574.0,8.790877,40.7,1.524,7811.2104,8.963315,9.041225,-0.07791042,0.090146065
2412,58080.0,58,17.92,2761.0,19.9,9813.0,7576,8065.0,53301.0,1.75,92.6,76.6,52.8,,0.0,1996,,,0,0,0,0,1,0,0,8.93274,9.191463,8.91153,9.175749,7.9233484,62.77945,321.1264,84.483,57.9,18.699997,0.02121067,-0.049964905,0.015714645,,-1.2299995,-45.59607,0.043678284,0.6902466,6574.0,8.790877,40.7,1.569,7749.828,8.955426,8.963315,-0.007888794,-0.07791042
2413,58080.0,58,17.85,2751.0,20.0,9968.0,7651,7984.0,55526.0,7.8,74.3,76.0,60.0,0.0,,1997,,,0,0,0,0,0,1,0,8.942592,9.207135,8.93274,9.191463,7.9197197,62.72196,318.62253,84.77134,76.6,-0.5999985,0.009851456,0.02121067,0.01567173,0.015714645,-0.069999695,-2.5038757,-0.0036287308,-0.057491302,6574.0,8.790877,40.7,1.605,7651.0,8.942592,8.955426,-0.012834549,-0.007888794
2414,58080.0,58,20.45,2744.0,16.6,10122.0,8171,8682.0,47545.0,4.1,83.3,91.0,63.0,0.0,,1998,,,0,0,0,0,0,0,1,9.008347,9.222466,8.942592,9.207135,7.917172,62.68161,418.20255,85.05389,76.0,15.0,0.06575489,0.009851456,0.015331268,0.01567173,2.6000004,99.58002,-0.002547741,-0.040348053,6574.0,8.790877,40.7,1.63,8045.6777,8.99289,8.942592,0.05029869,-0.012834549
2415,58090.0,58,14.6,2284.0,,,3399,,25503.0,6.3,76.7,29.5,34.9,,,1992,98.1,3873.0,1,0,0,0,0,0,0,8.131236,,,,7.7336836,59.80986,213.16,,,,,,,,,,,,,,,1.403,3888.3784,8.265747,,,
2416,58090.0,58,14.7,2064.0,,,3945,,27519.0,6.3,76.7,26.8,41.5,,,1993,106.3,4627.0,0,1,0,0,0,0,0,8.280204,,8.131236,,7.632401,58.253544,216.09,,29.5,-2.7000008,0.14896774,,,,0.09999943,2.9299927,-0.1012826,-1.5563164,3399.0,8.131236,29.5,1.445,4381.8164,8.385219,8.265747,0.11947155,
2417,58090.0,58,14.1,1992.0,,,4204,,28067.0,7.5,73.2,50.5,38.9,,,1994,105.9,7205.0,0,0,1,0,0,0,0,8.343792,,8.280204,,7.5968943,57.712803,198.81001,,26.8,23.7,0.06358814,0.14896774,,,-0.5999994,-17.279984,-0.035506725,-0.54074097,3399.0,8.131236,29.5,1.482,4552.915,8.423523,8.385219,0.03830433,0.11947155
2418,58090.0,58,20.37,1494.0,23.6,4625.0,4785,5278.0,43721.0,5.73,79.5,54.5,54.3,,0.0,1995,,,0,0,0,1,0,0,0,8.473241,8.439232,8.343792,,7.309212,53.424583,414.93692,71.220634,50.5,4.0,0.12944889,0.06358814,,,6.2700005,216.1269,-0.28768206,-4.2882195,3399.0,8.131236,29.5,1.524,5039.321,8.525026,8.423523,0.10150337,0.03830433
2419,58090.0,58,23.69,1582.0,23.0,4885.0,5188,5618.0,44413.0,1.67,93.3,52.1,61.1,,0.0,1996,,,0,0,0,0,1,0,0,8.554104,8.493924,8.473241,8.439232,7.366445,54.26451,561.2161,72.14674,54.5,-2.4000015,0.080863,0.12944889,0.05469227,,3.3199997,146.2792,0.057232857,0.8399277,3399.0,8.131236,29.5,1.569,5307.036,8.576789,8.525026,0.05176258,0.10150337
2420,58090.0,58,21.0,1546.0,23.6,5146.0,5773,6289.0,45862.0,3.5,87.4,63.0,56.0,0.0,,1997,,,0,0,0,0,0,1,0,8.660947,8.545975,8.554104,8.493924,7.343426,53.925907,441.0,73.03368,52.1,10.900002,0.106842995,0.080863,0.05205059,0.05469227,-2.6900005,-120.216125,-0.023018837,-0.33860397,3399.0,8.131236,29.5,1.605,5773.0,8.660947,8.576789,0.084157944,0.05176258
2421,58090.0,58,22.21,1557.0,22.8,5401.0,5930,7064.0,42687.0,8.4,69.8,76.0,61.0,0.0,,1998,,,0,0,0,0,0,0,1,8.687779,8.594339,8.660947,8.545975,7.3505163,54.03009,493.28406,73.86267,63.0,13.0,0.02683258,0.106842995,0.04836464,0.05205059,1.2099991,52.284058,0.0070900917,0.1041832,3399.0,8.131236,29.5,1.63,5839.0493,8.672323,8.660947,0.011376381,0.084157944
2422,58100.0,58,16.5,899.0,,,3699,,29989.0,2.0,92.6,25.0,35.7,,,1992,90.3,5206.0,1,0,0,0,0,0,0,8.215817,,,,6.801283,46.25745,272.25,,,,,,,,,,,,,,,1.403,4231.572,8.350328,,,
2423,58100.0,58,16.7,894.0,,,3848,,30042.0,1.2,95.2,43.7,35.0,,,1993,94.9,5466.0,0,1,0,0,0,0,0,8.255309,,8.215817,,6.795706,46.181618,278.89,,25.0,18.7,0.039491653,,,,0.20000076,6.6400146,-0.0055770874,-0.07583237,3699.0,8.215817,25.0,1.445,4274.076,8.360323,8.350328,0.009994507,
2424,58100.0,58,13.8,898.0,,,4312,,28470.0,1.5,93.4,37.5,41.9,,,1994,104.2,7458.0,0,0,1,0,0,0,0,8.369157,,8.255309,,6.80017,46.24231,190.44,,43.7,-6.200001,0.11384773,0.039491653,,,-2.9000006,-88.45001,0.0044641495,0.060691833,3699.0,8.215817,25.0,1.482,4669.8784,8.448889,8.360323,0.08856583,0.009994507
2425,58100.0,58,15.26,895.0,22.3,4571.0,4792,5225.0,42375.0,2.89,88.9,66.7,61.8,,0.0,1995,,,0,0,0,1,0,0,0,8.474703,8.427487,8.369157,,6.7968235,46.196808,232.8676,71.022545,37.5,29.199997,0.105546,0.11384773,,,1.46,42.427597,-0.0033464432,-0.04550171,3699.0,8.215817,25.0,1.524,5046.693,8.526488,8.448889,0.077599525,0.08856583
2426,58100.0,58,16.53,889.0,21.1,4837.0,5062,5526.0,42375.0,1.83,92.9,72.7,64.8,,0.0,1996,,,0,0,0,0,1,0,0,8.529517,8.48405,8.474703,8.427487,6.790097,46.10542,273.24094,71.9791,66.7,6.0,0.05481434,0.105546,0.056562424,,1.2700005,40.373337,-0.006726265,-0.0913887,3699.0,8.215817,25.0,1.569,5178.1455,8.552202,8.526488,0.02571392,0.077599525
2427,58100.0,58,14.5,894.0,21.1,5104.0,5215,5811.0,43413.0,2.1,91.5,53.0,39.0,0.0,,1997,,,0,0,0,0,0,1,0,8.559295,8.53778,8.529517,8.48405,6.795706,46.181618,210.25,72.893684,72.7,-19.699997,0.029777527,0.05481434,0.05373001,0.056562424,-2.0300007,-62.990936,0.0056085587,0.07619858,3699.0,8.215817,25.0,1.605,5215.0,8.559295,8.552202,0.007092476,0.02571392
