,inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
396,1,1920,0,0,55,6,1.9792,2.58,1960,58,8,5.3327,15428.0,0.7215,7,7,7.5,0,37,11.627936,0.6826927,1369
397,1,2141,0,0,35,16,5.3713,6.0,2000,42,16,5.5,23300.0,0.6615,7,7,7.5,0,13,11.800046,1.68107,169
398,1,1720,0,1,49,14,1.7442,0.0,2600,45,16,7.2308,42100.0,0.5215,16,16,9.5,1,14,39.099976,0.556296,196
399,1,3533,2,2,38,15,5.0948,8.5,2000,38,9,7.0,36430.0,0.64,12,7,9.5,1,17,18.43007,1.6282204,289
400,1,2000,0,2,42,14,2.5,0.0,2218,45,14,7.2137,26000.0,0.6915,7,7,9.5,1,5,21.0,0.91629076,25
401,1,800,0,1,48,8,3.825,2.3,2000,52,5,4.5,62060.0,0.7515,7,7,7.5,0,2,59.0,1.3415585,4
402,1,3000,0,0,51,14,1.0,0.0,2595,53,16,8.8632,28300.0,0.6215,12,12,9.5,1,0,25.3,0.0,0
403,1,293,0,2,43,12,3.0717,4.0,2400,47,12,9.3333,24149.0,0.6615,12,10,7.5,1,3,23.248991,1.1222312,9
404,1,1872,0,1,43,12,1.7163,0.0,2856,48,12,3.8263,28141.0,0.6615,12,10,7.5,1,21,24.928087,0.5401708,441
405,1,2058,0,1,38,12,4.0209,4.0,2601,38,14,5.4448,23057.0,0.6615,10,10,7.5,1,20,14.781988,1.3915057,400
406,1,1832,0,1,44,12,5.4585,4.95,2054,48,9,8.7634,28900.0,0.6215,3,7,7.5,1,19,18.900028,1.697174,361
407,1,120,1,3,36,12,25.0,9.98,2500,35,12,8.4,24000.0,0.6615,12,10,9.5,1,4,21.0,3.218876,16
408,1,1632,0,0,38,12,2.3897,2.3,1960,31,12,5.102,13900.0,0.7215,12,12,7.5,0,19,10.00001,0.8711678,361
409,1,778,0,0,47,8,3.2134,7.25,2058,51,8,7.4101,31810.0,0.6915,12,12,5.0,1,11,29.309975,1.1673295,121
410,1,1984,0,2,34,12,3.377,3.14,2410,49,10,5.3527,19840.0,0.6915,7,7,7.5,0,14,13.140032,1.2169877,196
411,1,225,1,2,40,17,1.7778,0.0,1278,38,17,19.562,25490.0,0.6615,16,17,14.0,1,8,25.089994,0.57537663,64
412,1,1960,0,1,31,12,3.1633,3.18,2875,35,12,5.0783,20800.0,0.6915,12,12,7.5,0,13,14.599932,1.1516157,169
413,1,444,0,0,46,12,2.7027,0.0,2340,49,12,0.5128,2400.0,0.8015,10,16,7.5,1,24,1.2000012,0.99425125,576
414,1,384,0,3,36,14,1.6927,0.0,3060,43,17,5.402,32650.0,0.5815,10,10,14.0,1,1,32.000004,0.5263249,1
415,1,1170,1,2,39,13,0.2137,0.0,1920,47,12,7.8646,16370.0,0.7215,12,16,11.0,1,1,16.11997,-1.5431821,1
416,1,1330,0,2,36,17,6.7669,4.5,3390,38,12,6.0531,35500.0,0.5515,7,7,14.0,0,3,26.500023,1.9120431,9
417,1,1350,0,4,37,8,1.7407,2.1,2400,41,12,5.0,15100.0,0.7515,7,7,3.0,0,4,12.750055,0.5542873,16
418,1,480,0,4,39,12,2.5,0.0,1640,40,11,7.6829,14100.0,0.7515,7,9,3.0,0,21,12.9,0.91629076,441
419,1,1984,1,3,36,11,4.4859,3.26,1656,38,8,6.0386,19600.0,0.7215,7,3,14.0,0,10,10.699975,1.5009391,100
420,1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.851,19434.0,0.7215,7,7,5.0,1,13,14.4340315,0.9446838,169
421,1,50,1,1,45,12,3.46,5.0,1780,46,10,6.7416,23882.0,0.7215,7,7,9.5,1,9,23.709,1.2412686,81
422,1,460,2,0,32,17,4.7826,0.0,1850,31,17,8.1081,17300.0,0.7215,7,7,7.5,0,14,15.100004,1.5649843,196
423,1,680,0,5,36,10,2.3118,0.0,3430,43,12,5.3061,19772.0,0.7215,7,7,7.5,0,2,18.199976,0.83802646,4
424,1,2450,0,1,40,12,5.3061,6.5,2008,40,8,7.2709,35641.0,0.6215,7,7,5.0,1,21,22.641056,1.6688571,441
425,1,2144,0,2,43,13,5.8675,0.0,2140,43,11,8.1776,34220.0,0.5815,7,7,7.5,1,22,21.64008,1.7694286,484
426,1,1760,0,1,33,12,3.4091,3.21,3380,34,12,7.1006,30000.0,0.5815,12,16,11.0,1,14,23.999985,1.2264483,196
427,1,490,0,1,30,12,4.0816,2.46,2430,33,11,6.5844,18000.0,0.6915,12,12,7.5,1,7,16.000015,1.4064891,49
428,0,0,0,1,49,12,,0.0,2550,54,15,7.8529,21025.0,0.6615,14,12,7.5,1,2,21.025,,4
429,0,0,2,0,30,16,,0.0,1928,34,16,11.929,23600.0,0.6615,14,7,9.5,1,5,23.6,,25
430,0,0,1,0,30,12,,0.0,1100,39,17,18.0,22800.0,0.6615,12,12,7.5,0,12,22.8,,144
431,0,0,0,4,41,12,,0.0,3193,40,16,10.022,35910.0,0.5815,7,7,7.5,1,1,35.91,,1
432,0,0,0,1,45,12,,0.0,2250,46,16,9.3333,21700.0,0.6615,7,7,5.0,1,12,21.7,,144
433,0,0,0,5,43,12,,0.0,2012,44,13,6.085,21823.0,0.7515,7,7,7.5,1,4,21.823,,16
434,0,0,0,1,42,13,,0.0,3856,46,15,5.7054,31000.0,0.6615,10,7,11.0,1,9,31.0,,81
435,0,0,0,0,60,12,,0.0,1645,58,12,9.1185,15300.0,0.7215,7,7,7.5,1,9,15.3,,81
436,0,0,0,0,57,12,,0.0,1554,57,12,7.2072,12925.0,0.7215,9,3,7.5,1,6,12.925,,36
437,0,0,0,2,38,10,,0.0,2352,41,8,5.3146,15830.0,0.7515,12,7,5.0,0,5,15.83,,25
438,0,0,0,0,56,12,,0.0,1980,58,12,8.2828,30200.0,0.6915,12,12,7.5,1,5,30.2,,25
439,0,0,0,3,32,12,,0.0,2352,37,7,7.0578,16600.0,0.7215,10,7,5.0,0,8,16.6,,64
440,0,0,0,1,49,7,,0.0,1784,58,6,6.1659,11000.0,0.7515,7,7,7.5,1,2,11.0,,4
441,0,0,0,0,55,12,,0.0,2500,58,12,2.7,15000.0,0.7215,7,10,3.0,0,6,15.0,,36
442,0,0,1,1,36,9,,0.0,2088,39,14,7.6628,20528.0,0.7215,7,7,11.0,0,0,20.528,,0
443,0,0,0,3,44,12,,0.0,4640,50,12,1.8491,13126.0,0.7515,9,9,14.0,0,3,13.126,,9
444,0,0,0,1,44,10,,0.0,3900,60,12,3.8462,15550.0,0.7215,7,14,7.5,1,7,15.55,,49
445,0,0,1,2,35,14,,0.0,1988,34,17,9.0543,18010.0,0.7215,3,12,7.5,1,3,18.01,,9
446,0,0,2,3,44,14,,0.0,1920,45,10,9.375,18874.0,0.7215,10,10,14.0,0,10,18.874,,100
447,0,0,0,1,45,12,,0.0,2400,45,12,8.3333,24800.0,0.6615,12,12,14.0,1,3,24.8,,9
448,0,0,1,0,34,12,,0.0,1867,38,12,9.3733,17500.0,0.6915,12,17,5.0,1,2,17.5,,4
449,0,0,2,0,30,17,,0.0,3570,32,17,4.4818,16150.0,0.7215,12,12,7.5,1,12,16.15,,144
450,0,0,0,1,39,8,,0.0,2805,44,12,5.3476,15189.0,0.7215,7,3,3.0,0,15,15.189,,225
451,0,0,0,2,36,12,,0.0,1110,39,15,3.2027,6000.0,0.7815,7,7,14.0,0,5,6.0,,25
452,0,0,0,2,38,17,,0.0,2695,42,16,12.801,37250.0,0.5515,10,12,9.5,1,4,37.25,,16
453,0,0,0,0,53,12,,0.0,1950,54,16,6.9103,27760.0,0.6215,10,10,7.5,1,10,27.76,,100
454,0,0,0,2,36,12,,0.0,2128,42,12,4.2293,9090.0,0.7715,7,7,3.0,0,1,9.09,,1
455,0,0,1,1,32,12,,0.0,3260,31,12,4.4479,14500.0,0.7215,12,7,7.5,1,8,14.5,,64
456,0,0,0,3,51,9,,0.0,1987,51,12,8.0523,19700.0,0.7215,7,7,14.0,1,20,19.7,,400
457,0,0,0,0,38,11,,0.0,2185,46,11,7.5057,16788.0,0.6915,10,7,14.0,1,4,16.788,,16
458,0,0,2,0,33,12,,0.0,2475,36,12,7.4747,18520.0,0.6915,10,10,11.0,1,7,18.52,,49
459,0,0,0,0,54,12,,0.0,2610,53,12,6.3218,20950.0,0.6915,16,10,9.5,1,10,20.95,,100
460,0,0,0,3,38,9,,0.0,1920,44,12,2.1354,7574.0,0.8015,7,3,11.0,0,3,7.574,,9
461,0,0,2,2,30,11,,0.0,2352,31,14,4.2092,10027.0,0.7715,7,7,3.0,0,5,10.027,,25
462,0,0,2,3,34,12,,0.0,3160,30,12,0.7595,5000.0,0.9415,12,12,7.5,0,10,5.0,,100
463,0,0,0,1,34,9,,0.0,1040,37,13,4.8077,7040.0,0.7915,12,7,3.0,0,0,7.04,,0
464,0,0,0,2,50,12,,0.0,3120,49,12,12.788,40800.0,0.5215,10,7,7.5,1,3,40.8,,9
465,0,0,2,0,30,17,,0.0,2240,30,16,7.1429,16050.0,0.7215,12,12,11.0,0,10,16.05,,100
466,0,0,0,2,38,12,,0.0,1980,42,16,15.152,33100.0,0.5815,10,7,11.0,1,2,33.1,,4
467,0,0,0,0,54,14,,0.0,1960,58,14,7.9082,33856.0,0.7215,12,12,9.5,1,10,33.856,,100
468,0,0,1,2,30,12,,3.0,2940,31,17,6.9728,20500.0,0.6915,12,12,7.5,1,4,20.5,,16
469,0,0,0,0,55,12,,0.0,2467,56,11,4.9181,28600.0,0.5815,7,7,5.0,1,0,28.6,,0
470,0,0,0,1,51,10,,0.0,2256,56,12,8.3112,18750.0,0.6915,10,10,11.0,0,10,18.75,,100
471,0,0,0,1,44,12,,0.0,1680,46,12,7.1429,20300.0,0.7215,7,7,9.5,1,5,20.3,,25
472,0,0,0,0,53,12,,0.0,2250,55,12,5.6889,13420.0,0.7215,7,7,5.0,0,0,13.42,,0
473,0,0,0,2,42,10,,0.0,2400,49,9,7.0833,18400.0,0.7215,3,3,5.0,0,0,18.4,,0
474,0,0,0,2,38,12,,0.0,2196,42,11,5.6922,16682.0,0.7215,10,7,7.5,0,19,16.682,,361
475,0,0,1,3,38,13,,0.0,2400,40,12,11.4,32685.0,0.6215,7,7,7.5,1,2,32.685,,4
476,0,0,1,4,41,12,,0.0,3825,41,11,1.4152,7050.0,0.8015,3,3,9.5,1,12,7.05,,144
477,0,0,0,3,35,8,,0.0,2860,44,9,2.7507,10867.0,0.7815,12,7,9.5,1,5,10.867,,25
478,0,0,1,2,33,12,,2.75,2750,34,12,6.6182,18220.0,0.7215,12,12,9.5,1,5,18.22,,25
479,0,0,0,0,48,13,,0.0,2103,50,16,9.2725,26613.0,0.6915,7,7,7.5,0,5,26.613,,25
480,0,0,0,0,47,12,,0.0,1880,51,12,12.287,25000.0,0.6215,12,10,7.5,1,10,25.0,,100
481,0,0,0,5,34,12,,0.0,3185,41,13,2.8549,15700.0,0.7515,7,7,7.5,1,0,15.7,,0
482,0,0,2,1,33,13,,0.0,2677,37,17,7.9709,40250.0,0.5215,12,10,5.0,1,4,40.25,,16
483,0,0,3,1,31,13,,0.0,3600,36,17,19.444,73600.0,0.4415,12,16,11.0,0,3,73.6,,9
484,0,0,0,0,58,8,,0.0,4334,58,8,1.4806,10592.0,0.7515,12,7,7.5,1,2,10.592,,4
485,0,0,0,0,49,12,,0.0,2874,52,8,1.8918,8000.0,0.7515,7,7,3.0,0,1,8.0,,1
486,0,0,0,1,55,8,,0.0,1936,56,9,6.9215,13400.0,0.7215,7,3,7.5,1,0,13.4,,0
487,0,0,0,0,44,14,,1.5,1964,49,8,10.692,23700.0,0.6615,12,12,14.0,1,1,23.7,,1
488,0,0,0,0,44,9,,0.0,1900,48,8,9.9474,18900.0,0.6915,7,7,11.0,1,1,18.9,,1
489,0,0,0,3,36,16,,0.0,2500,37,17,19.0,48300.0,0.4615,7,12,9.5,1,6,48.3,,36
490,0,0,0,3,38,12,,0.0,3173,46,14,7.4882,24470.0,0.6615,14,14,9.5,1,12,24.47,,144
491,0,0,0,3,37,16,,0.0,2916,38,17,9.259,28630.0,0.6215,16,7,7.5,1,6,28.63,,36
492,0,0,0,0,47,12,,0.0,2208,51,12,11.322,25320.0,0.6215,12,7,5.0,1,9,25.32,,81
493,0,0,0,3,47,12,,0.0,2094,47,10,6.447,13530.0,0.7515,12,10,7.5,1,14,13.53,,196
494,0,0,1,1,32,12,,0.0,2250,33,12,6.5778,14800.0,0.7215,7,7,9.0,1,13,14.8,,169
495,0,0,1,2,43,12,,0.0,2000,46,12,6.1,17400.0,0.7515,12,7,7.5,0,8,17.4,,64
496,0,0,1,4,42,11,,0.0,2600,48,10,4.2308,15980.0,0.7815,10,10,3.0,0,0,15.98,,0
497,0,0,0,0,56,12,,0.0,4368,57,8,2.217,16576.0,0.7215,7,7,7.5,0,1,16.576,,1
498,0,0,0,5,38,13,,2.25,3068,40,16,6.5189,21850.0,0.6915,12,7,11.0,1,3,21.85,,9
499,0,0,0,2,52,12,,0.0,2218,51,11,6.4923,14600.0,0.7215,7,7,14.0,1,13,14.6,,169
500,0,0,0,0,50,12,,0.0,1848,56,12,11.364,21600.0,0.6615,12,12,7.5,1,3,21.6,,9
501,0,0,0,0,33,16,,0.0,2430,33,17,9.8765,24000.0,0.6615,12,12,7.5,1,8,24.0,,64
502,0,0,0,2,44,16,,0.0,2640,44,17,7.6576,20883.0,0.6915,7,7,7.5,1,8,20.883,,64
503,0,0,0,1,41,12,,0.0,2108,42,16,8.3017,19500.0,0.6915,7,7,14.0,0,18,19.5,,324
504,0,0,0,1,45,12,,0.0,1998,45,12,14.114,42800.0,0.6215,14,12,11.0,1,2,42.8,,4
505,0,0,0,0,53,14,,0.0,2500,55,16,16.0,41500.0,0.5215,7,7,7.5,0,3,41.5,,9
506,0,0,0,0,53,14,,0.0,1665,56,17,11.291,18965.0,0.6915,12,12,14.0,1,5,18.965,,25
507,0,0,0,1,42,12,,0.0,2990,46,12,2.3395,16100.0,0.7215,12,10,9.5,1,2,16.1,,4
508,0,0,2,0,32,13,,0.0,1795,35,16,7.7994,14700.0,0.7215,12,17,7.5,1,10,14.7,,100
509,0,0,0,0,56,12,,0.0,2500,53,12,6.0,18800.0,0.7215,7,7,7.5,1,30,18.8,,900
510,0,0,1,3,37,11,,0.0,2205,40,11,6.6893,14750.0,0.7515,10,7,11.0,1,1,14.75,,1
511,0,0,1,2,40,12,,0.0,2460,42,14,8.5366,21000.0,0.6915,12,7,14.0,1,5,21.0,,25
512,0,0,0,3,54,15,,0.0,1880,55,16,13.83,35400.0,0.6215,0,7,7.5,1,8,35.4,,64
513,0,0,0,0,53,7,,0.0,3481,53,9,1.48,10700.0,0.7515,7,7,7.5,0,0,10.7,,0
514,0,0,0,1,48,12,,0.0,2450,51,12,8.5714,24500.0,0.6615,7,7,9.5,1,4,24.5,,16
515,0,0,1,2,36,12,,0.0,2062,38,14,8.2299,17045.0,0.7215,7,7,9.5,1,2,17.045,,4
516,0,0,0,0,57,12,,0.0,2146,52,14,8.3877,18800.0,0.6915,7,7,7.5,1,30,18.8,,900
517,0,0,0,0,51,12,,0.0,1575,49,7,7.3651,14000.0,0.7215,10,7,14.0,1,25,14.0,,625
518,0,0,0,4,33,13,,0.0,3096,37,12,3.4415,18214.0,0.7215,7,0,3.0,0,3,18.214,,9
519,0,0,0,0,52,12,,0.0,3280,49,11,3.3537,20177.0,0.7515,7,7,7.5,1,20,20.177,,400
520,0,0,0,0,56,10,,0.0,1680,60,8,2.9762,8300.0,0.7815,0,7,7.5,1,20,8.3,,400
521,0,0,1,2,36,12,,0.0,2625,38,11,5.181,14200.0,0.7515,14,9,7.5,1,0,14.2,,0
522,0,0,1,0,36,14,,0.0,1846,50,16,10.293,21768.0,0.6915,12,12,7.5,0,15,21.768,,225
523,0,0,0,1,46,12,,0.0,2178,47,10,13.243,29553.0,0.5815,10,7,14.0,1,10,29.553,,100
524,0,0,0,3,31,10,,0.0,960,33,9,3.6458,4350.0,0.9415,7,7,7.5,0,4,4.35,,16
525,0,0,0,0,52,11,,0.0,2210,51,12,10.407,24000.0,0.6615,7,7,11.0,1,3,24.0,,9
526,0,0,0,2,46,12,,0.0,2192,55,12,8.2117,18300.0,0.6915,7,7,7.5,1,10,18.3,,100
527,0,0,2,0,35,12,,0.0,1960,44,16,8.6735,17200.0,0.7215,7,3,7.5,1,9,17.2,,81
528,0,0,0,0,59,12,,0.0,1920,56,10,8.3208,16476.0,0.6915,7,7,14.0,0,7,16.476,,49
529,0,0,0,1,36,8,,0.0,2286,40,12,4.287,13400.0,0.7515,0,0,14.0,0,12,13.4,,144
530,0,0,1,3,51,7,,0.0,2000,52,7,10.5,44988.0,0.5215,3,3,14.0,0,0,44.988,,0
531,0,0,1,0,31,16,,0.0,2256,31,12,7.9787,18200.0,0.6915,12,12,9.0,1,16,18.2,,256
532,0,0,0,2,31,14,,0.0,2370,36,17,11.814,28000.0,0.6215,12,12,14.0,1,4,28.0,,16
533,0,0,1,1,32,12,,0.0,1800,39,13,6.1111,11550.0,0.7515,12,12,7.5,1,7,11.55,,49
534,0,0,1,2,35,16,,0.0,2250,38,16,12.578,28450.0,0.6215,12,7,14.0,1,7,28.45,,49
535,0,0,0,3,40,12,,4.1,1080,43,12,11.244,15096.0,0.7515,7,10,7.5,1,14,15.096,,196
536,0,0,1,2,33,10,,0.0,2840,38,12,2.7408,8009.0,0.7815,7,7,14.0,0,2,8.009,,4
537,0,0,0,0,54,7,,0.0,2250,52,11,4.4444,10040.0,0.7515,0,0,3.0,1,20,10.04,,400
538,0,0,1,1,36,12,,0.0,2746,37,12,5.8267,16700.0,0.7215,12,12,7.5,1,5,16.7,,25
539,0,0,0,1,50,10,,0.0,2300,60,8,2.3478,8400.0,0.7815,12,7,3.0,0,10,8.4,,100
540,0,0,0,0,54,8,,0.0,2860,49,8,4.4755,13000.0,0.7215,0,0,3.0,0,20,13.0,,400
541,0,0,0,1,48,11,,0.0,1765,49,12,8.4986,17970.0,0.7215,7,7,7.5,1,10,17.97,,100
542,0,0,0,4,41,15,,0.0,2520,42,16,7.1825,18450.0,0.7215,14,17,5.0,0,8,18.45,,64
543,0,0,0,4,50,12,,0.0,2208,53,12,10.87,31000.0,0.6615,12,7,14.0,1,11,31.0,,121
544,0,0,0,2,46,12,,0.0,2119,51,8,7.1222,24135.0,0.7215,10,7,7.5,1,3,24.135,,9
545,0,0,0,1,42,13,,0.0,2580,47,17,10.6592,31700.0,0.5815,12,12,7.5,0,6,31.7,,36
546,0,0,1,2,31,9,,0.0,1984,34,12,3.2762,10190.0,0.7915,3,3,14.0,0,4,10.19,,16
547,0,0,0,0,53,12,,0.0,1880,58,8,7.7521,21574.0,0.7215,10,10,14.0,0,4,21.574,,16
548,0,0,0,1,51,12,,0.0,2185,57,12,11.945,26680.0,0.6215,3,3,7.5,1,9,26.68,,81
549,0,0,0,1,47,12,,0.0,2080,57,12,4.6154,17700.0,0.7515,7,9,11.0,1,10,17.7,,100
550,0,0,0,1,50,12,,0.0,1920,50,12,13.021,29400.0,0.6215,12,12,14.0,1,3,29.4,,9
551,0,0,0,1,37,6,,0.0,3000,52,5,2.6667,22159.0,0.7515,7,7,7.5,0,2,22.159,,4
552,0,0,2,2,30,12,,0.0,2100,31,12,8.8333,35000.0,0.5815,12,12,11.0,0,2,35.0,,4
553,0,0,0,0,49,12,,0.0,1690,39,12,2.3669,8630.0,0.7915,16,16,5.0,1,0,8.63,,0
554,0,0,0,2,52,12,,0.0,2600,49,16,5.0,17080.0,0.7515,7,0,14.0,1,8,17.08,,64
555,0,0,0,2,47,12,,0.0,1984,49,16,7.4597,32500.0,0.7215,10,7,14.0,1,6,32.5,,36
556,0,0,0,0,49,12,,0.0,2064,53,12,7.7519,16000.0,0.7215,7,7,11.0,1,15,16.0,,225
557,0,0,0,4,44,12,,0.0,2553,31,16,5.4054,18850.0,0.7515,12,10,14.0,1,15,18.85,,225
558,0,0,0,0,53,8,,0.0,2776,59,9,6.1239,17500.0,0.6915,9,9,9.5,1,9,17.5,,81
559,0,0,1,0,30,12,,0.0,2315,31,13,8.3369,19392.0,0.6915,7,12,14.0,0,8,19.392,,64
560,0,0,0,2,54,12,,0.0,1880,55,12,7.1277,14450.0,0.7215,7,10,7.5,1,18,14.45,,324
561,0,0,1,1,47,7,,0.0,2160,51,7,6.1204,21800.0,0.6915,0,0,7.5,1,3,21.8,,9
562,0,0,0,0,56,15,,0.0,900,56,12,3.1111,7700.0,0.7515,7,7,14.0,1,10,7.7,,100
563,0,0,0,1,49,12,,0.0,2467,52,16,12.161,31800.0,0.5815,7,7,11.0,0,6,31.8,,36
564,0,0,0,0,48,6,,0.0,1820,55,12,5.3846,17258.0,0.7515,7,7,9.5,1,20,17.258,,400
565,0,0,0,1,49,12,,0.0,2223,53,10,3.9838,13399.0,0.7515,10,12,9.5,0,8,13.399,,64
566,0,0,0,1,56,12,,0.0,2142,60,12,7.4697,16073.0,0.7215,12,16,11.0,0,3,16.073,,9
567,0,0,0,0,46,12,,0.0,1928,46,11,11.411,23260.0,0.6615,7,7,7.5,1,4,23.26,,16
568,0,0,0,2,45,12,,0.0,2783,49,17,12.936,37300.0,0.5515,12,12,14.0,1,13,37.3,,169
569,0,0,0,2,32,12,,0.0,1960,35,12,5.6122,11000.0,0.7515,12,7,11.0,1,4,11.0,,16
570,0,0,1,1,43,12,,2.7,1920,41,12,6.8099,13075.0,0.7515,7,7,14.0,1,17,13.075,,289
571,0,0,1,1,34,12,,0.0,1587,39,12,8.5066,13700.0,0.7215,7,7,9.5,1,4,13.7,,16
572,0,0,1,1,30,12,,0.0,2496,51,10,5.508,25100.0,0.6615,7,10,5.0,0,0,25.1,,0
573,0,0,2,0,38,17,,4.8,2280,39,12,7.2285,18600.0,0.6915,12,16,5.0,1,15,18.6,,225
574,0,0,1,1,33,16,,0.0,2750,36,17,9.4545,29000.0,0.6215,16,16,9.5,0,11,29.0,,121
575,0,0,0,0,52,12,,0.0,2115,55,12,8.9835,19237.0,0.6915,7,7,9.5,1,23,19.237,,529
576,0,0,0,3,43,11,,0.0,2590,45,12,5.9846,19855.0,0.7215,12,14,7.5,1,1,19.855,,1
577,0,0,1,1,33,12,,0.0,2372,34,12,3.9629,9450.0,0.7515,12,7,9.5,0,5,9.45,,25
578,0,0,0,0,45,10,,0.0,2295,48,12,7.0575,30000.0,0.5815,7,7,7.5,0,1,30.0,,1
579,0,0,2,1,36,10,,0.0,2096,38,12,7.1565,15000.0,0.7215,10,10,14.0,1,5,15.0,,25
580,0,0,1,1,34,12,,0.0,3315,39,17,4.0145,24701.0,0.6615,12,12,9.5,1,3,24.701,,9
581,0,0,0,2,37,14,,0.0,1777,50,16,3.8829,15900.0,0.7215,10,14,11.0,0,3,15.9,,9
582,0,0,0,1,46,10,,0.0,1880,51,12,7.9787,16240.0,0.7215,7,7,11.0,0,19,16.24,,361
583,0,0,0,0,47,12,,0.0,2184,55,10,5.0366,21100.0,0.7515,12,12,9.5,1,20,21.1,,400
584,0,0,2,1,31,16,,0.0,3250,32,16,7.0769,23000.0,0.6615,12,12,7.5,1,5,23.0,,25
585,0,0,0,0,57,5,,0.0,1520,58,5,3.6184,6340.0,0.7715,7,7,14.0,0,0,6.34,,0
586,0,0,1,1,30,12,,0.0,3119,30,13,13.466,42250.0,0.4915,10,10,5.0,1,3,42.25,,9
587,0,0,0,0,30,12,,0.0,640,43,17,14.531,14694.0,0.7215,12,10,11.0,1,3,14.694,,9
588,0,0,0,3,44,12,,0.0,2250,45,12,6.8,21417.0,0.7215,12,12,9.5,1,7,21.417,,49
589,0,0,0,0,53,13,,0.0,3000,53,13,6.6667,20200.0,0.6615,7,12,7.5,1,7,20.2,,49
590,0,0,0,0,51,8,,0.0,2028,54,8,5.9172,12090.0,0.7215,7,7,9.5,1,1,12.09,,1
591,0,0,1,3,39,12,,0.0,2412,36,14,10.24,24760.0,0.6615,12,7,5.0,1,13,24.76,,169
592,0,0,0,0,52,8,,0.0,2452,54,12,8.1566,23000.0,0.6915,7,3,3.0,0,0,23.0,,0
593,0,0,0,4,46,8,,0.0,2304,50,12,6.6775,19365.0,0.7215,3,3,11.0,1,0,19.365,,0
594,0,0,0,5,47,12,,0.0,3120,49,12,0.9615,5550.0,0.9415,7,7,3.0,0,12,5.55,,144
595,0,0,0,2,52,8,,0.0,1670,54,8,16.907,68035.0,0.4415,7,3,7.5,1,0,68.035,,0
596,0,0,0,2,45,12,,0.0,2137,46,15,13.57,29300.0,0.6215,10,14,7.5,1,5,29.3,,25
597,0,0,0,0,60,11,,0.0,2071,52,11,8.9329,18500.0,0.6915,7,7,7.5,1,45,18.5,,2025
598,0,0,0,2,41,13,,0.0,1960,54,7,4.7372,22582.0,0.7215,17,7,11.0,0,10,22.582,,100
599,0,0,0,3,39,8,,0.0,2068,45,12,8.5106,21500.0,0.7215,7,7,7.5,1,2,21.5,,4
600,0,0,0,1,49,12,,0.0,2190,51,12,5.2511,28070.0,0.7515,7,7,7.5,0,3,28.07,,9
601,0,0,1,1,32,15,,0.0,2295,37,13,21.786,50300.0,0.4415,12,12,14.0,1,1,50.3,,1
602,0,0,1,3,33,12,,0.0,2970,34,13,7.9125,23500.0,0.6615,12,12,14.0,1,5,23.5,,25
603,0,0,0,4,36,10,,0.0,2068,37,8,7.1083,15500.0,0.7515,7,9,14.0,0,10,15.5,,100
604,0,0,3,3,37,13,,0.0,2419,39,14,5.0434,13440.0,0.7715,7,0,5.0,0,4,13.44,,16
605,0,0,1,2,30,12,,0.0,2150,34,11,2.2442,8100.0,0.7815,12,12,11.0,0,7,8.1,,49
606,0,0,1,1,44,11,,0.0,1152,37,10,8.5069,9800.0,0.7515,7,12,9.5,1,9,9.8,,81
607,0,0,0,1,48,12,,0.0,2640,49,12,7.5758,20300.0,0.6915,7,12,5.0,1,5,20.3,,25
608,0,0,0,4,40,11,,0.0,2550,45,11,5.8824,15000.0,0.7515,7,7,14.0,1,4,15.0,,16
609,0,0,0,0,47,13,,0.0,1360,49,16,40.441,56100.0,0.4415,9,9,5.0,1,11,56.1,,121
610,0,0,0,2,36,12,,0.0,2420,40,12,6.2339,22846.0,0.7215,12,7,5.0,1,9,22.846,,81
611,0,0,0,2,40,11,,0.0,2205,42,14,9.2971,22225.0,0.6915,7,12,5.0,1,4,22.225,,16
612,0,0,0,1,46,12,,0.0,3268,46,12,0.7038,17635.0,0.9415,12,7,7.5,1,2,17.635,,4
613,0,0,0,0,52,12,,0.0,3672,54,12,2.5425,18500.0,0.6915,3,12,7.5,0,23,18.5,,529
614,0,0,0,1,44,12,,0.0,1800,45,12,5.0833,13390.0,0.7515,12,12,11.0,0,3,13.39,,9
615,0,0,0,1,45,10,,0.0,1926,46,14,7.6843,15150.0,0.7215,7,7,7.5,1,15,15.15,,225
616,0,0,2,1,30,7,,0.0,1920,35,7,4.0625,16200.0,0.7815,7,3,7.5,0,8,16.2,,64
617,0,0,1,3,40,12,,0.0,2080,44,12,6.5106,33920.0,0.6615,12,12,14.0,1,3,33.92,,9
618,0,0,0,1,43,12,,0.0,2856,43,12,2.951,14000.0,0.7215,7,12,7.5,0,25,14.0,,625
619,0,0,0,2,49,12,,0.0,2115,53,10,5.6738,16736.0,0.7515,12,3,11.0,1,2,16.736,,4
620,0,0,1,4,46,12,,3.45,1880,48,12,12.766,30650.0,0.6615,12,12,11.0,1,0,30.65,,0
621,0,0,0,0,52,11,,0.0,2000,52,12,6.0,12400.0,0.7515,7,7,11.0,0,19,12.4,,361
622,0,0,1,1,31,12,,0.0,2044,33,15,9.2955,19022.0,0.6915,7,10,9.5,1,3,19.022,,9
