,distid,schid,lunch,enroll,staff,exppp,avgsal,avgben,math4,story4,bs,lavgsal,lenroll,lstaff,bsbar,lunchbar,lenrollbar,lstaffbar
822,50210.0,1866,4.0,618,65.9,3445,40946.0,13456,68.4,70.5,0.32862794,10.620009,6.4264884,4.1881385,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
823,50210.0,2608,0.7,730,66.3,3044,34726.0,11335,72.2,84.4,0.3264125,10.455244,6.5930448,4.19419,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
824,50210.0,3077,17.4,472,87.3,3468,34830.0,13634,52.9,74.5,0.39144415,10.458235,6.156979,4.4693503,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
825,50210.0,3289,7.5,357,105.3,3959,28971.0,9522,90.7,92.6,0.3286735,10.274051,5.8777356,4.6568136,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
826,50210.0,4067,7.0,517,74.7,3332,35424.0,11652,75.0,73.6,0.32892954,10.475144,6.248043,4.31348,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
827,50210.0,4117,1.1,616,75.8,3228,33490.0,11006,69.2,79.1,0.32863542,10.419003,6.423247,4.3280983,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
828,50210.0,4468,26.5,530,77.7,3927,39793.0,12935,59.0,73.8,0.32505718,10.591446,6.272877,4.352855,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
829,50210.0,4526,11.7,610,69.5,3460,39112.0,12726,60.0,68.6,0.3253733,10.574184,6.413459,4.241327,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
830,50210.0,5570,8.8,657,69.9,3349,36212.0,11817,70.3,74.7,0.32632828,10.497146,6.4876842,4.2470655,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
831,50210.0,5587,34.1,443,92.6,3790,32858.0,10674,75.4,87.7,0.3248524,10.399951,6.0935698,4.5282893,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
832,50210.0,5753,5.0,425,81.4,3415,36187.0,12343,74.1,77.8,0.34108934,10.496455,6.052089,4.3993754,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
833,50210.0,5755,9.0,472,82.4,3623,35915.0,11807,71.6,79.7,0.32874843,10.488911,6.156979,4.4115853,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
834,50210.0,5756,5.1,639,63.1,3306,39595.0,12993,69.3,77.0,0.3281475,10.586458,6.4599047,4.1447206,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
835,50210.0,6180,10.9,706,69.3,3232,35218.0,11469,76.8,81.8,0.32565734,10.469313,6.559615,4.238445,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
836,50210.0,6181,3.7,496,60.7,3649,45914.0,15073,75.8,80.6,0.32828766,10.734526,6.206576,4.1059437,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
837,50210.0,6182,5.1,360,88.9,3498,30480.0,10014,84.9,92.5,0.3285433,10.324826,5.886104,4.487512,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
838,50210.0,6263,7.2,427,75.2,3693,39537.0,13011,69.0,91.5,0.32908416,10.584992,6.056784,4.3201513,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
839,50210.0,6264,4.7,535,67.1,3712,42080.0,13808,73.8,84.8,0.3281369,10.647327,6.2822666,4.206184,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
840,50210.0,6932,11.6,524,66.8,3218,36816.0,12068,68.2,70.6,0.32779226,10.513688,6.261492,4.201703,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
841,50210.0,6933,3.5,625,65.3,3495,39908.0,13084,68.4,77.9,0.32785407,10.594332,6.437752,4.1789923,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
842,50210.0,7129,3.9,358,117.6,3154,20158.0,6621,70.2,85.1,0.3284552,9.911357,5.880533,4.767289,0.3305604088306427,10.14399988412857,6.259965286254883,4.335681591033936
843,50220.0,1107,49.8,315,70.3,3294,40163.0,13638,53.8,63.5,0.33956626,10.600701,5.7525725,4.252772,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
844,50220.0,1570,66.3,268,71.5,3333,39102.0,15758,34.5,58.6,0.4029973,10.573929,5.590987,4.2696977,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
845,50220.0,1945,39.1,332,61.3,3358,49272.0,13602,46.5,62.8,0.27605942,10.805111,5.805135,4.11578,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
846,50220.0,2190,62.8,406,62.2,3093,43640.0,11943,33.8,58.8,0.27367094,10.683729,6.0063534,4.130355,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
847,50220.0,2379,43.0,278,162.6,3932,23587.0,8274,57.7,84.6,0.35078645,10.068451,5.627621,5.0912933,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
848,50220.0,2443,51.0,345,58.1,3347,50003.0,15073,63.6,88.6,0.3014419,10.819839,5.8435445,4.0621657,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
849,50220.0,2463,48.3,419,83.0,3056,32401.0,8678,50.0,65.2,0.26783124,10.385944,6.037871,4.4188404,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
850,50220.0,4368,62.4,372,76.5,3202,36558.0,10632,35.7,71.4,0.29082555,10.506656,5.918894,4.337291,0.31289738044142723,52.83750009536743,5.822872281074524,4.334774315357208
851,50230.0,835,10.6,483,55.4,3604,58152.0,18753,60.8,88.2,0.32248247,10.970816,6.1800165,4.01458,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
852,50230.0,1486,17.1,431,50.3,4007,59435.0,19482,54.8,72.6,0.32778665,10.992639,6.066108,3.918005,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
853,50230.0,2372,7.4,340,74.6,3677,47652.0,17507,59.7,79.0,0.36739278,10.77168,5.8289456,4.3121405,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
854,50230.0,2441,9.9,438,59.1,3970,59566.0,20363,72.6,80.8,0.3418561,10.994841,6.082219,4.079231,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
855,50230.0,2986,18.1,484,54.5,4081,59792.0,20066,60.2,72.3,0.33559674,10.998627,6.182085,3.9982007,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
856,50230.0,3476,13.8,479,50.9,3609,55951.0,19459,42.3,66.7,0.34778646,10.932232,6.1717005,3.929863,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
857,50230.0,4106,12.4,370,55.3,3966,58184.0,19028,70.5,78.7,0.3270315,10.971366,5.913503,4.012773,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
858,50230.0,4928,6.7,478,48.5,3489,54681.0,18256,75.6,87.2,0.33386368,10.909271,6.1696105,3.881564,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
859,50230.0,5571,9.4,337,62.2,4477,55247.0,19391,85.4,90.2,0.35098737,10.919569,5.820083,4.130355,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
860,50230.0,5589,5.3,385,54.5,4534,64850.0,21197,74.6,86.6,0.32686198,11.079832,5.9532433,3.9982007,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
861,50230.0,5960,18.3,434,52.7,4342,65159.0,22697,61.8,76.5,0.34833255,11.084586,6.0730443,3.9646156,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
862,50230.0,5961,15.4,389,65.2,3528,51114.0,17655,50.0,67.3,0.3454044,10.841814,5.963579,4.1774592,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
863,50230.0,5962,11.6,367,64.5,4024,55090.0,19614,54.2,66.1,0.3560356,10.916723,5.9053617,4.166665,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
864,50230.0,6120,23.5,417,57.7,3931,51101.0,18002,76.3,74.6,0.35228273,10.841559,6.0330863,4.0552573,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
865,50230.0,6123,8.2,407,53.7,4165,58899.0,19689,56.5,69.4,0.33428413,10.98358,6.0088134,3.983413,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
866,50230.0,6684,10.1,423,51.5,3525,52587.0,17284,81.4,78.0,0.32867438,10.870224,6.0473723,3.9415817,0.3404162172228098,12.362499982118607,6.024923264980316,4.035244002938271
867,50240.0,4490,13.7,584,59.3,3059,39888.0,13571,71.4,76.5,0.34022763,10.593831,6.369901,4.082609,0.3405190904935201,14.566666603088379,6.054489612579346,4.191628774007161
868,50240.0,4990,17.5,386,74.8,3414,35910.0,12342,72.0,84.0,0.34369257,10.488771,5.9558372,4.314818,0.3405190904935201,14.566666603088379,6.054489612579346,4.191628774007161
869,50240.0,5658,12.5,343,65.2,3377,39036.0,13180,62.7,60.8,0.33763707,10.57224,5.8377304,4.1774592,0.3405190904935201,14.566666603088379,6.054489612579346,4.191628774007161
870,51020.0,6035,0.0,158,71.8,3207,34003.0,11761,84.2,73.7,0.34588125,10.434204,5.062595,4.2738843,0.34588125348091125,0.0,5.062594890594482,4.273884296417236
871,51045.0,1990,67.5,155,122.4,3892,20080.0,6353,69.2,80.8,0.31638446,9.907479,5.043425,4.8072944,0.34089091420173645,66.1500015258789,5.3153369426727295,4.452483415603638
872,51045.0,4432,64.8,267,60.2,2642,31645.0,11563,79.5,59.0,0.36539736,10.362335,5.587249,4.0976725,0.34089091420173645,66.1500015258789,5.3153369426727295,4.452483415603638
873,51060.0,2831,0.0,167,73.4,3510,39996.0,13108,63.0,70.4,0.32773277,10.596535,5.117994,4.295924,0.32773277163505554,0.0,5.1179938316345215,4.295924186706543
874,51070.0,2321,43.5,326,68.7,2824,33859.0,11337,65.0,79.3,0.33482975,10.42996,5.786897,4.229749,0.33482974767684937,43.5,5.7868971824646,4.2297492027282715
875,52015.0,633,40.2,312,79.8,3554,35418.0,13787,77.8,70.4,0.38926536,10.474976,5.7430034,4.3795238,0.383618026971817,28.125000476837158,5.472388982772827,4.436286807060242
876,52015.0,1133,25.4,168,89.9,4128,36819.0,13487,65.0,65.0,0.36630544,10.513769,5.123964,4.4986978,0.383618026971817,28.125000476837158,5.472388982772827,4.436286807060242
877,52015.0,2662,23.7,346,82.1,3406,33332.0,12271,70.8,78.3,0.36814472,10.414273,5.846439,4.407938,0.383618026971817,28.125000476837158,5.472388982772827,4.436286807060242
878,52015.0,2738,23.2,177,86.4,3452,32501.0,13350,89.5,94.7,0.4107566,10.389026,5.17615,4.4589877,0.383618026971817,28.125000476837158,5.472388982772827,4.436286807060242
879,52040.0,1385,41.0,528,59.4,3157,38096.0,19020,62.2,67.6,0.49926502,10.547865,6.2690964,4.0842943,0.49319077531496686,40.03333282470703,5.847976525624593,4.211297512054443
880,52040.0,1984,40.8,417,66.9,3274,42557.0,20534,54.7,69.8,0.48250583,10.6586,6.0330863,4.203199,0.49319077531496686,40.03333282470703,5.847976525624593,4.211297512054443
881,52040.0,5399,38.3,189,77.2,3581,35251.0,17548,69.2,92.3,0.49780148,10.470249,5.241747,4.3463993,0.49319077531496686,40.03333282470703,5.847976525624593,4.211297512054443
882,52090.0,2108,30.4,647,74.2,2836,32450.0,11258,83.3,79.8,0.34693375,10.387456,6.4723463,4.306764,0.3595220595598221,41.09999942779541,5.706994295120239,4.3954479694366455
883,52090.0,5352,51.8,140,88.6,3326,33525.0,12475,50.0,68.8,0.37211037,10.420047,4.9416423,4.484132,0.3595220595598221,41.09999942779541,5.706994295120239,4.3954479694366455
884,52100.0,5362,55.3,83,145.8,4327,22222.0,8715,45.5,63.6,0.39217892,10.008838,4.4188404,4.982236,0.3921789228916168,55.29999923706055,4.418840408325195,4.982235908508301
885,52110.0,3182,33.9,221,96.8,4648,33645.0,13976,50.0,68.8,0.41539603,10.423619,5.398163,4.572647,0.4153960347175598,33.900001525878906,5.398162841796875,4.5726470947265625
886,52160.0,4431,68.1,40,137.5,5400,26567.0,10198,50.0,66.7,0.38385966,10.187425,3.6888795,4.923624,0.38385966420173645,68.0999984741211,3.6888794898986816,4.923624038696289
887,52170.0,1238,0.0,313,73.5,2604,31040.0,12715,67.5,80.0,0.40963274,10.343032,5.7462034,4.2972856,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
888,52170.0,2960,15.5,283,62.2,3030,35845.0,14515,72.3,87.2,0.40493792,10.486959,5.645447,4.130355,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
889,52170.0,3402,34.9,327,94.8,3265,28634.0,11104,67.3,78.8,0.38779074,10.26235,5.7899604,4.5517693,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
890,52170.0,3479,34.4,265,75.5,3506,34973.0,13600,69.2,69.2,0.3888714,10.462332,5.57973,4.3241324,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
891,52170.0,4533,34.0,287,87.1,3134,29044.0,11279,55.8,74.4,0.3883418,10.276567,5.659482,4.4670568,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
892,52170.0,4688,40.1,254,78.7,3163,30959.0,12010,73.7,89.5,0.38793242,10.340419,5.5373344,4.365643,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
893,52170.0,7822,30.4,411,70.8,2957,31748.0,12356,59.2,81.7,0.38918987,10.365585,6.0185933,4.259859,0.39381384423800875,27.042857306344168,5.710964339120047,4.342300142560687
894,52180.0,329,33.2,323,69.0,2901,31900.0,11678,91.0,79.1,0.3660815,10.370361,5.7776523,4.2341065,0.36546339094638824,43.14999961853027,5.4387593269348145,4.3647308349609375
895,52180.0,622,53.1,164,89.6,3630,31734.0,11578,47.4,57.9,0.36484528,10.365144,5.0998664,4.495355,0.36546339094638824,43.14999961853027,5.4387593269348145,4.3647308349609375
896,53010.0,3221,69.0,103,112.6,4408,32049.0,10270,61.9,61.9,0.32044682,10.375021,4.634729,4.7238417,0.3259035348892212,62.733333587646484,5.159485975901286,4.456329981486003
897,53010.0,3426,61.0,413,92.7,2854,24675.0,8163,57.7,63.6,0.33082068,10.113545,6.0234475,4.5293684,0.3259035348892212,62.733333587646484,5.159485975901286,4.456329981486003
898,53010.0,4300,58.2,124,61.3,3158,36380.0,11876,61.5,73.1,0.3264431,10.501775,4.8202815,4.11578,0.3259035348892212,62.733333587646484,5.159485975901286,4.456329981486003
899,53020.0,855,0.0,350,80.0,3188,30017.0,11097,55.8,67.3,0.3696905,10.309519,5.857933,4.3820267,0.36969050765037537,0.0,5.857933044433594,4.382026672363281
900,53030.0,5909,0.0,100,100.0,2878,20911.0,7979,36.4,54.5,0.3815695,9.94803,4.6051702,4.6051702,0.381569504737854,0.0,4.605170249938965,4.605170249938965
901,53040.0,1275,43.2,300,89.7,3756,33614.0,11713,60.6,63.6,0.348456,10.422698,5.7037826,4.496471,0.34844327966372174,32.59999974568685,5.563792546590169,4.488238175710042
902,53040.0,2109,28.3,308,89.0,3522,33866.0,11755,72.5,79.7,0.3471033,10.430167,5.7300997,4.4886365,0.34844327966372174,32.59999974568685,5.563792546590169,4.488238175710042
903,53040.0,3514,26.3,192,88.2,3931,35083.0,12271,72.1,69.8,0.34977055,10.465472,5.2574954,4.479607,0.34844327966372174,32.59999974568685,5.563792546590169,4.488238175710042
904,54010.0,415,37.4,266,83.8,3862,32383.0,12574,73.5,93.9,0.38829017,10.385389,5.583496,4.428433,0.4093465954065323,52.07499980926514,5.5584388971328735,4.453024625778198
905,54010.0,1057,75.1,254,93.7,4050,28930.0,11893,62.1,79.3,0.41109574,10.2726345,5.5373344,4.540098,0.4093465954065323,52.07499980926514,5.5584388971328735,4.453024625778198
906,54010.0,1675,62.0,252,91.3,3733,26918.0,11991,55.6,70.4,0.44546402,10.20055,5.529429,4.5141506,0.4093465954065323,52.07499980926514,5.5584388971328735,4.453024625778198
907,54010.0,3223,33.8,266,75.9,3899,32853.0,12896,63.8,77.6,0.39253646,10.399798,5.583496,4.3294168,0.4093465954065323,52.07499980926514,5.5584388971328735,4.453024625778198
908,54025.0,2503,56.3,505,69.5,2846,30526.0,11868,41.2,68.6,0.38878334,10.326334,6.2245584,4.241327,0.37470943729082745,56.699999491373696,6.209797223409017,4.275657018025716
909,54025.0,4424,48.2,518,71.2,2707,29426.0,10581,79.4,84.1,0.35957995,10.289634,6.249975,4.265493,0.37470943729082745,56.699999491373696,6.209797223409017,4.275657018025716
910,54025.0,5902,65.6,471,75.2,3216,31698.0,11911,64.3,67.9,0.37576503,10.364009,6.154858,4.3201513,0.37470943729082745,56.699999491373696,6.209797223409017,4.275657018025716
911,54040.0,2610,42.7,446,63.7,3376,39511.0,14424,62.1,62.1,0.3650629,10.584334,6.100319,4.1541843,0.36443860828876495,38.0,6.0254807472229,4.220262765884399
912,54040.0,4053,33.3,384,72.7,3159,34229.0,12453,67.4,72.1,0.36381432,10.440828,5.9506426,4.286341,0.36443860828876495,38.0,6.0254807472229,4.220262765884399
913,55010.0,527,47.2,283,82.3,4558,35883.0,13280,75.0,80.0,0.37009168,10.488019,5.645447,4.4103713,0.37009167671203613,47.20000076293945,5.64544677734375,4.41037130355835
914,55100.0,598,26.1,445,73.7,2777,29502.0,9940,61.8,53.9,0.3369263,10.292213,6.0980744,4.3000026,0.3334319591522217,28.46666717529297,5.830257892608643,4.333620548248291
915,55100.0,2191,25.6,326,73.9,2864,29543.0,9720,60.4,68.8,0.32901195,10.293602,5.786897,4.302713,0.3334319591522217,28.46666717529297,5.830257892608643,4.333620548248291
916,55100.0,5812,33.7,272,81.3,3028,28963.0,9684,83.7,88.4,0.33435762,10.273774,5.605802,4.398146,0.3334319591522217,28.46666717529297,5.830257892608643,4.333620548248291
917,55120.0,4066,48.4,269,80.6,2755,26556.0,9939,57.4,69.1,0.3742657,10.187011,5.5947113,4.3894987,0.3742657005786896,48.400001525878906,5.5947113037109375,4.389498710632324
918,56010.0,16,8.9,565,76.6,3445,39946.0,12471,94.4,88.7,0.31219646,10.5952835,6.336826,4.338597,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
919,56010.0,532,39.3,392,80.2,3796,36607.0,11464,75.6,85.4,0.31316414,10.507995,5.971262,4.3845234,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
920,56010.0,669,3.0,528,74.8,3416,41166.0,13007,82.8,84.4,0.31596464,10.625368,6.2690964,4.314818,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
921,56010.0,680,26.6,373,70.9,3648,38959.0,12045,74.1,79.6,0.30917117,10.570265,5.9215784,4.2612705,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
922,56010.0,778,20.8,358,94.3,4164,38915.0,12173,81.4,86.0,0.31280997,10.569135,5.880533,4.546481,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
923,56010.0,1052,49.5,354,93.4,3780,39063.0,12151,68.1,61.7,0.31106162,10.572931,5.869297,4.5368915,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
924,56010.0,2261,38.6,302,96.7,3830,34315.0,10442,62.9,77.1,0.3042984,10.443337,5.710427,4.5716133,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
925,56010.0,2573,45.6,115,104.3,4484,31836.0,9990,73.7,73.7,0.31379572,10.368353,4.744932,4.647271,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
926,56010.0,2947,22.9,467,81.0,3405,35841.0,11305,66.7,81.0,0.3154209,10.486848,6.1463294,4.394449,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
927,56010.0,3081,13.3,437,72.4,3587,39667.0,12290,66.1,79.7,0.30982932,10.588275,6.079933,4.2822065,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
928,56010.0,3475,4.9,577,74.7,3437,36427.0,11341,80.2,85.4,0.311335,10.503065,6.3578424,4.31348,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
929,56010.0,5813,7.6,431,77.2,3412,38183.0,12198,92.9,91.1,0.31946155,10.550146,6.066108,4.3463993,0.3123757417003314,23.416666269302368,5.946180423100789,4.411500056584676
930,56020.0,444,33.4,337,89.6,2782,26820.0,8090,70.5,84.1,0.30164057,10.196903,5.820083,4.495355,0.3185579280058543,40.03333409627279,5.684158166249593,4.41979455947876
931,56020.0,1255,53.2,422,79.6,2796,28761.0,9479,82.1,80.6,0.32957825,10.266775,6.0450053,4.377014,0.3185579280058543,40.03333409627279,5.684158166249593,4.41979455947876
932,56020.0,3048,33.5,179,80.4,3320,37657.0,12218,87.5,75.0,0.32445496,10.536274,5.187386,4.3870144,0.3185579280058543,40.03333409627279,5.684158166249593,4.41979455947876
933,56030.0,745,38.9,504,84.9,3265,31931.0,11234,49.5,72.3,0.35182112,10.371332,6.222576,4.441474,0.3518211245536804,38.900001525878906,6.222576141357422,4.441473960876465
934,56050.0,1686,34.2,158,105.8,3814,24506.0,8154,76.0,68.0,0.33273485,10.106673,5.062595,4.6615505,0.3347570796807607,41.86666615804037,5.597849051157634,4.452310562133789
935,56050.0,2515,42.1,441,77.5,3270,32232.0,10780,77.3,68.2,0.33445024,10.380715,6.089045,4.350278,0.3347570796807607,41.86666615804037,5.597849051157634,4.452310562133789
936,56050.0,3404,49.3,282,77.1,3556,31443.0,10599,64.9,73.0,0.33708614,10.355931,5.641907,4.3451033,0.3347570796807607,41.86666615804037,5.597849051157634,4.452310562133789
937,57020.0,2077,42.3,414,120.0,4406,27263.0,11271,66.0,67.0,0.41341746,10.213285,6.025866,4.787492,0.4134174585342407,42.29999923706055,6.0258660316467285,4.787491798400879
938,57030.0,5900,0.0,339,135.7,3312,20526.0,7115,56.3,74.1,0.34663352,9.929448,5.826,4.9104466,0.34663352370262146,0.0,5.826000213623047,4.910446643829346
939,58010.0,687,25.4,346,58.7,3293,43520.0,14438,56.9,67.2,0.33175552,10.680976,5.846439,4.0724397,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
940,58010.0,856,43.0,824,58.8,3398,44021.0,14630,45.7,61.2,0.33234137,10.692422,6.7141705,4.074142,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
941,58010.0,1701,76.1,292,79.8,3635,35912.0,11242,56.4,56.4,0.313043,10.488827,5.676754,4.3795238,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
942,58010.0,2189,81.1,425,89.7,3456,28105.0,9273,27.8,43.1,0.3299413,10.243703,6.052089,4.496471,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
943,58010.0,2342,26.4,420,59.7,2863,36966.0,12702,58.7,65.1,0.34361306,10.517754,6.0402546,4.089332,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
944,58010.0,3142,18.4,448,63.8,3139,38304.0,12561,62.3,65.2,0.3279292,10.553309,6.104793,4.155753,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
945,58010.0,3214,36.6,254,73.7,3466,34225.0,11561,57.6,69.7,0.337794,10.440712,5.5373344,4.3000026,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
946,58010.0,3524,37.4,196,75.2,3455,33730.0,11166,44.4,52.8,0.33104062,10.426143,5.278115,4.3201513,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
947,58010.0,4396,42.2,359,64.5,3589,40757.0,13723,30.6,62.5,0.33670288,10.615383,5.8833222,4.166665,0.33157343996895683,42.95555517408583,5.903696854909261,4.228275616963704
948,58020.0,1312,29.2,307,65.8,3380,44852.0,14385,64.2,60.4,0.32072148,10.711123,5.7268476,4.1866198,0.32042819261550903,26.43333371480306,5.725824038187663,4.1688869794209795
949,58020.0,1639,23.4,261,69.7,3366,43269.0,14150,82.1,82.1,0.32702395,10.675192,5.5645204,4.2442,0.32042819261550903,26.43333371480306,5.725824038187663,4.1688869794209795
950,58020.0,5782,26.7,360,58.9,2861,42824.0,13427,52.9,57.5,0.31353915,10.664854,5.886104,4.075841,0.32042819261550903,26.43333371480306,5.725824038187663,4.1688869794209795
951,58030.0,943,14.5,595,72.0,2969,31881.0,10816,56.0,70.7,0.33926162,10.369765,6.3885612,4.276666,0.3406638503074646,14.149999856948853,6.397843956947327,4.160474956035614
952,58030.0,1868,16.0,658,66.6,2966,34114.0,11761,58.4,74.3,0.34475583,10.437463,6.489205,4.1987047,0.3406638503074646,14.149999856948853,6.397843956947327,4.160474956035614
953,58030.0,5401,11.7,727,48.5,1914,28968.0,9813,67.1,74.0,0.3387531,10.273947,6.5889263,3.881564,0.3406638503074646,14.149999856948853,6.397843956947327,4.160474956035614
954,58030.0,6176,14.4,457,72.6,3171,34038.0,11569,73.5,75.9,0.33988485,10.435233,6.1246834,4.284965,0.3406638503074646,14.149999856948853,6.397843956947327,4.160474956035614
955,58050.0,967,21.0,621,59.4,2753,37501.0,10598,58.2,70.9,0.2826058,10.532123,6.431331,4.0842943,0.2826057970523834,21.0,6.431331157684326,4.084294319152832
956,58070.0,1806,14.7,628,105.9,2624,19568.0,6958,65.3,73.3,0.35558054,9.881651,6.44254,4.662495,0.35558053851127625,14.699999809265137,6.442540168762207,4.662495136260986
957,58080.0,1899,23.4,479,71.4,3742,41009.0,13376,54.4,76.5,0.3261723,10.621547,6.1717005,4.2682977,0.32155394554138184,27.933332443237305,6.120039463043213,4.275668303171794
958,58080.0,6494,33.6,393,75.1,3435,36622.0,11679,62.2,71.1,0.31890666,10.508405,5.9738097,4.3188205,0.32155394554138184,27.933332443237305,6.120039463043213,4.275668303171794
959,58080.0,7443,26.8,500,69.4,3594,41235.0,13178,58.4,64.9,0.31958288,10.627043,6.214608,4.2398868,0.32155394554138184,27.933332443237305,6.120039463043213,4.275668303171794
960,58090.0,2422,22.5,440,69.5,3525,41171.0,11952,54.4,64.4,0.2903014,10.625489,6.086775,4.241327,0.31751637160778046,32.70000076293945,5.407081365585327,4.256908655166626
961,58090.0,2429,42.9,113,71.7,2478,27227.0,9386,54.8,83.9,0.34473133,10.211965,4.727388,4.2724905,0.31751637160778046,32.70000076293945,5.407081365585327,4.256908655166626
962,58100.0,5907,19.7,401,67.3,2720,30660.0,9961,66.7,74.6,0.32488585,10.330714,5.9939613,4.2091603,0.32488584518432617,19.700000762939453,5.993961334228516,4.209160327911377
963,58110.0,4847,0.0,330,78.2,2909,28914.0,9541,56.3,64.6,0.32997856,10.272081,5.799093,4.3592696,0.3299785554409027,0.0,5.799092769622803,4.359269618988037
964,59020.0,538,34.5,365,77.3,2951,28796.0,9833,72.9,83.3,0.34147105,10.267992,5.8998976,4.347694,0.34670249621073407,43.0,5.380285739898682,4.433846950531006
965,59020.0,846,51.0,196,83.2,3239,29781.0,10767,40.0,56.7,0.36153924,10.301626,5.278115,4.4212475,0.34670249621073407,43.0,5.380285739898682,4.433846950531006
966,59020.0,1779,43.5,143,93.0,3651,31528.0,10628,31.8,45.5,0.3370972,10.358631,4.962845,4.5325994,0.34670249621073407,43.0,5.380285739898682,4.433846950531006
967,59045.0,346,40.5,278,78.4,2968,28697.0,10215,74.4,76.8,0.35596055,10.264548,5.627621,4.361824,0.35596054792404175,40.5,5.627621173858643,4.361824035644531
968,59070.0,179,32.0,420,95.2,3593,29761.0,10204,67.5,84.3,0.3428648,10.300954,6.0402546,4.5559797,0.3437701389193535,42.97500038146973,5.913115501403809,4.595905542373657
969,59070.0,562,47.4,381,101.8,3085,23732.0,8150,73.0,74.6,0.34341818,10.074579,5.9427996,4.62301,0.3437701389193535,42.97500038146973,5.913115501403809,4.595905542373657
