,educ,south,nonwhite,female,married,exper,expersq,union,lwage,age,year,y85,y85fem,y85educ,y85union
792,15,0,0,0,0,5,25,0,2.4204,26,85,1,0,15,0
793,12,0,0,1,0,45,2025,0,2.3632,63,85,1,1,12,0
794,12,0,1,1,1,43,1849,1,2.0794,61,85,1,1,12,1
795,17,0,0,1,1,26,676,1,2.3224,49,85,1,1,17,1
796,12,0,0,1,1,42,1764,0,1.7561,60,85,1,1,12,0
797,12,0,0,0,1,37,1369,0,1.9879,55,85,1,0,12,0
798,14,0,0,1,0,1,1,0,3.7955,21,85,1,1,14,0
799,13,0,0,1,1,14,196,0,2.3514,33,85,1,1,13,0
800,12,0,0,0,1,8,64,0,2.2364,26,85,1,0,12,0
801,12,0,0,1,1,24,576,0,1.6487,42,85,1,1,12,0
802,12,0,0,1,1,20,400,0,1.4469,38,85,1,1,12,0
803,17,0,0,1,0,13,169,1,2.7695,36,85,1,1,17,1
804,15,0,0,0,1,12,144,0,3.1135,33,85,1,0,15,0
805,16,1,0,1,1,4,16,0,1.6094,26,85,1,1,16,0
806,12,1,1,0,1,14,196,0,1.6677,32,85,1,0,12,0
807,18,1,0,0,1,14,196,0,1.8326,38,85,1,0,18,0
808,18,1,0,1,0,13,169,0,2.3026,37,85,1,1,18,0
809,12,1,0,0,1,20,400,0,1.7047,38,85,1,0,12,0
810,9,1,0,1,1,30,900,0,1.9169,45,85,1,1,9,0
811,12,1,0,1,1,28,784,0,1.0986,46,85,1,1,12,0
812,16,1,0,0,1,14,196,1,2.3026,36,85,1,0,16,1
813,10,1,0,0,0,13,169,0,1.579,29,85,1,0,10,0
814,12,1,0,0,1,32,1024,0,2.2425,50,85,1,0,12,0
815,15,1,0,1,0,26,676,0,1.7918,47,85,1,1,15,0
816,13,1,0,1,0,0,0,0,1.4469,19,85,1,1,13,0
817,14,1,0,0,1,12,144,1,2.3997,32,85,1,0,14,1
818,12,1,1,1,1,32,1024,0,2.4982,50,85,1,1,12,0
819,12,1,0,0,1,12,144,0,2.1318,30,85,1,0,12,0
820,12,1,0,0,0,3,9,0,2.4361,21,85,1,0,12,0
821,9,1,0,0,1,29,841,0,2.9947,44,85,1,0,9,0
822,14,1,0,1,0,10,100,0,1.9279,30,85,1,1,14,0
823,12,0,0,1,1,16,256,1,1.743,34,85,1,1,12,1
824,12,0,0,1,1,8,64,0,1.209,26,85,1,1,12,0
825,9,0,0,1,1,16,256,0,1.579,31,85,1,1,9,0
826,12,0,0,1,1,15,225,0,1.7492,33,85,1,1,12,0
827,12,0,0,1,1,18,324,0,1.6864,36,85,1,1,12,0
828,12,0,0,1,1,38,1444,0,2.577,56,85,1,1,12,0
829,12,0,0,1,1,13,169,0,2.4262,31,85,1,1,12,0
830,13,0,0,0,1,18,324,0,2.1691,37,85,1,0,13,0
831,12,0,0,0,1,19,361,1,2.5031,37,85,1,0,12,1
832,10,0,0,0,1,15,225,0,1.6582,31,85,1,0,10,0
833,14,1,0,0,0,5,25,0,1.7148,25,85,1,0,14,0
834,12,1,0,1,1,36,1296,0,1.5239,54,85,1,1,12,0
835,12,1,0,0,1,38,1444,0,2.0149,56,85,1,0,12,0
836,12,1,0,0,0,5,25,0,2.4849,23,85,1,0,12,0
837,12,1,0,0,1,35,1225,1,2.7726,53,85,1,0,12,1
838,11,1,1,0,0,3,9,0,1.209,20,85,1,0,11,0
839,10,1,0,0,0,27,729,0,1.4929,43,85,1,0,10,0
840,12,1,0,1,1,29,841,0,1.4469,47,85,1,1,12,0
841,10,1,1,1,1,38,1444,0,2.5726,54,85,1,1,10,0
842,10,1,0,0,1,9,81,0,1.9459,25,85,1,0,10,0
843,6,1,0,0,1,45,2025,0,1.7492,57,85,1,0,6,0
844,8,1,0,0,1,27,729,0,1.8718,41,85,1,0,8,0
845,12,1,1,0,1,20,400,0,2.0293,38,85,1,0,12,0
846,16,1,0,0,1,14,196,1,3.0204,36,85,1,0,16,1
847,12,1,0,0,0,1,1,0,1.8326,19,85,1,0,12,0
848,11,1,1,1,1,25,625,0,1.3455,42,85,1,1,11,0
849,14,1,0,0,1,21,441,0,2.8124,41,85,1,0,14,0
850,17,0,0,1,0,10,100,0,2.4204,33,85,1,1,17,0
851,14,0,0,0,0,2,4,0,1.7317,22,85,1,0,14,0
852,11,0,0,0,0,17,289,0,1.8718,34,85,1,0,11,0
853,12,0,0,1,1,24,576,0,2.0477,42,85,1,1,12,0
854,12,0,0,0,1,26,676,1,1.9359,44,85,1,0,12,1
855,12,0,0,0,1,39,1521,1,2.708,57,85,1,0,12,1
856,7,0,1,0,1,42,1764,1,1.9459,55,85,1,0,7,1
857,7,1,0,0,1,43,1849,0,1.209,56,85,1,0,7,0
858,12,1,0,0,0,5,25,0,1.8718,23,85,1,0,12,0
859,16,1,0,1,1,7,49,0,1.8326,29,85,1,1,16,0
860,13,1,0,1,1,6,36,0,1.6094,25,85,1,1,13,0
861,13,1,1,1,0,1,1,0,1.2384,20,85,1,1,13,0
862,14,1,0,0,1,41,1681,0,2.1748,61,85,1,0,14,0
863,16,1,0,1,1,4,16,0,2.3026,26,85,1,1,16,0
864,11,1,0,1,1,25,625,1,1.3863,42,85,1,1,11,1
865,12,1,0,1,1,39,1521,0,2.2513,57,85,1,1,12,0
866,14,1,0,1,1,15,225,0,2.3447,35,85,1,1,14,0
867,18,1,0,0,1,10,100,0,1.6506,34,85,1,0,18,0
868,12,1,0,1,0,20,400,0,2.0149,38,85,1,1,12,0
869,17,1,0,0,1,2,4,0,1.9459,25,85,1,0,17,0
870,11,1,1,0,1,28,784,1,2.3777,45,85,1,0,11,1
871,10,1,0,0,1,27,729,1,2.1861,43,85,1,0,10,1
872,16,1,0,1,0,13,169,0,1.3218,35,85,1,1,16,0
873,15,1,0,0,0,4,16,0,1.3218,25,85,1,0,15,0
874,12,0,0,0,0,13,169,0,2.246,31,85,1,0,12,0
875,12,0,0,0,1,33,1089,1,2.708,51,85,1,0,12,1
876,12,0,0,1,0,6,36,0,1.2809,24,85,1,1,12,0
877,18,0,0,0,1,23,529,1,2.4849,47,85,1,0,18,1
878,16,0,0,1,1,6,36,0,2.3632,28,85,1,1,16,0
879,16,0,0,1,1,16,256,0,2.6391,38,85,1,1,16,0
880,16,0,0,0,0,3,9,1,1.6094,25,85,1,0,16,1
881,12,0,0,0,0,19,361,1,2.4423,37,85,1,0,12,1
882,12,0,0,0,1,43,1849,1,2.6181,61,85,1,0,12,1
883,12,1,0,0,1,34,1156,0,2.3632,52,85,1,0,12,0
884,12,1,0,1,0,25,625,0,2.0082,43,85,1,1,12,0
885,10,1,1,0,1,41,1681,1,1.9095,57,85,1,0,10,1
886,17,1,1,1,0,6,36,0,1.7707,29,85,1,1,17,0
887,12,1,1,0,0,2,4,0,1.2321,20,85,1,0,12,0
888,8,1,1,1,1,37,1369,0,1.4702,51,85,1,1,8,0
889,12,1,1,0,1,19,361,1,2.5649,37,85,1,0,12,1
890,5,1,0,0,1,44,1936,0,2.6391,55,85,1,0,5,0
891,10,1,1,1,1,37,1369,0,1.2566,53,85,1,1,10,0
892,13,1,0,0,0,8,64,0,1.4586,27,85,1,0,13,0
893,18,1,0,0,1,12,144,0,1.767,36,85,1,0,18,0
894,12,0,0,0,0,8,64,0,1.7918,26,85,1,0,12,0
895,16,0,0,0,1,13,169,1,2.3979,35,85,1,0,16,1
896,13,0,0,0,0,32,1024,0,3.0564,51,85,1,0,13,0
897,16,0,0,0,1,18,324,0,2.6759,40,85,1,0,16,0
898,12,0,1,0,0,8,64,0,1.9242,26,85,1,0,12,0
899,16,0,0,1,0,0,0,0,2.3026,18,85,1,1,16,0
900,16,0,0,1,1,7,49,0,2.3026,29,85,1,1,16,0
901,16,1,0,1,0,5,25,0,3.2179,27,85,1,1,16,0
902,12,1,0,1,1,17,289,0,1.3218,35,85,1,1,12,0
903,11,1,0,0,1,39,1521,0,1.8718,56,85,1,0,11,0
904,12,1,0,0,0,4,16,0,1.6094,22,85,1,0,12,0
905,8,1,0,1,0,45,2025,0,1.5151,59,85,1,1,8,0
906,12,0,0,0,0,8,64,0,1.8718,26,85,1,0,12,0
907,16,0,0,0,0,9,81,0,2.3585,31,85,1,0,16,0
908,12,0,0,0,1,23,529,0,2.2576,41,85,1,0,12,0
909,16,0,0,1,1,14,196,0,2.4849,36,85,1,1,16,0
910,12,0,0,1,0,16,256,0,2.1401,34,85,1,1,12,0
911,12,0,0,1,1,15,225,0,1.411,33,85,1,1,12,0
912,12,0,0,1,0,15,225,0,1.5041,33,85,1,1,12,0
913,16,0,0,0,1,16,256,0,2.4423,38,85,1,0,16,0
914,14,0,0,0,0,13,169,0,2.1861,33,85,1,0,14,0
915,11,0,0,0,0,15,225,1,2.6539,32,85,1,0,11,1
916,16,0,0,0,1,11,121,0,2.6137,33,85,1,0,16,0
917,18,0,0,1,0,40,1600,0,3.1001,64,85,1,1,18,0
918,18,0,0,1,1,11,121,0,2.708,35,85,1,1,18,0
919,13,1,0,0,1,17,289,0,2.0869,36,85,1,0,13,0
920,12,1,0,0,1,12,144,0,1.9095,30,85,1,0,12,0
921,11,1,1,0,1,14,196,0,1.5041,31,85,1,0,11,0
922,12,1,0,1,1,26,676,0,1.9459,44,85,1,1,12,0
923,12,1,1,1,1,27,729,0,2.0149,45,85,1,1,12,0
924,12,1,0,1,1,16,256,0,2.0149,34,85,1,1,12,0
925,12,1,1,0,0,2,4,0,2.1401,20,85,1,0,12,0
926,7,1,0,0,1,44,1936,0,2.0794,57,85,1,0,7,0
927,8,1,0,0,1,8,64,0,1.2528,22,85,1,0,8,0
928,12,1,0,0,1,9,81,0,2.5257,27,85,1,0,12,0
929,12,1,0,0,0,1,1,1,1.7918,19,85,1,0,12,1
930,16,1,0,1,0,2,4,0,1.6582,24,85,1,1,16,0
931,12,1,0,0,0,6,36,0,1.6094,24,85,1,0,12,0
932,11,1,0,1,1,17,289,0,1.2528,34,85,1,1,11,0
933,14,1,0,0,1,14,196,1,2.3979,34,85,1,0,14,1
934,12,0,0,0,0,3,9,0,2.0149,21,85,1,0,12,0
935,12,0,0,0,1,13,169,0,2.1401,31,85,1,0,12,0
936,12,0,0,0,0,11,121,0,2.5257,29,85,1,0,12,0
937,12,0,0,0,1,24,576,1,2.3749,42,85,1,0,12,1
938,12,0,0,1,1,14,196,1,2.5257,32,85,1,1,12,1
939,17,0,0,0,1,7,49,0,2.0541,30,85,1,0,17,0
940,17,0,0,0,1,13,169,0,2.4849,36,85,1,0,17,0
941,12,1,1,1,1,10,100,0,1.209,28,85,1,1,12,0
942,12,1,0,0,1,13,169,1,2.9895,31,85,1,0,12,1
943,13,1,0,0,1,7,49,0,1.7918,26,85,1,0,13,0
944,8,1,0,1,1,39,1521,0,1.4398,53,85,1,1,8,0
945,14,1,0,1,1,6,36,0,1.2528,26,85,1,1,14,0
946,12,1,0,0,1,20,400,1,2.4849,38,85,1,0,12,1
947,12,0,0,1,1,7,49,0,1.209,25,85,1,1,12,0
948,12,0,0,0,1,20,400,1,2.1972,38,85,1,0,12,1
949,14,0,0,1,0,6,36,0,1.3813,26,85,1,1,14,0
950,12,0,0,1,1,39,1521,0,1.6094,57,85,1,1,12,0
951,16,0,0,0,1,15,225,0,2.539,37,85,1,0,16,0
952,15,0,0,0,1,31,961,0,2.8478,52,85,1,0,15,0
953,12,0,0,1,0,25,625,0,2.2513,43,85,1,1,12,0
954,11,0,0,0,1,13,169,1,2.6391,30,85,1,0,11,1
955,12,0,1,0,1,8,64,1,2.1401,26,85,1,0,12,1
956,12,0,0,1,1,2,4,0,1.4469,20,85,1,1,12,0
957,16,0,0,0,1,14,196,0,1.7579,36,85,1,0,16,0
958,13,0,0,0,1,14,196,0,2.4204,33,85,1,0,13,0
959,18,0,0,1,1,18,324,1,2.4849,42,85,1,1,18,1
960,12,0,0,1,1,28,784,0,2.4204,46,85,1,1,12,0
961,16,0,0,0,1,10,100,1,2.0149,32,85,1,0,16,1
962,14,1,1,0,0,17,289,0,2.1041,37,85,1,0,14,0
963,12,1,0,1,1,14,196,0,1.579,32,85,1,1,12,0
964,12,1,0,1,1,2,4,0,1.5581,20,85,1,1,12,0
965,16,1,0,0,1,29,841,0,1.7047,51,85,1,0,16,0
966,11,1,0,0,1,29,841,0,2.2513,46,85,1,0,11,0
967,12,1,0,1,1,14,196,0,2.2618,32,85,1,1,12,0
968,13,0,0,1,1,33,1089,0,1.5151,52,85,1,1,13,0
969,16,0,0,0,1,4,16,0,2.7558,26,85,1,0,16,0
970,15,0,0,0,1,13,169,0,2.2885,34,85,1,0,15,0
971,14,0,0,1,0,24,576,0,2.3026,44,85,1,1,14,0
972,13,0,0,0,0,5,25,0,1.7579,24,85,1,0,13,0
973,14,1,0,0,0,1,1,0,2.0186,21,85,1,0,14,0
974,11,1,0,0,1,37,1369,1,2.2773,54,85,1,0,11,1
975,11,1,0,0,1,18,324,1,2.5649,35,85,1,0,11,1
976,15,1,0,1,1,10,100,0,2.3302,31,85,1,1,15,0
977,12,1,0,0,1,16,256,1,2.599,34,85,1,0,12,1
978,12,0,0,0,1,12,144,1,2.5313,30,85,1,0,12,1
979,14,0,0,1,0,4,16,0,2.1552,24,85,1,1,14,0
980,12,0,0,0,1,16,256,1,2.5848,34,85,1,0,12,1
981,14,0,1,0,1,34,1156,1,1.9242,54,85,1,0,14,1
982,13,0,0,0,1,10,100,1,2.5233,29,85,1,0,13,1
983,14,0,0,0,1,17,289,0,1.9661,37,85,1,0,14,0
984,13,0,0,1,1,16,256,0,2.5257,35,85,1,1,13,0
985,10,0,0,0,1,20,400,0,2.3026,36,85,1,0,10,0
986,10,0,0,0,1,12,144,0,2.3026,28,85,1,0,10,0
987,12,0,0,0,1,30,900,0,2.1691,48,85,1,0,12,0
988,16,0,0,1,1,26,676,0,2.238,48,85,1,1,16,0
989,13,0,0,0,1,13,169,0,2.4079,32,85,1,0,13,0
990,8,0,0,1,1,21,441,0,1.6292,35,85,1,1,8,0
991,11,0,1,0,0,3,9,0,2.0149,20,85,1,0,11,0
992,8,0,1,1,1,29,841,0,1.2238,43,85,1,1,8,0
993,12,0,0,1,1,3,9,0,1.5041,21,85,1,1,12,0
994,18,0,1,0,1,27,729,0,1.8326,51,85,1,0,18,0
995,12,0,0,0,1,33,1089,0,3.0229,51,85,1,0,12,0
996,13,0,0,0,0,17,289,0,2.1282,36,85,1,0,13,0
997,12,0,0,1,1,15,225,0,2.0794,33,85,1,1,12,0
998,9,0,0,0,1,38,1444,0,2.1401,53,85,1,0,9,0
999,12,0,0,0,0,9,81,0,1.3218,27,85,1,0,12,0
1000,12,0,0,0,1,10,100,0,2.1972,28,85,1,0,12,0
1001,16,0,0,1,0,6,36,0,2.4891,28,85,1,1,16,0
1002,12,0,0,1,1,7,49,0,1.5041,25,85,1,1,12,0
1003,9,0,1,0,0,16,256,0,1.5686,31,85,1,0,9,0
1004,10,0,0,0,1,30,900,0,1.8718,46,85,1,0,10,0
1005,12,0,0,0,1,19,361,0,2.0398,37,85,1,0,12,0
1006,12,0,0,1,0,15,225,0,2.2336,33,85,1,1,12,0
1007,12,0,1,0,1,12,144,0,1.6094,30,85,1,0,12,0
1008,12,0,1,1,1,33,1089,0,1.8083,51,85,1,1,12,0
1009,12,0,1,0,0,36,1296,0,2.3674,54,85,1,0,12,0
1010,12,0,1,1,0,25,625,0,1.2528,43,85,1,1,12,0
1011,12,0,1,0,1,35,1225,1,2.3026,53,85,1,0,12,1
1012,13,0,1,0,0,8,64,1,2.1972,27,85,1,0,13,1
1013,12,1,1,1,1,23,529,0,2.0149,41,85,1,1,12,0
1014,18,1,0,0,0,7,49,0,1.743,31,85,1,0,18,0
1015,17,1,0,0,0,3,9,0,2.1401,26,85,1,0,17,0
1016,12,1,1,0,1,8,64,0,1.3863,26,85,1,0,12,0
1017,9,1,1,1,1,34,1156,1,1.7492,49,85,1,1,9,1
1018,12,0,0,0,0,2,4,0,1.6582,20,85,1,0,12,0
1019,12,0,0,0,1,34,1156,0,1.2528,52,85,1,0,12,0
1020,11,0,0,0,0,2,4,0,1.5041,19,85,1,0,11,0
1021,12,0,0,1,0,11,121,0,1.7047,29,85,1,1,12,0
1022,13,0,0,1,1,4,16,0,1.8326,23,85,1,1,13,0
1023,16,0,0,1,1,22,484,1,2.1848,44,85,1,1,16,1
1024,12,0,0,1,1,45,2025,0,1.6582,63,85,1,1,12,0
1025,14,0,0,1,1,26,676,0,2.3273,46,85,1,1,14,0
1026,14,0,0,1,1,12,144,0,1.8326,32,85,1,1,14,0
1027,12,0,0,1,1,3,9,0,1.4702,21,85,1,1,12,0
1028,13,0,0,0,0,36,1296,0,2.8824,55,85,1,0,13,0
1029,12,0,0,1,1,9,81,1,2.0149,27,85,1,1,12,1
1030,16,0,0,1,1,7,49,0,1.8326,29,85,1,1,16,0
1031,14,0,0,0,1,14,196,0,1.5041,34,85,1,0,14,0
1032,12,0,0,1,0,6,36,0,1.8563,24,85,1,1,12,0
1033,15,0,0,0,1,1,1,1,1.5766,22,85,1,0,15,1
1034,11,0,0,0,1,4,16,0,1.4231,21,85,1,0,11,0
1035,12,0,0,1,1,5,25,0,1.6351,23,85,1,1,12,0
1036,8,0,0,1,1,38,1444,0,1.6601,52,85,1,1,8,0
1037,16,0,0,1,1,6,36,0,2.0513,28,85,1,1,16,0
1038,13,0,0,0,0,9,81,1,2.5703,28,85,1,0,13,1
1039,13,0,0,1,1,15,225,0,2.0794,34,85,1,1,13,0
1040,15,0,0,1,1,11,121,0,2.0369,32,85,1,1,15,0
1041,12,0,0,0,0,17,289,0,2.0149,35,85,1,0,12,0
1042,12,0,0,0,0,1,1,0,1.0473,19,85,1,0,12,0
1043,12,0,0,0,1,9,81,0,1.8506,27,85,1,0,12,0
1044,9,0,0,0,0,48,2304,0,1.2528,63,85,1,0,9,0
1045,12,0,0,0,1,17,289,1,2.4292,35,85,1,0,12,1
1046,12,0,0,1,1,33,1089,0,1.7047,51,85,1,1,12,0
1047,12,0,0,0,1,7,49,0,2.2138,25,85,1,0,12,0
1048,14,0,0,1,1,12,144,0,2.0744,32,85,1,1,14,0
1049,16,0,0,1,1,6,36,0,1.7317,28,85,1,1,16,0
1050,4,0,0,0,1,54,2916,0,1.7918,64,85,1,0,4,0
1051,16,1,1,0,0,16,256,0,2.599,38,85,1,0,16,0
1052,11,1,0,1,1,8,64,0,1.2947,25,85,1,1,11,0
1053,9,1,0,0,0,30,900,1,1.8326,45,85,1,0,9,1
1054,13,1,0,0,0,1,1,1,1.639,20,85,1,0,13,1
1055,17,1,0,0,1,32,1024,0,3.2692,55,85,1,0,17,0
1056,13,1,0,0,0,0,0,0,0.6981,19,85,1,0,13,0
1057,12,1,0,1,0,26,676,0,1.6094,44,85,1,1,12,0
1058,11,0,0,1,0,36,1296,0,2.1691,53,85,1,1,11,0
1059,14,0,0,1,1,19,361,0,2.5257,39,85,1,1,14,0
1060,12,0,0,0,0,12,144,0,1.3863,30,85,1,0,12,0
1061,16,0,0,0,1,21,441,0,1.5041,43,85,1,0,16,0
1062,12,0,0,1,0,11,121,0,1.8718,29,85,1,1,12,0
1063,12,0,0,0,1,10,100,0,1.7047,28,85,1,0,12,0
1064,17,0,0,1,1,15,225,0,1.9279,38,85,1,1,17,0
1065,16,0,0,1,0,16,256,0,1.8165,38,85,1,1,16,0
1066,12,0,0,0,1,23,529,0,2.0513,41,85,1,0,12,0
1067,12,0,0,0,1,24,576,0,0.0,42,85,1,0,12,0
1068,17,0,0,1,1,13,169,1,2.5257,36,85,1,1,17,1
1069,14,0,1,1,1,19,361,1,2.1804,39,85,1,1,14,1
1070,11,0,0,1,1,20,400,0,1.4702,37,85,1,1,11,0
1071,18,0,0,0,0,5,25,0,2.4304,29,85,1,0,18,0
1072,8,0,0,0,1,47,2209,1,2.1894,61,85,1,0,8,1
1073,11,0,0,1,1,33,1089,0,1.2528,50,85,1,1,11,0
1074,14,0,0,0,1,21,441,1,3.2581,41,85,1,0,14,1
1075,12,0,0,1,1,19,361,0,2.0794,37,85,1,1,12,0
1076,14,0,0,0,1,20,400,1,2.7726,40,85,1,0,14,1
1077,12,0,0,1,1,13,169,0,1.6771,31,85,1,1,12,0
1078,17,0,1,1,1,25,625,1,3.1463,48,85,1,1,17,1
1079,12,0,1,1,1,18,324,0,2.1552,36,85,1,1,12,0
1080,14,0,0,1,0,13,169,0,2.9178,33,85,1,1,14,0
1081,18,0,0,0,1,8,64,0,3.1001,32,85,1,0,18,0
1082,12,0,1,0,0,14,196,1,2.7887,32,85,1,0,12,1
1083,12,0,0,0,0,9,81,0,2.9689,27,85,1,0,12,0
