,distid,schid,lunch,enrol,staff,exppp,avgsal,avgben,math4,story4,bs,lavgsal,lenrol,lstaff
941,58010.0,1701,76.1,292.0,79.8,3635.0,35912.0,11242.0,56.4,56.4,0.313043,10.488827,5.676754,4.3795238
942,58010.0,2189,81.1,425.0,89.7,3456.0,28105.0,9273.0,27.8,43.1,0.3299413,10.243703,6.052089,4.496471
943,58010.0,2342,26.4,420.0,59.7,2863.0,36966.0,12702.0,58.7,65.1,0.34361306,10.517754,6.0402546,4.089332
944,58010.0,3142,18.4,448.0,63.8,3139.0,38304.0,12561.0,62.3,65.2,0.3279292,10.553309,6.104793,4.155753
945,58010.0,3214,36.6,254.0,73.7,3466.0,34225.0,11561.0,57.6,69.7,0.337794,10.440712,5.5373344,4.3000026
946,58010.0,3524,37.4,196.0,75.2,3455.0,33730.0,11166.0,44.4,52.8,0.33104062,10.426143,5.278115,4.3201513
947,58010.0,4396,42.2,359.0,64.5,3589.0,40757.0,13723.0,30.6,62.5,0.33670288,10.615383,5.8833222,4.166665
948,58020.0,1312,29.2,307.0,65.8,3380.0,44852.0,14385.0,64.2,60.4,0.32072148,10.711123,5.7268476,4.1866198
949,58020.0,1639,23.4,261.0,69.7,3366.0,43269.0,14150.0,82.1,82.1,0.32702395,10.675192,5.5645204,4.2442
950,58020.0,5782,26.7,360.0,58.9,2861.0,42824.0,13427.0,52.9,57.5,0.31353915,10.664854,5.886104,4.075841
951,58030.0,943,14.5,595.0,72.0,2969.0,31881.0,10816.0,56.0,70.7,0.33926162,10.369765,6.3885612,4.276666
952,58030.0,1868,16.0,658.0,66.6,2966.0,34114.0,11761.0,58.4,74.3,0.34475583,10.437463,6.489205,4.1987047
953,58030.0,5401,11.7,727.0,48.5,1914.0,28968.0,9813.0,67.1,74.0,0.3387531,10.273947,6.5889263,3.881564
954,58030.0,6176,14.4,457.0,72.6,3171.0,34038.0,11569.0,73.5,75.9,0.33988485,10.435233,6.1246834,4.284965
955,58050.0,967,21.0,621.0,59.4,2753.0,37501.0,10598.0,58.2,70.9,0.2826058,10.532123,6.431331,4.0842943
956,58070.0,1806,14.7,628.0,105.9,2624.0,19568.0,6958.0,65.3,73.3,0.35558054,9.881651,6.44254,4.662495
957,58080.0,1899,23.4,479.0,71.4,3742.0,41009.0,13376.0,54.4,76.5,0.3261723,10.621547,6.1717005,4.2682977
958,58080.0,6494,33.6,393.0,75.1,3435.0,36622.0,11679.0,62.2,71.1,0.31890666,10.508405,5.9738097,4.3188205
959,58080.0,7443,26.8,500.0,69.4,3594.0,41235.0,13178.0,58.4,64.9,0.31958288,10.627043,6.214608,4.2398868
960,58090.0,2422,22.5,440.0,69.5,3525.0,41171.0,11952.0,54.4,64.4,0.2903014,10.625489,6.086775,4.241327
961,58090.0,2429,42.9,113.0,71.7,2478.0,27227.0,9386.0,54.8,83.9,0.34473133,10.211965,4.727388,4.2724905
962,58100.0,5907,19.7,401.0,67.3,2720.0,30660.0,9961.0,66.7,74.6,0.32488585,10.330714,5.9939613,4.2091603
963,58110.0,4847,0.0,330.0,78.2,2909.0,28914.0,9541.0,56.3,64.6,0.32997856,10.272081,5.799093,4.3592696
964,59020.0,538,34.5,365.0,77.3,2951.0,28796.0,9833.0,72.9,83.3,0.34147105,10.267992,5.8998976,4.347694
965,59020.0,846,51.0,196.0,83.2,3239.0,29781.0,10767.0,40.0,56.7,0.36153924,10.301626,5.278115,4.4212475
966,59020.0,1779,43.5,143.0,93.0,3651.0,31528.0,10628.0,31.8,45.5,0.3370972,10.358631,4.962845,4.5325994
967,59045.0,346,40.5,278.0,78.4,2968.0,28697.0,10215.0,74.4,76.8,0.35596055,10.264548,5.627621,4.361824
968,59070.0,179,32.0,420.0,95.2,3593.0,29761.0,10204.0,67.5,84.3,0.3428648,10.300954,6.0402546,4.5559797
969,59070.0,562,47.4,381.0,101.8,3085.0,23732.0,8150.0,73.0,74.6,0.34341818,10.074579,5.9427996,4.62301
970,59070.0,4343,52.4,337.0,106.8,3560.0,25818.0,8879.0,42.9,65.7,0.34390736,10.158827,5.820083,4.670958
971,59070.0,5236,40.1,347.0,93.1,3402.0,29737.0,10256.0,73.4,65.6,0.3448902,10.300147,5.8493247,4.5336742
972,59080.0,2298,50.4,565.0,74.0,2639.0,28450.0,10394.0,63.6,79.2,0.3653427,10.255903,6.336826,4.304065
973,59080.0,3397,37.2,470.0,70.4,2693.0,30118.0,10307.0,62.5,71.3,0.3422206,10.312879,6.152733,4.2541933
974,59090.0,2104,42.9,618.0,75.6,2951.0,30421.0,10782.0,61.1,71.4,0.3544262,10.322888,6.4264884,4.325456
975,59125.0,4051,49.3,701.0,77.0,2853.0,30616.0,10352.0,57.4,62.8,0.33812386,10.329278,6.552508,4.3438053
976,59125.0,5406,40.7,446.0,71.5,3120.0,33154.0,12050.0,53.5,64.8,0.36345538,10.408918,6.100319,4.2696977
977,59150.0,5833,0.0,433.0,71.4,2866.0,31088.0,11666.0,61.7,48.9,0.37525734,10.344577,6.070738,4.2682977
978,60010.0,141,58.1,293.0,79.9,2969.0,28474.0,10309.0,38.5,59.0,0.36204958,10.256746,5.6801724,4.380776
979,60020.0,1684,38.8,650.0,76.8,3134.0,30406.0,10668.0,44.0,57.8,0.3508518,10.322395,6.4769726,4.3412046
980,61010.0,98,89.2,507.0,77.1,3565.0,38222.0,14297.0,34.6,25.0,0.3740516,10.551167,6.228511,4.3451033
981,61010.0,359,34.5,171.0,76.6,3579.0,33330.0,11492.0,81.0,76.2,0.34479448,10.414213,5.1416636,4.338597
982,61010.0,2388,74.7,391.0,126.6,3677.0,32286.0,11253.0,37.5,41.7,0.34854117,10.382389,5.9687076,4.8410325
983,61010.0,2491,82.4,352.0,125.0,3118.0,24250.0,8268.0,18.9,29.7,0.34094846,10.096172,5.8636312,4.828314
984,61010.0,2602,81.1,459.0,62.5,3456.0,42522.0,15668.0,42.9,42.9,0.36846808,10.657777,6.1290503,4.1351666
985,61010.0,2675,87.3,407.0,85.7,3325.0,31927.0,12403.0,19.6,34.6,0.38847998,10.371207,6.0088134,4.450853
986,61010.0,2705,57.6,424.0,57.5,3280.0,44082.0,15786.0,57.6,59.3,0.35810536,10.693807,6.0497336,4.051785
987,61010.0,2817,62.9,512.0,53.3,2958.0,41375.0,15801.0,77.2,57.0,0.38189727,10.630432,6.2383246,3.9759364
988,61010.0,3023,76.7,303.0,67.0,3305.0,41178.0,14029.0,27.7,44.7,0.34069163,10.625659,5.7137327,4.204693
989,61010.0,4864,73.6,389.0,74.8,2487.0,36081.0,13016.0,54.5,52.3,0.36074388,10.493522,5.963579,4.314818
990,61020.0,640,98.9,318.0,86.5,3066.0,28606.0,10382.0,13.9,55.6,0.36293086,10.261372,5.7620516,4.4601445
991,61020.0,987,97.9,253.0,63.2,3426.0,40595.0,14067.0,79.2,58.3,0.3465205,10.611401,5.5333896,4.146304
992,61020.0,1030,98.7,270.0,85.2,3179.0,28616.0,10018.0,29.7,27.0,0.35008386,10.261722,5.598422,4.4450016
993,61020.0,1074,85.0,358.0,78.2,2809.0,35219.0,11702.0,21.4,33.3,0.33226383,10.469341,5.880533,4.3592696
994,61020.0,1419,93.3,214.0,67.8,3425.0,35865.0,14602.0,55.2,53.6,0.40713787,10.487517,5.365976,4.2165623
995,61020.0,4154,94.5,305.0,70.5,2944.0,34663.0,13014.0,17.3,30.8,0.37544355,10.453428,5.7203116,4.255613
996,61060.0,511,18.3,373.0,84.2,2587.0,26544.0,7371.0,70.2,78.9,0.27768987,10.186559,5.9215784,4.433195
997,61060.0,692,11.6,404.0,70.0,2777.0,34117.0,9642.0,77.5,83.8,0.2826157,10.4375515,6.001415,4.248495
998,61060.0,1670,29.5,405.0,80.1,2534.0,27207.0,7618.0,66.1,64.5,0.28000146,10.211229,6.003887,4.383276
999,61060.0,2208,13.9,570.0,61.3,2299.0,32168.0,9244.0,65.1,83.1,0.28736633,10.378728,6.3456364,4.11578
1000,61065.0,534,39.0,524.0,78.1,2972.0,32713.0,10627.0,63.2,78.9,0.32485557,10.395528,6.261492,4.3579903
1001,61065.0,4576,40.9,383.0,77.2,3014.0,30416.0,9807.0,43.1,61.5,0.32242897,10.322724,5.948035,4.3463993
1002,61080.0,232,43.3,408.0,91.4,2033.0,25707.0,8082.0,52.9,74.5,0.31438908,10.154519,6.011267,4.5152454
1003,61080.0,1073,28.1,802.0,65.1,2646.0,35974.0,11785.0,55.7,68.7,0.3275977,10.490552,6.6871085,4.1759243
1004,61080.0,5408,15.5,426.0,54.2,3063.0,43227.0,14391.0,78.5,70.8,0.33291692,10.674221,6.0544395,3.992681
1005,61120.0,1712,52.7,618.0,70.0,2600.0,30534.0,10955.0,50.6,55.4,0.35878038,10.326596,6.4264884,4.248495
1006,61180.0,3139,29.3,558.0,82.4,3002.0,28827.0,10645.0,61.2,70.9,0.36927187,10.269068,6.324359,4.4115853
1007,61190.0,1969,61.9,436.0,83.4,3950.0,39527.0,13320.0,58.8,72.1,0.33698484,10.58474,6.0776424,4.4236484
1008,61190.0,2848,38.5,583.0,70.1,3085.0,35282.0,12226.0,82.6,78.0,0.3465223,10.471128,6.368187,4.2499228
1009,61210.0,5368,32.0,370.0,64.3,2777.0,33953.0,12429.0,56.8,56.8,0.36606485,10.432733,5.913503,4.16356
1010,61220.0,2101,25.3,480.0,78.3,2928.0,30262.0,12414.0,63.6,75.5,0.41021743,10.317648,6.173786,4.3605475
1011,61220.0,2495,36.1,271.0,89.7,3046.0,32223.0,12786.0,52.2,58.0,0.39679733,10.380436,5.602119,4.496471
1012,61220.0,3174,34.4,527.0,102.3,2979.0,23015.0,9379.0,61.8,78.9,0.40751684,10.043901,6.2672005,4.6279097
1013,61220.0,5518,33.6,344.0,84.3,3248.0,30822.0,12486.0,58.5,73.6,0.40510026,10.335984,5.8406415,4.434382
1014,61230.0,2741,0.0,615.0,52.4,2075.0,30316.0,11237.0,79.7,84.4,0.37066236,10.319431,6.4216223,3.9589067
1015,61240.0,4508,30.8,498.0,77.7,2638.0,28310.0,9792.0,50.9,70.9,0.34588486,10.250971,6.2106,4.352855
1016,62040.0,863,33.8,592.0,80.1,3093.0,33454.0,11065.0,46.3,60.2,0.33075267,10.417927,6.383507,4.383276
1017,62050.0,1469,47.8,506.0,75.1,3206.0,34429.0,13002.0,60.6,64.6,0.37764674,10.446654,6.2265368,4.3188205
1018,62060.0,1654,39.7,498.0,82.1,3578.0,34430.0,11502.0,58.6,60.9,0.33406913,10.446684,6.2106,4.407938
1019,62070.0,7383,46.2,285.0,89.8,3381.0,31563.0,10714.0,72.9,72.9,0.3394481,10.359741,5.652489,4.497585
1020,62090.0,4498,69.1,671.0,73.3,3279.0,33985.0,13468.0,57.6,66.4,0.39629248,10.433675,6.508769,4.2945604
1021,62470.0,320,46.7,35.0,157.1,3128.0,16989.0,4481.0,75.0,75.0,0.2637589,9.740321,3.5553482,5.0568824
1022,63010.0,316,2.1,386.0,88.6,5350.0,47167.0,17241.0,84.4,92.2,0.365531,10.76145,5.9558372,4.484132
1023,63010.0,1494,14.2,324.0,103.7,5350.0,40298.0,14731.0,88.1,91.5,0.36555165,10.604057,5.7807436,4.641502
1024,63010.0,1571,1.8,448.0,122.8,5350.0,34040.0,12443.0,84.6,93.6,0.36554053,10.435291,6.104793,4.810557
1025,63010.0,2556,0.5,201.0,107.5,5350.0,38888.0,14215.0,82.9,82.9,0.36553693,10.568441,5.3033047,4.6774907
1026,63010.0,2995,3.4,353.0,107.9,5350.0,38719.0,14154.0,85.4,87.8,0.36555696,10.564086,5.866468,4.681205
1027,63010.0,3030,2.9,417.0,118.9,5350.0,35134.0,12843.0,94.9,93.2,0.36554334,10.466925,6.0330863,4.7782826
1028,63010.0,3133,0.0,477.0,73.2,5350.0,57117.0,20879.0,94.0,94.0,0.36554793,10.952857,6.1675167,4.2931952
1029,63010.0,4342,1.3,237.0,218.6,5350.0,19120.0,6989.0,77.1,94.3,0.36553347,9.85849,5.46806,5.3872437
1030,63010.0,5670,3.1,359.0,89.1,5335.0,46753.0,17090.0,85.5,89.1,0.36553803,10.752634,5.8833222,4.4897594
1031,63020.0,96,36.6,326.0,79.3,5421.0,54982.0,17497.0,50.0,56.5,0.31823143,10.914762,5.786897,4.373238
1032,63020.0,1392,40.2,200.0,104.0,5084.0,41098.0,12888.0,66.7,76.2,0.3135919,10.623714,5.2983174,4.644391
1033,63020.0,1568,43.1,224.0,99.1,4171.0,33397.0,10399.0,56.3,56.3,0.31137526,10.416222,5.411646,4.5961294
1034,63020.0,4155,14.0,480.0,68.0,4171.0,48304.0,15036.0,80.4,83.9,0.31127858,10.78527,6.173786,4.2195077
1035,63020.0,4164,45.9,178.0,98.0,4171.0,43085.0,13537.0,64.9,64.9,0.31419286,10.67093,5.1817837,4.5849676
1036,63020.0,4539,39.1,430.0,78.0,4171.0,43817.0,13662.0,60.3,75.3,0.31179678,10.6877775,6.063785,4.356709
1037,63020.0,4590,71.0,511.0,95.4,4171.0,34908.0,10872.0,60.7,59.0,0.31144723,10.460471,6.2363696,4.558079
1038,63030.0,45,72.4,492.0,52.7,2785.0,42374.0,17064.0,43.1,56.9,0.40269977,10.65429,6.1984787,3.9646156
1039,63030.0,275,93.1,506.0,66.9,2942.0,37597.0,15122.0,40.6,45.3,0.40221295,10.534679,6.2265368,4.203199
1040,63030.0,313,82.1,364.0,86.3,3071.0,29900.0,12013.0,8.5,21.3,0.4017726,10.3056135,5.897154,4.4578295
1041,63030.0,834,84.1,454.0,62.8,3387.0,41638.0,16771.0,41.9,58.1,0.4027811,10.636768,6.1180973,4.139955
1042,63030.0,1139,77.8,527.0,54.1,2971.0,42042.0,16918.0,29.6,54.9,0.4024071,10.646424,6.2672005,3.9908342
1043,63030.0,1652,61.1,382.0,116.0,3338.0,23094.0,9308.0,35.3,49.0,0.4030484,10.047328,5.9454207,4.75359
1044,63030.0,2144,47.1,516.0,59.3,2727.0,39340.0,15815.0,31.7,36.7,0.40200815,10.579997,6.2461066,4.082609
1045,63030.0,2260,78.9,459.0,55.8,2870.0,39602.0,15977.0,60.0,70.8,0.40343922,10.586635,6.1290503,4.021774
1046,63030.0,2384,83.2,675.0,50.7,2630.0,44122.0,17728.0,30.7,52.0,0.40179503,10.694714,6.514713,3.925926
1047,63030.0,2922,66.2,586.0,49.3,3126.0,49462.0,19888.0,50.0,47.5,0.40208644,10.80896,6.3733196,3.897924
1048,63030.0,3235,89.6,415.0,76.2,3098.0,34939.0,14076.0,43.9,36.6,0.40287358,10.461359,6.0282784,4.3333616
1049,63030.0,4423,70.3,590.0,54.9,2775.0,41550.0,16690.0,53.9,57.9,0.40168473,10.634653,6.3801227,4.005513
1050,63030.0,4517,0.0,370.0,69.2,2786.0,33689.0,13464.0,32.7,38.8,0.39965567,10.424927,5.913503,4.237001
1051,63030.0,4532,46.3,381.0,76.1,3133.0,30442.0,12288.0,47.7,75.0,0.40365285,10.323579,5.9427996,4.3320484
1052,63030.0,5752,82.5,538.0,58.0,2927.0,41217.0,16570.0,21.9,42.6,0.40201858,10.626606,6.2878585,4.060443
1053,63040.0,1890,6.1,264.0,72.7,3866.0,42695.0,13795.0,85.7,96.4,0.32310575,10.661837,5.575949,4.286341
1054,63040.0,2200,21.5,275.0,77.1,5094.0,55304.0,17329.0,87.8,82.9,0.3133408,10.920601,5.616771,4.3451033
1055,63040.0,2242,25.4,316.0,77.2,3482.0,44709.0,14139.0,67.3,81.6,0.31624505,10.707931,5.755742,4.3463993
1056,63040.0,2255,22.0,280.0,82.9,4405.0,55458.0,16388.0,90.9,81.8,0.2955029,10.923381,5.6347895,4.417635
1057,63040.0,2381,9.4,246.0,92.3,4049.0,47920.0,14012.0,100.0,100.0,0.292404,10.777288,5.5053315,4.525044
1058,63040.0,2781,7.6,333.0,71.8,4013.0,46260.0,14894.0,78.7,87.2,0.32196283,10.742033,5.8081427,4.2738843
1059,63040.0,2800,10.2,520.0,58.3,4080.0,56151.0,17980.0,91.9,87.1,0.320208,10.9358,6.253829,4.0656023
1060,63040.0,2805,23.7,286.0,82.2,3512.0,41313.0,13057.0,67.9,82.1,0.31605065,10.628933,5.655992,4.4091554
1061,63040.0,2950,26.4,307.0,62.5,4138.0,52925.0,17185.0,52.9,67.6,0.32470477,10.876631,5.7268476,4.1351666
1062,63040.0,4057,12.2,334.0,62.0,4236.0,54413.0,18257.0,84.6,80.8,0.33552644,10.904358,5.811141,4.1271343
1063,63040.0,4264,13.0,269.0,71.0,4359.0,48965.0,15926.0,70.0,80.0,0.32525274,10.7988615,5.5947113,4.26268
1064,63040.0,4518,23.5,405.0,61.2,4100.0,53737.0,17333.0,76.4,85.5,0.32255244,10.891857,6.003887,4.114147
1065,63040.0,5105,31.1,278.0,70.5,4317.0,48730.0,15959.0,88.1,90.5,0.32749847,10.79405,5.627621,4.255613
1066,63050.0,464,2.1,568.0,86.1,3355.0,32704.0,12025.0,93.6,91.5,0.36769202,10.395252,6.3421216,4.455509
1067,63050.0,1549,7.1,438.0,76.3,3537.0,35628.0,13129.0,68.3,74.6,0.3685023,10.480887,6.082219,4.334673
1068,63050.0,1875,12.5,432.0,83.1,3785.0,36181.0,12927.0,81.8,88.7,0.35728696,10.496289,6.0684257,4.420045
1069,63050.0,2974,12.1,287.0,103.8,4342.0,34287.0,12255.0,79.2,91.7,0.3574241,10.442521,5.659482,4.642466
1070,63050.0,4238,36.0,436.0,106.7,3615.0,30602.0,10953.0,72.4,72.4,0.3579178,10.32882,6.0776424,4.670021
1071,63060.0,24,26.8,494.0,67.8,4728.0,54417.0,18632.0,66.7,78.2,0.342393,10.904432,6.2025356,4.2165623
1072,63060.0,1311,25.0,526.0,84.6,5173.0,47819.0,16430.0,55.6,67.9,0.34358728,10.775178,6.265301,4.4379344
1073,63060.0,1423,19.9,333.0,91.0,5351.0,49541.0,17396.0,58.0,76.0,0.3511435,10.810555,5.8081427,4.5108595
1074,63060.0,1948,25.9,335.0,71.6,5197.0,59448.0,20216.0,60.0,87.7,0.3400619,10.992857,5.8141303,4.2710953
1075,63060.0,2146,30.0,556.0,75.9,4510.0,49421.0,16700.0,80.3,85.9,0.33791304,10.80813,6.3207684,4.3294168
1076,63060.0,2295,35.2,484.0,56.8,4667.0,61663.0,21458.0,60.0,67.1,0.34798825,11.029439,6.182085,4.0395365
1077,63060.0,4278,47.0,346.0,80.5,6036.0,59991.0,21178.0,64.1,66.7,0.35301962,11.00195,5.846439,4.388257
1078,63060.0,5284,22.4,301.0,58.1,5318.0,73200.0,25718.0,57.5,80.0,0.3513388,11.200951,5.7071104,4.0621657
1079,63060.0,5764,18.6,419.0,62.1,4835.0,61323.0,20769.0,90.5,91.9,0.33868206,11.0239105,6.037871,4.128746
1080,63060.0,6032,24.0,337.0,76.3,5259.0,54366.0,18510.0,50.0,92.9,0.34047014,10.903494,5.820083,4.334673
1081,63070.0,148,25.6,450.0,77.6,3209.0,33181.0,10826.0,49.4,68.2,0.32627106,10.409733,6.1092477,4.3515673
1082,63070.0,4076,17.8,252.0,77.0,4070.0,43588.0,13300.0,82.4,84.3,0.30512986,10.682537,5.529429,4.3438053
1083,63070.0,5363,15.2,304.0,77.6,3515.0,36462.0,11421.0,74.5,78.7,0.31323022,10.504025,5.7170277,4.3515673
1084,63070.0,7446,4.9,466.0,61.8,3129.0,38618.0,12658.0,85.0,83.8,0.3277746,10.561474,6.1441855,4.1239033
1085,63080.0,4830,1.3,501.0,84.9,4969.0,47177.0,14331.0,98.6,95.9,0.3037709,10.761662,6.216606,4.441474
1086,63080.0,5076,1.5,456.0,83.7,4574.0,45334.0,13308.0,94.5,87.7,0.2935545,10.721812,6.122493,4.427239
1087,63080.0,5160,2.5,469.0,84.0,4795.0,45737.0,13984.0,78.9,83.3,0.30574808,10.730663,6.150603,4.4308167
1088,63080.0,5349,0.6,324.0,101.0,6020.0,49445.0,14826.0,77.8,84.1,0.29984832,10.808617,5.7807436,4.6151204
1089,63080.0,5538,0.3,336.0,98.9,5923.0,49198.0,15560.0,90.2,95.1,0.31627303,10.803608,5.817111,4.594109
1090,63080.0,5766,1.2,326.0,118.9,5520.0,41589.0,12467.0,88.0,92.0,0.29976678,10.635591,5.786897,4.7782826
1091,63090.0,368,26.4,411.0,99.5,3669.0,31189.0,9702.0,82.0,76.0,0.31107122,10.34782,6.0185933,4.6001577
1092,63090.0,1461,28.1,510.0,78.6,3559.0,37283.0,11921.0,77.4,75.8,0.31974357,10.526293,6.234411,4.364372
1093,63100.0,2788,1.0,516.0,59.9,3738.0,53725.0,21266.0,75.5,85.1,0.39583063,10.891634,6.2461066,4.0926766
1094,63100.0,2843,4.8,462.0,65.4,3888.0,52071.0,19816.0,84.1,90.9,0.38055733,10.860363,6.135565,4.1805224
1095,63100.0,6173,2.3,483.0,59.8,3991.0,55491.0,19482.0,86.5,86.5,0.35108396,10.923976,6.1800165,4.091006
1096,63100.0,7349,3.7,514.0,63.0,3924.0,53245.0,20177.0,88.0,81.9,0.3789464,10.882659,6.2422233,4.1431346
1097,63110.0,713,7.3,549.0,60.8,2602.0,34615.0,11482.0,79.4,88.2,0.3317059,10.452043,6.3080983,4.1075897
1098,63110.0,868,23.4,456.0,70.9,3125.0,35126.0,11639.0,74.7,79.7,0.33135,10.466697,6.122493,4.2612705
1099,63110.0,2160,11.1,217.0,71.2,3360.0,37839.0,11992.0,72.7,81.8,0.31692168,10.541096,5.379897,4.265493
1100,63130.0,1631,64.9,534.0,67.9,3096.0,38048.0,12399.0,60.9,75.0,0.32587785,10.546604,6.280396,4.218036
1101,63130.0,1753,55.7,439.0,76.7,2927.0,32680.0,11573.0,45.5,50.0,0.35413095,10.394519,6.0844994,4.3399014
1102,63130.0,2150,51.6,313.0,75.5,3768.0,41391.0,12960.0,57.9,71.1,0.31311154,10.630818,5.7462034,4.3241324
1103,63130.0,2254,37.9,278.0,71.8,3332.0,37061.0,12686.0,92.9,71.4,0.34230053,10.520321,5.627621,4.2738843
1104,63130.0,3280,43.6,258.0,150.0,3036.0,15255.0,5643.0,74.3,77.1,0.3699115,9.632663,5.5529594,5.0106354
1105,63130.0,4159,49.0,253.0,89.4,3930.0,36389.0,11724.0,84.8,63.6,0.32218528,10.502022,5.5333896,4.4931207
1106,63130.0,4259,47.7,453.0,71.0,3240.0,38061.0,12183.0,93.0,85.7,0.32009143,10.546946,6.115892,4.26268
1107,63130.0,4422,46.9,587.0,70.6,3893.0,42704.0,15260.0,80.0,67.1,0.35734358,10.662048,6.375025,4.25703
1108,63140.0,1083,33.0,426.0,91.3,3276.0,34899.0,11522.0,64.2,73.1,0.33015272,10.460214,6.0544395,4.5141506
1109,63140.0,1537,40.9,416.0,77.4,3291.0,37000.0,11830.0,48.6,57.6,0.31972972,10.518673,6.0306854,4.3489866
1110,63140.0,4280,37.0,381.0,89.8,3566.0,33917.0,10895.0,53.1,61.2,0.32122535,10.431672,5.9427996,4.497585
1111,63150.0,2161,2.2,367.0,89.4,3829.0,33465.0,11840.0,94.2,92.3,0.35380247,10.418256,5.9053617,4.4931207
1112,63150.0,2618,16.9,352.0,89.3,4033.0,35160.0,12450.0,85.1,80.9,0.35409555,10.467665,5.8636312,4.4920015
1113,63150.0,3715,0.6,655.0,63.4,4285.0,53211.0,18704.0,87.9,90.7,0.35150626,10.88202,6.4846354,4.1494637
1114,63150.0,4227,5.6,469.0,75.2,4189.0,43652.0,15389.0,77.5,80.0,0.35253826,10.684005,6.150603,4.3201513
1115,63150.0,5163,1.8,391.0,82.7,4811.0,45732.0,16131.0,87.7,89.5,0.35272893,10.730554,5.9687076,4.41522
1116,63150.0,5537,7.3,330.0,90.5,4907.0,42528.0,15022.0,91.7,97.9,0.3532261,10.657918,5.799093,4.5053496
1117,63150.0,6124,2.7,548.0,63.4,4198.0,51990.0,18306.0,91.3,87.0,0.35210618,10.858807,6.3062754,4.1494637
1118,63150.0,6364,5.6,404.0,85.5,4551.0,41814.0,14748.0,94.0,89.6,0.35270482,10.640986,6.001415,4.4485164
1119,63150.0,6365,4.7,491.0,71.4,4301.0,47306.0,16669.0,69.6,85.9,0.35236546,10.764393,6.196444,4.2682977
1120,63150.0,6939,0.8,475.0,70.6,4616.0,51368.0,18089.0,87.9,90.9,0.3521453,10.84677,6.163315,4.25703
1121,63150.0,6940,0.4,533.0,68.8,4428.0,50658.0,17831.0,96.6,90.8,0.35198784,10.832852,6.2785215,4.2312036
1122,63150.0,6941,3.9,486.0,70.3,4344.0,48577.0,17116.0,91.9,92.9,0.35234782,10.790905,6.1862087,4.252772
1123,63160.0,1401,3.9,493.0,91.7,3749.0,35137.0,12402.0,76.5,76.5,0.35296127,10.46701,6.200509,4.5185223
1124,63160.0,1491,1.9,546.0,75.1,3902.0,38057.0,14370.0,88.0,89.0,0.37759152,10.546841,6.302619,4.3188205
1125,63160.0,3271,36.9,336.0,115.5,5493.0,36078.0,14146.0,86.7,90.0,0.3920949,10.493439,5.817111,4.7492704
1126,63160.0,5783,3.6,411.0,115.1,5394.0,30304.0,17418.0,83.9,92.9,0.57477564,10.319035,6.0185933,4.7458014
1127,63160.0,7372,0.0,776.0,78.0,3630.0,36197.0,13348.0,91.5,86.9,0.36875984,10.496732,6.6541524,4.356709
1128,63180.0,262,10.4,433.0,52.6,2716.0,40408.0,12241.0,83.0,83.0,0.30293506,10.606783,6.070738,3.962716
1129,63180.0,5180,13.8,299.0,65.0,2745.0,32334.0,9918.0,62.7,62.7,0.30673593,10.383875,5.7004437,4.1743875
1130,63180.0,5846,14.1,528.0,63.7,2944.0,39408.0,12049.0,85.9,73.9,0.3057501,10.581724,6.2690964,4.1541843
1131,63190.0,95,15.2,319.0,79.9,3720.0,35765.0,12606.0,52.9,76.5,0.3524675,10.484725,5.765191,4.380776
1132,63190.0,170,5.0,547.0,62.0,3182.0,40627.0,13857.0,74.4,77.8,0.34107858,10.612188,6.3044486,4.1271343
1133,63190.0,704,5.2,479.0,67.0,2782.0,37122.0,12350.0,96.3,92.7,0.3326868,10.521965,6.1717005,4.204693
1134,63190.0,3054,14.0,460.0,67.0,3483.0,40704.0,14140.0,68.3,82.9,0.347386,10.614081,6.1312265,4.204693
1135,63190.0,5624,14.3,428.0,72.2,3236.0,35082.0,12220.0,75.0,84.4,0.34832677,10.465444,6.059123,4.27944
1136,63190.0,8056,7.5,676.0,63.3,2577.0,32818.0,11625.0,78.6,82.5,0.35422635,10.398732,6.516193,4.1478853
1137,63200.0,255,4.8,353.0,88.2,4547.0,41010.0,13268.0,70.3,78.4,0.32353085,10.621572,5.866468,4.479607
1138,63200.0,994,4.2,432.0,108.0,4224.0,31080.0,10056.0,85.2,88.6,0.32355213,10.344319,6.0684257,4.6821313
1139,63200.0,1245,7.1,198.0,108.3,4667.0,34193.0,11063.0,90.0,90.0,0.32354575,10.439776,5.288267,4.684905
1140,63200.0,1404,3.7,406.0,76.7,6275.0,65101.0,21063.0,61.7,71.7,0.32354343,11.083695,6.0063534,4.3399014
1141,63200.0,2012,5.8,412.0,94.9,4299.0,36088.0,11676.0,78.8,86.4,0.32354245,10.493715,6.0210233,4.5528235
1142,63200.0,2132,14.4,460.0,86.0,4505.0,41572.0,13450.0,75.3,76.5,0.32353508,10.635182,6.1312265,4.454347
1143,63200.0,2252,3.6,332.0,91.3,4761.0,41439.0,13407.0,67.3,70.9,0.3235358,10.631978,5.805135,4.5141506
1144,63200.0,4537,22.8,234.0,138.9,4369.0,24959.0,8075.0,39.5,63.2,0.32353058,10.1249895,5.4553213,4.9337544
1145,63200.0,4579,1.7,350.0,82.3,4580.0,44356.0,14351.0,77.8,71.4,0.32354134,10.700004,5.857933,4.4103713
1146,63200.0,5100,4.4,296.0,97.6,4436.0,36135.0,11691.0,67.9,83.0,0.32353672,10.495017,5.6903596,4.5808773
