,wage,hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
619,390,59,74,26,15,10,3,30,1,1,1,1,3,3.0,7.0,6.0,5.966147
620,1500,40,123,43,16,9,12,32,1,0,1,1,1,1.0,12.0,14.0,7.3132205
621,583,80,86,24,12,9,1,30,1,0,1,1,2,2.0,12.0,12.0,6.368187
622,460,40,92,22,11,16,1,36,1,0,1,1,5,6.0,,,6.1312265
623,945,40,87,41,12,12,13,38,1,0,1,1,2,2.0,8.0,,6.851185
624,1442,60,117,39,16,9,3,31,1,0,1,1,1,2.0,12.0,10.0,7.2737865
625,1333,45,112,50,16,14,8,38,1,0,1,1,1,2.0,12.0,4.0,7.195187
626,1500,37,119,41,15,8,5,33,0,0,0,1,1,1.0,12.0,18.0,7.3132205
627,1333,45,103,30,16,7,1,34,1,0,0,1,3,1.0,,,7.195187
628,700,40,74,29,12,16,4,36,1,1,1,1,3,,9.0,,6.55108
629,973,36,81,33,13,11,5,32,1,0,1,1,0,1.0,6.0,9.0,6.880384
630,2162,40,124,48,18,10,8,32,1,0,1,1,1,1.0,10.0,10.0,7.678789
631,797,41,89,38,12,10,7,36,1,0,1,0,1,2.0,7.0,8.0,6.680855
632,400,40,88,34,12,14,1,32,1,1,1,1,7,7.0,7.0,6.0,5.9914646
633,1015,40,67,31,12,15,11,32,1,1,0,1,3,2.0,9.0,5.0,6.9226437
634,1744,43,106,41,16,8,9,29,1,0,1,1,1,1.0,12.0,16.0,7.463937
635,630,40,103,30,15,14,2,32,1,0,1,0,0,1.0,11.0,5.0,6.4457197
636,445,40,91,40,12,11,4,32,1,0,1,0,0,1.0,6.0,8.0,6.0980744
637,660,42,101,34,16,12,9,31,1,0,1,1,0,1.0,12.0,12.0,6.49224
638,779,40,85,30,12,14,7,37,1,1,1,1,7,4.0,12.0,,6.658011
639,377,40,83,32,12,9,1,36,0,0,1,1,1,1.0,12.0,12.0,5.9322453
640,560,44,70,34,12,16,11,35,1,1,1,1,2,1.0,8.0,,6.3279366
641,1122,60,102,54,17,7,13,32,1,0,1,1,2,2.0,12.0,11.0,7.022868
642,453,50,94,34,12,9,2,30,1,0,1,0,6,4.0,7.0,7.0,6.115892
643,1386,40,97,38,10,17,9,37,1,0,1,1,1,2.0,12.0,8.0,7.234177
644,1539,40,115,38,17,7,9,31,1,0,1,1,2,1.0,12.0,16.0,7.338888
645,1154,40,117,38,16,11,12,35,1,0,1,1,5,5.0,17.0,18.0,7.0509896
646,962,50,105,45,14,15,2,37,1,0,1,1,3,4.0,8.0,4.0,6.8690143
647,722,55,113,36,16,8,1,38,0,0,1,1,1,2.0,8.0,,6.582025
648,480,40,83,37,12,9,3,37,1,0,1,1,4,3.0,10.0,11.0,6.173786
649,808,50,101,44,18,8,9,38,1,0,1,0,3,2.0,17.0,12.0,6.694562
650,1442,40,113,36,13,14,8,36,1,0,1,1,2,1.0,12.0,12.0,7.2737865
651,1091,50,88,31,13,13,4,37,1,0,0,1,4,1.0,12.0,,6.99485
652,350,40,93,41,12,16,0,33,0,1,1,1,1,1.0,12.0,,5.857933
653,500,40,83,39,12,18,11,36,1,1,1,1,0,1.0,7.0,,6.214608
654,1026,45,113,27,16,9,13,30,1,0,1,1,2,2.0,16.0,14.0,6.933423
655,577,40,106,43,17,11,7,33,0,1,1,1,3,2.0,13.0,16.0,6.3578424
656,1333,60,106,38,15,5,1,30,1,0,1,1,2,2.0,12.0,12.0,7.195187
657,915,55,114,36,12,17,9,37,1,0,0,1,1,,10.0,,6.818924
658,1105,40,119,32,16,9,10,30,0,0,1,1,5,1.0,11.0,10.0,7.007601
659,910,40,82,26,14,5,5,30,1,1,1,1,10,,9.0,3.0,6.8134446
660,1000,40,89,40,12,17,8,38,1,0,1,1,7,7.0,1.0,4.0,6.9077554
661,1160,40,74,18,12,14,1,33,1,1,1,1,9,6.0,3.0,4.0,7.056175
662,1001,34,77,22,12,12,3,29,1,1,1,1,9,8.0,3.0,4.0,6.908755
663,713,40,75,25,12,5,12,36,1,1,1,1,7,4.0,,,6.5694814
664,929,40,97,28,13,12,5,30,1,0,1,1,2,1.0,12.0,12.0,6.834109
665,400,50,68,35,12,4,9,31,1,1,1,1,6,1.0,6.0,2.0,5.9914646
666,1241,40,83,51,13,9,10,33,1,0,1,1,2,3.0,12.0,12.0,7.123673
667,1065,40,97,40,12,21,10,36,1,0,1,1,1,1.0,12.0,,6.9707303
668,403,45,98,37,12,5,3,30,1,0,1,1,2,,12.0,12.0,5.9989367
669,940,45,102,30,13,15,12,30,1,1,1,1,2,2.0,,,6.84588
670,812,40,81,20,10,17,13,34,1,1,1,1,2,2.0,8.0,3.0,6.6995006
671,700,20,85,27,10,13,0,35,1,1,1,1,3,,6.0,10.0,6.55108
672,575,40,86,20,10,12,6,33,1,1,1,1,8,,,,6.35437
673,450,40,79,23,10,20,5,36,1,1,1,1,7,6.0,12.0,12.0,6.1092477
674,621,43,84,24,12,14,10,31,1,0,1,0,4,3.0,8.0,6.0,6.431331
675,441,38,74,24,12,12,11,30,1,0,1,0,4,4.0,8.0,6.0,6.089045
676,625,40,92,25,16,6,9,33,1,1,1,0,11,1.0,,,6.437752
677,726,45,93,32,12,16,5,36,1,0,1,0,5,2.0,6.0,,6.58755
678,500,40,69,18,9,21,13,38,1,1,1,1,8,6.0,6.0,,6.214608
679,1000,44,113,41,17,8,2,34,1,0,1,1,4,1.0,17.0,18.0,6.9077554
680,393,48,92,37,12,15,16,38,1,0,1,1,1,1.0,8.0,7.0,5.9738097
681,600,40,127,44,12,8,3,28,0,0,1,0,2,2.0,9.0,12.0,6.3969297
682,962,50,109,44,12,21,12,37,1,0,1,0,0,1.0,6.0,,6.8690143
683,962,40,97,42,12,15,4,34,1,0,1,0,5,1.0,10.0,8.0,6.8690143
684,865,40,66,30,11,10,7,30,1,0,0,1,14,4.0,0.0,10.0,6.7627296
685,1154,50,109,46,16,10,3,35,1,0,1,1,2,1.0,16.0,14.0,7.0509896
686,1386,42,109,43,16,10,11,34,1,0,1,0,1,1.0,4.0,14.0,7.234177
687,732,40,104,36,12,10,7,36,1,0,1,1,1,2.0,,,6.5957804
688,865,40,85,44,13,4,9,34,1,0,1,1,3,3.0,8.0,8.0,6.7627296
689,700,40,81,26,12,13,13,31,1,0,1,0,5,6.0,8.0,4.0,6.55108
690,975,40,87,12,9,20,10,37,1,0,1,0,3,,5.0,4.0,6.8824377
691,1300,40,78,40,13,12,3,33,1,0,1,1,2,3.0,12.0,12.0,7.17012
692,900,40,54,37,14,12,3,31,1,0,1,1,2,1.0,12.0,12.0,6.802395
693,829,40,98,33,12,15,15,36,1,0,0,1,4,5.0,8.0,8.0,6.72022
694,1000,40,98,34,12,17,13,36,1,0,1,1,3,,12.0,,6.9077554
695,827,40,105,29,16,7,8,30,1,0,0,1,2,1.0,16.0,12.0,6.717805
696,500,44,87,25,13,5,2,31,1,0,1,1,7,,12.0,,6.214608
697,1155,40,117,25,13,9,1,28,1,0,0,1,3,2.0,12.0,12.0,7.0518556
698,950,55,85,30,15,8,3,29,0,0,0,1,2,,12.0,12.0,6.856462
699,700,40,82,35,13,10,4,30,1,0,0,1,4,5.0,8.0,,6.55108
700,1710,45,114,39,18,7,6,32,1,0,0,1,1,1.0,12.0,,7.4442487
701,533,30,65,21,12,5,1,32,0,1,0,1,5,1.0,11.0,12.0,6.2785215
702,2004,48,105,48,18,10,0,34,1,0,0,1,2,1.0,12.0,12.0,7.6029005
703,890,60,92,20,14,9,8,32,1,0,0,1,1,2.0,7.0,7.0,6.7912216
704,3078,30,107,23,13,11,4,29,1,0,0,1,2,2.0,12.0,12.0,8.032035
705,1539,40,111,41,17,10,13,37,1,0,0,1,3,2.0,12.0,16.0,7.338888
706,508,40,73,38,12,1,1,31,1,1,0,1,1,,,,6.2304816
707,1354,40,119,49,17,13,9,35,0,0,0,0,2,1.0,16.0,16.0,7.2108183
708,1143,35,97,40,12,21,8,38,1,0,0,1,5,1.0,12.0,12.0,7.041412
709,962,40,110,34,12,16,8,33,1,0,0,1,2,1.0,10.0,10.0,6.8690143
710,1250,44,96,32,12,19,20,38,1,0,0,1,2,1.0,12.0,12.0,7.130899
711,990,40,67,23,12,16,3,34,1,1,0,1,2,1.0,8.0,8.0,6.897705
712,905,40,102,31,12,17,4,37,1,0,0,0,5,5.0,12.0,12.0,6.8079348
713,926,55,64,22,12,18,0,38,1,0,0,1,4,5.0,0.0,2.0,6.8308744
714,1559,40,103,32,12,17,10,34,1,0,0,1,3,4.0,8.0,8.0,7.3518
715,1312,40,118,39,10,14,4,32,1,0,0,1,0,1.0,12.0,8.0,7.179308
716,923,40,118,36,14,8,16,35,1,1,0,1,5,1.0,7.0,,6.827629
717,879,40,118,41,18,1,9,31,1,0,0,1,1,2.0,13.0,13.0,6.7787848
718,800,25,75,37,13,14,1,38,1,0,1,1,0,1.0,12.0,10.0,6.684612
719,1049,50,112,45,14,6,10,32,1,0,0,0,3,3.0,12.0,10.0,6.9555926
720,550,40,95,20,12,4,1,30,0,0,0,0,3,4.0,12.0,10.0,6.3099184
721,1190,40,119,38,17,4,2,34,1,0,0,1,0,1.0,12.0,14.0,7.0817084
722,583,48,94,35,14,10,6,37,1,0,0,0,2,1.0,12.0,12.0,6.368187
723,1200,40,103,27,14,5,2,30,1,0,0,1,1,1.0,6.0,7.0,7.090077
724,797,55,90,36,16,11,5,33,1,0,0,1,5,2.0,14.0,17.0,6.680855
725,1371,40,128,50,18,8,13,36,1,0,0,0,1,2.0,16.0,12.0,7.2232957
726,360,55,110,44,13,11,1,38,0,1,0,1,4,,12.0,8.0,5.886104
727,1270,40,84,40,12,11,12,30,1,0,0,1,2,2.0,12.0,12.0,7.1467724
728,1832,40,97,38,12,16,1,36,1,0,0,1,1,2.0,8.0,12.0,7.5131636
729,909,40,102,34,12,14,5,33,1,0,0,1,3,3.0,12.0,7.0,6.812345
730,1746,40,131,41,18,9,10,33,1,0,0,1,7,3.0,12.0,12.0,7.4650826
731,520,40,126,23,16,8,1,30,1,0,0,1,7,5.0,12.0,12.0,6.253829
732,808,40,107,32,16,6,7,29,1,0,0,0,7,6.0,12.0,12.0,6.694562
733,2137,45,108,45,16,11,2,36,1,0,0,1,2,3.0,12.0,,7.667158
734,692,50,92,49,15,9,3,38,1,1,0,1,0,1.0,8.0,8.0,6.539586
735,931,80,108,40,16,4,1,36,1,0,0,1,4,2.0,12.0,12.0,6.8362594
736,812,45,115,46,16,11,3,34,1,0,0,1,1,2.0,12.0,8.0,6.6995006
737,866,40,111,44,14,16,14,35,1,0,0,1,1,1.0,12.0,12.0,6.763885
738,1442,40,115,47,12,14,9,36,1,0,0,1,7,5.0,12.0,12.0,7.2737865
739,500,40,101,31,14,12,0,32,1,0,0,0,2,2.0,11.0,6.0,6.214608
740,1384,50,114,48,18,12,2,37,1,0,0,1,1,1.0,12.0,13.0,7.2327332
741,528,55,116,40,18,5,9,30,1,0,0,1,4,5.0,12.0,12.0,6.2690964
742,881,40,90,41,12,4,14,36,1,0,0,0,2,3.0,12.0,,6.781058
743,1026,45,125,33,12,11,11,28,1,0,0,1,3,1.0,14.0,17.0,6.933423
744,1212,40,98,26,12,11,12,28,0,0,0,1,4,,12.0,10.0,7.100027
745,1620,38,111,42,15,8,5,29,1,0,0,0,1,2.0,10.0,,7.3901815
746,1843,48,109,38,16,11,2,32,1,0,0,1,3,2.0,12.0,,7.51915
747,1602,60,124,36,16,12,2,37,1,0,0,1,1,2.0,12.0,12.0,7.3790083
748,1000,40,121,35,13,6,1,33,1,0,0,1,2,2.0,8.0,14.0,6.9077554
749,737,48,103,37,12,7,4,30,1,0,0,1,4,4.0,10.0,,6.6025877
750,1699,40,96,19,12,10,1,29,0,0,1,1,2,3.0,12.0,12.0,7.437795
751,1699,40,100,40,12,11,9,33,1,0,0,1,1,2.0,12.0,8.0,7.437795
752,1025,48,104,30,14,6,5,32,1,0,0,1,2,3.0,,12.0,6.932448
753,1107,40,112,38,12,12,5,38,1,0,0,1,5,3.0,11.0,12.0,7.009409
754,625,40,73,24,11,1,1,31,1,0,0,1,3,4.0,12.0,12.0,6.437752
755,720,50,101,39,13,1,7,29,1,0,0,1,4,2.0,11.0,11.0,6.5792513
756,855,40,99,44,12,19,10,36,1,0,0,1,1,2.0,12.0,12.0,6.7511015
757,1250,40,95,23,12,12,2,32,1,0,0,1,2,2.0,12.0,12.0,7.130899
758,1130,40,109,40,18,4,13,38,1,0,0,0,1,2.0,18.0,15.0,7.029973
759,900,40,110,35,12,6,1,28,0,0,0,1,1,,13.0,13.0,6.802395
760,1924,50,98,49,17,6,7,38,1,0,0,1,1,1.0,4.0,,7.5621614
761,962,40,112,46,15,8,2,37,1,0,0,1,2,1.0,12.0,16.0,6.8690143
762,1874,48,64,37,11,22,3,38,1,1,0,1,7,,,,7.5358305
763,1573,55,90,28,12,5,3,30,1,0,0,1,4,3.0,11.0,8.0,7.3607397
764,940,45,102,46,14,11,7,36,1,0,0,1,1,2.0,12.0,10.0,6.84588
765,900,40,119,39,16,8,9,30,1,0,0,0,1,2.0,12.0,12.0,6.802395
766,882,44,96,34,12,15,13,31,1,0,0,0,6,3.0,8.0,10.0,6.782192
767,1710,45,118,40,18,12,12,38,1,0,0,1,1,1.0,12.0,12.0,7.4442487
768,1260,45,79,39,12,19,15,37,1,0,0,0,3,2.0,9.0,8.0,7.138867
769,751,40,96,42,12,9,7,38,1,0,0,0,1,1.0,10.0,8.0,6.6214056
770,1097,50,80,27,11,12,12,28,1,0,0,0,5,1.0,12.0,11.0,7.0003343
771,1001,48,137,36,13,11,11,33,1,0,0,0,5,6.0,12.0,,6.908755
772,1154,40,116,42,15,11,12,34,0,0,0,0,2,1.0,12.0,9.0,7.0509896
773,1000,43,69,31,12,15,16,35,1,0,0,1,4,4.0,12.0,8.0,6.9077554
774,1250,40,78,36,12,16,3,33,1,0,0,1,9,,6.0,2.0,7.130899
775,857,65,99,41,12,18,3,38,1,0,1,1,2,1.0,8.0,8.0,6.753438
776,1211,27,92,33,12,13,3,31,1,0,0,1,3,2.0,16.0,12.0,7.0992017
777,937,32,113,23,16,12,7,29,1,0,0,1,3,,16.0,12.0,6.8426833
778,904,50,98,29,13,7,1,33,1,0,0,1,5,,12.0,,6.8068295
779,872,45,115,30,15,7,4,29,1,0,0,1,3,1.0,12.0,18.0,6.7707896
780,1200,40,96,26,9,18,0,34,1,0,0,1,4,3.0,,8.0,7.090077
781,1261,40,117,41,17,1,9,35,1,0,0,1,4,1.0,6.0,8.0,7.1396604
782,950,40,96,38,12,14,2,35,1,0,0,1,1,1.0,8.0,2.0,6.856462
783,115,50,108,46,12,9,3,29,1,0,0,1,5,6.0,10.0,11.0,4.744932
784,673,40,92,34,17,6,4,31,1,0,0,1,5,5.0,16.0,12.0,6.5117455
785,1084,45,95,38,15,17,10,37,1,0,0,1,1,2.0,16.0,16.0,6.9884133
786,1058,40,94,40,14,13,14,34,1,0,0,1,0,1.0,15.0,9.0,6.9641356
787,800,40,115,38,12,20,12,38,1,0,0,0,7,6.0,7.0,8.0,6.684612
788,369,40,117,36,18,11,1,31,0,0,0,0,3,4.0,,,5.9107966
789,1924,40,105,42,16,14,13,36,1,0,0,0,0,1.0,12.0,,7.5621614
790,855,40,109,36,12,17,15,36,1,0,0,0,3,1.0,7.0,6.0,6.7511015
791,864,40,87,38,12,15,6,31,1,0,0,0,1,1.0,12.0,12.0,6.761573
792,1092,44,110,34,16,15,13,36,1,0,0,1,4,4.0,13.0,13.0,6.995766
793,1025,40,110,30,16,9,4,30,1,0,0,0,3,,10.0,12.0,6.932448
794,850,35,109,32,12,11,2,31,1,0,0,0,2,2.0,17.0,,6.7452364
795,673,40,85,21,12,17,10,35,1,0,0,0,2,2.0,12.0,12.0,6.5117455
796,800,40,105,42,14,12,12,37,1,0,0,0,3,2.0,10.0,12.0,6.684612
797,1049,44,122,39,16,7,3,33,1,0,0,0,3,3.0,10.0,12.0,6.9555926
798,884,40,108,40,17,9,11,35,1,0,0,1,3,2.0,14.0,9.0,6.784457
799,800,40,122,38,16,10,2,31,0,0,1,1,3,3.0,12.0,8.0,6.684612
800,1200,40,79,32,17,9,9,32,1,0,0,1,0,1.0,8.0,8.0,7.090077
801,664,40,105,30,12,8,10,29,1,0,0,1,7,6.0,12.0,12.0,6.498282
802,1111,45,90,47,12,18,18,37,1,0,0,1,6,3.0,,,7.0130157
803,850,43,111,38,16,8,8,34,1,0,0,1,4,2.0,,,6.7452364
804,1000,40,110,42,12,6,12,37,1,0,0,1,5,2.0,8.0,12.0,6.9077554
805,875,40,92,32,12,8,4,29,0,0,0,1,4,,14.0,14.0,6.774224
806,1202,40,131,32,16,10,2,33,1,0,0,0,3,2.0,12.0,12.0,7.091742
807,666,40,104,32,12,10,2,29,1,0,0,0,2,3.0,12.0,12.0,6.50129
808,923,40,110,39,16,15,11,37,1,0,0,0,2,1.0,12.0,7.0,6.827629
809,788,40,99,20,12,10,10,28,1,0,1,1,4,5.0,10.0,3.0,6.669498
810,950,40,86,31,10,23,5,38,1,0,1,1,9,9.0,,6.0,6.856462
811,1442,40,105,42,12,9,16,37,1,0,1,1,3,4.0,,,7.2737865
812,866,40,85,26,12,11,12,30,1,1,1,0,8,5.0,6.0,0.0,6.763885
813,625,40,72,34,9,17,5,34,1,0,1,0,10,7.0,4.0,,6.437752
814,680,40,86,35,12,13,9,32,0,0,1,0,6,1.0,6.0,7.0,6.522093
815,693,40,68,38,12,11,19,35,1,0,1,0,5,2.0,12.0,8.0,6.54103
816,875,36,95,22,12,16,2,38,0,1,1,0,8,9.0,6.0,,6.774224
817,2308,40,116,42,17,8,2,38,1,0,0,0,6,1.0,12.0,13.0,7.744137
818,1196,45,96,45,14,10,4,32,1,0,1,0,2,3.0,10.0,6.0,7.086738
819,700,38,85,36,12,13,8,32,1,1,1,1,6,,2.0,8.0,6.55108
820,721,40,100,32,12,8,8,29,1,0,1,1,3,2.0,12.0,4.0,6.5806394
821,1500,40,101,38,13,13,2,32,1,0,1,1,5,3.0,12.0,8.0,7.3132205
822,1050,50,97,31,15,4,9,31,1,1,1,1,2,1.0,16.0,9.0,6.9565454
823,801,48,100,30,14,6,10,29,1,1,1,1,2,1.0,,,6.685861
824,640,23,96,39,12,7,3,31,0,1,1,1,5,,,,6.461468
825,1198,32,117,39,16,7,9,30,1,0,1,1,1,2.0,12.0,12.0,7.088409
826,390,55,93,38,12,4,2,32,1,0,1,1,1,,16.0,13.0,5.966147
827,889,36,116,37,12,12,11,28,1,0,1,1,1,2.0,9.0,12.0,6.790097
828,1076,38,106,42,12,19,20,36,1,0,1,1,1,1.0,12.0,9.0,6.9810057
829,1127,40,98,45,12,17,12,36,1,0,1,1,1,2.0,14.0,12.0,7.0273147
830,750,50,103,36,15,1,1,37,1,0,1,0,1,1.0,12.0,9.0,6.6200733
831,855,40,118,41,14,6,14,33,1,0,1,0,3,1.0,,12.0,6.7511015
832,525,40,100,22,13,5,1,31,1,0,1,0,1,1.0,10.0,12.0,6.263398
833,1104,54,96,39,12,11,4,29,1,0,1,0,1,2.0,10.0,12.0,7.0066953
834,553,40,67,22,12,11,10,30,1,1,1,0,7,2.0,8.0,9.0,6.315358
835,800,43,96,27,12,10,1,29,1,0,1,0,1,1.0,10.0,10.0,6.684612
836,1384,50,104,42,13,8,7,31,1,0,1,0,3,1.0,13.0,14.0,7.2327332
837,425,30,106,34,17,8,0,36,0,0,1,0,0,1.0,14.0,12.0,6.052089
838,510,54,62,34,11,13,4,33,0,1,1,1,7,6.0,2.0,10.0,6.234411
839,370,32,73,31,12,13,2,31,1,1,1,0,9,2.0,3.0,4.0,5.913503
840,596,40,62,26,12,16,14,33,1,1,1,0,9,8.0,2.0,8.0,6.3902407
841,402,40,76,28,12,9,4,28,1,1,0,1,4,2.0,,10.0,5.996452
842,418,40,76,26,12,12,2,31,1,1,1,0,0,1.0,9.0,10.0,6.0354815
843,1133,40,106,44,16,13,10,36,1,0,1,0,1,1.0,12.0,,7.0326242
844,681,40,94,24,12,18,15,35,0,0,1,1,4,,9.0,10.0,6.5235624
845,950,40,81,29,11,16,5,35,1,0,1,0,3,4.0,10.0,6.0,6.856462
846,600,40,87,15,10,20,7,36,1,0,1,0,0,1.0,5.0,6.0,6.3969297
847,661,40,96,25,13,8,6,29,0,0,1,0,3,2.0,,5.0,6.493754
848,925,40,75,27,12,12,9,30,1,0,1,0,2,2.0,6.0,,6.829794
849,550,40,95,34,12,14,13,31,1,0,1,0,0,1.0,5.0,5.0,6.3099184
850,606,40,86,19,11,13,11,30,1,0,1,0,4,4.0,3.0,7.0,6.40688
851,425,40,86,17,10,7,1,30,1,0,1,0,4,4.0,3.0,7.0,6.052089
852,340,50,104,41,14,4,1,31,1,0,1,1,5,3.0,8.0,18.0,5.8289456
853,692,50,95,21,12,16,9,34,1,0,1,1,2,2.0,7.0,5.0,6.539586
854,575,40,116,37,12,11,9,29,1,0,1,0,1,2.0,8.0,12.0,6.35437
855,571,40,66,20,9,15,10,33,1,0,1,0,5,1.0,8.0,6.0,6.347389
856,817,40,101,38,16,11,9,32,1,0,1,1,1,2.0,0.0,5.0,6.705639
857,987,40,96,23,12,11,5,29,1,0,1,0,1,2.0,12.0,12.0,6.89467
858,616,55,104,41,12,16,18,35,1,0,1,1,4,5.0,9.0,,6.423247
859,1026,60,105,34,16,12,1,35,1,0,0,1,3,1.0,14.0,10.0,6.933423
860,808,40,106,34,12,4,3,29,1,0,0,1,1,2.0,8.0,7.0,6.694562
861,808,50,101,34,17,8,0,30,1,0,1,1,1,2.0,15.0,15.0,6.694562
862,788,40,96,42,12,13,5,36,1,0,1,1,4,1.0,12.0,12.0,6.669498
863,850,40,105,34,12,6,2,33,1,0,0,1,1,1.0,12.0,9.0,6.7452364
864,900,38,106,40,12,10,19,38,1,0,1,1,7,,3.0,2.0,6.802395
865,1418,45,102,44,12,19,20,36,1,0,1,1,2,3.0,8.0,8.0,7.257003
866,260,40,75,35,12,21,0,37,1,1,1,0,3,3.0,,,5.560682
867,662,45,99,27,14,7,2,28,1,1,1,0,6,1.0,5.0,5.0,6.4952655
868,562,55,90,46,13,4,1,38,1,0,1,0,1,1.0,12.0,11.0,6.331502
869,562,80,104,30,12,11,5,28,1,0,1,0,1,,12.0,12.0,6.331502
870,357,70,115,37,13,5,2,30,1,0,1,1,6,7.0,,,5.8777356
871,1009,40,118,37,16,11,12,32,1,0,1,0,0,1.0,12.0,10.0,6.916715
872,1442,40,108,40,12,17,17,36,1,0,1,1,1,1.0,9.0,12.0,7.2737865
873,651,40,76,30,11,11,2,29,1,1,0,1,7,7.0,10.0,11.0,6.4785094
874,750,40,50,28,12,14,5,32,1,1,1,0,10,,3.0,,6.6200733
875,754,40,55,23,12,13,14,33,1,1,1,0,2,1.0,10.0,,6.6253924
876,700,40,73,23,12,17,9,38,1,1,1,0,8,3.0,,,6.55108
877,503,40,84,14,11,11,2,30,0,1,0,1,3,,9.0,9.0,6.22059
878,937,40,104,37,12,14,15,32,1,0,1,0,1,2.0,12.0,9.0,6.8426833
879,624,40,92,40,10,18,10,36,1,0,1,0,2,3.0,10.0,6.0,6.4361506
880,750,40,83,27,12,4,10,32,1,1,1,0,7,1.0,10.0,6.0,6.6200733
881,900,40,98,36,14,1,8,30,1,1,1,0,7,2.0,10.0,6.0,6.802395
882,540,40,70,25,10,12,10,29,1,1,1,0,9,,10.0,7.0,6.291569
883,642,35,87,26,13,9,3,30,1,0,1,0,10,10.0,4.0,10.0,6.464588
884,400,50,96,38,15,6,10,28,0,0,1,0,5,,12.0,,5.9914646
885,900,40,80,34,10,15,14,38,1,0,1,0,3,3.0,12.0,10.0,6.802395
886,513,40,104,40,16,8,10,33,1,0,1,0,5,2.0,12.0,10.0,6.240276
887,894,40,104,35,18,7,10,35,1,0,1,0,7,8.0,9.0,8.0,6.795706
888,1282,60,96,24,18,7,5,32,1,0,1,1,4,2.0,12.0,18.0,7.1561766
889,485,40,89,24,12,10,9,30,0,0,1,0,4,3.0,12.0,18.0,6.184149
890,325,55,113,39,12,11,5,29,1,0,1,0,1,2.0,10.0,13.0,5.7838254
891,769,45,105,29,12,16,5,33,1,0,1,0,4,1.0,7.0,7.0,6.645091
892,618,40,84,39,14,6,8,31,0,0,1,1,7,8.0,7.0,4.0,6.4264884
893,1040,48,108,36,12,16,17,35,1,0,1,1,6,7.0,7.0,3.0,6.946976
894,751,40,104,32,12,15,4,34,1,0,1,1,4,3.0,8.0,3.0,6.6214056
895,380,50,106,28,12,15,11,30,1,0,1,0,2,1.0,7.0,7.0,5.9401712
896,300,24,83,45,12,16,3,37,1,1,1,1,4,1.0,3.0,,5.7037826
897,753,46,70,34,10,21,7,38,1,0,1,1,4,2.0,12.0,7.0,6.6240654
898,1065,65,104,39,16,10,11,34,1,0,1,1,2,3.0,11.0,12.0,6.9707303
899,1070,40,91,42,12,13,1,30,1,0,0,1,1,2.0,14.0,12.0,6.975414
900,1573,55,112,42,18,7,8,34,1,0,1,1,1,1.0,14.0,18.0,7.3607397
901,650,40,97,27,10,14,9,30,1,0,1,0,5,1.0,12.0,9.0,6.4769726
902,700,45,99,40,12,15,7,32,1,0,1,0,4,2.0,10.0,10.0,6.55108
903,494,40,74,30,12,16,4,34,1,1,1,0,5,,,,6.2025356
904,890,48,100,40,12,4,8,31,1,0,1,0,0,1.0,,,6.7912216
905,520,40,86,28,10,15,12,31,1,0,1,0,0,1.0,6.0,,6.253829
906,891,40,90,36,12,16,16,32,1,0,1,0,5,5.0,12.0,9.0,6.7923446
907,570,50,101,43,12,11,12,30,1,0,0,1,2,3.0,12.0,,6.3456364
908,1444,40,109,33,15,11,1,29,1,0,1,1,2,1.0,11.0,9.0,7.275172
909,481,48,98,26,12,14,2,31,0,1,0,1,4,3.0,,,6.175867
910,500,44,107,40,12,21,12,38,1,0,1,0,2,,12.0,7.0,6.214608
911,1473,40,110,48,16,15,15,36,1,0,1,0,1,2.0,12.0,14.0,7.2950563
912,803,40,120,35,13,4,1,28,1,0,1,1,3,4.0,10.0,12.0,6.6883545
913,962,50,97,34,16,7,2,30,1,0,1,1,0,1.0,12.0,12.0,6.8690143
914,1000,44,103,37,12,9,5,29,1,0,1,1,0,1.0,11.0,,6.9077554
915,600,40,114,36,16,5,4,30,1,0,1,1,2,1.0,12.0,12.0,6.3969297
916,450,40,95,31,11,12,2,30,1,0,1,0,2,3.0,8.0,8.0,6.1092477
917,629,60,93,32,12,6,1,30,1,1,1,0,8,3.0,10.0,6.0,6.4441314
918,492,60,67,38,12,15,2,34,1,1,1,0,3,,8.0,,6.1984787
919,1562,40,97,28,17,7,2,32,1,0,1,1,5,1.0,12.0,13.0,7.353722
920,357,70,97,34,14,6,3,28,1,0,1,0,1,2.0,13.0,16.0,5.8777356
921,960,40,83,25,13,14,13,32,1,0,1,1,4,,10.0,,6.8669333
922,566,45,104,46,16,5,2,32,1,0,1,0,1,2.0,12.0,12.0,6.338594
923,481,40,82,27,12,9,2,32,1,0,1,0,2,2.0,12.0,8.0,6.175867
924,1442,40,113,45,16,8,10,35,1,0,1,1,2,2.0,8.0,8.0,7.2737865
925,645,45,93,39,12,11,3,35,1,0,1,0,7,7.0,7.0,8.0,6.46925
926,788,40,100,23,11,15,6,32,1,1,1,0,5,,9.0,,6.669498
927,644,42,101,38,12,11,5,33,1,0,1,0,4,3.0,12.0,,6.4676986
928,477,45,100,33,12,9,3,31,1,0,1,0,3,3.0,7.0,7.0,6.1675167
929,664,60,82,30,16,10,9,34,1,1,1,1,3,4.0,16.0,16.0,6.498282
930,520,40,79,28,16,6,1,30,1,1,1,0,0,1.0,11.0,,6.253829
