,price,return,return_1,t,price_1,price_2,cprice,cprice_1
678,157.06,0.80225915,0.05137214,679,155.81,155.73,1.25,0.08000183
679,158.65,1.0123496,0.80225915,680,157.06,155.81,1.5899963,1.25
680,161.01,1.4875517,1.0123496,681,158.65,157.06,2.3600006,1.5899963
681,162.33,0.8198294,1.4875517,682,161.01,158.65,1.3200073,2.3600006
682,166.47,2.55036,0.8198294,683,162.33,161.01,4.1399994,1.3200073
683,167.69,0.7328655,2.55036,684,166.47,162.33,1.2200012,4.1399994
684,165.21,-1.4789169,0.7328655,685,167.69,166.47,-2.4799957,1.2200012
685,163.55,-1.004784,-1.4789169,686,165.21,167.69,-1.6600037,-2.4799957
686,161.74,-1.1066937,-1.004784,687,163.55,165.21,-1.8099976,-1.6600037
687,165.45,2.2937994,-1.1066937,688,161.74,163.55,3.7099915,-1.8099976
688,166.67,0.73738366,2.2937994,689,165.45,161.74,1.2200012,3.7099915
689,163.41,-1.9559577,0.73738366,690,166.67,165.45,-3.2599945,1.2200012
690,164.25,0.5140422,-1.9559577,691,163.41,166.67,0.83999634,-3.2599945
